N	2gram	Potebnia_M	FransuaR
334	при виде	3	6
335	лица и	2	6
336	могут быть	17	6
337	для них	2	6
338	что она	3	6
339	в противоположность	2	6
340	и которые	3	6
341	и следовательно	4	6
342	его на	3	6
343	друг друга	6	6
344	в один	2	6
345	самого начала	5	6
346	между прочим	5	6
347	до того	2	6
348	этого слова	5	6
349	уже и	2	6
350	не могли	2	6
351	дает нам	2	6
352	судить о	3	6
353	хотя бы	4	6
354	и слово	2	6
355	в языке	36	6
356	от того	9	6
357	остановимся на	3	6
358	то он	2	6
359	язык и	6	6
360	с таким	3	6
361	как она	3	6
362	находится в	2	6
363	как будто	2	6
364	на что	3	6
365	тем же	4	6
366	себе в	2	6
367	видно что	2	6
368	не столько	3	6
369	ни для	2	6
370	таким же	3	6
371	тем самым	6	5
372	такие которые	2	5
373	язык в	8	5
374	тогда когда	15	5
375	но мы	3	5
376	в г	2	5
377	стремление к	3	5
378	быть только	7	5
379	нисколько не	2	5
380	притом не	5	5
381	и самого	2	5
382	в первом	5	5
383	должна быть	4	5
384	тем более	2	5
385	в теле	2	5
386	и весь	3	5
387	от их	4	5
388	но только	2	5
389	в другой	4	5
390	что мы	11	5
391	из него	3	5
392	чем в	2	5
393	в человеке	14	5
394	есть не	7	5
395	проявляется в	2	5
396	ничем не	2	5
397	с другими	3	5
398	с нею	6	5
399	что слово	5	5
400	на язык	7	5
401	как например	4	5
402	должно быть	9	5
403	словом и	2	5
404	ко всем	4	5
405	и самое	3	5
406	одного и	6	5
407	ни было	4	5
408	слова в	7	5
409	если мы	5	5
410	всяком случае	7	5
411	в человеческом	3	5
412	по его	7	5
413	и только	6	5
414	в слове	21	5
415	бы не	11	5
416	что дело	2	5
417	но даже	2	5
418	и всегда	3	5
419	во втором	6	5
420	не могла	2	5
421	себя и	3	5
422	которой мы	3	5
423	в применении	3	5
424	во многих	5	5
425	в собственном	4	5
426	применении к	3	5
427	но уже	2	5
428	из одного	3	5
429	в ряду	6	5
430	все в	2	5
431	к первой	2	5
432	между этими	2	5
433	необходимости и	2	5
434	не во	3	5
435	видеть в	3	5
436	то в	6	5
437	стороны и	3	5
438	слово в	2	5
439	мы в	2	5
440	независимо от	15	5
441	только то	3	5
442	человека в	3	5
443	этот мир	2	5
444	на то	5	5
445	не нуждается	2	4
446	в каждом	6	4
447	он должен	2	4
448	такое же	3	4
449	в известном	2	4
450	нельзя сказать	2	4
451	времен и	2	4
452	о происхождении	8	4
453	но если	4	4
454	эти последние	3	4
455	что за	3	4
456	о которой	2	4
457	с такою	2	4
458	чтобы не	3	4
459	оно и	4	4
460	друг другу	4	4
461	что из	2	4
462	говоря о	3	4
463	одной и	4	4
464	говорит он	4	4
465	дело с	2	4
466	к этой	3	4
467	представляется нам	4	4
468	языка но	3	4
469	на это	2	4
470	животных и	2	4
471	что человек	6	4
472	людьми и	2	4
473	что касается	2	4
474	заключается в	3	4
475	к языку	6	4
476	если же	5	4
477	их и	2	4
478	природу и	2	4
479	связь между	2	4
480	что во	4	4
481	и притом	6	4
482	и слова	2	4
483	о которых	5	4
484	что даже	2	4
485	также что	2	4
486	не так	6	4
487	заметить что	7	4
488	же не	2	4
489	которых мы	3	4
490	это самое	2	4
491	или же	7	4
492	между явлениями	2	4
493	оно не	4	4
494	этот вопрос	2	4
495	этих последних	5	4
496	на такой	2	4
497	только не	2	4
498	выйти из	2	4
499	внимание на	3	4
500	не совсем	3	4
501	имеет дело	2	4
502	что я	2	4
503	них не	3	4
504	в действительности	6	4
505	если в	3	4
506	есть нечто	7	4
507	и тем	5	4
508	утверждает что	3	4
509	его от	2	4
510	когда в	3	4
511	о его	2	4
512	не исчерпывается	2	4
513	и той	4	4
514	в словах	6	4
515	бы ни	8	4
516	к ней	3	4
517	из своих	2	4
518	приближаются к	2	4
519	мы чувствуем	3	4
520	и вполне	2	4
521	нами в	2	4
522	не по	4	4
523	каждый раз	5	4
524	не могло	3	4
525	не должно	2	4
526	к новому	2	4
527	в смысле	4	4
528	время и	2	4
529	по себе	24	4
530	то на	4	4
531	собственном смысле	2	4
532	и понимания	10	3
533	в каком	7	3
534	что многие	2	3
535	как отдельные	2	3
536	он есть	3	3
537	он видит	2	3
538	это определение	2	3
539	друг от	3	3
540	относятся к	2	3
541	смысле этого	3	3
542	она не	3	3
543	вопрос об	3	3
544	на нее	2	3
545	на ней	4	3
546	не что	2	3
547	известно что	3	3
548	должны были	2	3
549	что иное	2	3
550	к одной	3	3
551	мы говорим	3	3
552	от друга	3	3
553	и того	6	3
554	духа и	8	3
555	указывает на	2	3
556	не потому	2	3
557	свободы и	3	3
558	для других	2	3
559	со стороны	11	3
560	не всегда	2	3
561	в одно	5	3
562	после этого	2	3
563	движения в	3	3
564	не находит	2	3
565	тому что	4	3
566	к первому	3	3
567	даже при	3	3
568	и другая	2	3
569	не знаем	2	3
570	и народа	5	3
571	и практики	2	3
572	и совершенно	2	3
573	а скорее	2	3
574	на другой	2	3
575	знать что	2	3
576	органы и	2	3
577	для обозначения	2	3
578	бы то	2	3
579	имеет место	4	3
580	но при	3	3
581	как во	2	3
582	в народе	2	3
583	из нее	2	3
584	явления в	2	3
585	ее с	2	3
586	что его	2	3
587	время как	2	3
588	явлений и	3	3
589	ключ к	2	3
590	не существует	2	3
591	не из	3	3
592	человек не	2	3
593	и языка	4	3
594	сходство между	2	3
595	все признаки	2	3
596	к одному	3	3
597	которое он	2	3
598	слова но	4	3
599	в живой	2	3
600	из того	3	3
601	для нее	4	3
602	по форме	2	3
603	иное как	2	3
604	все слова	2	3
605	от своего	2	3
606	а потому	14	3
607	как именно	3	3
608	не имел	2	3
609	не будет	2	3
610	то ни	3	3
611	на другом	2	3
612	по всей	2	3
613	живых существ	2	3
614	за ним	2	3
615	этой цели	3	3
616	развития и	3	3
617	все более	3	3
618	этом смысле	4	3
619	таким путем	4	3
620	когда же	2	3
621	иначе чем	2	3
622	в последнем	2	3
623	что именно	2	3
624	нем есть	2	3
625	существует только	2	3
626	может стать	3	3
627	на две	2	3
628	тем как	3	3
629	что с	3	3
630	и может	5	3
631	пить и	2	3
632	человеком и	4	3
633	касается до	3	3
634	могла бы	5	3
635	и уже	6	3
636	то это	8	3
637	и тогда	2	3
638	которые не	5	3
639	жизни но	2	3
640	из основных	2	3
641	не есть	13	3
642	языке и	2	3
643	сознания в	2	3
644	не для	2	3
645	к их	2	3
646	чтобы показать	2	3
647	есть для	2	3
648	и сами	3	3
649	находятся в	3	2
650	при помощи	2	2
651	мы должны	4	2
652	а и	5	2
653	различие между	2	2
654	xviii в	2	2
655	и поэтому	2	2
656	то мы	4	2
657	что ему	2	2
658	оно имеет	2	2
659	от нас	3	2
660	тем в	2	2
661	время когда	2	2
662	только тогда	7	2
663	в стороне	5	2
664	а только	8	2
665	и непосредственно	2	2
666	имея в	3	2
667	только один	3	2
668	для самого	5	2
669	его с	3	2
670	удовольствие от	2	2
671	бы быть	7	2
672	при таком	5	2
673	по мере	10	2
674	что нет	2	2
675	переход от	2	2
676	с нами	2	2
677	таких же	4	2
678	даже с	2	2
679	что такое	3	2
680	из себя	6	2
681	если не	5	2
682	такую же	2	2
683	есть как	2	2
684	же что	2	2
685	божественный разум	2	2
686	вся природа	2	2
687	жизнь народа	2	2
688	его самого	2	2
689	встречаем и	2	2
690	что природа	2	2
691	вслед за	2	2
692	восприятия и	3	2
693	не дают	2	2
694	то все	6	2
695	с которыми	3	2
696	убеждены что	2	2
697	каждому из	4	2
698	этого не	2	2
699	удовольствия и	8	2
700	и стремления	4	2
701	понятий в	3	2
702	на вопрос	3	2
703	речь и	2	2
704	быть может	6	2
705	в такой	2	2
706	с теми	2	2
707	изменений в	2	2
708	хотя в	3	2
709	с общим	3	2
710	одном и	3	2
711	не от	4	2
712	что если	7	2
713	более и	2	2
714	же с	8	2
715	нам кажется	2	2
716	этого языка	2	2
717	совершенно справедливо	2	2
718	сходство с	2	2
719	близки к	2	2
720	где оно	2	2
721	в животном	4	2
722	по времени	5	2
723	слова с	2	2
724	человек может	2	2
725	в какой	2	2
726	что есть	3	2
727	в самых	2	2
728	еще только	2	2
729	для кого	2	2
730	мог бы	5	2
731	с в	5	2
732	и такое	2	2
733	перед собою	2	2
734	образом что	2	2
735	чтобы убедиться	2	2
736	что сам	3	2
737	и развития	2	2
738	и отдельные	2	2
739	для человека	3	2
740	вообще и	2	2
741	в другую	2	2
742	а его	3	2
743	что ни	2	2
744	то оно	3	2
745	общего с	3	2
746	мы называем	4	2
747	человеке и	2	2
748	то чего	2	2
749	т с	38	2
750	как для	2	2
751	должны быть	11	2
752	в природе	11	2
753	в нашей	2	2
754	на такие	2	2
755	что вполне	2	2
756	сознания и	2	2
757	языка а	3	2
758	кажется нам	3	2
759	между человеком	3	2
760	или как	2	2
761	том и	2	2
762	жизни народа	2	2
763	прежде чем	4	2
764	понятия и	3	2
765	полагает что	3	2
766	оба эти	2	2
767	языка к	2	2
768	этого последнего	2	2
769	сам по	5	2
770	только после	2	2
771	не более	4	2
772	при котором	3	2
773	само собою	4	2
774	указание на	2	2
775	многих других	2	2
776	и неудовольствия	6	2
777	кого не	2	2
778	одним словом	5	2
779	которые мы	7	2
780	и народов	2	2
781	в единстве	3	2
782	не без	2	2
783	в образы	2	2
784	не можем	5	2
785	они служат	2	2
786	без него	2	2
787	если б	7	2
788	что оно	5	2
789	и вместе	5	2
790	от языка	5	2
791	его только	2	2
792	не все	3	2
793	не представляется	2	2
794	себе представить	8	2
795	органов и	2	2
796	такого же	2	2
797	которое мы	5	2
798	что к	2	2
799	поэтому оно	2	2
800	только о	2	2
801	на те	2	2
802	но без	2	2
803	смысле в	5	2
804	мысли в	11	2
805	не с	2	2
806	приближается к	2	2
807	оно может	2	2
808	что при	6	2
809	души в	2	2
810	разнообразие и	3	2
811	теории и	2	2
812	только как	5	2
813	в разные	2	2
814	языка в	6	2
815	ничего общего	3	2
816	бы что	2	2
817	они ни	2	2
818	ни был	2	2
819	со словом	4	2
820	с какою	3	2
