N	2gram	Losev_Dial	Vladivir
164	с этим	5	9
165	что касается	3	9
166	ни с	8	9
167	с другой	10	9
168	не будет	2	9
169	именно в	4	9
170	этом смысле	4	9
171	что мы	3	9
172	из этого	2	9
173	же время	9	9
174	отношения к	3	9
175	это время	3	9
176	мы будем	2	9
177	но он	3	9
178	это мы	6	8
179	только и	5	8
180	отношение к	5	8
181	тоже не	2	8
182	в чем	9	8
183	себя в	2	8
184	как бы	19	8
185	из этих	2	8
186	и он	6	8
187	должно быть	7	8
188	тем что	2	8
189	и я	3	8
190	это значит	18	8
191	с этой	3	8
192	в этих	6	8
193	как в	3	8
194	и для	2	8
195	когда он	2	8
196	со стороны	2	8
197	значит что	25	8
198	конечно не	9	8
199	в смысле	5	8
200	в каком	10	7
201	к его	2	7
202	другими словами	2	7
203	как он	5	7
204	и ни	7	7
205	не имеет	15	7
206	себе и	5	7
207	нисколько не	7	7
208	точно так	3	7
209	же в	2	7
210	е в	3	7
211	но вот	5	7
212	бы и	4	7
213	и мы	8	7
214	то и	3	7
215	за пределы	4	7
216	даже не	4	7
217	если бы	12	7
218	и вот	10	7
219	ничего общего	4	7
220	или как	2	7
221	к ней	4	7
222	но если	6	7
223	но все	5	7
224	был в	2	7
225	в одном	4	7
226	что этот	3	7
227	на первый	2	7
228	в таком	4	7
229	и есть	20	7
230	в них	4	7
231	мы и	3	7
232	его в	3	6
233	что здесь	4	6
234	а это	2	6
235	от того	2	6
236	есть и	11	6
237	есть не	8	6
238	и тут	6	6
239	в виду	9	6
240	само по	7	6
241	и очень	2	6
242	что на	2	6
243	тому что	4	6
244	так или	3	6
245	в общем	2	6
246	жизнь и	5	6
247	нельзя сказать	4	6
248	здесь в	3	6
249	можно говорить	2	6
250	то как	3	6
251	по своему	4	6
252	время как	7	6
253	другой стороны	7	6
254	тем более	2	6
255	что она	18	6
256	на него	2	6
257	не раз	2	6
258	мысли и	3	6
259	для того	2	6
260	же и	11	6
261	такой же	2	6
262	но только	6	6
263	и из	6	6
264	не с	5	6
265	в жизни	3	6
266	почему же	2	6
267	или иначе	3	6
268	если мы	3	6
269	но я	4	6
270	видно что	2	6
271	главным образом	2	6
272	ко всему	3	6
273	по своей	5	6
274	он сам	6	6
275	не говорит	4	6
276	взгляд на	3	6
277	в очень	3	5
278	но она	4	5
279	но мы	3	5
280	вопрос о	3	5
281	еще на	3	5
282	тех кто	2	5
283	на все	2	5
284	и тем	2	5
285	в их	5	5
286	в частности	4	5
287	быть в	5	5
288	для своего	3	5
289	она не	10	5
290	с самого	2	5
291	заметить что	2	5
292	можно только	4	5
293	мы находим	7	5
294	один из	3	5
295	эти последние	3	5
296	что с	2	5
297	и до	2	5
298	как нечто	5	5
299	того и	3	5
300	что они	8	5
301	во время	2	5
302	в области	2	5
303	и больше	2	5
304	ее в	2	5
305	только к	2	5
306	мы имеем	4	5
307	только то	7	5
308	и еще	4	5
309	во всех	3	5
310	говорит что	3	5
311	и часто	3	5
312	что я	5	5
313	есть все	2	5
314	и так	2	5
315	но уже	3	5
316	будем говорить	2	5
317	далеко не	2	5
318	что у	3	5
319	учение об	3	5
320	еще более	3	5
321	с которым	2	5
322	из них	5	5
323	которое в	2	5
324	говорит о	6	5
325	и только	5	5
326	не к	2	5
327	без всякого	3	5
328	в каких	2	5
329	не о	5	4
330	к богу	3	4
331	на самом	5	4
332	перед нами	3	4
333	всех этих	4	4
334	о которых	2	4
335	очень мало	2	4
336	не могут	4	4
337	для нее	2	4
338	крайней мере	11	4
339	в тех	2	4
340	вплоть до	3	4
341	человека и	2	4
342	но для	2	4
343	в науке	3	4
344	ясно что	11	4
345	иное как	4	4
346	не что	4	4
347	то мы	2	4
348	и вместе	2	4
349	это и	6	4
350	есть нечто	16	4
351	он всегда	3	4
352	совершенно не	13	4
353	он мог	2	4
354	как у	3	4
355	у них	3	4
356	оно должно	2	4
357	после этого	3	4
358	что даже	2	4
359	любви к	2	4
360	и т	31	4
361	только с	3	4
362	мог бы	3	4
363	она есть	12	4
364	одной стороны	3	4
365	не то	9	4
366	есть его	2	4
367	но тут	3	4
368	в сущности	2	4
369	раз навсегда	2	4
370	всю жизнь	2	4
371	об отношении	6	4
372	уже и	5	4
373	относиться к	3	4
374	что иное	4	4
375	или не	5	4
376	есть просто	6	4
377	когда мы	3	4
378	как например	2	4
379	и эта	3	4
380	независимо от	2	4
381	же это	6	4
382	с ней	2	4
383	это вовсе	2	4
384	но нельзя	2	4
385	которые не	2	4
386	мы можем	5	4
387	т д	28	4
388	только что	5	4
389	мы увидим	2	4
390	должны сказать	2	4
391	и бытия	4	4
392	ни к	2	4
393	в особенности	6	4
394	этом отношении	2	4
395	в нас	2	4
396	уже давно	2	4
397	по крайней	11	4
398	больше всего	2	4
399	об этой	2	4
400	с одной	4	4
401	заключается в	4	4
402	это конечно	5	4
403	и более	7	4
404	можно найти	2	4
405	нет и	2	4
406	со своими	2	4
407	и сейчас	3	4
408	их в	2	4
409	тут тоже	3	4
410	знаем что	2	4
411	я в	3	4
412	на этом	4	4
413	это можно	2	4
414	только не	2	4
415	сам по	8	4
416	ровно ничего	5	4
417	же самое	3	4
418	но с	4	4
419	является как	2	4
420	как с	2	4
421	в первую	2	3
422	что их	2	3
423	как можно	2	3
424	ни о	5	3
425	указывает на	3	3
426	время и	2	3
427	вещи в	4	3
428	от него	4	3
429	на всю	6	3
430	это будет	2	3
431	бы мы	2	3
432	без всяких	2	3
433	не как	4	3
434	больше того	5	3
435	даже больше	2	3
436	в другом	6	3
437	в силу	6	3
438	говоря о	2	3
439	но эта	4	3
440	интереса к	2	3
441	и при	3	3
442	точка зрения	3	3
443	самом деле	6	3
444	бытие и	2	3
445	его не	7	3
446	не больше	5	3
447	также что	2	3
448	всякая вещь	2	3
449	только потому	4	3
450	общего с	6	3
451	больше ничего	3	3
452	гораздо более	3	3
453	тех пор	2	3
454	наука и	5	3
455	пока не	2	3
456	человеческой жизни	2	3
457	не нужно	2	3
458	в полной	2	3
459	что не	13	3
460	если это	3	3
461	часто даже	2	3
462	имеет никакого	3	3
463	тогда и	2	3
464	всегда есть	4	3
465	и др	2	3
466	с теми	2	3
467	в разных	6	3
468	же как	3	3
469	самого начала	2	3
470	иметь в	4	3
471	по одному	4	3
472	я никогда	3	3
473	нет ни	4	3
474	но которая	2	3
475	того как	3	3
476	нечего и	2	3
477	одно и	8	3
478	с ними	4	3
479	ее на	2	3
480	только как	3	3
481	не знаю	3	3
482	дело не	3	3
483	в противоположность	6	3
484	с их	2	3
485	самом же	2	3
486	бы в	3	3
487	о своем	2	3
488	что человек	2	3
489	отличается от	3	3
490	мы сами	2	3
491	очень много	4	3
492	является не	3	3
493	субъекта и	4	3
494	я и	3	3
495	на земле	3	3
496	как о	2	3
497	в изображении	2	3
498	себе не	7	3
499	вот и	2	3
500	отношении к	3	3
501	что есть	2	3
502	как известно	3	3
503	что по	3	3
504	в мире	3	3
505	думать что	3	3
506	ни на	8	3
507	надо считать	2	3
508	на меня	2	3
509	что такое	13	3
510	и объекта	4	3
511	на почве	2	3
512	в состоянии	2	3
513	все что	2	3
514	в какой	3	3
515	будто бы	3	3
516	оно не	2	3
517	в которых	2	3
518	у меня	4	3
519	на что	3	3
520	не существует	8	3
521	меня и	2	3
522	мифологии и	9	3
523	же деле	2	3
524	сейчас же	3	3
525	он на	2	3
526	только о	3	3
527	как будто	7	3
528	была бы	4	3
529	быть и	7	3
530	где тут	2	2
531	она должна	2	2
532	когда оно	2	2
533	нет никакой	2	2
534	что всякая	2	2
535	утверждать что	3	2
536	и говорить	4	2
537	против этого	2	2
538	не является	3	2
539	тот кто	2	2
540	что уже	3	2
541	еще раз	2	2
542	всю его	2	2
543	не потому	5	2
544	с той	2	2
545	ни было	2	2
546	смысла и	3	2
547	не могу	9	2
548	ровно никакого	2	2
549	но к	2	2
550	не по	2	2
551	во мне	5	2
552	а он	4	2
553	уже с	2	2
554	которой не	3	2
555	у вас	2	2
556	свое учение	2	2
557	не всегда	2	2
558	почти не	3	2
559	может только	3	2
560	я имею	2	2
561	в одно	5	2
562	это все	2	2
563	как результат	2	2
564	на ту	2	2
565	в эпоху	2	2
566	объекта и	2	2
567	совершенно ничего	2	2
568	что ни	3	2
569	и вы	3	2
570	стремится к	2	2
571	идеи и	5	2
572	же он	2	2
573	говорил что	2	2
574	от всякой	2	2
575	со всеми	2	2
576	нет ровно	6	2
577	только тогда	9	2
578	хочет быть	2	2
579	вещи не	2	2
580	и совершенно	4	2
581	чтобы понять	3	2
582	стороны и	4	2
583	но так	2	2
584	может и	5	2
585	не мешает	8	2
586	дальше и	2	2
587	только еще	2	2
588	они не	3	2
589	или по	2	2
590	на себе	3	2
591	и философии	2	2
592	же тут	4	2
593	иначе и	3	2
594	времени в	2	2
595	мира и	2	2
596	которые были	2	2
597	имеет ничего	3	2
598	разной степени	2	2
599	просто не	2	2
600	мне кажется	2	2
601	же не	4	2
602	можно ли	3	2
603	почему это	2	2
604	поэзии и	4	2
605	в ее	3	2
606	то не	4	2
607	как я	3	2
608	той или	11	2
609	почти всегда	4	2
610	и может	7	2
611	а есть	4	2
612	все равно	7	2
613	должна быть	5	2
614	например в	2	2
615	что эти	3	2
616	своего развития	2	2
617	для той	2	2
618	в основе	4	2
619	почти все	2	2
620	вопрос об	5	2
621	если в	5	2
622	они были	2	2
623	и должно	3	2
624	на мифологию	3	2
625	ровно никаких	3	2
626	говорил о	2	2
627	с другими	2	2
628	меньше всего	4	2
629	его личности	2	2
630	человека от	2	2
631	хотя в	3	2
632	с первого	2	2
633	в душе	8	2
634	если она	4	2
635	время не	3	2
636	о котором	2	2
637	поэтому и	3	2
638	это за	5	2
639	он чувствовал	3	2
640	а о	2	2
641	а главное	2	2
642	от этого	5	2
643	но лишь	4	2
644	как не	4	2
645	в меру	5	2
646	та же	6	2
647	все они	2	2
648	со всей	2	2
649	и их	5	2
650	и надо	3	2
651	чем не	2	2
652	нечто иное	2	2
653	сих пор	4	2
654	нужно понимать	2	2
655	что мир	2	2
656	и никакого	2	2
657	и пр	7	2
658	или на	3	2
659	которая есть	2	2
660	характерна для	2	2
661	о своих	2	2
662	при условии	3	2
663	и является	2	2
664	потому и	2	2
665	свою собственную	2	2
666	уже знаем	4	2
667	есть уже	2	2
668	стороны не	4	2
669	вы не	3	2
670	сначала на	2	2
671	развития и	2	2
672	она ни	3	2
673	вещей и	5	2
674	личности и	2	2
675	должны быть	2	2
676	тогда когда	6	2
677	получается что	2	2
678	таком случае	2	2
679	личности в	2	2
680	дальше в	2	2
681	так вот	2	2
682	если иметь	2	2
683	в той	4	2
684	тотчас же	2	2
685	даже просто	4	2
686	и уже	4	2
687	во внимание	2	2
688	что эта	5	2
689	говорить о	9	2
690	и жизни	4	2
691	природы и	2	2
692	и об	4	2
693	есть для	2	2
694	состояние в	2	2
695	с какой	5	2
696	относится к	2	2
697	все в	2	2
698	и почти	6	2
699	жизнь в	2	2
700	есть синтез	2	2
701	до сих	4	2
