N	2gram	Bakhtin_Fr	Narrotol
103	и на	25	7
104	или в	2	7
105	в форме	6	7
106	одной стороны	2	6
107	вплоть до	2	6
108	о нем	4	6
109	не могла	2	6
110	что и	2	6
111	например в	3	6
112	сказать что	12	6
113	из этих	7	6
114	здесь не	3	6
115	на него	2	6
116	с одной	2	6
117	в нашем	3	6
118	на то	2	6
119	все что	2	6
120	таким образом	5	6
121	человеческих отношений	2	6
122	на самом	6	5
123	в другом	2	5
124	и у	7	5
125	точку зрения	2	5
126	и о	4	5
127	картине мира	3	5
128	к нему	5	5
129	место в	4	5
130	точка зрения	3	5
131	мира и	4	5
132	было бы	4	5
133	и здесь	4	5
134	себе самому	2	5
135	да и	5	5
136	по поводу	2	5
137	и от	3	5
138	с ними	2	5
139	так сказать	5	5
140	в начале	4	5
141	с ее	3	5
142	и даже	10	5
143	подобно тому	2	5
144	для того	2	5
145	в пределах	3	5
146	в какой	2	5
147	их в	3	5
148	именно в	6	5
149	человек в	2	5
150	в своих	8	5
151	но для	3	5
152	еще в	3	5
153	из них	7	5
154	тому как	2	5
155	в одном	8	5
156	не было	3	5
157	и сам	2	5
158	даже в	6	4
159	не о	2	4
160	еще раз	4	4
161	эти два	2	4
162	начиная с	2	4
163	но именно	4	4
164	роль в	6	4
165	в виду	5	4
166	в области	10	4
167	только на	3	4
168	друг друга	3	4
169	по своему	9	4
170	в них	13	4
171	она не	2	4
172	это уже	4	4
173	так в	4	4
174	и конец	2	4
175	что касается	3	4
176	и по	3	4
177	не на	2	4
178	что они	2	4
179	начало и	3	4
180	как мы	12	4
181	в основе	8	4
182	хотя бы	2	4
183	могла бы	2	4
184	к этому	2	4
185	существенную роль	3	4
186	это было	2	4
187	к ней	2	4
188	и как	2	4
189	в эпизоде	2	4
190	со всеми	2	4
191	но они	4	4
192	раз в	4	4
193	не вполне	3	4
194	и мира	2	4
195	оно не	2	4
196	и с	8	4
197	для нас	5	4
198	несмотря на	5	4
199	всяком случае	2	4
200	по своей	3	4
201	к жизни	2	4
202	во всяком	2	4
203	или даже	2	4
204	нового времени	17	4
205	в себя	9	4
206	не к	2	4
207	еще и	6	3
208	до конца	4	3
209	и потому	14	3
210	не подлежит	3	3
211	так же	2	3
212	но как	3	3
213	как к	3	3
214	как известно	2	3
215	связано с	2	3
216	и вот	5	3
217	в романе	8	3
218	а его	2	3
219	не знает	6	3
220	здесь мы	2	3
221	одно из	7	3
222	одной из	3	3
223	в него	2	3
224	и это	3	3
225	в церкви	2	3
226	между ними	4	3
227	что не	3	3
228	все эти	15	3
229	связи с	5	3
230	в связи	2	3
231	во время	14	3
232	интерес к	2	3
233	особенно в	2	3
234	характер и	4	3
235	но это	5	3
236	можно было	4	3
237	дело в	2	3
238	бы быть	2	3
239	а о	2	3
240	во второй	2	3
241	в чужой	2	3
242	лишь в	4	3
243	должен был	2	3
244	в этих	6	3
245	всех его	3	3
246	сих пор	7	3
247	по ходу	3	3
248	перед лицом	2	3
249	освободиться от	2	3
250	на этот	3	3
251	входит в	4	3
252	жизни как	3	3
253	приводит к	2	3
254	именно эта	2	3
255	он и	3	3
256	что мы	2	3
257	с точки	6	3
258	говорит о	2	3
259	не просто	3	3
260	по его	3	3
261	как на	4	3
262	на фоне	4	3
263	жизни но	2	3
264	наряду с	2	3
265	подчеркнуть что	2	3
266	но он	5	3
267	до сих	7	3
268	от всего	3	2
269	утрачивает свою	2	2
270	как именно	2	2
271	для которого	2	2
272	в это	2	2
273	них как	2	2
274	наконец в	2	2
275	говоря о	2	2
276	в их	6	2
277	от своего	2	2
278	в формах	3	2
279	людей и	2	2
280	представления о	3	2
281	одновременно и	3	2
282	в наиболее	2	2
283	но одновременно	3	2
284	только с	3	2
285	она была	6	2
286	в общем	4	2
287	в более	4	2
288	где они	3	2
289	не входит	2	2
290	могут быть	4	2
291	жизни это	4	2
292	в году	13	2
293	в процессе	2	2
294	с нею	2	2
295	для них	2	2
296	и во	6	2
297	своего существования	2	2
298	в сущности	20	2
299	вовсе не	25	2
300	к миру	2	2
301	в мир	2	2
302	и вообще	5	2
303	меньшей степени	8	2
304	но все	5	2
305	в отрыве	2	2
306	время в	3	2
307	это в	5	2
308	и еще	5	2
309	на это	2	2
310	бы в	2	2
311	преимущественно в	4	2
312	мы можем	2	2
313	целый ряд	2	2
314	и одновременно	6	2
315	же она	2	2
316	превращается в	6	2
317	все это	16	2
318	тем что	5	2
319	та же	2	2
320	в особенности	7	2
321	и наконец	2	2
322	одним из	4	2
323	в течение	3	2
324	это всегда	2	2
325	себе и	2	2
326	быть только	3	2
327	во всех	13	2
328	всего на	3	2
329	и более	4	2
330	отношение к	9	2
331	есть в	6	2
332	ни с	3	2
333	мире в	2	2
334	автора и	2	2
335	мир и	3	2
336	проникновения в	2	2
337	есть на	2	2
338	во многом	3	2
339	зрения на	3	2
340	к которому	2	2
341	из которых	2	2
342	большей или	7	2
343	новое и	3	2
344	раз и	2	2
345	не для	2	2
346	еще более	6	2
347	в других	3	2
348	отрыве от	3	2
349	это был	3	2
350	это и	3	2
351	совершенно иной	2	2
352	но с	2	2
353	это время	2	2
354	этих двух	2	2
355	мы будем	4	2
356	мы и	4	2
357	в системе	3	2
