N	2gram	Vygotskiy_	Problemy
211	как он	6	6
212	знает что	2	6
213	отличие от	3	6
214	он знает	3	6
215	а с	7	6
216	по существу	4	6
217	в художественном	4	6
218	на его	4	6
219	себя в	4	6
220	героя а	3	6
221	и во	2	6
222	во время	4	6
223	и здесь	11	6
224	на них	3	6
225	одна из	6	6
226	для этого	12	6
227	с этим	4	6
228	можно было	6	6
229	за ним	3	6
230	во всем	3	6
231	зависимости от	9	6
232	превращается в	2	6
233	и вот	7	6
234	в драме	5	6
235	но ведь	2	6
236	в отличие	3	6
237	и только	5	6
238	для его	2	6
239	в этой	15	6
240	на то	27	6
241	он может	3	6
242	в своих	9	6
243	этот вопрос	6	6
244	в которых	4	6
245	на этом	11	6
246	жизни и	8	6
247	конечно не	3	6
248	в основе	9	6
249	как на	15	6
250	отношения к	2	6
251	нисколько не	3	5
252	и то	12	5
253	или иной	2	5
254	с таким	2	5
255	он как	2	5
256	бы его	3	5
257	была бы	4	5
258	здесь мы	2	5
259	с тем	10	5
260	тому что	11	5
261	они не	3	5
262	того же	5	5
263	в уста	3	5
264	один из	9	5
265	что может	2	5
266	в зависимости	7	5
267	мы не	8	5
268	той или	2	5
269	в ее	3	5
270	слов и	2	5
271	те же	3	5
272	все то	6	5
273	в глаза	2	5
274	то есть	16	5
275	та же	6	5
276	совершенно не	11	5
277	на протяжении	2	5
278	нет и	2	5
279	ни на	3	5
280	тому же	4	5
281	именно в	9	5
282	когда он	10	5
283	тому как	3	5
284	сам по	4	5
285	с собой	3	5
286	он только	3	5
287	быть и	2	5
288	в ней	5	5
289	вместе с	16	5
290	нет ни	4	4
291	в каждой	3	4
292	стороны и	5	4
293	от того	6	4
294	все и	2	4
295	является в	2	4
296	изображения в	2	4
297	под влиянием	3	4
298	которого он	2	4
299	он должен	8	4
300	это как	2	4
301	из которых	5	4
302	и кажется	2	4
303	каждый из	2	4
304	не то	4	4
305	заставляет его	5	4
306	мы видели	2	4
307	для понимания	3	4
308	в эту	2	4
309	только с	3	4
310	но только	3	4
311	и говорит	4	4
312	в сторону	2	4
313	даже и	2	4
314	что оно	12	4
315	то это	6	4
316	здесь в	2	4
317	каждый элемент	2	4
318	находится в	2	4
319	связи с	2	4
320	он был	3	4
321	мы сказали	2	4
322	понятно что	6	4
323	которую он	2	4
324	входят в	2	4
325	одно и	3	4
326	даны в	2	4
327	нет в	2	4
328	время как	5	4
329	как нам	2	4
330	что с	8	4
331	это в	5	4
332	в словах	3	4
333	всех этих	3	4
334	в которой	4	4
335	это было	4	4
336	только что	11	4
337	к другу	5	4
338	что если	9	4
339	об этом	5	4
340	этом отношении	3	4
341	с этой	5	4
342	времени и	5	4
343	нами в	2	4
344	в рассказе	2	4
345	другому и	2	4
346	жизнь и	2	4
347	именно потому	4	4
348	сами по	2	4
349	речи и	2	4
350	то он	2	4
351	что такое	2	4
352	еще более	2	4
353	героя о	2	4
354	само по	3	4
355	образом и	3	4
356	и если	13	4
357	оно не	2	4
358	не есть	4	4
359	ни один	2	4
360	со своим	2	4
361	если не	2	4
362	еще в	2	4
363	и действительно	2	4
364	друг к	5	4
365	мы и	2	4
366	данном случае	4	3
367	во времени	2	3
368	не для	4	3
369	это действительно	2	3
370	о чем	4	3
371	ни одной	2	3
372	есть только	3	3
373	к другим	2	3
374	которые в	2	3
375	сам не	2	3
376	которых мы	5	3
377	герой и	2	3
378	есть нечто	3	3
379	целом ряде	2	3
380	жизни а	2	3
381	в письме	2	3
382	мы знаем	4	3
383	что даже	3	3
384	бы сказать	3	3
385	увидим что	13	3
386	согласиться с	2	3
387	никому не	2	3
388	значение для	2	3
389	мысли о	2	3
390	он говорит	5	3
391	могли бы	6	3
392	что этот	3	3
393	так в	4	3
394	что на	6	3
395	здесь же	2	3
396	почти не	2	3
397	с героем	2	3
398	и та	5	3
399	между собой	2	3
400	нуждается в	3	3
401	совсем не	3	3
402	того чтобы	43	3
403	а затем	2	3
404	и герой	2	3
405	же в	3	3
406	можно сказать	4	3
407	этом случае	2	3
408	еще один	2	3
409	признать что	4	3
410	ее в	2	3
411	того как	4	3
412	мы видим	13	3
413	и вообще	2	3
414	почти никогда	2	3
415	есть то	2	3
416	и мы	28	3
417	кажется нам	8	3
418	одной из	2	3
419	как например	2	3
420	в сознании	2	3
421	в данном	4	3
422	дело и	3	3
423	какой бы	3	3
424	из этих	4	3
425	дело в	4	3
426	на одном	5	3
427	то время	4	3
428	мог бы	3	3
429	по преимуществу	2	3
430	чтобы сделать	2	3
431	и уже	4	3
432	так вот	2	3
433	себя за	2	3
434	это очень	2	3
435	все они	2	3
436	не является	3	3
437	и при	3	3
438	чем у	3	3
439	и есть	7	3
440	у нас	7	3
441	себе не	2	3
442	что его	2	3
443	но они	2	3
444	что тут	2	3
445	мы можем	8	3
446	том и	3	3
447	не с	2	3
448	он является	2	3
449	на нее	2	3
450	но уже	2	3
451	раз в	4	3
452	почти на	2	3
453	со словами	2	3
454	или наоборот	3	3
455	оно может	2	3
456	пути и	3	3
457	если мы	24	3
458	о них	2	3
459	которых он	3	3
460	романа и	2	3
461	но что	3	3
462	только не	5	3
463	не из	2	3
464	сводится к	7	3
465	говорит о	5	3
466	романа как	2	3
467	в таком	4	3
468	именно на	6	3
469	его жизнь	2	3
470	и эта	2	3
471	будто бы	3	3
472	ту же	3	3
473	в большей	2	3
474	не дает	2	3
475	мы будем	3	3
476	от этой	3	3
477	без всякого	3	3
478	тем же	3	3
479	чем в	3	3
480	во все	4	2
481	и заставляет	2	2
482	что их	2	2
483	этого необходимо	2	2
484	к этим	2	2
485	указывает на	8	2
486	его на	2	2
487	что дело	3	2
488	в ответ	2	2
489	не потому	2	2
490	этой точки	3	2
491	вот что	2	2
492	но она	3	2
493	одного и	2	2
494	не раз	2	2
495	к этому	5	2
496	совершенно неправильно	2	2
497	он дает	2	2
498	должен быть	3	2
499	во всякой	2	2
500	и эти	3	2
501	уже с	2	2
502	и других	2	2
503	быть это	2	2
504	образом все	2	2
505	героя является	2	2
506	одном из	2	2
507	мы с	3	2
508	друг от	2	2
509	может и	2	2
510	и ни	4	2
511	и вне	2	2
512	мы говорили	4	2
513	к сожалению	2	2
514	чем не	2	2
515	надо было	2	2
516	над ним	2	2
517	в особенности	3	2
518	не так	4	2
519	в душе	2	2
520	эти три	3	2
521	такого же	2	2
522	входящий в	2	2
523	по сравнению	4	2
524	материал для	2	2
525	для своего	2	2
526	лучшем случае	3	2
527	в поэзии	5	2
528	на том	4	2
529	как она	9	2
530	в лучшем	3	2
531	показать что	17	2
532	и там	2	2
533	наконец он	2	2
534	с которой	2	2
535	же мы	3	2
536	ответ на	5	2
537	для чего	4	2
538	не могла	2	2
539	находит свое	2	2
540	этих двух	8	2
541	своими собственными	2	2
542	и совершенно	8	2
543	к убийству	2	2
544	смысле слова	2	2
545	же как	4	2
546	когда она	3	2
547	но может	2	2
548	и очень	5	2
549	с теми	3	2
550	что вся	3	2
551	очень хорошо	2	2
552	образом в	3	2
553	в корне	2	2
554	в противоположность	3	2
555	почти все	3	2
556	к его	2	2
557	и между	4	2
558	к которой	4	2
559	ли это	3	2
560	не все	3	2
561	не кажется	2	2
562	и этот	2	2
563	художественного произведения	3	2
564	это кажется	2	2
565	котором мы	3	2
566	что весь	3	2
567	если я	2	2
568	целый ряд	5	2
569	одна и	2	2
570	что здесь	3	2
571	противоположных направлениях	4	2
572	из нее	2	2
573	что герой	3	2
574	нигде не	2	2
575	от друга	2	2
576	в качестве	2	2
577	для того	45	2
578	и другие	3	2
579	иметь в	3	2
580	и показывает	2	2
581	для нас	9	2
582	в центре	2	2
583	от одного	2	2
584	все остальное	2	2
585	к ней	3	2
586	речь в	2	2
587	не могло	2	2
588	с одной	15	2
589	в какой	5	2
590	сюжета и	2	2
591	не имеет	2	2
592	и является	2	2
593	в нашем	3	2
594	что для	6	2
595	столь же	3	2
596	весь в	2	2
597	одну и	2	2
598	в свою	3	2
599	как все	4	2
600	только он	2	2
601	в музыке	2	2
602	мысль и	2	2
603	и именно	8	2
604	перед ним	2	2
605	в стороне	2	2
606	и того	2	2
607	от нее	2	2
608	из этого	7	2
609	бы как	2	2
610	своего героя	3	2
611	же самое	13	2
612	быть не	2	2
613	дело здесь	2	2
614	собой в	2	2
615	что касается	4	2
616	с помощью	3	2
