N	2gram	Vygotskiy_	StatiiOP
203	в эту	2	7
204	гораздо более	3	7
205	и сейчас	5	7
206	того же	5	7
207	точка зрения	4	7
208	что этот	3	7
209	этому поводу	4	7
210	как это	16	7
211	в ее	3	7
212	с самого	5	7
213	не все	3	7
214	нет никакого	2	7
215	и то	12	7
216	кажется что	2	7
217	отличается от	4	7
218	мы находим	2	7
219	материал для	2	7
220	еще не	6	7
221	отношению к	2	7
222	на этот	7	7
223	что для	6	7
224	по себе	13	7
225	из этого	7	7
226	то время	4	7
227	не просто	6	7
228	даже в	2	6
229	о которых	3	6
230	в себе	13	6
231	в одной	4	6
232	вот что	2	6
233	по отношению	3	6
234	должно было	2	6
235	одном из	2	6
236	ни одного	5	6
237	должен быть	3	6
238	из которых	5	6
239	говорил что	2	6
240	его не	2	6
241	по существу	4	6
242	и все	15	6
243	что на	6	6
244	этой трагедии	5	6
245	в известном	2	6
246	на его	4	6
247	и во	2	6
248	же как	4	6
249	и вообще	2	6
250	с его	6	6
251	что с	8	6
252	мы не	8	6
253	и здесь	11	6
254	действующие лица	5	6
255	в особенности	3	6
256	отношения между	3	6
257	в письме	2	6
258	время как	5	6
259	в жизни	2	6
260	ни на	3	6
261	за то	3	6
262	этот вопрос	6	6
263	обратить внимание	2	6
264	этом смысле	4	6
265	этих двух	8	6
266	только не	5	6
267	в некоторых	2	6
268	и за	4	6
269	тем же	3	6
270	его в	2	5
271	но если	3	5
272	давно уже	2	5
273	оба эти	3	5
274	в прозе	2	5
275	это и	7	5
276	что именно	7	5
277	как он	6	5
278	нас не	2	5
279	и потому	8	5
280	в основу	6	5
281	не так	4	5
282	в сторону	2	5
283	одной стороны	15	5
284	что не	5	5
285	один из	9	5
286	в уста	3	5
287	при этом	11	5
288	думать что	3	5
289	в тех	3	5
290	в сущности	14	5
291	никто не	4	5
292	должна быть	2	5
293	что эти	4	5
294	в двух	9	5
295	не потому	2	5
296	шекспира но	2	5
297	тот факт	6	5
298	самого начала	5	5
299	что ему	4	5
300	которую он	2	5
301	то это	6	5
302	всех этих	3	5
303	на это	3	5
304	не как	3	5
305	к ней	3	5
306	трагедию в	3	5
307	целый ряд	5	5
308	и почему	3	5
309	как говорит	6	5
310	как будто	7	5
311	но они	2	5
312	не могло	2	5
313	с одной	15	5
314	на протяжении	2	5
315	на нее	2	5
316	том чтобы	7	5
317	нет и	2	5
318	ее в	2	5
319	раз в	4	5
320	столь же	3	5
321	и если	13	5
322	оно не	2	5
323	если не	2	5
324	конечно не	3	5
325	и только	5	5
326	без всякого	3	5
327	очевидно что	3	4
328	трагедии и	5	4
329	в каждой	3	4
330	не могут	4	4
331	одна из	6	4
332	в форме	2	4
333	на этом	11	4
334	нисколько не	3	4
335	то есть	16	4
336	что оно	12	4
337	и эти	3	4
338	нет ни	4	4
339	казалось бы	11	4
340	когда пушкин	2	4
341	еще в	2	4
342	в романе	2	4
343	что ни	4	4
344	не знает	2	4
345	которые в	2	4
346	но как	3	4
347	только с	3	4
348	они не	3	4
349	он говорит	5	4
350	тех пор	2	4
351	состоит в	3	4
352	стремление к	2	4
353	что его	2	4
354	естественно что	2	4
355	на сцене	8	4
356	в поэзии	5	4
357	мы видим	13	4
358	это есть	3	4
359	на язык	2	4
360	как мы	6	4
361	именно поэтому	2	4
362	литературы и	2	4
363	да и	4	4
364	показывает что	3	4
365	относится к	2	4
366	для этого	12	4
367	не могли	4	4
368	иметь в	3	4
369	нет в	2	4
370	что по	3	4
371	сами по	2	4
372	и он	7	4
373	которые не	2	4
374	в центре	2	4
375	и тот	2	4
376	на него	4	4
377	что трагедия	8	4
378	бы на	2	4
379	только что	11	4
380	все они	2	4
381	из двух	3	4
382	сцены в	2	4
383	и их	3	4
384	и другие	3	4
385	тому же	4	4
386	хотел бы	2	4
387	и так	4	4
388	материала и	6	4
389	могло бы	4	4
390	для его	2	4
391	меньше всего	4	4
392	не существует	3	4
393	с которым	5	4
394	не для	4	4
395	во внимание	5	4
396	или в	6	4
397	в таком	4	4
398	в основе	9	4
399	быть не	2	4
400	и именно	8	4
401	будто бы	3	4
402	чем в	3	4
403	перед нами	5	3
404	или иной	2	3
405	в драме	5	3
406	о них	2	3
407	из того	4	3
408	что сцена	2	3
409	это действительно	2	3
410	от него	5	3
411	и наконец	5	3
412	вопроса о	2	3
413	с той	2	3
414	от того	6	3
415	вот как	2	3
416	и других	2	3
417	он должен	8	3
418	быть это	2	3
419	точно и	2	3
420	что нет	3	3
421	и вся	4	3
422	образом в	3	3
423	о котором	9	3
424	могло быть	2	3
425	для своего	2	3
426	лучшем случае	3	3
427	к этим	2	3
428	к этой	2	3
429	на том	4	3
430	и как	10	3
431	даже и	2	3
432	из нее	2	3
433	так в	4	3
434	не могла	2	3
435	находит свое	2	3
436	в трех	5	3
437	почти не	2	3
438	не то	4	3
439	на них	3	3
440	смысле слова	2	3
441	совсем не	3	3
442	не будет	3	3
443	он делает	2	3
444	а затем	2	3
445	и самый	2	3
446	представляют собой	2	3
447	себя и	3	3
448	в каком-то	2	3
449	что когда	2	3
450	этом случае	2	3
451	принять во	2	3
452	почти все	3	3
453	к его	2	3
454	бы в	7	3
455	все время	44	3
456	в сознании	2	3
457	и до	4	3
458	в нашей	5	3
459	в словах	3	3
460	больше чем	3	3
461	при таком	4	3
462	искусства и	8	3
463	смотреть на	3	3
464	и уже	4	3
465	не раз	2	3
466	если я	2	3
467	к шекспиру	2	3
468	бы что	2	3
469	он хотел	2	3
470	чем у	3	3
471	в рассказе	2	3
472	вытекает из	2	3
473	здесь дело	2	3
474	не хотел	2	3
475	является в	2	3
476	если это	4	3
477	их в	4	3
478	когда он	10	3
479	в свою	3	3
480	основана на	2	3
481	трагедии это	2	3
482	смысл этого	3	3
483	здесь совершенно	2	3
484	представляет собой	2	3
485	но что	3	3
486	в лучшем	3	3
487	так чтобы	2	3
488	от нее	2	3
489	это же	2	3
490	отношения к	2	3
491	что при	5	3
492	очень хорошо	2	3
493	действующего лица	2	3
494	к своей	3	3
495	отступает от	2	3
496	одним и	3	3
497	не дает	2	3
498	взгляд на	2	3
499	с помощью	3	3
500	драме и	3	3
501	что от	2	2
502	совпадают с	2	2
503	это делает	3	2
504	нигде не	2	2
505	ни о	2	2
506	совершенно правильно	3	2
507	в нее	3	2
508	нуждается в	3	2
509	эту сцену	2	2
510	есть только	3	2
511	эти два	3	2
512	что их	2	2
513	бы мы	7	2
514	совершенно неправильно	2	2
515	в монологе	2	2
516	едва ли	3	2
517	ли не	2	2
518	со словами	2	2
519	и таким	3	2
520	к такому	3	2
521	мы имели	2	2
522	критики и	2	2
523	этого материала	2	2
524	которого он	2	2
525	были бы	3	2
526	свое мнение	2	2
527	это имеет	2	2
528	от себя	2	2
529	ни одной	2	2
530	которое он	2	2
531	и при	3	2
532	за основу	3	2
533	характеров и	2	2
534	не больше	3	2
535	тем как	2	2
536	и ни	4	2
537	показать что	17	2
538	отличие от	3	2
539	всякий раз	6	2
540	мы знаем	4	2
541	мы видели	2	2
542	даны в	2	2
543	для понимания	3	2
544	и совершенно	8	2
545	и этот	2	2
546	значение для	2	2
547	бы по	3	2
548	которым мы	2	2
549	но только	3	2
550	стиха и	2	2
551	с и	11	2
552	ту же	3	2
553	что тот	2	2
554	и насколько	4	2
555	в полной	2	2
556	в комедии	3	2
557	между собой	2	2
558	видит в	3	2
559	жизнь и	2	2
560	с такой	5	2
561	на которое	2	2
562	уже давно	4	2
563	и когда	12	2
564	в зависимости	7	2
565	именно то	5	2
566	с теми	3	2
567	формой и	3	2
568	той или	2	2
569	это чувство	2	2
570	и может	3	2
571	это значит	2	2
572	из самых	3	2
573	что если	9	2
574	и можно	2	2
575	тот же	5	2
576	но уже	2	2
577	это нужно	2	2
578	какой бы	3	2
579	событий и	3	2
580	и от	2	2
581	никак не	10	2
582	к которым	3	2
583	когда мы	10	2
584	его с	2	2
585	то он	2	2
586	из этой	2	2
587	которая говорит	2	2
588	и эта	2	2
589	чтобы понять	3	2
590	замечательно что	2	2
591	по преимуществу	2	2
592	но совершенно	3	2
593	чтобы сделать	2	2
594	дело с	5	2
595	до тех	2	2
596	за ним	3	2
597	мысль о	5	2
598	взглянуть на	3	2
599	всех трех	3	2
600	зависимости от	9	2
601	и той	4	2
602	превращается в	2	2
603	с не	2	2
604	и вот	7	2
605	по моему	2	2
606	том в	2	2
607	что то	2	2
608	будто на	2	2
609	чем не	2	2
610	или с	2	2
611	работы и	3	2
612	в пределах	3	2
613	и из	3	2
614	в отличие	3	2
615	в глазах	2	2
616	что есть	3	2
617	надо сказать	2	2
618	он является	2	2
619	далеко не	4	2
620	говорится о	2	2
621	он может	3	2
622	целом ряде	2	2
623	вернее сказать	3	2
624	ни один	2	2
625	повод для	3	2
626	к другу	5	2
627	которых он	3	2
628	указывает что	7	2
629	те же	3	2
630	мог бы	3	2
631	как она	9	2
632	совершенно ясно	13	2
633	связь между	2	2
634	отомстить за	2	2
635	и теперь	2	2
636	мы в	3	2
637	чтобы показать	2	2
638	сам по	4	2
639	которая существует	3	2
640	характера и	8	2
641	только о	2	2
642	связи которая	2	2
643	именно на	6	2
644	же самое	13	2
645	его жизнь	2	2
646	жизни но	3	2
647	пор пока	2	2
648	собой в	2	2
649	быть и	2	2
650	нас сейчас	2	2
651	на все	2	2
652	мы и	2	2
