N	2gram	Vygotskiy_	Hudozhes
252	из этого	4	2
253	числе и	2	2
254	что и	4	2
255	для возникновения	2	2
256	в значительной	3	2
257	речи а	5	2
258	во внутренней	4	2
259	в равной	2	2
260	и особенно	2	2
261	одним из	3	2
262	и может	2	2
263	у одного	2	2
264	только о	3	2
265	в случае	5	2
266	нашего внутреннего	2	2
267	никем не	2	2
268	а затем	2	2
269	самом деле	6	2
270	случае не	2	2
271	и более	2	2
272	этого слова	5	2
273	жить и	2	2
274	в нашем	6	2
275	в этой	7	2
276	но только	5	2
277	а с	3	2
278	с ним	5	2
279	этих двух	4	2
280	при котором	2	2
281	в какой	6	2
282	вовсе не	3	2
283	чем это	5	2
284	заключается в	14	2
285	имеем дело	2	2
286	если мы	6	2
287	том и	3	2
288	на основе	5	2
289	у него	2	2
290	известном смысле	2	2
291	не с	3	2
