N	2gram	Bakhtin_sl	DiskursI
107	например в	6	7
108	другой стороны	5	7
109	к этому	3	7
110	мира в	2	7
111	лишь в	6	7
112	в пределах	27	7
113	ни в	4	7
114	той же	3	7
115	и его	45	7
116	таким образом	16	7
117	никогда не	9	6
118	в одной	2	6
119	не как	4	6
120	отношение к	8	6
121	что он	2	6
122	не знает	3	6
123	одновременно и	5	6
124	в контексте	5	6
125	именно в	5	6
126	одного из	2	6
127	однако в	3	6
128	здесь не	6	6
129	и может	4	6
130	в сущности	18	6
131	в истории	6	6
132	в ее	2	6
133	и то	2	6
134	одна из	6	6
135	то в	2	6
136	дело в	2	6
137	во всех	25	6
138	и одновременно	2	6
139	в особенности	10	6
140	героя и	5	6
141	с точки	11	6
142	в противовес	2	6
143	ничего не	5	5
144	в другом	4	5
145	в виду	2	5
146	в их	6	5
147	свою очередь	3	5
148	и потому	9	5
149	того что	4	5
150	о нем	6	5
151	к ним	2	5
152	в прошлом	2	5
153	стороны и	3	5
154	мира и	4	5
155	несмотря на	2	5
156	один из	9	5
157	не предполагает	3	5
158	здесь в	6	5
159	того как	2	5
160	сказать что	4	5
161	но она	2	5
162	значительной степени	6	5
163	из этих	3	5
164	так сказать	11	5
165	жанров в	2	5
166	подход к	2	5
167	за пределы	6	5
168	с ее	6	5
169	в значительной	6	5
170	известной степени	6	5
171	на протяжении	3	5
172	в свою	4	5
173	внутренней речи	3	5
174	можно говорить	2	5
175	высказывания не	2	5
176	оно не	12	5
177	зрения на	9	5
178	на этом	4	5
179	в той	13	5
180	как раз	3	5
181	говорить о	2	5
182	по своим	6	5
183	в ней	7	5
184	до конца	25	4
185	не могут	7	4
186	слова не	5	4
187	а на	3	4
188	в речах	3	4
189	и тем	3	4
190	у них	2	4
191	или напротив	2	4
192	и др	17	4
193	в свое	3	4
194	того или	2	4
195	может иметь	3	4
196	по своему	2	4
197	как это	3	4
198	более того	5	4
199	только на	3	4
200	его на	2	4
201	на его	9	4
202	и до	2	4
203	и во	3	4
204	что они	2	4
205	в первом	3	4
206	во всяком	9	4
207	или иного	2	4
208	автор и	3	4
209	до известной	3	4
210	с ней	2	4
211	однако и	2	4
212	в результате	4	4
213	по преимуществу	5	4
214	этом случае	4	4
215	отличается от	3	4
216	тем не	2	4
217	связи с	4	4
218	одним из	5	4
219	в какой	2	4
220	или на	2	4
221	но уже	2	4
222	в самом	6	4
223	не есть	2	4
224	и к	9	4
225	со своим	13	4
226	по себе	4	4
227	высказывания и	3	4
228	точка зрения	10	4
229	к лирике	2	4
230	или в	10	4
231	и само	2	4
232	и есть	2	4
233	с ним	12	4
234	речи как	3	3
235	в форме	3	3
236	в иных	2	3
237	в новом	3	3
238	речь о	2	3
239	языка и	18	3
240	здесь как	3	3
241	в одно	2	3
242	говорящего и	3	3
243	но оно	5	3
244	а его	2	3
245	стремится к	2	3
246	характер и	2	3
247	но как	2	3
248	она не	8	3
249	на том	2	3
250	в едином	2	3
251	они не	3	3
252	более или	5	3
253	в романе	64	3
254	дистанции между	4	3
255	рассказчика и	3	3
256	прозы в	2	3
257	рассказ в	3	3
258	между собой	3	3
259	но здесь	5	3
260	в сочетании	2	3
261	не требует	3	3
262	для этого	4	3
263	различия между	3	3
264	все эти	15	3
265	было бы	3	3
266	мы не	4	3
267	дело не	2	3
268	должна быть	3	3
269	и всякое	2	3
270	романного жанра	19	3
271	на языке	2	3
272	как мы	15	3
273	да и	2	3
274	одно и	3	3
275	не столь	2	3
276	и от	5	3
277	произведения как	3	3
278	с этим	5	3
279	диалогические отношения	2	3
280	бы быть	2	3
281	его как	3	3
282	особенно в	3	3
283	из важнейших	2	3
284	хотя бы	6	3
285	в которой	4	3
286	к ней	2	3
287	композиционная форма	3	3
288	и по	3	3
289	не просто	2	3
290	и наконец	9	3
291	как у	2	3
292	автора и	6	3
293	при всем	3	3
294	дело с	4	3
295	и более	3	3
296	или менее	5	3
297	но все	2	3
298	своего и	4	3
299	отношения к	3	3
300	речи в	5	3
301	входит в	8	3
302	жанра но	2	3
303	ответное понимание	2	3
304	на почве	6	3
305	уже в	2	3
306	всяком случае	7	3
307	и иные	2	3
308	жизни и	5	3
309	слова в	19	3
310	имеет дело	4	3
311	или даже	5	3
312	место в	2	3
313	и сам	4	3
314	момент в	2	3
315	в большинстве	16	3
316	жизни но	2	3
317	слова и	21	3
318	о себе	2	3
319	и что	2	3
320	вместе с	3	3
321	в широком	3	2
322	от его	4	2
323	ему не	2	2
324	или во	2	2
325	в отношении	9	2
326	ни о	2	2
327	для всех	2	2
328	в построении	2	2
329	остается в	5	2
330	вступает в	2	2
331	они были	3	2
332	включает в	3	2
333	в каждом	5	2
334	взаимодействия с	3	2
335	все то	2	2
336	как к	5	2
337	мышления и	6	2
338	друг друга	3	2
339	есть не	2	2
340	себе как	2	2
341	быть и	6	2
342	бы его	2	2
343	к предмету	4	2
344	высказывания как	2	2
345	и вне	3	2
346	и вся	2	2
347	и при	2	2
348	о которых	2	2
349	в основном	7	2
350	к своему	11	2
351	чужому слову	6	2
352	с таким	3	2
353	и композиционно	2	2
354	в чем	2	2
355	его не	4	2
356	к различным	2	2
357	по существу	3	2
358	мы видели	3	2
359	для понимания	3	2
360	установка на	8	2
361	действующих лиц	2	2
362	в него	9	2
363	из романа	2	2
364	не приходится	2	2
365	к нему	7	2
366	только с	3	2
367	жизнь в	2	2
368	те же	3	2
369	говорит и	2	2
370	так в	2	2
371	к такому	2	2
372	большинстве случаев	11	2
373	или меньшей	5	2
374	не могло	3	2
375	в историческом	2	2
376	в собственном	2	2
377	себя и	2	2
378	всегда в	3	2
379	обстоит дело	4	2
380	все это	14	2
381	этого слова	2	2
382	выходит за	3	2
383	же как	2	2
384	интерес к	3	2
385	требует от	2	2
386	на язык	2	2
387	вовсе не	16	2
388	и вообще	2	2
389	речи не	2	2
390	слово не	3	2
391	с другими	8	2
392	х годов	2	2
393	жанрах в	2	2
394	должно быть	3	2
395	ответственность за	2	2
396	в новое	4	2
397	это было	2	2
398	целый ряд	2	2
399	автора в	2	2
400	и той	2	2
401	что как	2	2
402	в языке	7	2
403	и чужого	4	2
404	в драме	2	2
405	своими корнями	2	2
406	сознания в	2	2
407	ни было	2	2
408	для того	2	2
409	и их	6	2
410	с этой	3	2
411	как его	5	2
412	за его	2	2
413	героев и	2	2
414	отношении к	9	2
415	нас в	3	2
416	наших дней	2	2
417	на фоне	11	2
418	том и	2	2
419	не был	2	2
420	языка с	2	2
421	к языку	3	2
422	речи и	4	2
423	у него	5	2
424	значение в	2	2
425	точке зрения	2	2
426	не должно	3	2
427	оно лишь	3	2
428	на то	2	2
429	романа в	5	2
430	новое время	2	2
431	а между	2	2
432	человек в	6	2
433	еще более	7	2
434	различные формы	2	2
435	время и	3	2
436	к чужому	9	2
437	миров и	2	2
438	и с	10	2
439	романа и	8	2
440	большей или	5	2
441	чужой речи	23	2
442	произведения в	2	2
443	не знаем	3	2
444	влияния на	3	2
445	может не	9	2
446	эти жанры	2	2
447	эпохи и	2	2
448	общему мнению	2	2
449	мы все	2	2
450	непосредственно и	2	2
451	в некоторых	3	2
452	только о	2	2
453	и только	2	2
454	во всем	3	2
455	в различные	2	2
456	чем он	2	2
457	а как	3	2
458	с помощью	5	2
459	как с	2	2
