N	2gram	Tiupa_Disk	KulturaY
175	не знает	4	7
176	а с	8	7
177	на том	2	7
178	одной стороны	12	7
179	например в	4	7
180	так сказать	3	7
181	указать на	3	7
182	в истории	5	7
183	не следует	4	7
184	что касается	2	7
185	в г	2	7
186	и должно	2	7
187	есть в	3	7
188	столь же	6	7
189	в котором	7	7
190	когда он	3	7
191	в одном	5	7
192	внимание на	5	7
193	сводится к	7	7
194	свое время	3	6
195	перед нами	4	6
196	данном случае	6	6
197	о них	2	6
198	в себе	22	6
199	как к	2	6
200	роль в	10	6
201	на этом	3	6
202	говоря уже	2	6
203	не всегда	2	6
204	отличие от	13	6
205	в свое	3	6
206	уже о	2	6
207	на себя	2	6
208	в отличие	13	6
209	не столько	3	6
210	в соответствии	4	6
211	в ее	4	6
212	должны быть	3	6
213	что с	2	6
214	той или	6	6
215	разумеется не	2	6
216	первую очередь	3	6
217	не на	3	6
218	как будто	3	6
219	только то	2	6
220	за пределы	2	6
221	дело не	3	6
222	мы не	2	6
223	отличается от	3	6
224	или в	2	6
225	же время	9	6
226	не с	4	6
227	я в	2	6
228	оно не	2	6
229	соответствии с	5	6
230	приводит к	4	6
231	чтобы не	2	6
232	никогда не	3	5
233	в конечном	2	5
234	к его	5	5
235	и к	4	5
236	мой взгляд	3	5
237	речи как	2	5
238	в форме	2	5
239	к себе	2	5
240	в другом	5	5
241	в современной	2	5
242	или менее	2	5
243	же касается	4	5
244	по своему	3	5
245	о нем	3	5
246	более или	2	5
247	но как	2	5
248	не то	2	5
249	интерес к	2	5
250	и от	2	5
251	и он	2	5
252	если можно	2	5
253	не как	5	5
254	на мой	3	5
255	и даже	4	5
256	переход от	2	5
257	как не	3	5
258	я и	3	5
259	одного и	5	5
260	нас в	2	5
261	на протяжении	2	5
262	отношение к	6	5
263	о котором	2	5
264	обратить внимание	2	5
265	и того	6	5
266	на примере	3	5
267	точка зрения	3	5
268	только о	2	5
269	не о	2	4
270	к одному	2	4
271	различие между	3	4
272	не имеют	2	4
273	о чем	4	4
274	собственно и	3	4
275	в каждом	2	4
276	к которому	2	4
277	этого термина	2	4
278	в науке	2	4
279	то она	2	4
280	в современном	3	4
281	всего в	2	4
282	характер и	3	4
283	одно из	4	4
284	так например	2	4
285	и все	5	4
286	и было	3	4
287	в различных	2	4
288	во втором	5	4
289	и без	2	4
290	одного из	5	4
291	однако в	3	4
292	свидетельствует о	2	4
293	аналогии с	2	4
294	что даже	2	4
295	в значении	2	4
296	иначе говоря	5	4
297	для обозначения	4	4
298	могла бы	2	4
299	в году	3	4
300	это в	4	4
301	однако и	2	4
302	конечном счете	2	4
303	который не	2	4
304	в данной	3	4
305	и по	2	4
306	тот или	2	4
307	по словам	4	4
308	наше время	4	4
309	отношения к	2	4
310	не должно	2	4
311	не к	3	4
312	будто бы	3	4
313	и это	3	4
314	зрения на	3	4
315	из них	6	4
316	в ряду	4	4
317	не более	3	4
318	в лингвистике	3	4
319	нельзя не	2	4
320	слова не	3	3
321	за рамки	2	3
322	общения и	4	3
323	в наше	4	3
324	каждый из	2	3
325	с той	3	3
326	в прозе	2	3
327	как формы	2	3
328	в одно	2	3
329	которое было	2	3
330	не приходится	2	3
331	в контексте	3	3
332	на него	2	3
333	к ним	3	3
334	в сторону	4	3
335	своей собственной	3	3
336	большинстве случаев	2	3
337	более того	2	3
338	но здесь	2	3
339	на его	4	3
340	или меньшей	2	3
341	в начале	2	3
342	и может	3	3
343	таковы например	2	3
344	но зато	2	3
345	если в	2	3
346	это еще	2	3
347	но она	3	3
348	тогда как	28	3
349	по аналогии	2	3
350	для данного	3	3
351	в основании	3	3
352	не нужно	2	3
353	мысли и	2	3
354	по мере	2	3
355	по своим	4	3
356	одним из	2	3
357	более чем	3	3
358	традиции в	2	3
359	не могло	2	3
360	при отсутствии	2	3
361	языка с	2	3
362	для него	9	3
363	в большинстве	3	3
364	заметить что	2	3
365	большей или	2	3
366	со своей	2	3
367	эпохи и	2	3
368	с их	3	3
369	или даже	2	3
370	в противовес	4	3
371	при котором	2	3
372	в ходе	5	2
373	в действительности	3	2
374	в греческой	2	2
375	понятие о	3	2
376	надо полагать	2	2
377	в одной	4	2
378	значении этого	4	2
379	который по	3	2
380	в принципе	4	2
381	быть и	2	2
382	было сказано	2	2
383	это понятие	3	2
384	себе не	4	2
385	или о	2	2
386	одном из	2	2
387	к своему	2	2
388	и составляет	3	2
389	смысл в	2	2
390	может и	4	2
391	своего времени	2	2
392	одной из	4	2
393	этом своем	2	2
394	и др	3	2
395	далеко еще	4	2
396	только через	2	2
397	речевой практики	2	2
398	указывает на	2	2
399	по природе	6	2
400	том числе	3	2
401	которая в	3	2
402	говорит и	2	2
403	к такому	2	2
404	к другому	3	2
405	здесь в	4	2
406	жизни и	2	2
407	и до	2	2
408	было в	4	2
409	этого понятия	2	2
410	приходит в	2	2
411	с некоторыми	2	2
412	и строго	2	2
413	не столь	2	2
414	данного речевого	2	2
415	х годов	2	2
416	в строгом	5	2
417	пушкиным в	2	2
418	дело в	3	2
419	его как	3	2
420	это было	2	2
421	имеет место	4	2
422	дело с	2	2
423	как правило	5	2
424	себя самого	2	2
425	природе своей	6	2
426	не является	5	2
427	ведет к	6	2
428	но они	3	2
429	наших дней	2	2
430	рассматривать как	2	2
431	едва ли	2	2
432	сами по	2	2
433	в жизни	2	2
434	в литературе	2	2
435	поэтому в	2	2
436	этом в	2	2
437	на почве	3	2
438	зависит от	2	2
439	и вообще	2	2
440	возможна только	2	2
441	лицом к	2	2
442	а по	2	2
443	и прежде	2	2
444	всякий раз	2	2
445	и одновременно	3	2
446	тому как	5	2
447	не знают	2	2
448	к числу	2	2
449	в случае	2	2
450	в сказке	3	2
451	литературного жанра	5	2
452	в русской	4	2
453	является не	2	2
454	в период	2	2
455	во всем	2	2
456	в себя	7	2
457	момент в	3	2
