N	2gram	Bakhtin_Pr	Problemy
180	в себя	2	7
181	может стать	3	6
182	отличие от	5	6
183	по существу	2	6
184	не менее	4	6
185	и этим	6	6
186	в художественном	20	6
187	себя в	2	6
188	и во	2	6
189	и здесь	2	6
190	на них	3	6
191	но зато	2	6
192	одна из	2	6
193	в начале	2	6
194	можно было	4	6
195	во всем	2	6
196	кроме того	3	6
197	человека как	2	6
198	в отличие	5	6
199	и пр	2	6
200	и только	4	6
201	на то	2	6
202	он может	2	6
203	на почве	3	6
204	в своих	2	6
205	на этом	2	6
206	конечно не	5	6
207	в основе	5	6
208	на фоне	3	6
209	отношения к	6	6
210	но с	3	6
211	или иной	2	5
212	не во	2	5
213	к которому	4	5
214	том же	2	5
215	слова но	3	5
216	была бы	2	5
217	со всеми	3	5
218	здесь мы	2	5
219	они не	3	5
220	в чем	2	5
221	но здесь	3	5
222	ибо в	2	5
223	той или	2	5
224	в ее	4	5
225	все то	3	5
226	его как	3	5
227	то есть	46	5
228	на материале	3	5
229	совершенно не	7	5
230	нет и	3	5
231	высшей степени	5	5
232	в высшей	5	5
233	в ней	4	5
234	художественного творчества	12	5
235	тем не	3	4
236	слова не	3	4
237	все и	2	4
238	и прежде	5	4
239	он должен	2	4
240	из которых	2	4
241	для понимания	2	4
242	от них	2	4
243	что оно	2	4
244	здесь в	2	4
245	связи с	2	4
246	мир в	2	4
247	войти в	2	4
248	материал и	2	4
249	входят в	3	4
250	к миру	3	4
251	совпадает с	2	4
252	особенно в	2	4
253	конечно и	4	4
254	с миром	4	4
255	бы не	2	4
256	этом отношении	2	4
257	вследствие этого	3	4
258	нами в	2	4
259	в едином	2	4
260	вообще не	7	4
261	также и	3	4
262	поэтому в	2	4
263	все что	3	4
264	оно не	3	4
265	не есть	6	4
266	а лишь	2	4
267	дано в	3	4
268	момент его	2	4
269	перестает быть	4	4
270	здесь нет	2	4
271	со словом	5	4
272	данном случае	4	3
273	бытия в	3	3
274	есть только	2	3
275	является как	2	3
276	которых мы	4	3
277	к чему	2	3
278	от ее	2	3
279	узком смысле	2	3
280	художественную форму	4	3
281	значение для	3	3
282	вне себя	4	3
283	здесь же	2	3
284	нуждается в	2	3
285	того чтобы	2	3
286	и мир	2	3
287	можно сказать	2	3
288	должны быть	4	3
289	в других	4	3
290	и вообще	2	3
291	не довлеет	2	3
292	одной из	3	3
293	того или	2	3
294	она только	2	3
295	в данном	4	3
296	дело и	5	3
297	а к	2	3
298	говорить о	3	3
299	дело в	2	3
300	художественном творчестве	10	3
301	как такового	3	3
302	но конечно	4	3
303	все они	5	3
304	не является	3	3
305	и при	2	3
306	мы здесь	4	3
307	и есть	2	3
308	у нас	2	3
309	себе не	2	3
310	но они	4	3
311	мы можем	6	3
312	не с	4	3
313	со словами	2	3
314	оно может	2	3
315	человек в	2	3
316	как таковой	2	3
317	не должна	4	3
318	автор как	2	3
319	в таком	3	3
320	и эта	2	3
321	не дает	2	3
322	мы будем	3	3
323	чем в	2	3
324	она может	3	2
325	но она	2	2
326	можем сказать	2	2
327	к этому	2	2
328	должен быть	2	2
329	словом но	2	2
330	и других	2	2
331	относится и	2	2
332	не всегда	6	2
333	может и	4	2
334	чем не	2	2
335	в особенности	2	2
336	лишь там	2	2
337	нем и	2	2
338	лучшем случае	2	2
339	в поэзии	9	2
340	в лучшем	2	2
341	показать что	2	2
342	форме и	2	2
343	должно отметить	6	2
344	в значительной	2	2
345	находит свое	2	2
346	отнюдь не	19	2
347	смысле слова	2	2
348	и художественного	3	2
349	произведения в	5	2
350	отметить что	7	2
351	словесного целого	3	2
352	известной степени	4	2
353	случае не	2	2
354	в корне	2	2
355	за их	2	2
356	со всех	2	2
357	проникает в	2	2
358	оценок и	2	2
359	и внешнего	2	2
360	к его	2	2
361	собственно не	2	2
362	единство не	2	2
363	в россии	2	2
364	независимо от	13	2
365	нечего сказать	2	2
366	и весь	2	2
367	не все	2	2
368	не нужно	5	2
369	художественного произведения	11	2
370	есть лишь	3	2
371	но лишь	2	2
372	оглядки на	2	2
373	единство и	2	2
374	композиционные формы	2	2
375	материал в	4	2
376	не входят	4	2
377	или точнее	2	2
378	для того	2	2
379	в истории	2	2
380	и другие	2	2
381	всех его	4	2
382	с одной	3	2
383	в какой	2	2
384	только его	3	2
385	и события	2	2
386	не имеет	9	2
387	подхода к	2	2
388	от всех	4	2
389	не к	6	2
390	в нашем	4	2
391	понять его	4	2
392	столь же	2	2
393	представляется нам	2	2
394	в свою	2	2
395	произведения и	2	2
396	их и	2	2
397	лишь для	2	2
398	в музыке	5	2
399	материала в	10	2
400	не способна	4	2
401	и именно	2	2
402	только как	6	2
403	и должно	3	2
404	не следует	2	2
405	же самое	2	2
406	произведения как	8	2
407	их пределы	2	2
408	и становится	7	2
409	с помощью	7	2
