N	2gram	Propp_Isto	StatiiOP
409	у них	2	2
410	и при	3	2
411	выражения как	2	2
412	мы знаем	12	2
413	мы видели	9	2
414	до его	2	2
415	к изучению	2	2
416	и оно	2	2
417	на этой	5	2
418	и она	3	2
419	борьбу с	2	2
420	эти примеры	3	2
421	все его	2	2
422	становится понятным	2	2
423	а если	2	2
424	ту же	2	2
425	на первом	2	2
426	только тем	2	2
427	которой он	2	2
428	точно так	3	2
429	то его	2	2
430	меня не	2	2
431	и этим	6	2
432	вот почему	2	2
433	уже давно	3	2
434	но вместе	4	2
435	числе и	2	2
436	они сами	2	2
437	и может	2	2
438	это значит	2	2
439	но вот	2	2
440	и они	5	2
441	только тогда	4	2
442	но уже	5	2
443	в которую	2	2
444	это нужно	2	2
445	явление в	2	2
446	все вместе	2	2
447	к которым	4	2
448	тех же	2	2
449	но то	2	2
450	его с	3	2
451	время в	2	2
452	то он	2	2
453	с ней	2	2
454	в наши	2	2
455	знает и	2	2
456	за ним	4	2
457	как правило	2	2
458	превращается в	10	2
459	нет здесь	2	2
460	к образу	2	2
461	и вот	4	2
462	он по	2	2
463	по мере	4	2
464	чаще всего	3	2
465	в пределах	5	2
466	и из	3	2
467	что есть	2	2
468	в свой	3	2
469	в ином	3	2
470	не сразу	2	2
471	он является	2	2
472	язык и	2	2
473	он может	4	2
474	за собой	5	2
475	два года	2	2
476	входит в	5	2
477	имеем в	2	2
478	на которой	4	2
479	это то	2	2
480	на нем	3	2
481	и стал	2	2
482	где нет	2	2
483	тогда он	4	2
484	мог бы	2	2
485	роль в	3	2
486	совершенно ясно	6	2
487	выходит из	2	2
488	именно на	2	2
489	не считать	2	2
490	меня в	4	2
491	представлением о	5	2
492	на все	2	2
493	которых можно	4	2
494	мы и	3	2
