N	2gram	Tiupa_Hudo	KulturaY
473	с другими	2	2
474	я сам	2	2
475	и н	5	2
476	дело в	2	2
477	у нее	10	2
478	деле в	2	2
479	это было	2	2
480	поэтому и	2	2
481	и тот	2	2
482	дело с	2	2
483	как правило	6	2
484	которая не	3	2
485	и хорошо	2	2
486	по его	4	2
487	где в	2	2
488	начнем с	2	2
489	не означает	2	2
490	вот и	3	2
491	н а	2	2
492	в глазах	11	2
493	во введении	3	2
494	едва ли	6	2
495	в жизни	9	2
496	в литературе	3	2
497	его жизни	6	2
498	и так	3	2
499	и а	7	2
500	думал о	2	2
501	человек в	3	2
502	от друга	2	2
503	с внешней	3	2
504	а по	2	2
505	видно что	3	2
506	всякий раз	4	2
507	он и	2	2
508	первая половина	2	2
509	он будет	3	2
510	тому как	4	2
511	не знаем	2	2
512	которая была	2	2
513	к числу	3	2
514	в русской	4	2
515	что было	3	2
516	дело здесь	2	2
517	совершенно иной	2	2
518	в себя	3	2
519	один и	2	2
520	чем же	2	2
521	с какой	3	2
522	это время	2	2
523	все в	2	2
524	и остается	2	2
