N	2gram	Bakhtin_Pr	Istorich
443	нем и	2	5
444	да и	3	5
445	он как	4	5
446	в таком	2	5
447	нами в	5	5
448	в отличие	3	5
449	однако не	2	5
450	к этим	2	4
451	на пути	2	4
452	людей и	2	4
453	и вызывает	2	4
454	нисколько не	2	4
455	и во	2	4
456	из одного	4	4
457	все время	4	4
458	тем более	2	4
459	все они	4	4
460	он уже	2	4
461	в большой	3	4
462	быть только	3	4
463	этой формы	2	4
464	себя и	4	4
465	чем в	3	4
466	а что	2	4
467	одном из	3	4
468	правда в	2	4
469	относится и	2	4
470	эти три	2	4
471	во всей	2	4
472	в мир	4	4
473	не от	2	4
474	они могут	2	4
475	в результате	6	4
476	сами по	4	4
477	если же	3	4
478	слова в	4	4
479	как раз	9	4
480	перед ним	2	4
481	он сам	9	4
482	что было	4	4
483	в чужую	2	4
484	как человек	2	4
485	почти никогда	2	4
486	человека и	2	4
487	для героя	2	4
488	а его	3	4
489	до его	2	4
490	искать в	2	4
491	который в	2	4
492	в литературе	7	4
493	по сравнению	2	4
494	в свои	2	4
495	как не	9	4
496	все три	6	4
497	на почве	5	4
498	с точки	21	4
499	бросает в	2	4
500	прямо не	2	4
501	все в	7	4
502	и через	2	4
503	не раз	3	4
504	вера в	2	4
505	с матерью	2	4
506	но конечно	3	4
507	войти в	2	4
508	с которой	4	4
509	говорит об	2	4
510	под этим	2	4
511	только то	3	4
512	есть в	10	4
513	исходит из	3	4
514	в самом	19	4
515	найти в	2	4
516	но на	2	4
517	в й	2	4
518	так чтобы	3	4
519	по своим	4	4
520	что именно	2	4
521	как же	5	3
522	сливается с	6	3
523	это как	2	3
524	точку зрения	9	3
525	своей жизни	2	3
526	уже говорили	2	3
527	только при	3	3
528	не могли	3	3
529	точка зрения	14	3
530	эту функцию	2	3
531	со всем	2	3
532	а есть	3	3
533	только один	2	3
534	на языке	2	3
535	й главе	2	3
536	бы он	3	3
537	так сказать	8	3
538	этого мира	6	3
539	переходит к	2	3
540	нет ни	5	3
541	непосредственно в	2	3
542	в самую	2	3
543	о них	2	3
544	сравнению с	2	3
545	о себе	12	3
546	ему не	2	3
547	героя не	5	3
548	была бы	5	3
549	то они	2	3
550	стороны его	3	3
551	кто он	2	3
552	о двух	2	3
553	они уже	4	3
554	героя герой	2	3
555	бы то	3	3
556	есть у	2	3
557	все то	5	3
558	в особом	3	3
559	в противоположность	3	3
560	должно быть	4	3
561	нигде не	6	3
562	него в	2	3
563	ни было	4	3
564	вследствие этого	2	3
565	он у	2	3
566	поэтому в	2	3
567	человек в	2	3
568	к другому	2	3
569	как его	2	3
570	все те	2	3
571	как к	3	3
572	и могут	2	3
573	и вне	2	3
574	всего в	2	3
575	могли бы	3	3
576	форма его	2	3
577	не его	3	3
578	не существенно	2	3
579	отметить что	2	3
580	именно к	2	3
581	то ни	3	3
582	входят в	3	3
583	неотделим от	2	3
584	и нет	2	3
585	знает и	2	3
586	все равно	3	3
587	которые он	3	3
588	раз и	4	3
589	является не	3	3
590	другом случае	2	3
591	в науке	2	3
592	с начала	2	3
593	строится на	2	3
594	даже там	2	3
595	тем как	4	3
596	как нам	2	3
597	только он	2	3
598	даже и	2	3
599	и до	5	3
600	как их	3	3
601	бы не	3	3
602	и вполне	2	3
603	выйти за	3	3
604	о герое	5	3
605	само по	4	3
606	герою в	4	3
607	которые были	3	3
608	не о	3	2
609	как ее	2	2
610	а и	2	2
611	в полном	2	2
612	материал и	2	2
613	в каждом	11	2
614	наконец в	2	2
615	к более	2	2
616	он еще	2	2
617	о человеке	2	2
618	друг от	2	2
619	эти же	2	2
620	в момент	4	2
621	из возможных	2	2
622	они никогда	2	2
623	на западе	2	2
624	них в	2	2
625	у себя	3	2
626	ее он	3	2
627	смерти все	3	2
628	человека а	2	2
629	их здесь	2	2
630	видел в	2	2
631	и входит	2	2
632	лишь в	4	2
633	несколько подробнее	2	2
634	прошлого и	2	2
635	она является	2	2
636	именно потому	3	2
637	к нам	2	2
638	можно говорить	2	2
639	и другими	6	2
640	для его	4	2
641	него нет	3	2
642	весь этот	2	2
643	в нашем	3	2
644	начинает жить	2	2
645	мире в	3	2
646	здесь с	3	2
647	слова а	3	2
648	или наконец	4	2
649	дальнейшее развитие	2	2
650	друга и	2	2
651	жизнь в	2	2
652	на себе	2	2
653	быть в	2	2
654	к отдельным	3	2
655	на ее	2	2
656	себя как	5	2
657	к той	2	2
658	в сущности	11	2
659	то оно	3	2
660	идет не	6	2
661	это очень	4	2
662	ее нельзя	2	2
663	как например	2	2
664	с такими	2	2
665	нет ли	2	2
666	него самого	3	2
667	же это	2	2
668	и еще	2	2
669	вводит в	2	2
670	сама по	3	2
671	к другу	4	2
672	именно и	2	2
673	со всей	2	2
674	подходит к	5	2
675	жизнь и	3	2
676	в мире	10	2
677	характерно для	2	2
678	среди них	3	2
679	не из	3	2
680	дано в	3	2
681	совпадает с	3	2
682	чтобы его	2	2
683	перестает быть	4	2
684	он есть	5	2
685	случайно и	2	2
686	и следовательно	7	2
687	что дело	2	2
688	в процессе	4	2
689	и прежде	2	2
690	другого человека	4	2
691	здесь конечно	3	2
692	героя как	2	2
693	это лишь	2	2
694	отсюда и	2	2
695	автор не	5	2
696	души человеческой	2	2
697	а может	3	2
698	или точнее	2	2
699	на материале	6	2
700	мы остановимся	3	2
701	за пределами	2	2
702	в самой	10	2
703	себе но	2	2
704	от друга	2	2
705	от других	2	2
706	героя его	2	2
707	или нескольких	2	2
708	героя он	2	2
709	у вас	4	2
710	об этих	2	2
711	остается в	2	2
712	на моей	2	2
713	и земли	2	2
714	в рамках	2	2
715	что для	4	2
716	за счет	2	2
717	есть нечто	2	2
718	на героя	2	2
719	не видим	2	2
720	не входит	3	2
721	функция этого	2	2
722	как таковые	2	2
723	смерти это	2	2
724	сам был	2	2
725	место в	2	2
726	ту сторону	2	2
727	человек и	2	2
728	и со	3	2
729	не исчерпывается	3	2
730	с которыми	2	2
731	в сознании	4	2
732	а о	4	2
733	друга но	2	2
734	не служит	2	2
735	как целое	2	2
736	не поддается	3	2
737	образ в	2	2
738	и перед	3	2
739	нет и	4	2
740	него не	4	2
741	важно не	2	2
742	на первом	2	2
743	видел и	2	2
744	говорить о	3	2
745	чем же	2	2
746	он знает	3	2
747	не значит	4	2
748	подчеркнуть что	4	2
