N	2gram	Tiupa_Teor	FransuaR
287	имеет в	2	5
288	одного и	4	5
289	ни было	2	5
290	автора и	2	5
291	слова в	4	5
292	если мы	2	5
293	в слове	4	5
294	на основе	2	5
295	мире и	2	5
296	во втором	3	5
297	себя и	2	5
298	то в	2	5
299	мы в	2	5
300	мы имеем	7	5
301	перед лицом	2	5
302	в акте	3	5
303	одну из	2	4
304	он должен	3	4
305	рассказ о	2	4
306	в известном	2	4
307	границ между	2	4
308	в тарасе	2	4
309	о себе	2	4
310	я не	2	4
311	чтобы не	2	4
312	говоря о	3	4
313	самом начале	2	4
314	в контексте	3	4
315	и больше	2	4
316	при всем	2	4
317	заключается в	2	4
318	тарасе бульбе	2	4
319	места для	2	4
320	и притом	3	4
321	и существенно	2	4
322	самим собой	4	4
323	делает его	2	4
324	который в	2	4
325	быть и	2	4
326	одно и	2	4
327	только и	2	4
328	не случайно	5	4
329	игра с	2	4
330	оно не	2	4
331	только не	3	4
332	имеет дело	2	4
333	свою жизнь	2	4
334	если в	2	4
335	и тем	5	4
336	картина мира	6	4
337	не входит	2	4
338	из тех	2	4
339	и некоторые	2	4
340	о его	2	4
341	таковы например	2	4
342	в культуре	3	4
343	не могло	2	4
344	по себе	2	4
345	мира с	2	4
346	но их	3	4
347	в организации	3	4
348	в каком	2	3
349	при всей	2	3
350	ногами и	2	3
351	в точке	3	3
352	в художественном	5	3
353	ни к	3	3
354	и того	4	3
355	совершенно иной	2	3
356	в произведениях	2	3
357	со стороны	6	3
358	не всегда	2	3
359	в одно	2	3
360	на уровне	2	3
361	говорит в	2	3
362	тому что	2	3
363	говорит и	3	3
364	жизни на	2	3
365	в поэзии	2	3
366	для обозначения	2	3
367	бы то	2	3
368	имеет место	3	3
369	внешнем мире	2	3
370	вследствие этого	2	3
371	ключ к	2	3
372	всякий раз	2	3
373	которая в	2	3
374	к одному	2	3
375	в силу	4	3
376	от своего	2	3
377	между собой	3	3
378	а с	3	3
379	а для	2	3
380	не будет	3	3
381	между двумя	3	3
382	то ни	2	3
383	во внешнем	2	3
384	или иных	3	3
385	со своей	4	3
386	и весьма	2	3
387	этом смысле	3	3
388	вокруг него	2	3
389	в глаза	2	3
390	на две	3	3
391	что каждый	2	3
392	это своего	2	3
393	тех или	3	3
394	могла бы	2	3
395	жизни но	2	3
396	всей своей	2	3
397	приводит к	6	3
398	сознания в	2	3
399	этих двух	2	3
400	а и	5	2
401	ними и	2	2
402	текст в	4	2
403	тем в	2	2
404	а только	4	2
405	своей природе	3	2
406	в пространстве	2	2
407	без исключения	4	2
408	внутреннюю свободу	2	2
409	известном смысле	2	2
410	о своем	2	2
411	на смену	7	2
412	всей его	2	2
413	что такое	2	2
414	строго говоря	2	2
415	соответствии с	2	2
416	есть как	2	2
417	к числу	2	2
418	вслед за	3	2
419	лишь один	2	2
420	способность к	2	2
421	не принадлежит	2	2
422	на свою	2	2
423	с иными	2	2
424	может и	2	2
425	речь идет	2	2
426	это тоже	2	2
427	общения между	2	2
428	на вопрос	2	2
429	человеческой жизни	3	2
430	свободы но	2	2
431	в состав	6	2
432	по мысли	3	2
433	он оказывается	2	2
434	не от	2	2
435	в какой	2	2
436	это отношение	3	2
437	в итоге	3	2
438	мог бы	3	2
439	совпадает с	4	2
440	можно охарактеризовать	2	2
441	и иных	2	2
442	тот кто	2	2
443	таких случаях	2	2
444	отличается от	2	2
445	даль и	2	2
446	языка на	2	2
447	это делает	2	2
448	каждый такой	2	2
449	но от	2	2
450	за пределами	5	2
451	на почве	5	2
452	дома и	2	2
453	в сторону	3	2
454	при котором	2	2
455	в конечном	6	2
456	могло быть	2	2
457	последующих частях	2	2
458	миропорядка и	3	2
459	узком значении	2	2
460	к нашему	2	2
461	что может	2	2
462	для такого	2	2
463	более не	2	2
464	случае не	2	2
465	обращается к	2	2
466	не все	3	2
467	мышления и	3	2
468	конечном счете	6	2
469	этом что	2	2
470	в коем	2	2
471	только о	2	2
472	не с	3	2
473	и является	2	2
474	человеческих отношений	2	2
475	коем случае	2	2
476	жизни а	2	2
477	языка в	4	2
478	рода и	2	2
479	и внешней	3	2
480	ни был	2	2
