N	2gram	Losev_Dial	Vladivir
264	почему же	3	6
265	или иначе	2	6
266	если мы	5	6
267	знания и	2	6
268	но на	2	6
269	той же	6	6
270	но я	2	6
271	не говорит	6	6
272	по его	2	6
273	чем в	2	6
274	но она	4	5
275	понятие о	2	5
276	вопрос о	9	5
277	что бы	2	5
278	друг друга	3	5
279	и прежде	6	5
280	и тем	3	5
281	в их	2	5
282	в частности	3	5
283	утверждает что	3	5
284	быть в	4	5
285	она не	10	5
286	а то	2	5
287	заметить что	2	5
288	можно только	5	5
289	этого не	2	5
290	и без	4	5
291	не содержит	3	5
292	мы находим	5	5
293	место в	2	5
294	что с	2	5
295	как нечто	2	5
296	то ни	4	5
297	говоря уже	6	5
298	бытия и	5	5
299	того и	2	5
300	что они	2	5
301	и больше	5	5
302	ее в	3	5
303	бы то	3	5
304	вера и	2	5
305	только к	3	5
306	мы имеем	3	5
307	только то	2	5
308	нет ничего	14	5
309	во всех	2	5
310	по преимуществу	2	5
311	и часто	3	5
312	сравнении с	5	5
313	что я	3	5
314	есть все	2	5
315	и так	2	5
316	что у	2	5
317	не вполне	2	5
318	из них	4	5
319	говорит о	5	5
320	и только	6	5
321	как на	6	5
322	но его	3	5
323	без всякого	2	5
324	в каких	2	5
325	не о	6	4
326	на самом	2	4
327	перед нами	5	4
328	всех этих	3	4
329	тем самым	3	4
330	очень мало	2	4
331	не могут	6	4
332	абсолютное есть	3	4
333	крайней мере	10	4
334	вплоть до	2	4
335	человека и	2	4
336	но для	3	4
337	в науке	3	4
338	оказывается что	5	4
339	ясно что	16	4
340	иное как	6	4
341	не что	6	4
342	оба они	2	4
343	как к	2	4
344	то мы	3	4
345	это и	12	4
346	есть нечто	26	4
347	как идея	2	4
348	он всегда	3	4
349	только одно	4	4
350	совершенно не	6	4
351	после этого	2	4
352	что даже	2	4
353	одной из	3	4
354	и т	41	4
355	это тоже	2	4
356	мог бы	2	4
357	что можно	2	4
358	так в	2	4
359	уже о	7	4
360	она есть	17	4
361	одной стороны	3	4
362	как именно	2	4
363	не то	3	4
364	с которой	2	4
365	но тут	2	4
366	уже сказали	2	4
367	и во	3	4
368	себя и	3	4
369	в сущности	10	4
370	раз навсегда	2	4
371	больше чем	2	4
372	уже и	3	4
373	но зато	2	4
374	что иное	6	4
375	представление о	3	4
376	или не	10	4
377	есть просто	7	4
378	когда мы	3	4
379	тех же	2	4
380	как например	2	4
381	независимо от	3	4
382	же это	4	4
383	мы можем	3	4
384	т д	38	4
385	только что	7	4
386	отца и	2	4
387	и бытия	2	4
388	ни к	3	4
389	в особенности	9	4
390	этом отношении	2	4
391	не на	7	4
392	и нужно	2	4
393	если оно	4	4
394	в нас	2	4
395	то следовательно	4	4
396	по крайней	10	4
397	нас в	3	4
398	с одной	4	4
399	заключается в	3	4
400	это конечно	2	4
401	нет и	5	4
402	их в	2	4
403	тут тоже	2	4
404	на этом	3	4
405	только не	10	4
406	сам по	6	4
407	ровно ничего	9	4
408	вопросе о	2	4
409	как с	2	4
410	что их	2	3
411	следовательно и	2	3
412	ни о	8	3
413	а что	6	3
414	вещи в	3	3
415	не имеют	2	3
416	можно и	6	3
417	от него	2	3
418	и ее	8	3
419	это будет	6	3
420	именно так	2	3
421	в силу	5	3
422	не меньше	2	3
423	говоря о	3	3
424	я должен	4	3
425	но тогда	11	3
426	бы его	2	3
427	но о	4	3
428	от своего	2	3
429	и при	4	3
430	нет никаких	3	3
431	точка зрения	5	3
432	самом деле	7	3
433	я вижу	4	3
434	бытие и	3	3
435	его не	3	3
436	его от	2	3
437	не больше	4	3
438	без которых	2	3
439	на котором	2	3
440	только потому	4	3
441	в природе	5	3
442	больше ничего	6	3
443	тех пор	3	3
444	наука и	2	3
445	а если	5	3
446	а мы	3	3
447	не нужно	2	3
448	что не	8	3
449	если это	2	3
450	и всякой	2	3
451	и она	4	3
452	вот это	3	3
453	имеет никакого	3	3
454	тогда и	2	3
455	всегда есть	5	3
456	в разных	2	3
457	же как	4	3
458	находится в	2	3
459	иметь в	3	3
460	при всем	5	3
461	по одному	3	3
462	был бы	2	3
463	нет ни	5	3
464	все еще	2	3
465	того как	2	3
466	хорошо и	2	3
467	если есть	3	3
468	одно и	6	3
469	в чисто	2	3
470	с ними	3	3
471	только как	7	3
472	дело не	2	3
473	в противоположность	3	3
474	в последнее	2	3
475	с их	4	3
476	бы в	5	3
477	если нет	6	3
478	но то	3	3
479	отличается от	9	3
480	первых двух	2	3
481	очень много	3	3
482	только его	2	3
483	субъекта и	5	3
484	я и	2	3
485	как о	6	3
486	себе не	3	3
487	она всегда	4	3
488	что есть	6	3
489	в мире	2	3
490	думать что	3	3
491	ни на	5	3
492	история и	6	3
493	всей его	2	3
494	мир и	6	3
495	что такое	25	3
496	и объекта	4	3
497	строго говоря	2	3
498	во что	5	3
499	все что	3	3
500	оно не	7	3
501	у меня	2	3
502	на что	2	3
503	не существует	10	3
504	веры и	4	3
505	и всякая	2	3
506	меня и	2	3
507	знания но	3	3
508	говорить и	2	3
509	мифологии и	6	3
510	но когда	2	3
511	от нее	3	3
512	это же	3	3
513	и чисто	6	3
514	только о	4	3
515	как будто	3	3
516	была бы	5	3
517	быть и	7	3
518	последнее время	2	3
519	и необходимость	2	2
520	не мешало	2	2
521	же именно	3	2
522	она должна	3	2
523	нет никакой	7	2
524	всего этого	2	2
525	бытия в	2	2
526	утверждать что	6	2
527	и сама	6	2
528	том как	2	2
529	и говорить	3	2
530	что уже	3	2
531	не потому	2	2
532	одна из	4	2
533	вне всякого	2	2
534	на свои	3	2
535	исторический процесс	2	2
536	личности с	3	2
537	смысла и	3	2
538	не могу	2	2
539	он дает	2	2
540	ни одного	2	2
541	или же	3	2
542	ровно никакого	5	2
543	он будет	3	2
544	у вас	2	2
545	к чему	2	2
546	и религии	4	2
547	не всегда	3	2
548	от другого	2	2
549	как результат	2	2
550	естественно и	2	2
551	на ту	2	2
552	этих последних	3	2
553	течение всего	2	2
554	совершенно ничего	2	2
555	где же	4	2
556	знает что	2	2
557	же мы	5	2
558	если он	2	2
559	сам собою	4	2
560	идеи и	2	2
561	же он	2	2
562	не имеем	3	2
563	говорил что	2	2
564	со всеми	2	2
565	то о	2	2
566	нет ровно	3	2
567	только тогда	7	2
568	хочет быть	4	2
569	есть ничто	3	2
570	вещи не	2	2
571	и совершенно	2	2
572	для такого	2	2
573	но так	2	2
574	говорить об	2	2
575	может и	3	2
576	не приходится	2	2
577	не мешает	3	2
578	одному тому	3	2
579	они не	3	2
580	или по	4	2
581	но оно	2	2
582	и никакой	3	2
583	в бытии	2	2
584	на себе	4	2
585	же тут	4	2
586	и само	3	2
587	мира и	3	2
588	было ни	2	2
589	и объект	3	2
590	однако что	2	2
591	можно ли	6	2
592	и всякого	2	2
593	материи но	3	2
594	можно утверждать	2	2
595	в вопросе	2	2
596	в ее	5	2
597	в собственном	3	2
598	о ней	3	2
599	то не	2	2
600	воли и	2	2
601	как я	2	2
602	той или	3	2
603	было в	2	2
604	и может	2	2
605	религии но	2	2
606	и личность	2	2
607	все равно	5	2
608	должна быть	11	2
609	например в	3	2
610	сила и	2	2
611	духа и	2	2
612	к отцу	2	2
613	в основе	6	2
614	жизни с	2	2
615	этот момент	2	2
616	вопрос об	3	2
617	веры в	2	2
618	особого рода	3	2
619	ровно никаких	3	2
620	говорил о	2	2
621	истории и	6	2
622	его как	6	2
623	если она	4	2
624	о котором	4	2
625	с ее	10	2
626	а главное	2	2
627	от этого	5	2
628	живое и	2	2
629	бы это	3	2
630	но лишь	2	2
631	что учение	2	2
632	известно что	4	2
633	как не	4	2
634	но еще	2	2
635	в возможности	4	2
636	ко второму	2	2
637	та же	5	2
638	она в	3	2
639	а из	3	2
640	мы мыслим	3	2
641	не мир	3	2
642	самых обыкновенных	2	2
643	от всякого	5	2
644	что мир	7	2
645	есть вера	4	2
646	и никакого	4	2
647	и пр	16	2
648	о некоей	2	2
649	или на	2	2
650	я говорю	2	2
651	при условии	5	2
652	и является	2	2
653	которое не	2	2
654	свою собственную	2	2
655	ему все	2	2
656	из которых	4	2
657	без того	3	2
658	есть уже	2	2
659	вы не	9	2
660	знание и	4	2
661	просто к	2	2
662	возможна только	2	2
663	в другой	2	2
664	же они	2	2
665	всего а	2	2
666	вещей и	6	2
667	ней не	2	2
668	личности и	15	2
669	должны быть	7	2
670	тогда когда	9	2
671	получается что	3	2
672	таком случае	11	2
673	личности в	9	2
674	если иметь	2	2
675	не можем	3	2
676	я хочу	2	2
677	может не	4	2
678	можно назвать	3	2
679	тем кто	2	2
680	субъект и	2	2
681	тотчас же	3	2
682	есть прежде	4	2
683	и уже	5	2
684	во внимание	5	2
685	что эта	2	2
686	говорить о	13	2
687	в некоторых	3	2
688	и жизни	8	2
689	природы и	4	2
690	и об	2	2
691	всего прочего	5	2
692	не стану	3	2
693	в себя	4	2
694	меня в	2	2
695	все в	3	2
696	жизнь в	2	2
697	все живое	2	2
