N	2gram	Tiupa_Hudo	formyVre
293	ее по	2	3
294	чужой жизни	7	3
295	но мы	2	3
296	вступает в	2	3
297	том как	5	3
298	ни с	2	3
299	картины мира	4	3
300	наконец в	2	3
301	в произведениях	2	3
302	или с	2	3
303	как это	8	3
304	как уже	3	3
305	тому что	8	3
306	она не	6	3
307	это уже	2	3
308	не могла	4	3
309	жизнь в	3	3
310	ему в	3	3
311	характер в	2	3
312	что на	4	3
313	но это	2	3
314	не столько	4	3
315	же как	4	3
316	в аспекте	5	3
317	на этом	5	3
318	в центре	4	3
319	в двух	2	3
320	пародия на	4	3
321	и так	3	3
322	одна из	4	3
323	бы в	2	3
324	все время	2	3
325	но при	3	3
326	бы и	2	3
327	дело в	2	3
328	это было	2	3
329	к ней	2	3
330	в данной	2	3
331	в значительной	3	3
332	не знала	2	3
333	в первый	2	3
334	бы не	3	3
335	на земле	2	3
336	как на	2	3
337	его и	2	3
338	ни к	2	3
339	нас в	2	3
340	по своему	3	3
341	дело здесь	2	3
342	можно сказать	9	3
343	в творчестве	4	3
344	жизни не	2	3
345	в море	2	3
346	внимание на	3	3
347	которой он	2	3
348	к другому	5	3
349	у всех	3	3
350	не о	3	2
351	в смерти	3	2
352	данном случае	3	2
353	или даже	2	2
354	ее и	2	2
355	идет о	3	2
356	и об	3	2
357	этой жизни	2	2
358	характера в	4	2
359	на себя	3	2
360	жизни еще	2	2
361	в полном	2	2
362	для всего	3	2
363	в человеке	5	2
364	приходит к	3	2
365	и поэтому	2	2
366	если в	4	2
367	в духе	6	2
368	этого произведения	2	2
369	но одновременно	3	2
370	где в	2	2
371	и каждый	2	2
372	никого не	3	2
373	в бытовой	2	2
374	разумеется не	2	2
375	героя в	2	2
376	характерное для	2	2
377	не зная	2	2
378	начинается с	2	2
379	из жизни	2	2
380	общей жизни	2	2
381	самом деле	6	2
382	что даже	2	2
383	человека не	3	2
384	для своего	2	2
385	к нему	2	2
386	а только	4	2
387	они и	2	2
388	была бы	3	2
389	его жизнь	2	2
390	живет в	2	2
391	во втором	2	2
392	картина мира	4	2
393	лежит на	2	2
394	но как	3	2
395	на ее	3	2
396	видит в	3	2
397	с нею	2	2
398	на них	2	2
399	можно назвать	2	2
400	своей природе	2	2
401	о его	2	2
402	и дело	3	2
403	они все	2	2
404	сам он	3	2
405	жизни то	3	2
406	этот момент	3	2
407	или не	3	2
408	когда мы	2	2
409	то в	6	2
410	то и	5	2
411	ее на	3	2
412	и тогда	2	2
413	бытия и	4	2
414	и эта	3	2
415	себя в	11	2
416	человек с	2	2
417	о котором	2	2
418	также в	2	2
419	и тот	2	2
420	в землю	2	2
421	в xix	2	2
422	и море	3	2
423	произведения с	2	2
424	как по	2	2
425	для нас	4	2
426	к своему	2	2
427	в пределе	2	2
428	про себя	2	2
429	что у	4	2
430	о своей	3	2
431	героев в	3	2
432	с собой	2	2
433	зрения на	2	2
434	личности и	3	2
435	соответствии с	2	2
436	и стал	2	2
437	там же	2	2
438	еще в	4	2
439	вся жизнь	3	2
440	это прежде	3	2
441	и она	2	2
442	он видел	2	2
443	тебе и	2	2
444	в соответствующих	2	2
445	я не	8	2
446	но когда	2	2
447	от нее	2	2
448	он сам	3	2
449	говорить о	4	2
450	него и	2	2
451	высшей степени	2	2
452	и сама	3	2
453	как только	3	2
454	только о	2	2
455	и сам	3	2
456	ясно что	2	2
