N	2gram	Bakhtin_KF	Myslijsy
135	на самом	3	8
136	смысле в	2	8
137	тот же	3	8
138	не как	4	8
139	но все	6	8
140	именно в	5	8
141	во всем	7	8
142	с ними	4	8
143	что есть	2	8
144	не из	2	8
145	говорить о	2	8
146	для себя	7	7
147	а как	2	7
148	она не	2	7
149	и та	3	7
150	себя и	5	7
151	место в	6	7
152	его с	2	7
153	все эти	11	7
154	когда я	3	7
155	и тот	3	7
156	в своих	4	7
157	из него	4	7
158	один и	3	7
159	его к	2	7
160	но как	5	7
161	деятельности и	2	7
162	тем как	3	7
163	могла бы	4	7
164	в данном	2	7
165	бы и	3	7
166	к этому	2	7
167	в жизни	2	7
168	этом смысле	3	7
169	его на	2	6
170	в виду	3	6
171	могло бы	4	6
172	в ее	17	6
173	в своей	11	6
174	не имеем	3	6
175	должна быть	4	6
176	в этой	2	6
177	в мире	8	6
178	но есть	2	6
179	в их	9	6
180	в виде	2	6
181	слово не	3	6
182	как оно	2	6
183	к ним	4	6
184	ни было	4	6
185	жизни и	8	6
186	человек не	2	6
187	ничего общего	2	6
188	ни был	2	6
189	лишь в	8	6
190	предмет и	2	5
191	в процессе	2	5
192	для нее	9	5
193	были бы	2	5
194	оба эти	2	5
195	а с	2	5
196	рядом с	3	5
197	это можно	2	5
198	себе а	2	5
199	в некотором	3	5
200	с другим	4	5
201	отношение к	6	5
202	вытекает из	2	5
203	входит в	4	5
204	а это	2	5
205	в области	2	5
206	предмета в	3	5
207	как предмет	2	5
208	мы имеем	5	5
209	времени и	4	5
210	в единстве	8	5
211	не по	4	5
212	отношении к	2	5
213	и здесь	7	5
214	время и	5	5
215	конечно не	7	5
216	в другом	3	4
217	мысль не	2	4
218	от этого	2	4
219	возможность в	2	4
220	в ту	2	4
221	то ни	2	4
222	был бы	3	4
223	будет ли	2	4
224	кажется что	2	4
225	дело в	2	4
226	его как	5	4
227	та же	3	4
228	все они	2	4
229	отказаться от	2	4
230	он может	2	4
231	ни в	12	4
232	еще более	2	4
233	к содержанию	2	4
234	из самого	2	4
235	не дает	3	4
236	чтобы не	2	4
237	ничего не	3	4
238	не потому	2	4
239	не я	3	4
240	но эта	6	4
241	не знает	5	4
242	по своему	3	4
243	одна и	2	4
244	ему в	2	4
245	чего не	2	4
246	это есть	2	4
247	бы то	2	4
248	с его	2	4
249	различия в	2	4
250	бытия и	10	4
251	из нее	2	4
252	сознания и	3	4
253	я и	5	4
254	нисколько не	4	3
255	и ее	2	3
256	должен быть	7	3
257	но можно	4	3
258	случае мы	2	3
259	это только	2	3
260	от себя	10	3
261	значило бы	2	3
262	быть в	4	3
263	здесь мы	4	3
264	может иметь	2	3
265	что этот	3	3
266	нечто вроде	2	3
267	что значит	2	3
268	и чувство	2	3
269	для этого	2	3
270	ее от	2	3
271	от его	5	3
272	но всегда	2	3
273	или как	2	3
274	себе и	3	3
275	но нет	2	3
276	есть именно	2	3
277	его жизни	3	3
278	что за	2	3
279	мысль и	2	3
280	что эта	2	3
281	именно на	2	3
282	в себя	8	3
283	ясно что	3	3
284	я могу	5	3
285	но для	3	3
286	не нужен	2	3
287	дело с	2	3
288	и совершенно	3	3
289	совсем не	2	3
290	здесь не	3	3
291	и когда	2	3
292	знать что	2	3
293	и я	6	3
294	человек и	2	3
295	и отношения	3	3
296	себя а	4	3
297	котором мы	3	3
298	не должно	3	3
299	и общее	2	3
300	и весь	4	3
301	не значит	6	3
302	ее и	6	2
303	стал бы	2	2
304	всем другим	3	2
305	себе как	2	2
306	и эти	2	2
307	бы оно	2	2
308	ни одно	5	2
309	этих предметов	2	2
310	людей и	3	2
311	для другого	4	2
312	все остальное	2	2
313	ни к	2	2
314	ни одна	2	2
315	говорим о	2	2
316	в единство	3	2
317	общее и	3	2
318	мы получим	2	2
319	быть и	3	2
320	бы он	2	2
321	для эстетического	2	2
322	и эта	2	2
323	это единство	3	2
324	этот мир	2	2
325	если я	2	2
326	есть действительно	2	2
327	сознания в	2	2
328	пространство и	2	2
329	было и	2	2
330	нами в	2	2
331	с человеком	3	2
332	есть лишь	5	2
333	имеем в	2	2
334	стороны в	3	2
335	все возможное	2	2
336	она могла	2	2
337	ближе к	3	2
338	раз и	2	2
339	в это	2	2
340	целом и	3	2
341	ясно и	3	2
342	едва ли	2	2
343	это и	3	2
344	предмет как	2	2
345	под ним	2	2
346	и за	2	2
347	для которой	3	2
348	о нем	4	2
349	только это	2	2
350	сознания не	2	2
351	но конечно	3	2
352	только с	3	2
353	а все	3	2
354	и другого	3	2
355	познания и	4	2
356	к последнему	3	2
357	из его	3	2
358	я не	6	2
359	мира но	5	2
360	всех этих	3	2
361	себя в	8	2
362	дело не	2	2
363	не нужно	2	2
364	с ее	2	2
365	этим путем	2	2
366	но этот	2	2
367	и содержание	5	2
368	то или	2	2
369	где он	3	2
370	его и	2	2
371	нет и	3	2
372	всей своей	2	2
373	которую я	2	2
374	к чему	3	2
375	из которых	2	2
376	содержания но	2	2
377	теории и	3	2
378	не могу	3	2
379	есть его	2	2
380	смысле и	2	2
381	как его	4	2
382	жизни но	3	2
383	а следовательно	3	2
