N	2gram	Propp_Isto	Psycholo
236	что ни	2	10
237	здесь мы	11	10
238	не так	4	10
239	отличается от	4	10
240	во всем	2	10
241	но как	4	10
242	в одной	3	10
243	и у	3	10
244	в их	4	10
245	нам кажется	5	10
246	надо сказать	2	10
247	в данном	8	10
248	именно на	2	10
249	ее в	3	10
250	и от	5	10
251	вопрос о	6	9
252	тем самым	3	9
253	и ее	6	9
254	оказывается что	3	9
255	в силу	2	9
256	совершенно точно	2	9
257	и говорит	5	9
258	ту же	3	9
259	на его	6	9
260	и по	7	9
261	под влиянием	2	9
262	мы найдем	2	9
263	на него	3	9
264	и наконец	6	9
265	но все	5	9
266	должен быть	2	9
267	оно есть	2	9
268	в действительности	2	9
269	о чем	2	9
270	в виде	5	9
271	но что	2	9
272	в чем	5	9
273	в него	4	9
274	ответ на	6	9
275	по этому	3	9
276	точно так	2	9
277	можно сказать	3	9
278	из его	2	9
279	которые не	2	9
280	героя и	5	9
281	по его	2	9
282	большей частью	2	8
283	такое же	3	8
284	что же	2	8
285	кажется что	7	8
286	и эта	5	8
287	и тот	3	8
288	стороны и	4	8
289	наряду с	2	8
290	себе и	3	8
291	и более	2	8
292	которую мы	2	8
293	представление о	9	8
294	он может	4	8
295	том как	3	8
296	образом мы	4	8
297	согласиться с	2	8
298	он в	4	8
299	это значит	3	8
300	во время	7	8
301	относится к	2	8
302	больше чем	2	8
303	то чтобы	2	8
304	к нему	8	8
305	здесь совершенно	2	8
306	о ней	2	7
307	приходит к	4	7
308	что здесь	10	7
309	и эти	5	7
310	себе не	2	7
311	же мы	6	7
312	видит в	3	7
313	в руках	2	7
314	больше и	3	7
315	от этого	2	7
316	они не	4	7
317	к самому	2	7
318	если это	2	7
319	должны быть	4	7
320	ее с	2	7
321	связи с	3	7
322	к которой	2	7
323	лежит в	2	7
324	за ним	3	7
325	что такое	2	7
326	все что	4	7
327	представляет собой	8	7
328	если он	5	7
329	она в	4	7
330	а как	2	7
331	и при	2	7
332	а на	2	7
333	и действительно	4	7
334	и те	2	7
335	на другой	2	7
336	когда в	3	7
337	в качестве	5	7
338	но при	2	7
339	к ним	3	7
340	и там	6	7
341	в особенности	2	7
342	к этой	2	7
343	на том	10	7
344	и другую	2	7
345	все дело	2	6
346	показывают что	7	6
347	для нее	2	6
348	отношение к	6	6
349	он же	2	6
350	тот кто	5	6
351	из самых	2	6
352	его с	2	6
353	не все	4	6
354	тем не	4	6
355	что иное	2	6
356	из него	3	6
357	от всех	2	6
358	оно не	2	6
359	или менее	3	6
360	что за	3	6
361	только после	3	6
362	без всякого	2	6
363	даже в	2	6
364	которые в	3	6
365	что под	2	6
366	после этого	8	6
367	ничем не	2	6
368	эти три	3	6
369	так в	10	6
370	в русской	8	6
371	и вместе	3	6
372	почти всегда	6	6
373	он был	2	6
374	очень часто	3	6
375	то и	6	6
376	независимо от	3	6
377	значит что	3	6
378	всех этих	6	6
379	к ней	3	6
380	никто не	2	6
381	нами в	2	6
382	обратимся к	2	6
383	бы что	2	6
384	более или	3	6
385	ее на	5	6
386	что я	2	6
387	уже не	8	6
388	не имеют	3	5
389	это означает	3	5
390	нас к	5	5
391	ни одной	2	5
392	у них	3	5
393	этим он	4	5
394	в один	2	5
395	на вопрос	5	5
396	знает что	2	5
397	но так	4	5
398	в других	6	5
399	связь с	7	5
400	что тот	2	5
401	она и	3	5
402	и она	3	5
403	в одну	3	5
404	если в	3	5
405	а я	2	5
406	и часто	2	5
407	но они	4	5
408	и наоборот	2	5
409	видели что	4	5
410	для объяснения	3	5
411	в другой	3	5
412	им в	2	5
413	не знает	2	5
414	в очень	3	5
415	его к	2	5
416	он дает	3	5
417	нас не	2	5
418	его не	4	5
419	можно ли	2	5
420	и больше	3	5
421	представляют собой	5	5
422	хотя и	3	5
423	но она	2	5
424	он как	3	5
425	дело не	5	5
426	задачи и	3	5
427	все больше	2	5
428	из анализа	2	5
429	нет ни	2	5
430	только о	2	5
431	и сам	3	5
432	оно может	3	5
433	мы легко	2	5
434	в эту	3	5
435	которых он	2	5
436	отношения к	2	5
437	ее и	2	4
438	вплоть до	2	4
439	и формы	3	4
440	должны были	4	4
441	этого вопроса	2	4
442	от своего	2	4
443	к своему	4	4
444	на место	2	4
445	но по	2	4
446	всех других	2	4
447	к другому	2	4
448	не по	2	4
449	стороны он	3	4
450	предположить что	6	4
451	однако в	2	4
452	и под	3	4
453	ли он	5	4
454	из одного	3	4
455	могут служить	2	4
456	не с	2	4
457	дает нам	3	4
458	как у	2	4
459	можно сделать	2	4
460	после того	6	4
461	все еще	2	4
462	такое понимание	2	4
463	с собой	7	4
464	имеем в	8	4
465	в день	2	4
466	что между	4	4
467	если не	4	4
468	из всего	3	4
469	находится в	2	4
470	в каких	2	4
471	что герой	15	4
472	случае в	2	4
473	но для	3	4
474	по отношению	3	4
475	в это	3	4
476	но эта	2	4
477	сам себя	2	4
478	только он	2	4
479	в свете	4	4
480	здесь не	4	4
481	с ними	2	4
482	в связи	3	4
483	одной из	4	4
484	т е	34	4
485	с ней	4	4
486	к концу	3	4
487	показывает как	3	4
488	вытекает из	2	4
489	где он	3	4
490	во сне	2	4
491	или наоборот	2	4
492	совершенно ясна	2	4
493	не могу	2	4
494	перед ним	2	4
495	в некоторых	2	4
496	и хотя	3	4
497	его на	2	3
498	следующим образом	4	3
499	участие в	2	3
500	в более	3	3
501	этот случай	16	3
502	с героем	3	3
503	превратилась в	3	3
504	же не	2	3
505	между двумя	2	3
506	героя а	3	3
507	связаны с	4	3
508	смерти в	2	3
509	можно найти	3	3
510	а также	2	3
511	на котором	3	3
512	роли которую	2	3
513	его как	2	3
514	и нет	3	3
515	у нее	3	3
516	если я	2	3
517	к себе	4	3
518	на первый	6	3
519	кроме того	6	3
520	по своим	3	3
521	превращается в	10	3
522	мы рассмотрим	6	3
523	стоит в	3	3
524	именно он	2	3
525	чаще всего	8	3
526	быть только	2	3
527	то он	2	3
528	очень много	2	3
529	мы еще	2	3
530	только одна	2	3
531	уже знаем	5	3
532	еще в	3	3
533	со своей	2	3
534	которой он	3	3
535	но с	2	3
536	меня в	2	3
537	все в	2	3
538	бы с	2	3
539	связь и	2	3
540	вступает в	4	3
541	в ответ	3	3
542	заключить что	2	3
543	пришел к	2	3
544	героя в	3	3
545	связано с	7	3
546	и такие	3	3
547	здесь нет	4	3
548	в руки	2	3
549	в отдельности	3	3
550	и оно	2	3
551	могло быть	2	3
552	на той	2	3
553	общественного развития	3	3
554	здесь же	3	3
555	мы хотели	2	3
556	есть еще	4	3
557	и др	4	3
558	тем более	2	3
559	этом случае	4	3
560	обращается к	4	3
561	может его	3	3
562	под этим	2	3
563	к другой	2	3
564	же с	2	3
565	в таких	3	3
566	это обстоятельство	2	3
567	связана с	4	3
568	на земле	6	3
569	не столько	4	3
570	отношению к	3	3
571	не могло	2	3
572	это конечно	2	3
573	нами как	2	3
574	или иначе	2	3
575	там же	3	3
576	он и	3	3
577	что задача	4	3
578	в форме	4	3
579	для этой	2	2
580	в книге	5	2
581	от его	2	2
582	другими словами	3	2
583	указать что	2	2
584	позволяет нам	2	2
585	а потом	4	2
586	должно было	2	2
587	он будет	2	2
588	и начал	2	2
589	на эти	2	2
590	доказывает что	5	2
591	или с	2	2
592	это как	2	2
593	они должны	3	2
594	представления о	13	2
595	рассказ о	2	2
596	это положение	2	2
597	только у	2	2
598	связи со	3	2
599	с того	5	2
600	а если	3	2
601	тех случаях	7	2
602	быть признаны	2	2
603	отметить что	2	2
604	у того	2	2
605	но вместе	2	2
606	сюда же	2	2
607	много в	2	2
608	ясностью что	2	2
609	герой есть	2	2
610	ее так	2	2
611	власть над	8	2
612	во многих	2	2
613	тех же	2	2
614	не знаю	3	2
615	то этим	2	2
616	отца и	2	2
617	попасть в	4	2
618	дает ему	2	2
619	не ясно	2	2
620	в воде	2	2
621	с целью	2	2
622	вообще не	4	2
623	эта форма	4	2
624	не вполне	5	2
625	за собой	2	2
626	же что	2	2
627	он на	3	2
628	приводят к	2	2
629	видим и	4	2
630	так часто	3	2
631	и делает	2	2
632	на ту	2	2
633	и становится	4	2
634	прямо не	2	2
635	на другую	2	2
636	на глазах	2	2
637	она будет	2	2
638	смерти и	2	2
639	что царь	4	2
640	случай из	2	2
641	что из	4	2
642	нет в	2	2
643	здесь уже	2	2
644	со своим	4	2
645	не от	3	2
646	на героя	2	2
647	тут же	2	2
648	не всегда	6	2
649	в свое	3	2
650	от нее	2	2
651	этим объясняется	2	2
652	живет в	2	2
653	и некоторые	2	2
654	и герой	4	2
655	еще одно	2	2
656	еще один	3	2
657	раз он	2	2
658	от них	2	2
659	в начале	2	2
660	его за	2	2
661	новые и	3	2
662	все его	3	2
663	есть та	2	2
664	они все	2	2
665	на тот	2	2
666	в литературе	2	2
667	случаи когда	4	2
668	их не	3	2
669	выше в	4	2
670	в которое	3	2
671	того кто	3	2
672	в достаточной	2	2
673	и вступает	2	2
674	друг друга	2	2
675	это происходит	4	2
676	так или	2	2
677	таким же	2	2
