N	2gram	Losev_Prob	formyVre
223	всего этого	2	5
224	в этой	10	5
225	одно и	4	5
226	и от	11	5
227	хотя бы	6	5
228	бы он	2	5
229	мы имеем	7	5
230	в своей	8	5
231	об этом	7	5
232	в порядке	3	5
233	нет здесь	2	5
234	тем что	8	5
235	с этой	3	5
236	чем не	4	5
237	или как	4	5
238	но они	4	5
239	первый план	3	5
240	самим собою	2	5
241	конечно и	2	5
242	не имеет	12	5
243	и является	6	5
244	вообще не	5	5
245	да и	9	5
246	он может	2	5
247	в смысле	2	5
248	но на	2	5
249	новое и	3	5
250	или в	7	5
251	и только	10	5
252	той же	2	5
253	мы будем	3	5
254	мы и	5	5
255	даже в	2	4
256	перед нами	8	4
257	из того	3	4
258	мы должны	13	4
259	от него	2	4
260	по себе	36	4
261	в другом	4	4
262	которых мы	2	4
263	не был	3	4
264	друг друга	5	4
265	и при	2	4
266	весь мир	2	4
267	что он	16	4
268	и о	8	4
269	как он	2	4
270	в одно	4	4
271	о которых	3	4
272	мы здесь	2	4
273	его от	3	4
274	не являются	4	4
275	человеческая жизнь	2	4
276	в чем	5	4
277	что не	4	4
278	другой стороны	11	4
279	вещи и	9	4
280	формы и	3	4
281	совсем не	4	4
282	для них	4	4
283	языка и	4	4
284	человеческую жизнь	2	4
285	мы сказали	2	4
286	своей собственной	3	4
287	быть и	3	4
288	в новое	3	4
289	в данном	14	4
290	тем более	8	4
291	и образ	6	4
292	только что	4	4
293	находятся в	5	4
294	у нас	17	4
295	все равно	6	4
296	себе и	4	4
297	же и	7	4
298	и более	6	4
299	связан с	2	4
300	всей его	2	4
301	этом случае	8	4
302	в своих	2	4
303	как она	2	4
304	равно как	2	4
305	несмотря на	4	4
306	всяком случае	8	4
307	раз и	6	4
308	это и	11	4
309	природы и	3	4
310	же самое	20	4
311	во всем	2	4
312	в нашем	13	4
313	все в	4	4
314	чем в	2	4
315	еще и	10	3
316	вопрос о	2	3
317	и всегда	2	3
318	образов и	4	3
319	том как	4	3
320	в тех	3	3
321	есть только	5	3
322	вплоть до	3	3
323	не будем	4	3
324	ни с	5	3
325	что здесь	5	3
326	человека но	3	3
327	узком смысле	2	3
328	всякого рода	9	3
329	как это	4	3
330	для которой	4	3
331	почти всегда	4	3
332	по сравнению	3	3
333	тому что	5	3
334	она не	3	3
335	но оно	3	3
336	это уже	4	3
337	жизнь в	3	3
338	нет никакого	4	3
339	в отвлеченном	2	3
340	что на	2	3
341	но это	13	3
342	для чего	3	3
343	не столько	2	3
344	же как	5	3
345	в зависимости	3	3
346	и самый	3	3
347	как нечто	9	3
348	того и	2	3
349	это значит	12	3
350	здесь только	7	3
351	литературы и	2	3
352	но она	2	3
353	с которыми	2	3
354	не могли	2	3
355	он как	2	3
356	нет в	2	3
357	если они	2	3
358	бы в	3	3
359	и между	2	3
360	все время	2	3
361	происходит в	3	3
362	и еще	2	3
363	бы и	7	3
364	дело в	6	3
365	только к	4	3
366	это было	4	3
367	к ней	2	3
368	в значительной	2	3
369	в таких	3	3
370	самое время	10	3
371	и здесь	8	3
372	зависимости от	3	3
373	и весь	2	3
374	бы не	2	3
375	в заключение	5	3
376	тот или	4	3
377	совершенно не	7	3
378	как на	2	3
379	свое значение	3	3
380	но только	10	3
381	ни к	3	3
382	этих образов	2	3
383	нас в	5	3
384	по своему	6	3
385	сами по	8	3
386	явлений и	3	3
387	и соответствующие	3	3
388	дело здесь	4	3
389	можно сказать	10	3
390	и событий	2	3
391	еще нет	2	3
392	и идей	2	3
393	жизни не	2	3
394	если мы	24	3
395	она ни	2	3
396	если не	7	3
397	жизни а	4	3
398	что мы	12	3
399	произведения в	2	3
400	ряд с	2	3
401	внимание на	2	3
402	мы в	6	3
403	на нас	2	3
404	дается в	2	3
405	и есть	9	3
406	сравнению с	3	3
407	не к	2	3
408	в слове	4	3
409	мы говорили	3	3
410	однако не	4	3
411	без всякого	8	3
412	не обязательно	4	3
413	тем же	2	3
414	находим в	3	2
415	не о	2	2
416	данном случае	12	2
417	в каком	9	2
418	в очень	2	2
419	что их	2	2
420	или даже	6	2
421	это то	3	2
422	ее и	2	2
423	от всего	3	2
424	ни была	2	2
425	действия и	2	2
426	и об	3	2
427	с чем	3	2
428	и поэтому	3	2
429	само собой	3	2
430	оказывается что	2	2
431	а потом	2	2
432	этого произведения	4	2
433	и притом	7	2
434	бы нас	2	2
435	который может	2	2
436	между прочим	4	2
437	и каждый	2	2
438	в наших	3	2
439	бы она	2	2
440	видим и	2	2
441	столько же	2	2
442	в чистом	4	2
443	бы его	2	2
444	героя в	2	2
445	а вовсе	3	2
446	самом деле	6	2
447	слова но	3	2
448	друга и	2	2
449	особенно важно	3	2
450	его не	2	2
451	что даже	6	2
452	и очень	6	2
453	в искусстве	4	2
454	образом в	2	2
455	может иметь	4	2
456	значит что	13	2
457	в буквальном	4	2
458	здесь то	2	2
459	к нему	3	2
460	а только	9	2
461	могло бы	3	2
462	была бы	2	2
463	а мы	2	2
464	значение но	2	2
465	разного рода	4	2
466	и непосредственно	3	2
467	образы и	6	2
468	с которой	2	2
469	в узком	2	2
470	совершенно новое	2	2
471	но как	6	2
472	на ее	2	2
473	мы скажем	4	2
474	с нею	2	2
475	переходит в	2	2
476	о его	3	2
477	на более	2	2
478	и всей	2	2
479	на котором	2	2
480	значительной мере	2	2
481	до того	2	2
482	никто не	5	2
483	этого слова	5	2
484	даже не	3	2
485	исторического развития	2	2
486	правда в	3	2
487	с их	2	2
488	мы видели	2	2
489	у гомера	2	2
490	тут же	12	2
491	имеет в	2	2
492	и нет	2	2
493	когда мы	24	2
494	перестает быть	3	2
495	то в	4	2
496	то и	9	2
497	необходимо подчеркнуть	2	2
498	можно только	3	2
499	есть именно	9	2
500	то он	3	2
501	ее на	2	2
502	как оно	3	2
503	необходимо чтобы	2	2
504	представлений о	2	2
505	вернуться к	2	2
506	и тогда	3	2
507	его как	3	2
508	себя в	4	2
509	которое мы	5	2
510	явления природы	2	2
511	отличается от	8	2
512	со всем	2	2
513	речи в	2	2
514	но этот	2	2
515	и тот	2	2
516	гоголя и	5	2
517	сколько угодно	4	2
518	если я	3	2
519	xix и	2	2
520	и может	4	2
521	иной раз	5	2
522	чистом виде	3	2
523	как они	4	2
524	с людьми	2	2
525	очень резко	2	2
526	именно о	2	2
527	от их	2	2
528	себе не	2	2
529	для нас	23	2
530	нами в	2	2
531	между собою	5	2
532	но если	12	2
533	которые мы	5	2
534	не можем	5	2
535	буквальном смысле	2	2
536	которого мы	2	2
537	ни для	2	2
538	но уже	4	2
539	этим мы	2	2
540	что у	3	2
541	они вовсе	2	2
542	нет никакой	4	2
543	но к	2	2
544	с собой	6	2
545	образом и	2	2
546	этот вопрос	3	2
547	зрения на	2	2
548	из себя	5	2
549	но для	3	2
550	мы говорим	8	2
551	как таковой	2	2
552	не существует	6	2
553	и она	2	2
554	действительность в	2	2
555	в человеческом	2	2
556	но когда	3	2
557	этом мы	3	2
558	от нее	2	2
559	выражается в	3	2
560	он сам	7	2
561	нашего анализа	2	2
562	говорить о	7	2
563	он только	2	2
564	и сама	4	2
565	и особенно	3	2
566	является не	2	2
567	как только	3	2
568	в языке	4	2
569	только о	3	2
570	и сам	6	2
571	и после	2	2
572	если же	4	2
573	нам в	2	2
574	и сами	3	2
575	ясно что	11	2
