N	2gram	Losev_Dial	Problema
573	себя в	3	5
574	в этот	3	5
575	в свете	3	5
576	от одного	2	5
577	они не	3	5
578	подобно тому	5	5
579	которая не	2	5
580	же именно	3	5
581	в разные	2	5
582	а мы	3	5
583	по его	2	5
584	или к	2	5
585	от него	2	4
586	именно так	2	4
587	если иметь	2	4
588	скажем что	2	4
589	у человека	2	4
590	что бы	2	4
591	действительно есть	3	4
592	следовательно и	2	4
593	а как	2	4
594	нас к	2	4
595	это понятие	3	4
596	при таком	2	4
597	отличие от	2	4
598	одно из	8	4
599	живое существо	2	4
600	и само	3	4
601	она и	3	4
602	и всякого	2	4
603	от своих	2	4
604	и она	4	4
605	то не	2	4
606	себя и	3	4
607	и они	3	4
608	смысла и	3	4
609	эти два	3	4
610	и времени	2	4
611	и часто	3	4
612	конечно и	2	4
613	все на	5	4
614	тут не	4	4
615	верит в	2	4
616	откуда и	3	4
617	меня в	2	4
618	всей его	2	4
619	свободы и	4	4
620	могут сказать	2	4
621	можно говорить	2	4
622	если это	2	4
623	но о	4	4
624	не содержится	2	4
625	то тем	2	4
626	он будет	3	4
627	духа и	2	4
628	своим собственным	3	4
629	от нее	3	4
630	она в	3	4
631	той же	6	4
632	этот миф	3	4
633	я могу	2	4
634	коем случае	4	4
635	веры в	2	4
636	не потому	2	4
637	особого рода	3	4
638	но на	2	4
639	сразу же	2	4
640	ничего и	2	4
641	он всегда	3	4
642	где же	4	4
643	на котором	2	4
644	к этой	2	4
645	только его	2	4
646	во что	5	4
647	же тут	4	4
648	этой точки	4	4
649	ни просто	3	4
650	всегда и	4	4
651	сам собою	4	4
652	в разных	2	4
653	можно назвать	3	4
654	в сущности	10	4
655	не отличается	5	4
656	бы только	3	4
657	например в	3	4
658	с их	4	4
659	если она	4	4
660	или другими	2	4
661	бы к	2	4
662	мы только	3	4
663	если нет	6	4
664	а главное	2	4
665	себя самого	4	4
666	может существовать	4	4
667	от другого	2	4
668	именно о	3	4
669	в коем	4	4
670	смысл и	2	4
671	и пр	16	4
672	больше ничего	6	4
673	ничто не	2	4
674	при всем	5	4
675	но они	3	4
676	равно как	2	4
677	просто о	2	4
678	совершенно нет	2	4
679	целое и	2	4
680	на что	2	4
681	мог бы	2	4
682	так чтобы	4	4
683	теми или	2	4
684	и значит	3	4
685	имеем дело	2	4
686	здесь именно	2	3
687	есть сама	6	3
688	и смерть	3	3
689	в силах	2	3
690	ее и	2	3
691	о ней	3	3
692	всем этом	2	3
693	из того	2	3
694	что уже	3	3
695	и существует	2	3
696	можно понимать	3	3
697	не содержит	3	3
698	тогда получится	2	3
699	по самому	2	3
700	вещь есть	2	3
701	от своего	2	3
702	может и	3	3
703	но так	2	3
704	смысле не	4	3
705	тогда это	3	3
706	мифа в	3	3
707	мы хотим	2	3
708	нет никаких	3	3
709	и та	4	3
710	как таковое	5	3
711	того и	2	3
712	в первом	2	3
713	должна быть	11	3
714	оказалось что	2	3
715	когда она	4	3
716	одному тому	3	3
717	то как	5	3
718	говорил о	2	3
719	пусть даже	2	3
720	в чисто	2	3
721	всего этого	2	3
722	что нет	5	3
723	если я	2	3
724	так то	5	3
725	этого мифа	2	3
726	превращается в	6	3
727	и хорошо	2	3
728	и нужно	2	3
729	более не	2	3
730	и никакого	4	3
731	только так	2	3
732	думать что	3	3
733	он может	2	3
734	вещей и	6	3
735	это так	2	3
736	отвлеченная идея	3	3
737	но я	2	3
738	как принцип	2	3
739	заметить что	2	3
740	совершенно ясно	2	3
741	находится в	2	3
742	говорят что	3	3
743	что существует	6	3
744	весь мир	3	3
745	она действительно	2	3
746	и жизни	8	3
747	сущность и	4	3
748	чем в	2	3
749	она должна	3	3
750	оно есть	4	3
751	помнить что	2	3
752	а что	6	3
753	мифа и	9	3
754	и говорить	3	3
755	в одной	4	3
756	только от	2	3
757	во всякой	2	3
758	со стороны	5	3
759	вещь или	2	3
760	ни один	2	3
761	может ли	4	3
762	и где	2	3
763	только он	2	3
764	от этих	2	3
765	одной и	4	3
766	для такого	2	3
767	в природе	5	3
768	для науки	3	3
769	почему же	3	3
770	существует но	2	3
771	каком смысле	5	3
772	быть в	4	3
773	абстрактная метафизика	3	3
774	есть еще	4	3
775	но тут	2	3
776	мы понимаем	3	3
777	с ними	3	3
778	вот почему	3	3
779	мы видим	4	3
780	и смерти	2	3
781	то ясно	3	3
782	миф и	5	3
783	и мы	6	3
784	т е	72	3
785	который не	2	3
786	из нее	2	3
787	предмета с	2	3
788	угодно можно	2	3
789	предмет в	2	3
790	только лишь	3	3
791	от самого	3	3
792	всего прочего	5	3
793	на основании	3	3
794	не говорят	3	3
795	а для	2	3
796	в нечто	3	3
797	это конечно	2	3
798	говорить что	4	3
799	при его	3	3
800	мир и	6	3
801	в мысли	2	3
802	свою собственную	2	3
803	от чего	7	3
804	на нем	3	3
805	на этом	3	3
806	в процессе	2	3
807	вещь но	3	3
808	возможно только	7	3
809	может не	4	3
810	и миф	3	3
811	тело или	2	3
812	не говорит	6	3
813	я и	2	3
814	что было	2	3
815	место в	2	3
816	мы совершенно	2	3
817	и сами	2	3
818	не сама	3	3
819	я с	2	2
820	тому чтобы	3	2
821	этой жизни	2	2
822	могут не	2	2
823	с другим	2	2
824	который хотя	2	2
825	вещи мы	2	2
826	и эти	2	2
827	же можно	2	2
828	как результат	2	2
829	от себя	5	2
830	природы или	2	2
831	очень мало	2	2
832	зрения в	3	2
833	совершенно ничего	2	2
834	в один	2	2
835	обычно не	2	2
836	миф может	2	2
837	что остается	2	2
838	отличаться от	2	2
839	как таковых	2	2
840	в каком-нибудь	2	2
841	которых состоит	3	2
842	вещей как	2	2
843	в мифологии	2	2
844	точка зрения	5	2
845	природы в	2	2
846	ли будет	2	2
847	существуют только	2	2
848	ясным что	2	2
849	верить в	2	2
850	можно и	6	2
851	вот это	3	2
852	ни одного	2	2
853	самый принцип	3	2
854	законы природы	12	2
855	в нас	2	2
856	этот момент	2	2
857	в который	3	2
858	чем именно	2	2
859	в крайнем	2	2
860	но то	3	2
861	если вы	5	2
862	для мифа	3	2
863	не суть	7	2
864	же он	2	2
865	логика и	3	2
866	когда есть	2	2
867	а я	3	2
868	бы это	3	2
869	известно что	4	2
870	есть действительно	2	2
871	же она	3	2
872	вовсе нет	2	2
873	раз это	2	2
874	что отнюдь	2	2
875	и вот	13	2
876	всего иного	2	2
877	чем заключается	2	2
878	которое не	2	2
879	и кроме	2	2
880	раз на	2	2
881	д в	2	2
882	мира или	2	2
883	до степени	2	2
884	есть смерть	2	2
885	строго говоря	2	2
886	только одна	3	2
887	без того	3	2
888	чтобы она	3	2
889	ней не	2	2
890	и всякая	2	2
891	пусть в	2	2
892	крайнем случае	2	2
893	будет ли	5	2
894	но его	3	2
895	в глубине	3	2
896	у меня	2	2
897	о разных	2	2
898	что фактически	2	2
899	утверждает что	3	2
900	личности которая	3	2
901	понятие о	2	2
902	когда же	2	2
903	и разные	2	2
904	на свои	3	2
905	говоря о	3	2
906	или же	3	2
907	слово в	2	2
908	у вас	2	2
909	есть ли	8	2
910	чтобы это	2	2
911	не зная	2	2
912	ни за	2	2
913	сказали что	3	2
914	нем не	2	2
915	во-первых это	2	2
916	образа вещи	2	2
917	как например	2	2
918	все его	2	2
919	мифологии и	6	2
920	сознание и	4	2
921	чего не	7	2
922	говорить не	3	2
923	и совершенно	2	2
924	на них	2	2
925	и никакой	3	2
926	и ничто	2	2
927	его брать	2	2
928	общего не	2	2
929	уже сказали	2	2
930	познания и	2	2
931	воли и	2	2
932	и я	3	2
933	субъект и	2	2
934	раз навсегда	2	2
935	если взять	2	2
936	как смысл	2	2
937	только мы	3	2
938	себя но	2	2
939	итак если	3	2
940	и материи	2	2
941	если что-нибудь	2	2
942	души и	3	2
943	содержать в	2	2
944	в последнее	2	2
945	тут нет	4	2
946	заговорили о	2	2
947	на стадии	2	2
948	мыслить и	4	2
949	необходимым образом	5	2
950	вещах и	3	2
951	и всякое	2	2
952	из двух	4	2
953	следовательно не	2	2
954	не приходится	2	2
955	лишь как	4	2
956	что есть	6	2
957	не будучи	2	2
958	история и	6	2
959	то тут	2	2
960	не должно	2	2
961	ли его	2	2
962	зависит от	4	2
963	чтобы быть	5	2
964	тогда не	2	2
965	что я	3	2
966	сводится на	4	2
967	вы не	9	2
968	как с	2	2
969	должны быть	7	2
970	возможна только	2	2
971	говорили мы	2	2
972	только есть	2	2
973	допустим что	16	2
974	этого не	2	2
975	совпадает с	2	2
976	жизни с	2	2
977	солнце и	2	2
978	только одно	4	2
979	вещь не	2	2
980	себе отнюдь	2	2
981	исторического процесса	2	2
982	уже сама	2	2
983	или об	3	2
984	последнее время	2	2
