N	2gram	Losev_Prob	Marksizm
524	заключается в	2	2
525	а ведь	2	2
526	это значит	4	2
527	то на	4	2
528	никто не	2	2
529	известной степени	2	2
530	данном случае	10	2
531	это возможно	2	2
532	художественный образ	9	2
533	собой и	3	2
534	и знак	4	2
535	смысла и	2	2
536	например в	2	2
537	мышления и	6	2
538	или иного	6	2
539	когда мы	10	2
540	в сознании	5	2
541	можно только	2	2
542	в литературе	4	2
543	его как	2	2
544	всех этих	11	2
545	действительности в	3	2
546	с целью	4	2
547	даже не	3	2
548	это было	3	2
549	отличается от	2	2
550	перестает быть	3	2
551	до тех	4	2
552	сама по	6	2
553	но уже	9	2
554	не что	5	2
555	не просто	30	2
556	мы еще	3	2
557	бы не	4	2
558	тот или	4	2
559	если оно	2	2
560	и наконец	3	2
561	как о	4	2
562	только по	2	2
563	быть знаком	2	2
564	в чем	3	2
565	между собою	9	2
566	что его	4	2
567	но только	3	2
568	по крайней	8	2
569	себе и	2	2
570	бы что	3	2
571	эти последние	2	2
572	мы вовсе	2	2
573	есть в	9	2
574	в жизни	3	2
575	есть его	2	2
576	говорили о	2	2
577	и так	2	2
578	исследования мы	3	2
579	вообще не	5	2
580	язык и	2	2
581	что эти	2	2
582	еще только	2	2
583	в самой	3	2
584	поэтому в	2	2
585	это отношение	3	2
586	эти акты	2	2
587	этот предмет	3	2
588	их в	6	2
589	не вполне	4	2
590	есть прежде	3	2
591	как они	3	2
592	поскольку он	2	2
593	г в	2	2
594	и если	9	2
595	оно не	6	2
596	этом смысле	8	2
597	ведь все	3	2
598	а именно	16	2
599	именно как	7	2
600	что мы	23	2
601	в определении	3	2
602	его именно	3	2
603	по его	3	2
604	друг другу	2	2
605	отношения к	2	2
606	и весь	4	2
607	поскольку они	2	2
608	но с	2	2
609	не значит	4	2
610	и осуществляется	2	2
611	направление в	3	2
612	мы и	8	2
613	этой действительности	2	2
614	свой собственный	2	2
615	но он	3	2
