N	2gram	Bakhtin_Pr	Myslijsy
112	все это	3	12
113	как мы	7	12
114	быть только	5	12
115	оно не	3	12
116	поэтического произведения	3	12
117	в чем	2	12
118	хотя и	3	12
119	относится к	4	12
120	другой стороны	4	12
121	в каждом	2	12
122	другими словами	2	11
123	того чтобы	2	11
124	и вообще	2	11
125	все что	3	11
126	его в	9	11
127	к нему	10	11
128	души и	2	11
129	и это	3	11
130	и только	4	11
131	со словом	5	11
132	одной стороны	3	10
133	том как	2	10
134	и для	11	10
135	хотя бы	4	10
136	в других	4	10
137	слово в	2	10
138	и от	3	10
139	только по	4	10
140	он не	3	10
141	и с	17	10
142	и есть	2	10
143	и других	2	9
144	не все	2	9
145	и даже	3	9
146	на него	3	9
147	язык в	2	9
148	себе не	2	9
149	и о	5	9
150	далеко не	5	9
151	с точки	6	9
152	самом деле	6	9
153	в целом	3	9
154	можно сказать	2	9
155	на самом	4	8
156	в более	4	8
157	и более	2	8
158	в самой	2	8
159	во всем	2	8
160	помнить что	3	8
161	слова не	3	8
162	была бы	2	8
163	от них	2	8
164	между ними	4	8
165	с ними	4	8
166	художественное произведение	8	8
167	слова с	2	8
168	мы в	3	8
169	говорить о	3	8
170	перестает быть	4	8
171	или в	2	8
172	слова но	3	7
173	не имеют	2	7
174	а как	3	7
175	том же	2	7
176	в искусстве	12	7
177	языка как	2	7
178	она не	2	7
179	что содержание	2	7
180	связь с	3	7
181	и во	2	7
182	себя и	3	7
183	место в	8	7
184	дает нам	2	7
185	все эти	5	7
186	за пределы	12	7
187	в своих	2	7
188	не более	2	7
189	в таких	2	7
190	но как	2	7
191	не всегда	6	7
192	тем как	5	7
193	для понимания	2	7
194	в данном	4	7
195	к этому	2	7
196	о котором	2	7
197	не с	4	7
198	этом смысле	3	7
199	несмотря на	3	7
200	в виду	4	6
201	в ее	4	6
202	в своей	7	6
203	должна быть	4	6
204	слово и	2	6
205	в мире	3	6
206	художественного произведения	11	6
207	у нас	2	6
208	и к	3	6
209	к которому	4	6
210	в их	10	6
211	в виде	2	6
212	может стать	3	6
213	его не	2	6
214	вне себя	4	6
215	да и	3	6
216	которые могут	2	6
217	ни было	3	6
218	же самое	2	6
219	представляется нам	2	6
220	лишь в	2	6
221	для нее	8	5
222	можно было	4	5
223	они не	3	5
224	рядом с	5	5
225	одна из	2	5
226	можно только	6	5
227	отношение к	10	5
228	предмета и	2	5
229	входит в	8	5
230	о которых	2	5
231	проч но	3	5
232	в нашем	4	5
233	чем в	2	5
234	и у	2	5
235	лица и	2	5
236	в области	11	5
237	в произведении	4	5
238	известной степени	4	5
239	ли мы	3	5
240	все то	3	5
241	мы имеем	2	5
242	а к	2	5
243	в начале	2	5
244	в единстве	12	5
245	человека в	2	5
246	в какой	2	5
247	и значение	2	5
248	только при	2	5
249	и здесь	2	5
250	конечно не	5	5
251	природы и	3	5
252	не к	6	5
253	данном случае	4	4
254	в другом	2	4
255	к своему	2	4
256	определенности и	3	4
257	в поэзии	9	4
258	как нечто	3	4
259	то ни	3	4
260	не на	5	4
261	в применении	3	4
262	дело в	2	4
263	его как	3	4
264	но совершенно	2	4
265	содержание в	7	4
266	все они	5	4
267	он может	2	4
268	ни в	11	4
269	к содержанию	17	4
270	в противном	3	4
271	не вполне	2	4
272	но с	3	4
273	не дает	2	4
274	он должен	2	4
275	ничего не	6	4
276	произведения и	2	4
277	не во	2	4
278	противном случае	3	4
279	не знает	3	4
280	на них	3	4
281	языка но	2	4
282	в связи	2	4
283	бы то	3	4
284	имеет место	5	4
285	с его	2	4
286	но она	2	4
287	этом отношении	2	4
288	на этом	2	4
289	в некоторых	2	4
290	отношения к	6	4
291	всего человека	2	3
292	она может	3	3
293	и ее	2	3
294	должен быть	2	3
295	и прежде	5	3
296	но можно	2	3
297	случае мы	2	3
298	действительности и	3	3
299	от ее	2	3
300	отличие от	5	3
301	и др	8	3
302	здесь мы	2	3
303	может иметь	5	3
304	одной из	3	3
305	в известной	3	3
306	при восприятии	2	3
307	входят в	3	3
308	художественном произведении	5	3
309	в нашей	2	3
310	применении к	3	3
311	кроме того	3	3
312	предметом и	2	3
313	и наконец	6	3
314	или как	3	3
315	форма есть	6	3
316	содержания в	4	3
317	искусства и	3	3
318	есть выражение	2	3
319	ни с	2	3
320	художника и	5	3
321	которую мы	3	3
322	что эта	2	3
323	в себя	2	3
324	мы будем	3	3
325	ясно что	3	3
326	которых мы	4	3
327	как это	2	3
328	со всех	2	3
329	природу и	3	3
330	дело с	6	3
331	словом но	2	3
332	большинстве случаев	5	3
333	здесь не	4	3
334	случае не	2	3
335	в двух	2	3
336	всех сторон	2	3
337	единство и	2	3
338	мы увидим	3	3
339	и которые	2	3
340	движения и	2	3
341	в большинстве	5	3
342	их и	2	3
343	о значении	4	3
344	на мир	2	3
345	можем сказать	2	3
346	на первый	2	3
347	в форме	4	3
348	и весь	2	3
349	не нуждается	2	2
350	не будем	3	2
351	не выходя	3	2
352	на ее	3	2
353	при посредстве	2	2
354	значение для	3	2
355	где оно	2	2
356	следует что	2	2
357	ни к	2	2
358	ни одна	2	2
359	как форма	7	2
360	произведение в	6	2
361	к поэзии	2	2
362	формы и	5	2
363	в единство	2	2
364	освобождается от	2	2
365	формы есть	4	2
366	строгом смысле	2	2
367	не могли	2	2
368	для эстетического	6	2
369	и эта	2	2
370	содержание должно	2	2
371	предложения и	2	2
372	сказать и	3	2
373	до степени	2	2
374	нами в	2	2
375	своего содержания	2	2
376	есть лишь	3	2
377	можно говорить	2	2
378	от всех	4	2
379	как содержание	3	2
380	раз и	2	2
381	имеет дело	9	2
382	и должно	3	2
383	в предмете	4	2
384	почти совершенно	3	2
385	связь и	2	2
386	есть форма	3	2
387	нуждается в	2	2
388	вопроса о	3	2
389	языка для	2	2
390	едва ли	3	2
391	например при	2	2
392	но конечно	4	2
393	может и	4	2
394	значение но	2	2
395	познания и	30	2
396	получает от	2	2
397	художественных произведений	2	2
398	я не	2	2
399	показать что	2	2
400	с действительностью	3	2
401	себя в	2	2
402	не нужно	5	2
403	делает возможным	2	2
404	и содержание	3	2
405	то или	2	2
406	отличается от	2	2
407	переходим к	2	2
408	нет и	3	2
409	оно может	2	2
410	к его	2	2
411	к чему	2	2
412	из которых	2	2
413	содержания но	3	2
414	или точнее	2	2
415	есть его	3	2
416	как его	3	2
417	имеем дело	3	2
