N	2gram	Bakhtin_Fr	Tvorches
262	кроме того	5	3
263	лишь в	3	3
264	и вот	4	3
265	только для	6	3
266	как по	2	3
267	для того	5	3
268	и их	5	3
269	у нас	4	3
270	со всеми	5	3
271	на протяжении	7	3
272	в себя	2	3
273	что для	2	3
274	для которого	2	3
275	образом и	2	3
276	и если	2	3
277	и к	4	3
278	на этом	3	3
279	он и	10	3
280	не боится	2	3
281	как она	2	3
282	жизни и	6	3
283	вряд ли	3	3
284	и что	2	3
285	во всяком	2	3
286	и особенно	2	3
287	или в	3	3
288	смеха в	4	3
289	в одном	7	3
290	на площади	9	3
291	ту эпоху	8	3
292	площади и	4	2
293	данном случае	3	2
294	в отношении	3	2
295	к одному	2	2
296	в таких	3	2
297	во все	3	2
298	в доме	3	2
299	но как	5	2
300	о чем	3	2
301	со смертью	3	2
302	за этим	4	2
303	еще раз	2	2
304	включает в	2	2
305	этого романа	2	2
306	но даже	2	2
307	но прежде	2	2
308	по своей	4	2
309	и стиль	2	2
310	ведь это	3	2
311	начала и	8	2
312	после этого	2	2
313	свою очередь	2	2
314	одном из	2	2
315	всякого рода	2	2
316	xviii века	6	2
317	здесь нет	2	2
318	и очень	2	2
319	смысл и	2	2
320	образом в	3	2
321	о нем	3	2
322	для этой	3	2
323	смехом и	2	2
324	без всякой	2	2
325	на том	2	2
326	он в	2	2
327	того же	4	2
328	жизнь в	3	2
329	большую роль	3	2
330	говорит об	2	2
331	настоящее время	2	2
332	в художественном	3	2
333	он с	2	2
334	весь роман	3	2
335	не замечая	2	2
336	же он	2	2
337	встречаются и	2	2
338	нуждается в	4	2
339	когда же	2	2
340	у меня	2	2
341	того чтобы	6	2
342	числе и	3	2
343	при изображении	2	2
344	ан ссср	2	2
345	было бы	4	2
346	протяжении всего	2	2
347	же в	2	2
348	связи с	8	2
349	одновременно и	3	2
350	в сущности	15	2
351	в связи	7	2
352	он был	5	2
353	в качестве	2	2
354	во время	17	2
355	сам он	3	2
356	значение в	4	2
357	рядом с	5	2
358	образ и	2	2
359	мы слышим	8	2
360	жизни с	2	2
361	эту тему	3	2
362	здесь мы	3	2
363	и вообще	3	2
364	всех этих	5	2
365	некоторые из	4	2
366	имеет в	2	2
367	этой сцены	2	2
368	в эпоху	18	2
369	в данном	5	2
370	в нашей	2	2
371	только то	2	2
372	мировоззрения и	3	2
373	во всех	8	2
374	особое значение	2	2
375	о своем	2	2
376	и стиля	3	2
377	переход от	2	2
378	знал и	3	2
379	мира в	2	2
380	мы чувствуем	3	2
381	но ведь	3	2
382	как о	2	2
383	где он	2	2
384	и со	2	2
385	и о	5	2
386	наконец в	3	2
387	жизнь и	2	2
388	с одной	5	2
389	он изображает	2	2
390	культуры и	7	2
391	по словам	2	2
392	страдания и	2	2
393	со своими	2	2
394	ни в	6	2
395	эпохи это	2	2
396	и здесь	5	2
397	их в	7	2
398	им в	2	2
399	все что	4	2
400	мировой литературы	4	2
401	представляется нам	2	2
402	в произведении	3	2
403	входит в	2	2
404	в эту	7	2
405	он стал	3	2
406	всякий раз	2	2
407	ко всему	2	2
408	на мир	2	2
409	гюго и	2	2
410	века с	2	2
411	с их	5	2
412	из этого	3	2
413	уже говорили	5	2
414	конце концов	3	2
415	том числе	4	2
416	как на	3	2
417	же и	4	2
418	как его	2	2
419	этот момент	2	2
420	за то	2	2
421	не к	2	2
422	как раз	8	2
423	не дает	4	2
424	его произведениях	2	2
425	мы уже	19	2
426	два месяца	3	2
