N	2gram	Propp_Isto	Narrotol
256	друг на	2	3
257	со своей	2	3
258	восходит к	3	3
259	не происходит	3	3
260	на этот	4	3
261	обращается к	4	3
262	героя но	3	3
263	еще одна	4	3
264	он и	3	3
265	что мы	3	3
266	говорит о	2	3
267	и что	15	3
268	не просто	3	3
269	по его	2	3
270	она в	4	3
271	и только	4	3
272	как на	3	3
273	что именно	2	3
274	и после	2	3
275	наряду с	2	3
276	но он	4	3
277	до сих	4	3
278	бы с	2	2
279	это означает	3	2
280	может идти	2	2
281	в действительности	2	2
282	могло быть	2	2
283	в которых	2	2
284	случае в	2	2
285	в это	3	2
286	или менее	3	2
287	также не	3	2
288	это он	2	2
289	в их	4	2
290	от своего	2	2
291	сам себя	2	2
292	к своему	4	2
293	после этого	8	2
294	так что	6	2
295	представления о	13	2
296	с появлением	6	2
297	он говорит	4	2
298	не могу	2	2
299	более или	3	2
300	в более	3	2
301	те же	2	2
302	солнца и	4	2
303	теперь уже	2	2
304	могут быть	3	2
305	солнцем и	2	2
306	можно ли	2	2
307	что же	2	2
308	живет в	2	2
309	не имел	2	2
310	ли он	5	2
311	когда она	2	2
312	они все	2	2
313	никто не	2	2
314	могут служить	2	2
315	вовсе не	6	2
316	если в	3	2
317	тут же	2	2
318	но все	5	2
319	другой стороны	17	2
320	это в	3	2
321	и через	2	2
322	его как	2	2
323	мы можем	11	2
324	то чтобы	2	2
325	о смерти	5	2
326	тот кто	5	2
327	на первый	6	2
328	по своим	3	2
329	превращается в	10	2
330	все это	9	2
331	тем что	11	2
332	та же	5	2
333	в особенности	2	2
334	и наконец	6	2
335	и есть	2	2
336	себе не	2	2
337	что иное	2	2
338	себе и	3	2
339	быть только	2	2
340	во всех	8	2
341	должна быть	3	2
342	и более	2	2
343	отношение к	6	2
344	у героя	2	2
345	ни с	2	2
346	он может	4	2
347	первый взгляд	5	2
348	том свете	5	2
349	когда он	5	2
350	того же	3	2
351	или иначе	2	2
352	вступает в	4	2
353	мир не	2	2
354	а по	2	2
355	того кто	3	2
356	и стал	4	2
357	со своим	4	2
358	из которых	3	2
359	видно что	7	2
360	в других	6	2
361	к другому	2	2
362	из него	3	2
363	из другого	2	2
364	с собой	7	2
365	и делает	2	2
366	таким же	2	2
367	как только	5	2
368	после смерти	7	2
369	но с	2	2
370	не можем	3	2
371	ясно что	2	2
