N	2gram	Tiupa_Anal	Problema
352	о себе	2	5
353	и тот	2	5
354	лишь в	12	5
355	себе не	2	5
356	том чтобы	7	5
357	для обозначения	2	5
358	все что	3	5
359	тому как	5	5
360	я не	2	5
361	сводится к	6	5
362	представляет собою	2	5
363	в собственном	3	5
364	между тем	7	5
365	ведь это	2	5
366	текста и	10	5
367	к понятию	2	5
368	что может	2	5
369	о нем	4	5
370	том числе	3	5
371	на себя	5	5
372	о его	5	5
373	по мысли	3	5
374	к этому	2	5
375	в противоположность	4	5
376	должно быть	2	5
377	себя в	8	5
378	мира в	2	5
379	оказывается не	2	5
380	одним из	3	5
381	в пределах	11	5
382	подобно тому	5	5
383	по его	2	5
384	этих случаях	2	5
385	от него	2	4
386	для нее	2	4
387	к другим	2	4
388	должен быть	6	4
389	а как	4	4
390	нас к	2	4
391	при таком	2	4
392	отличие от	8	4
393	одно из	2	4
394	так например	2	4
395	в эту	3	4
396	себя и	5	4
397	человеческого я	3	4
398	смысла и	3	4
399	вопроса о	4	4
400	за ним	2	4
401	или точнее	2	4
402	со своим	4	4
403	с целью	2	4
404	но о	3	4
405	но к	3	4
406	есть чисто	2	4
407	я в	5	4
408	это именно	2	4
409	той же	4	4
410	коем случае	2	4
411	зачем же	2	4
412	особого рода	9	4
413	что из	2	4
414	и за	3	4
415	на котором	3	4
416	тем как	2	4
417	в контексте	5	4
418	дело с	5	4
419	но мы	2	4
420	одного из	4	4
421	говорит и	2	4
422	этой точки	2	4
423	и те	2	4
424	и просто	2	4
425	в сущности	10	4
426	с их	2	4
427	на это	2	4
428	перед собой	2	4
429	себя самого	2	4
430	в коем	2	4
431	человек и	2	4
432	смысл и	3	4
433	ничто не	2	4
434	ему в	3	4
435	имеем дело	7	4
436	и смерть	2	3
437	из трех	2	3
438	для человека	2	3
439	из того	5	3
440	одного и	2	3
441	и эстетики	2	3
442	том же	2	3
443	от своего	3	3
444	логического анализа	2	3
445	может и	2	3
446	рассказ о	3	3
447	на которую	2	3
448	времени в	4	3
449	которая в	3	3
450	в отличие	8	3
451	произведение в	2	3
452	и та	2	3
453	нуждается в	9	3
454	и заключается	2	3
455	того и	5	3
456	в первом	3	3
457	известном смысле	2	3
458	в любом	4	3
459	борьбы с	3	3
460	мысль о	2	3
461	превращается в	3	3
462	общения людей	2	3
463	борьбе с	2	3
464	думать что	2	3
465	он может	2	3
466	столь же	7	3
467	представляет собой	23	3
468	даже самое	2	3
469	каждом из	2	3
470	бы с	2	3
471	его к	3	3
472	каждый из	3	3
473	проявляется в	4	3
474	если они	2	3
475	со стороны	5	3
476	здесь совершенно	2	3
477	может ли	2	3
478	в романе	2	3
479	как предмет	4	3
480	борьбу с	2	3
481	результате чего	2	3
482	и м	2	3
483	для науки	3	3
484	не столько	5	3
485	науки о	2	3
486	не сам	2	3
487	с ними	2	3
488	и смерти	4	3
489	в первой	2	3
490	и состоит	5	3
491	к предмету	4	3
492	но при	2	3
493	от которого	4	3
494	который не	2	3
495	анализа в	2	3
496	самим собою	2	3
497	речь идет	2	3
498	на этом	4	3
499	произведения искусства	3	3
500	в процессе	2	3
501	может не	2	3
502	не говорит	2	3
503	я и	8	3
504	место в	3	3
505	жизни но	3	3
506	и сами	2	3
507	она может	3	2
508	о своей	2	2
509	с другим	5	2
510	все того	2	2
511	и эти	2	2
512	однако как	2	2
513	от себя	4	2
514	зрения в	2	2
515	в один	4	2
516	такой же	3	2
517	и пространстве	5	2
518	основанная на	2	2
519	данного художественного	4	2
520	тому или	2	2
521	вполне закономерно	2	2
522	своего рода	12	2
523	в борьбе	2	2
524	и другого	4	2
525	полноты и	3	2
526	удивительно что	2	2
527	какой бы	2	2
528	на каждом	2	2
529	или иному	2	2
530	с людьми	3	2
531	которое есть	2	2
532	в рассказе	2	2
533	это всегда	4	2
534	не должен	2	2
535	том и	2	2
536	всех прочих	2	2
537	отвлеченной мысли	2	2
538	в два	2	2
539	частности в	2	2
540	строго говоря	3	2
541	искусства в	4	2
542	на которой	2	2
543	отношения между	2	2
544	вступает в	4	2
545	со своей	2	2
546	роль в	3	2
547	художественный смысл	2	2
548	перед лицом	6	2
549	на фоне	5	2
550	в глубине	2	2
551	текст и	2	2
552	другого как	2	2
553	об этих	2	2
554	остается в	2	2
555	вслед за	3	2
556	по отношению	10	2
557	в обоих	3	2
558	говоря о	2	2
559	иметь место	2	2
560	на все	2	2
561	героя в	2	2
562	в свое	3	2
563	т п	3	2
564	элементов а	2	2
565	же нам	2	2
566	чем и	3	2
567	основе своей	2	2
568	в состав	3	2
569	анализа не	2	2
570	воли и	4	2
571	субъект и	2	2
572	для данного	3	2
573	в литературном	2	2
574	произведения как	8	2
575	образом не	3	2
576	рода и	2	2
577	при наличии	3	2
578	при изучении	2	2
579	в драме	2	2
580	речи в	3	2
581	не приходится	2	2
582	не означает	2	2
583	отношению к	9	2
584	человека к	4	2
585	не с	8	2
586	и внутреннее	2	2
587	не случайно	11	2
588	сколько бы	3	2
589	в роли	4	2
590	именно здесь	2	2
591	человек в	3	2
592	и стал	2	2
593	произведения в	14	2
594	совпадает с	6	2
595	при встрече	4	2
596	то его	2	2
597	ю м	2	2
598	бы ни	2	2
599	только одно	2	2
600	является по	2	2
601	данного произведения	3	2
602	нам не	2	2
603	широком смысле	2	2
604	же его	4	2
605	на основе	3	2
