N	2gram	Losev_Prob	Komedia
445	в новой	3	2
446	доказывает что	2	2
447	в древности	2	2
448	за ними	2	2
449	и при	2	2
450	этого не	2	2
451	и был	2	2
452	нас не	3	2
453	его до	2	2
454	во времена	2	2
455	мере в	4	2
456	и очень	3	2
457	того что	8	2
458	со всеми	5	2
459	которые как	3	2
460	со всей	2	2
461	не находит	2	2
462	общего с	2	2
463	и дать	2	2
464	но еще	2	2
465	бросается в	3	2
466	гораздо более	5	2
467	ним в	2	2
468	была бы	3	2
469	жизнь в	3	2
470	людей из	4	2
471	в античном	6	2
472	ли он	2	2
473	во втором	2	2
474	которые были	2	2
475	не входит	2	2
476	этой точки	2	2
477	большинстве случаев	2	2
478	в известном	2	2
479	и сама	4	2
480	точно так	4	2
481	совсем не	4	2
482	у кого	2	2
483	и под	2	2
484	здесь не	12	2
485	не сам	2	2
486	с такой	2	2
487	и до	2	2
488	все эти	12	2
489	и дальше	2	2
490	чтобы они	2	2
491	почти всегда	3	2
492	у еврипида	2	2
493	под влиянием	3	2
494	и можно	6	2
495	художественный образ	4	2
496	вв до	2	2
497	диониса и	3	2
498	по одному	2	2
499	то в	4	2
500	он дал	2	2
501	в литературе	5	2
502	это был	3	2
503	но это	7	2
504	человека а	2	2
505	не все	3	2
506	в противоположность	3	2
507	и так	3	2
508	с ней	3	2
509	о котором	4	2
510	десять раз	2	2
511	еще до	2	2
512	в этот	4	2
513	между прочим	2	2
514	то чтобы	2	2
515	на земле	11	2
516	жизни в	7	2
517	где он	2	2
518	которого и	2	2
519	и наиболее	3	2
520	она и	2	2
521	для него	2	2
522	что только	3	2
523	в жизни	4	2
524	это уже	4	2
525	а может	3	2
526	знает что	3	2
527	это ясно	3	2
528	и является	6	2
529	при его	2	2
530	на душе	3	2
531	его к	2	2
532	него не	2	2
533	ее в	2	2
534	не будет	4	2
535	не вполне	2	2
536	стороны он	2	2
537	в смысле	8	2
538	каждом из	2	2
539	человека из	5	2
540	этом смысле	4	2
541	не обходится	2	2
542	и людей	3	2
543	же автора	2	2
544	почему в	2	2
545	к другому	5	2
546	говорит о	9	2
547	мы уже	2	2
548	земли и	2	2
549	и только	4	2
550	именно на	2	2
551	на фоне	2	2
552	же и	2	2
553	меня в	4	2
554	как сын	2	2
555	и платон	2	2
556	любовь и	3	2
557	и всякий	2	2
558	без всякого	3	2
