N	2gram	Tiupa_Hudo	Analitik
254	читателя в	3	6
255	в равной	2	6
256	превращается в	2	6
257	с самим	2	6
258	присутствия я	6	6
259	художественное произведение	3	6
260	эстетической деятельности	2	6
261	одного и	3	6
262	художественного высказывания	2	6
263	тем не	3	6
264	своей эстетической	3	6
265	вследствие этого	2	6
266	русской литературе	2	6
267	и более	2	6
268	так или	4	6
269	есть в	3	6
270	о себе	2	6
271	однако при	3	6
272	на этом	2	6
273	из которых	2	6
274	вовсе не	2	6
275	как система	2	6
276	и потому	2	5
277	не как	2	5
278	входит в	4	5
279	но как	2	5
280	жизни в	2	5
281	знакового материала	4	5
282	для себя	4	5
283	на смену	4	5
284	самом деле	2	5
285	в романе	3	5
286	в искусстве	9	5
287	в аспекте	2	5
288	а с	2	5
289	может служить	2	5
290	говорит и	3	5
291	во втором	4	5
292	картина мира	5	5
293	в художественном	5	5
294	в состав	6	5
295	произведении искусства	2	5
296	в них	2	5
297	может выступать	2	5
298	речь идет	2	5
299	а затем	2	5
300	и по	2	5
301	все эти	2	5
302	человека к	3	5
303	в притче	3	5
304	без исключения	4	5
305	принадлежит к	3	5
306	я не	2	5
307	к его	3	5
308	с их	2	5
309	одно из	2	5
310	внешнего мира	3	5
311	с другими	5	5
312	по пути	4	5
313	текста как	3	5
314	я есть	5	5
315	с ее	6	5
316	и адресата	3	5
317	мира в	2	5
318	в культуре	3	5
319	для того	5	5
320	в этих	4	5
321	художественную реальность	2	5
322	ведет к	2	5
323	еще и	2	5
324	самим собою	2	5
325	за пределами	3	5
326	внутреннее я	2	5
327	ни в	5	5
328	в роли	3	5
329	художественный текст	4	5
330	в слове	4	5
331	и соответственно	2	5
332	в итоге	2	5
333	высказывания в	5	5
334	к жизни	2	5
335	коммуникативной стратегии	2	5
336	данного текста	3	5
337	и особенно	2	5
338	нового времени	2	5
339	в организации	2	5
340	ролевой границей	3	4
341	в отношении	4	4
342	иной эстетической	2	4
343	однако с	2	4
344	и ее	3	4
345	в области	8	4
346	вслед за	2	4
347	системе ценностей	3	4
348	до известной	2	4
349	эстетического субъекта	3	4
350	отношение к	7	4
351	как к	5	4
352	силу своей	4	4
353	одним из	2	4
354	в стихотворении	3	4
355	оказывается в	3	4
356	кто говорит	5	4
357	сверхличной заданности	2	4
358	а именно	3	4
359	литературных произведений	3	4
360	истории литературы	2	4
361	была бы	3	4
362	известном смысле	2	4
363	с иными	2	4
364	свою жизнь	2	4
365	и о	4	4
366	говоря и	2	4
367	к нему	3	4
368	и что	4	4
369	потому что	3	4
370	все прочие	3	4
371	так в	4	4
372	в чем	2	4
373	в известном	2	4
374	не предполагает	5	4
375	событийных границ	2	4
376	и рецептивная	2	4
377	равной степени	2	4
378	с ними	2	4
379	того чтобы	5	4
380	то ни	2	4
381	по мысли	2	4
382	известной степени	3	4
383	из виду	2	4
384	одного сознания	3	4
385	сказать что	4	4
386	по своему	3	4
387	герой не	3	4
388	другого я	2	4
389	значительной степени	2	4
390	не все	2	4
391	что она	2	4
392	в которой	3	4
393	граница личности	3	4
394	о литературе	3	4
395	отличается от	2	4
396	об этом	2	4
397	не сводится	9	4
398	сама по	2	4
399	коммуникативным событием	2	4
400	модусы художественности	4	4
401	сознания в	4	4
402	в значительной	2	4
403	ни было	2	4
404	лирический герой	5	4
405	чем и	3	4
406	при наличии	2	4
407	ее в	2	4
408	говоря словами	5	4
409	между ними	5	4
410	в акте	3	4
411	или иных	2	4
412	строго говоря	2	4
413	искусства в	6	4
414	как эстетической	4	4
415	аналогичным образом	4	4
416	жизни как	4	4
417	этом смысле	3	4
418	на всех	2	4
419	произведения искусства	4	4
420	тех или	2	4
421	высказывания и	2	4
422	или напротив	2	4
423	или даже	3	4
424	эстетическое переживание	2	4
425	бы не	2	4
426	это и	2	4
427	во внешнем	2	4
428	основе своей	2	4
429	ясно говорит	2	4
430	первой части	2	4
431	на основе	2	4
432	полку игореве	2	3
433	только лишь	2	3
434	художественной литературы	2	3
435	человеческой жизни	3	3
436	идет о	2	3
437	о жизни	2	3
438	текста не	2	3
439	слова как	5	3
440	человека и	2	3
441	включает в	2	3
442	втором случае	2	3
443	миропорядка и	3	3
444	говоря о	3	3
445	в виду	5	3
446	которого он	2	3
447	стороны адресата	2	3
448	своей событийной	2	3
449	к своему	2	3
450	текст в	3	3
451	эстетического адресата	2	3
452	в момент	3	3
453	художественную целостность	2	3
454	на котором	2	3
455	я героя	3	3
456	способ существования	2	3
457	рассказ о	2	3
458	и составляет	3	3
459	в точке	3	3
460	речи и	4	3
461	для читателя	4	3
462	повесть о	2	3
463	в творческом	2	3
464	нас самих	2	3
465	том числе	3	3
466	мира и	2	3
467	с позиций	4	3
468	однако все	2	3
469	частной жизни	2	3
470	всех без	3	3
471	личного самоопределения	2	3
472	войне и	2	3
473	между собой	2	3
474	эстетической природы	2	3
475	и неизбыточности	2	3
476	классического реализма	2	3
477	по бахтину	2	3
478	бенвенист ритм	3	3
479	эстетической реальности	2	3
480	к внутреннему	2	3
481	во внутренней	2	3
482	художественного письма	9	3
483	заключается в	2	3
484	в тарасе	2	3
485	связи с	3	3
486	в связи	3	3
487	имени тебе	2	3
488	никто не	3	3
489	случае не	2	3
490	я как	2	3
491	и больше	2	3
492	в имени	2	3
493	художественное впечатление	3	3
494	на языке	3	3
495	бы то	2	3
496	например в	4	3
497	не от	2	3
498	искусства слова	2	3
499	жанровой традиции	2	3
500	авторской позиции	3	3
501	личности к	2	3
502	пушкина что	2	3
503	форма авторства	2	3
504	это хронотоп	2	3
505	в войне	2	3
506	и может	2	3
507	однако если	3	3
508	тот или	3	3
509	в жизни	3	3
510	с этой	3	3
511	в рассказе	3	3
512	ни к	2	3
513	полноте и	2	3
514	в какой	2	3
515	о полку	2	3
516	сказания или	3	3
517	при условии	2	3
518	человека с	3	3
519	и наоборот	2	3
520	на свою	2	3
521	тарасе бульбе	2	3
522	человеческого бытия	2	3
523	элегическое я	3	3
524	в единое	3	3
525	оно не	2	3
526	весьма существенно	2	3
527	противном случае	2	3
528	к содержанию	3	3
529	на почве	4	3
530	другого в	3	3
531	мог бы	3	3
532	личности как	2	3
533	а для	2	3
534	текста наиболее	2	3
535	из этого	2	3
536	в противном	2	3
537	слова в	3	3
538	словами гегеля	2	3
539	диалогическим углом	2	3
540	всякий раз	2	3
541	и внешней	3	3
542	этих двух	2	3
543	но он	3	3
544	ролевой границы	2	3
545	с легкой	2	2
546	способность к	2	2
547	я на	2	2
548	жанровая форма	2	2
549	начиная с	2	2
550	стихотворении пушкина	2	2
551	между которыми	2	2
552	коммуникативных стратегий	3	2
553	риторический предел	2	2
554	как способу	2	2
555	слова не	2	2
556	так же	2	2
557	искусства как	3	2
558	рамках которого	3	2
559	в иной	3	2
560	общения людей	3	2
561	ситуации рассказывания	2	2
562	и мире	2	2
563	к которому	4	2
564	и прежде	3	2
565	внешней заданности	5	2
566	позволяет говорить	2	2
567	текста по	2	2
568	внутренних границ	2	2
569	события в	2	2
570	по сути	6	2
571	мыслится как	5	2
572	собственного текста	2	2
573	так лирический	2	2
574	поведение в	2	2
575	определенным образом	2	2
576	ни одно	2	2
577	в одно	2	2
578	причастности к	2	2
579	мире и	2	2
580	внутренний голос	2	2
581	своей жизни	2	2
582	его внешней	8	2
583	внешнему бытию	2	2
584	между внутренней	2	2
585	или менее	6	2
586	легкой руки	2	2
587	к собственной	2	2
588	что может	2	2
589	вследствие этой	2	2
590	эстетической доминантой	2	2
591	его текст	2	2
592	следует подчеркнуть	3	2
593	тот кто	2	2
594	тому что	2	2
595	художественного содержания	2	2
596	читателем в	2	2
597	соединении с	2	2
598	а только	4	2
599	данном контексте	2	2
600	или притчи	2	2
601	более или	6	2
602	из перечисленных	2	2
603	культуры в	3	2
604	в анекдоте	2	2
605	без остатка	2	2
606	оказывается уже	2	2
607	своей внутренней	2	2
608	героя как	2	2
609	этой точки	2	2
610	становится самим	2	2
611	текста так	2	2
612	с языком	3	2
613	или анекдота	2	2
614	мы по	2	2
615	это своего	2	2
616	речевого замысла	2	2
617	и др	2	2
618	тем или	2	2
619	ни столь	2	2
620	для автора	3	2
621	внутреннюю свободу	2	2
622	своей природе	2	2
623	с художественной	3	2
624	произведений искусства	3	2
625	не принадлежат	2	2
626	как совокупность	3	2
627	во всей	3	2
628	композиционных форм	3	2
629	своего текста	2	2
630	объектной организацией	2	2
631	для обозначения	2	2
632	хх века	5	2
633	начало и	2	2
634	чем это	2	2
635	коммуникативный статус	2	2
636	трех фундаментальных	2	2
637	одно и	3	2
638	он оказывается	2	2
639	не сами	2	2
640	своего другого	2	2
641	следует смешивать	3	2
642	смешивать с	3	2
643	в кадры	2	2
644	в молчание	2	2
645	в художественной	3	2
646	введено в	2	2
647	жизни оказывается	2	2
648	таких случаях	2	2
649	а на	5	2
650	либо от	2	2
651	ни был	2	2
652	не обязательно	3	2
653	ни для	2	2
654	литературной нормы	2	2
655	внутренней и	2	2
656	слове о	2	2
657	в глаза	2	2
658	ролевую границу	2	2
659	художественной культуры	9	2
660	в пространстве	2	2
661	внутреннего слуха	2	2
662	либо в	2	2
663	субъекту и	2	2
664	внешнем мире	2	2
665	языка на	2	2
666	внутреннего мира	2	2
667	полагал что	2	2
668	такого знания	2	2
669	но от	2	2
670	это всеобъемлющая	2	2
671	в коем	2	2
672	художественности и	4	2
673	любой своей	2	2
674	вокруг я	2	2
675	к сообщаемому	2	2
676	от всех	2	2
677	ролевой маски	2	2
678	хоровое слово	2	2
679	литературы как	3	2
680	текст и	3	2
681	том и	2	2
682	творческий акт	2	2
683	повествования а	2	2
684	в дискурсе	2	2
685	всей своей	2	2
686	текст как	3	2
687	в самой	2	2
688	в данный	2	2
689	сатирической художественности	2	2
690	оказывается шире	2	2
691	референтная компетенция	2	2
692	их в	3	2
693	диалога согласия	2	2
694	не вполне	2	2
695	эстетическая ситуация	3	2
696	принадлежит только	2	2
697	языка в	4	2
698	коем случае	2	2
699	или иным	4	2
700	к субъективной	2	2
701	внутренняя граница	3	2
702	значения и	2	2
703	дома и	2	2
704	об искусстве	2	2
705	было и	2	2
706	совокупность факторов	2	2
707	подобных случаях	2	2
708	сказания это	2	2
709	ценностного центра	3	2
710	единое целое	2	2
711	индивидуального речевого	2	2
712	субъект и	2	2
713	миропорядке судьбы	2	2
714	к другому	2	2
715	его эстетической	3	2
716	анна каренина	3	2
717	данный момент	2	2
718	лично для	2	2
719	могут оказаться	2	2
720	не просто	2	2
721	в форме	4	2
722	злата стола	2	2
723	всех и	3	2
724	судьбы а	2	2
725	ср тютчевское	2	2
726	художественности может	2	2
727	и неизбыточность	2	2
728	бытию других	2	2
729	жизни однако	2	2
730	художественного творчества	6	2
731	в системе	3	2
