N	2gram	Vygotskiy_	TeoriaLi
177	вовсе не	2	3
178	вслед за	3	3
179	между двумя	4	3
180	одно и	2	2
181	он оказывается	2	2
182	еще и	3	2
183	в каком	2	2
184	к одному	4	2
185	видим в	2	2
186	не могут	7	2
187	то в	7	2
188	для всех	2	2
189	слова не	2	2
190	так же	22	2
191	если в	4	2
192	сознания в	3	2
193	но как	6	2
194	тем более	5	2
195	дело не	2	2
196	что она	3	2
197	с их	4	2
198	за пределы	4	2
199	говорит что	7	2
200	включает в	3	2
201	как уже	5	2
202	отличается от	2	2
203	но на	2	2
204	и даже	3	2
205	в конце	3	2
206	при наличии	2	2
207	на свою	2	2
208	и здесь	2	2
209	сама по	4	2
210	это и	3	2
211	способность к	3	2
212	казалось бы	5	2
213	может оказаться	2	2
214	у нас	4	2
215	только на	3	2
216	и другие	13	2
217	самом начале	2	2
218	у него	8	2
219	самом деле	9	2
220	ведет к	2	2
221	известном смысле	7	2
222	на вопрос	7	2
223	в чем	10	2
224	вместе с	9	2
225	в какой	8	2
226	на котором	3	2
227	одной из	5	2
228	вытекает из	4	2
229	к нему	4	2
230	и является	6	2
231	числе и	2	2
232	и это	3	2
233	ее в	3	2
234	тому что	14	2
235	о том	13	2
236	что такое	6	2
237	могли бы	15	2
238	которая в	3	2
239	если мы	9	2
240	оно не	2	2
241	и развитием	16	2
242	и на	11	2
243	этой точки	7	2
244	на этом	8	2
245	из которых	3	2
246	в известном	9	2
247	один из	4	2
248	в них	3	2
249	по себе	8	2
250	вопрос что	2	2
251	несмотря на	3	2
252	в следующей	4	2
253	в той	8	2
254	к жизни	7	2
255	мы в	2	2
256	что и	11	2
257	тем или	2	2
258	в случае	2	2
259	к другому	3	2
260	с ними	4	2
261	себя и	2	2
262	заключается в	15	2
263	могут оказаться	2	2
264	у одного	3	2
265	все это	2	2
266	что они	8	2
267	как будто	2	2
268	в первом	4	2
269	случае не	2	2
270	знания о	2	2
271	совершенно иной	3	2
272	из виду	2	2
273	бы то	2	2
274	который в	2	2
275	этих двух	4	2
276	я не	6	2
277	имеем дело	2	2
278	на основе	6	2
279	чем это	2	2
280	в системе	4	2
