N	2gram	Propp_Morf	KulturaY
198	оно не	2	6
199	приводит к	3	6
200	могли бы	2	6
201	главным образом	5	6
202	что именно	2	6
203	тем же	2	6
204	в каких	2	5
205	как же	3	5
206	и к	4	5
207	мы должны	3	5
208	а на	3	5
209	не будем	5	5
210	в форме	6	5
211	к себе	2	5
212	в другом	2	5
213	но если	10	5
214	в иных	4	5
215	и у	3	5
216	и при	3	5
217	или менее	2	5
218	по своему	2	5
219	не так	2	5
220	вопросу о	2	5
221	более или	2	5
222	на вопрос	2	5
223	но как	3	5
224	смысле слова	4	5
225	и тогда	3	5
226	нельзя было	2	5
227	пр и	3	5
228	и даже	2	5
229	кроме того	3	5
230	превращается в	2	5
231	у него	2	5
232	очень много	2	5
233	это так	2	5
234	и их	3	5
235	и только	3	5
236	но с	2	5
237	чем в	2	5
238	его в	4	4
239	мы приходим	3	4
240	в наши	2	4
241	такие случаи	3	4
242	сразу же	2	4
243	или же	7	4
244	первом случае	3	4
245	в виде	3	4
246	увидим что	2	4
247	что о	2	4
248	так например	3	4
249	к нему	3	4
250	это уже	3	4
251	в различных	2	4
252	во втором	7	4
253	а а	2	4
254	однако в	2	4
255	точно так	2	4
256	ответить на	2	4
257	иных случаях	2	4
258	здесь мы	3	4
259	так называемых	2	4
260	могла бы	4	4
261	то в	3	4
262	утверждать что	3	4
263	сюда же	5	4
264	к другой	2	4
265	в данной	2	4
266	и по	3	4
267	мы можем	5	4
268	мы увидим	10	4
269	д и	2	4
270	как они	2	4
271	наука о	2	4
272	для каждой	3	4
273	а то	3	4
274	как таковой	2	4
275	из которых	5	4
276	из них	4	4
277	если же	5	4
278	следует еще	2	3
279	но мы	3	3
280	действия и	2	3
281	чаще всего	11	3
282	том как	2	3
283	в настоящее	3	3
284	всего следует	3	3
285	иное как	2	3
286	наряду с	7	3
287	в россии	2	3
288	который в	2	3
289	и другие	6	3
290	показать что	4	3
291	его и	2	3
292	и дает	2	3
293	для этой	3	3
294	но так	2	3
295	случаях когда	2	3
296	на него	4	3
297	с того	3	3
298	тех случаях	2	3
299	настоящее время	3	3
300	большинстве случаев	3	3
301	но здесь	2	3
302	на его	5	3
303	в начале	3	3
304	о его	4	3
305	в собственном	3	3
306	приходим к	3	3
307	на котором	4	3
308	поставить вопрос	2	3
309	во время	6	3
310	значение и	3	3
311	даже не	3	3
312	их как	2	3
313	в одну	2	3
314	если в	7	3
315	или иные	2	3
316	это еще	2	3
317	тогда как	2	3
318	таких случаях	2	3
319	то время	3	3
320	случае если	2	3
321	научной литературе	2	3
322	также в	2	3
323	образом если	2	3
324	та же	3	3
325	в других	5	3
326	в последнем	3	3
327	одним из	2	3
328	между собою	2	3
329	не по	2	3
330	что его	4	3
331	из ряда	3	3
332	не хватает	4	3
333	для него	2	3
334	мы получаем	2	3
335	если это	3	3
336	на нем	3	3
337	собственном смысле	3	3
338	в большинстве	3	3
339	заметить что	11	3
340	о характере	2	3
341	то ни	3	3
342	в некоторых	4	3
343	с большой	2	3
344	бы то	3	3
345	мы будем	3	3
346	без всякого	2	3
347	в ходе	5	2
348	путь к	2	2
349	представляет собою	8	2
350	от него	2	2
351	в одной	2	2
352	что многие	2	2
353	или нет	2	2
354	живой и	2	2
355	идет по	2	2
356	бы составить	2	2
357	в глаза	2	2
358	не что	2	2
359	одному из	3	2
360	есть и	4	2
361	но есть	3	2
362	о формах	3	2
363	быть и	2	2
364	на пути	4	2
365	состоит из	3	2
366	есть нечто	3	2
367	он должен	3	2
368	можно установить	2	2
369	можно будет	3	2
370	а вовсе	2	2
371	ничем не	2	2
372	которые хотя	2	2
373	что иное	2	2
374	нами в	4	2
375	одной из	2	2
376	и др	12	2
377	в руки	4	2
378	это положение	2	2
379	что одна	2	2
380	что этот	2	2
381	на той	2	2
382	ответ на	2	2
383	к отдельным	2	2
384	во вторых	2	2
385	к другому	2	2
386	в точности	5	2
387	и когда	2	2
388	здесь прежде	3	2
389	никто не	4	2
390	стороны ее	2	2
391	мы получим	2	2
392	как то	2	2
393	ее в	3	2
394	вслед за	5	2
395	очень часто	6	2
396	например на	2	2
397	с этого	2	2
398	одна из	5	2
399	лишь после	2	2
400	функции не	2	2
401	как такового	2	2
402	и иных	2	2
403	но эти	3	2
404	с другими	2	2
405	в круг	2	2
406	рассматриваться как	3	2
407	у нее	2	2
408	это было	3	2
409	от другого	3	2
410	и тот	2	2
411	связывается с	3	2
412	пока нет	2	2
413	после чего	2	2
414	имеется в	3	2
415	то здесь	3	2
416	не является	4	2
417	ни было	2	2
418	носит характер	2	2
419	не означает	2	2
420	но они	2	2
421	наших дней	2	2
422	в научной	2	2
423	совершенно одинаково	2	2
424	время как	3	2
425	в самых	2	2
426	вообще не	2	2
427	здесь только	2	2
428	перейти к	2	2
429	имеем в	8	2
430	предметы и	3	2
431	а по	3	2
432	вопрос в	2	2
433	видно что	5	2
434	это можно	2	2
435	к выполнению	2	2
436	увидим ниже	6	2
437	их по	4	2
438	тому как	5	2
439	могут и	2	2
440	как таковая	2	2
441	в сказке	27	2
442	что эта	2	2
443	чем это	2	2
444	большей частью	6	2
445	я разумею	2	2
446	в плоскости	3	2
447	но оно	2	2
448	в совершенно	2	2
449	момент в	2	2
450	связана с	3	2
451	во избежание	2	2
452	тем и	2	2
453	этих случаях	15	2
