N	2gram	Propp_Isto	EvropaiC
254	в них	2	2
255	что же	4	2
256	так чтобы	3	2
257	совершенно ясно	3	2
258	же что	2	2
259	а затем	4	2
260	с ними	2	2
261	на более	6	2
262	себя и	2	2
263	не более	2	2
264	и его	5	2
265	в сущности	2	2
266	и только	4	2
267	с ее	2	2
268	во всей	2	2
269	из таких	2	2
270	и более	3	2
271	что эти	5	2
272	в себя	2	2
273	но с	3	2
274	все в	2	2
275	я не	5	2
276	вовсе не	3	2
277	к таким	2	2
278	в основе	4	2
