N	2gram	Potebnia_M	Vladivir
237	же и	3	6
238	но только	3	6
239	мы не	17	6
240	и из	2	6
241	не с	4	6
242	сказать о	2	6
243	этого последнего	4	6
244	если мы	2	6
245	но на	2	6
246	той же	6	6
247	видно что	4	6
248	и теперь	6	6
249	он сам	2	6
250	не говорит	2	6
251	чем в	2	6
252	но мы	3	5
253	а и	5	5
254	понятие о	3	5
255	вопрос о	2	5
256	друг друга	6	5
257	на все	3	5
258	и тем	8	5
259	в их	2	5
260	она не	4	5
261	а то	2	5
262	заметить что	7	5
263	можно только	3	5
264	этого не	3	5
265	только при	2	5
266	и без	9	5
267	один из	7	5
268	место в	4	5
269	эти последние	3	5
270	что с	2	5
271	и до	2	5
272	как нечто	3	5
273	того и	2	5
274	что они	2	5
275	во время	4	5
276	в области	3	5
277	ее в	2	5
278	бы то	2	5
279	во многом	3	5
280	все то	3	5
281	он как	2	5
282	нет ничего	2	5
283	со своим	2	5
284	что я	5	5
285	но уже	2	5
286	далеко не	5	5
287	что у	4	5
288	не прямо	2	5
289	в свою	6	5
290	с которым	3	5
291	из них	11	5
292	со своей	2	5
293	которое в	2	5
294	и только	5	5
295	как на	6	5
296	не к	4	5
297	без всякого	2	5
298	на самом	4	4
299	в свой	2	4
300	перед нами	3	4
301	тем самым	11	4
302	не могут	7	4
303	крайней мере	8	4
304	человека и	8	4
305	в науке	3	4
306	на свою	2	4
307	и вместе	6	4
308	это и	2	4
309	есть нечто	6	4
310	и других	3	4
311	как у	2	4
312	что даже	5	4
313	одной из	3	4
314	нам кажется	7	4
315	и т	12	4
316	он говорит	3	4
317	в более	4	4
318	так в	4	4
319	она есть	2	4
320	одной стороны	4	4
321	не то	6	4
322	с которой	2	4
323	в такой	2	4
324	себя и	4	4
325	в сущности	3	4
326	об отношении	5	4
327	о необходимости	2	4
328	относиться к	2	4
329	кажется что	3	4
330	или не	3	4
331	когда мы	4	4
332	как например	2	4
333	и эта	2	4
334	независимо от	10	4
335	время в	3	4
336	не все	5	4
337	не имели	2	4
338	но этот	2	4
339	мы можем	13	4
340	в глаза	2	4
341	т д	5	4
342	себе в	2	4
343	только что	12	4
344	лишь в	2	4
345	этом отношении	2	4
346	в нас	2	4
347	с и	3	4
348	по крайней	8	4
349	нас в	3	4
350	с одной	8	4
351	заключается в	2	4
352	и более	4	4
353	том чтобы	4	4
354	нет и	2	4
355	их в	3	4
356	то необходимо	2	4
357	это можно	4	4
358	только не	5	4
359	сам по	9	4
360	ему в	2	4
361	же самое	3	4
362	так сказать	6	3
363	с таким	3	3
364	следовательно и	2	3
365	ни о	3	3
366	указывает на	8	3
367	время и	2	3
368	от него	2	3
369	ему не	2	3
370	бы мы	2	3
371	не как	3	3
372	свою очередь	6	3
373	в силу	7	3
374	говоря о	5	3
375	который в	2	3
376	то по	2	3
377	было сказано	2	3
378	но эта	3	3
379	между ними	4	3
380	от своего	2	3
381	и при	5	3
382	самом деле	5	3
383	от нас	4	3
384	на вопрос	2	3
385	его не	2	3
386	на котором	4	3
387	так например	3	3
388	для понимания	5	3
389	это последнее	4	3
390	только потому	8	3
391	в природе	3	3
392	его к	2	3
393	нужно прибавить	2	3
394	тех пор	5	3
395	пока не	2	3
396	человеческой жизни	3	3
397	что не	12	3
398	не могла	2	3
399	тогда и	3	3
400	в разных	4	3
401	находится в	5	3
402	когда в	2	3
403	иметь в	2	3
404	до того	5	3
405	был бы	2	3
406	нет ни	2	3
407	ему только	2	3
408	того как	10	3
409	некоторое время	3	3
410	самого себя	3	3
411	во многих	3	3
412	одно и	7	3
413	с ними	6	3
414	только как	9	3
415	это в	2	3
416	с каким	3	3
417	бы в	3	3
418	том случае	2	3
419	которое мы	2	3
420	что человек	4	3
421	к тем	4	3
422	я и	3	3
423	как о	3	3
424	одним из	3	3
425	себе не	6	3
426	могла быть	2	3
427	отношении к	3	3
428	не могло	3	3
429	что есть	3	3
430	влияние на	3	3
431	и хотя	3	3
432	что по	4	3
433	в мире	3	3
434	думать что	6	3
435	истина и	2	3
436	что такое	2	3
437	то для	2	3
438	в состоянии	5	3
439	все что	4	3
440	сравнительно с	6	3
441	в какой	3	3
442	оно не	7	3
443	в которых	5	3
444	и относительно	2	3
445	у меня	2	3
446	не существует	5	3
447	прибавить что	5	3
448	так у	2	3
449	о значении	2	3
450	свойств и	2	3
451	не были	4	3
452	от нее	2	3
453	человек не	4	3
454	что к	2	3
455	в новом	2	3
456	можно думать	3	3
457	только о	2	3
458	была бы	5	3
459	один и	2	3
460	заставляет нас	3	3
461	человека в	2	2
462	к одному	7	2
463	когда оно	3	2
464	чего в	2	2
465	в действительности	7	2
466	не подлежит	2	2
467	слова не	2	2
468	невозможно но	3	2
469	и сама	2	2
470	том как	3	2
471	и говорить	2	2
472	что уже	2	2
473	еще раз	2	2
474	не потому	2	2
475	только для	3	2
476	ни было	2	2
477	и цельность	2	2
478	или же	8	2
479	вообще и	2	2
480	на пути	2	2
481	столько же	2	2
482	к чему	2	2
483	не всегда	5	2
484	в одно	8	2
485	от другого	3	2
486	что ни	3	2
487	стремится к	3	2
488	идеи и	2	2
489	не имеем	3	2
490	нужно было	2	2
491	не дается	5	2
492	признаков и	3	2
493	образом в	4	2
494	только тогда	13	2
495	как предмет	2	2
496	в произведении	4	2
497	находит в	2	2
498	к своей	2	2
499	но так	3	2
500	или по	2	2
501	могло бы	2	2
502	но оно	6	2
503	рядом с	2	2
504	на себе	3	2
505	не из	4	2
506	иначе и	3	2
507	известного рода	2	2
508	ответ на	3	2
509	разницы между	2	2
510	нетрудно заметить	2	2
511	притом не	2	2
512	поэзии и	8	2
513	в ее	3	2
514	несколько слов	2	2
515	но вместе	5	2
516	на более	2	2
517	в собственном	3	2
518	то не	3	2
519	было в	6	2
520	а может	2	2
521	и может	4	2
522	имеет значение	6	2
523	все равно	5	2
524	должна быть	2	2
525	что а	2	2
526	мысли если	2	2
527	например в	9	2
528	что эти	3	2
529	этого слова	14	2
530	этом случае	2	2
531	и другим	2	2
532	и затем	3	2
533	и понятия	4	2
534	вопрос об	2	2
535	если в	2	2
536	себе представить	4	2
537	оно имеет	3	2
538	с другими	9	2
539	хотя в	3	2
540	с первого	2	2
541	что только	7	2
542	его как	3	2
543	в душе	17	2
544	к первому	2	2
545	на это	4	2
546	о котором	2	2
547	случае если	2	2
548	еще до	3	2
549	от этого	2	2
550	и тот	5	2
551	до тех	5	2
552	за ним	4	2
553	еще только	2	2
554	в какие	2	2
555	пор не	2	2
556	известно что	4	2
557	них не	4	2
558	и словом	3	2
559	ко второму	2	2
560	та же	3	2
561	и их	4	2
562	судя по	3	2
563	этих признаков	2	2
564	никем не	2	2
565	сих пор	4	2
566	которые мы	3	2
567	в глазах	3	2
568	после того	2	2
569	или на	2	2
570	при таких	2	2
571	имеет свою	2	2
572	отсюда видно	2	2
573	но тем	4	2
574	человека с	2	2
575	без которой	2	2
576	которое не	2	2
577	почему он	2	2
578	есть уже	13	2
579	уже есть	2	2
580	в другой	3	2
581	должны быть	3	2
582	до него	2	2
583	тогда когда	20	2
584	единство и	2	2
585	таком случае	2	2
586	не можем	8	2
587	настоящего времени	3	2
588	значение не	4	2
589	внимание на	2	2
590	в той	2	2
591	можно назвать	2	2
592	и того	2	2
593	есть прежде	2	2
594	что эта	3	2
595	говорить о	6	2
596	на другие	7	2
597	природы и	2	2
598	есть для	7	2
599	на слово	2	2
600	а тем	3	2
601	и после	2	2
602	пор пока	2	2
603	относится к	6	2
604	все в	3	2
605	тем и	5	2
606	до сих	4	2
607	многих других	2	2
