N	2gram	Losev_Dial_2	StatiiOP
282	не на	2	2
283	ни на	2	2
284	вместе с	2	2
285	в одной	4	2
286	а у	1	2
287	но не	6	2
288	к такому	1	2
289	это за	3	2
290	том смысле	4	2
291	в это	3	2
292	несколько слов	1	2
293	сих пор	2	2
294	внимания на	1	2
295	это выражение	1	2
296	является как	1	2
297	которые были	2	2
298	в результате	2	2
299	этого термина	1	2
300	его не	2	2
301	пр в	1	2
302	и ни	1	2
303	только что	5	2
304	я думаю	1	2
305	все более	1	2
306	здесь только	1	2
307	существует в	1	2
308	к сожалению	2	2
309	гораздо более	1	2
310	как известно	2	1
311	за пределы	4	1
312	также и	2	1
313	е как	1	1
314	сам по	3	1
315	который должен	1	1
316	и то	7	1
317	смысле слова	1	1
318	на самом	2	1
319	идет о	1	1
320	этих примерах	1	1
321	перед лицом	1	1
322	тем же	2	1
323	по преимуществу	1	1
324	и до	1	1
325	но важно	1	1
326	должна быть	5	1
327	уже по	1	1
328	элементы в	1	1
329	есть не	7	1
330	который создан	1	1
331	принадлежит только	1	1
332	им самим	1	1
333	для своего	1	1
334	этого нет	3	1
335	вопрос о	3	1
336	ответить на	1	1
337	нам в	1	1
338	эти шесть	1	1
339	можно находить	1	1
340	от своих	2	1
341	ведет нас	1	1
342	но уже	1	1
343	видели уже	1	1
344	ему в	1	1
345	в некотором	1	1
346	мы и	1	1
347	самый термин	1	1
348	что можно	1	1
349	первого взгляда	2	1
350	и он	1	1
351	и характере	1	1
352	проявляется в	1	1
353	во мне	4	1
354	и живого	1	1
355	по линии	2	1
356	быть в	4	1
357	или иначе	2	1
358	мы будем	1	1
359	к жизни	1	1
360	со всеми	1	1
361	тех же	1	1
362	от воли	1	1
363	не все	1	1
364	остаются в	1	1
365	очевидно что	2	1
366	время на	1	1
367	оно дано	1	1
368	которые не	2	1
369	и я	2	1
370	в истории	2	1
371	показать что	1	1
372	по которому	1	1
373	в своем	4	1
374	и нет	2	1
375	в одних	1	1
376	однако не	1	1
377	и где	3	1
378	когда он	1	1
379	здесь речь	1	1
380	и как	10	1
381	но эта	1	1
382	в каком-то	4	1
383	более или	2	1
384	с г	1	1
385	от этого	3	1
386	поэтому и	1	1
387	тут нет	2	1
388	них как	1	1
389	духа в	1	1
390	еще на	2	1
391	в большом	1	1
392	из жизни	1	1
393	отношения с	1	1
394	так или	2	1
395	за это	1	1
396	время во	1	1
397	в дальнейшем	1	1
398	а потом	4	1
399	другом случае	1	1
400	интереснее всего	1	1
401	как он	4	1
402	но на	1	1
403	что она	14	1
404	к искусству	1	1
405	языком в	1	1
406	в нем	10	1
407	связанные с	1	1
408	она еще	1	1
409	свою собственную	1	1
410	не связан	1	1
411	же это	4	1
412	этого вопроса	1	1
413	не к	1	1
414	пор мы	1	1
415	свое время	1	1
416	и меньшим	1	1
417	как оно	1	1
418	мне с	1	1
419	поэзии и	4	1
420	такое вообще	1	1
421	которая как	1	1
422	что один	1	1
423	делает его	1	1
424	остановиться на	1	1
425	на сцене	2	1
426	этом мы	1	1
427	на которую	1	1
428	то как	3	1
429	во внимание	3	1
430	образа о	1	1
431	мы знаем	1	1
432	чем в	1	1
433	мере не	1	1
434	которые я	1	1
435	нисколько не	4	1
436	несомненно не	1	1
437	вы вероятно	1	1
438	но я	3	1
439	или менее	2	1
440	вещи в	4	1
441	бы на	1	1
442	и при	2	1
443	не во	2	1
444	почти не	1	1
445	на месте	1	1
446	и значит	1	1
447	сам же	1	1
448	творчества и	1	1
449	друг другу	1	1
450	и эти	1	1
451	формы как	1	1
452	по себе	18	1
453	даже в	3	1
454	свою силу	1	1
455	и очень	1	1
456	что есть	2	1
457	некоторых случаях	1	1
458	начиная от	1	1
459	не раз	2	1
460	это чувство	1	1
461	есть основное	1	1
462	иной раз	5	1
463	что ему	1	1
464	не о	1	1
465	того как	2	1
466	на него	2	1
467	себе так	2	1
468	сопоставить ее	1	1
469	иметь в	2	1
470	значение этого	1	1
471	смысле что	3	1
472	он мог	2	1
473	например у	1	1
474	в разных	3	1
475	обратим внимание	2	1
476	или как	3	1
477	ее с	1	1
478	по своей	4	1
479	друг друга	1	1
480	на мой	1	1
481	том отношении	1	1
482	в стиле	1	1
483	от их	2	1
484	свое собственное	1	1
485	уже о	2	1
486	все то	1	1
487	годунов и	1	1
488	нет ни	3	1
489	когда мы	3	1
490	ему все	1	1
491	в сказках	1	1
492	же самое	2	1
493	его с	3	1
494	той или	4	1
495	в поле	1	1
496	самого своего	1	1
497	всегда в	1	1
498	тут можно	2	1
499	вещей в	1	1
500	как они	3	1
501	в театре	1	1
502	можно и	1	1
503	и оно	1	1
504	своего развития	1	1
505	и о	1	1
506	следует несколько	1	1
507	как-нибудь иначе	1	1
508	и образ	1	1
509	и говорить	2	1
510	говоря уже	2	1
511	здесь не	1	1
512	в ее	4	1
513	не человек	1	1
514	в собственном	1	1
515	важно только	1	1
516	последнее время	1	1
517	это была	1	1
518	он с	1	1
519	нет никакой	4	1
520	с первого	2	1
521	приводит к	1	1
522	смысле но	1	1
523	и когда	4	1
524	в образе	1	1
525	чтобы дать	1	1
526	те же	1	1
527	ясно что	4	1
528	здесь как	1	1
529	она была	1	1
530	именно этот	1	1
531	том как	2	1
532	не стоит	1	1
533	мы в	2	1
534	о котором	3	1
535	из одного	1	1
536	и вообще	6	1
537	по мере	1	1
538	с ним	4	1
539	к прошлому	1	1
540	образом в	1	1
541	все его	3	1
542	эту одну	1	1
543	все дело	1	1
544	или только	1	1
545	в порядке	1	1
546	и должно	2	1
547	вот почему	1	1
548	мере три	1	1
549	вот и	2	1
550	это вполне	1	1
551	в новую	2	1
552	эти качества	1	1
553	может не	4	1
554	времени в	2	1
555	как у	1	1
556	знает что	1	1
557	он берет	2	1
558	то тут	2	1
559	тем или	2	1
560	если принять	2	1
561	эти два	2	1
562	что и	5	1
563	же час	2	1
564	и понятно	1	1
565	именно в	2	1
566	говоря даже	1	1
567	общем смысле	1	1
568	и она	2	1
569	сказать несколько	1	1
570	а она	5	1
571	баратынского и	1	1
572	его в	3	1
573	и значением	1	1
574	мне кажется	1	1
575	менее в	1	1
576	на очень	2	1
577	для понятия	1	1
578	именно о	1	1
579	ли он	1	1
580	из многих	1	1
581	как нечто	4	1
582	что отношения	1	1
583	являются в	1	1
584	одних и	1	1
585	но то	1	1
586	вопрос об	4	1
587	это же	1	1
588	где они	1	1
589	именно на	1	1
590	конечно не	6	1
591	с нею	3	1
592	раз в	2	1
593	ее а	1	1
594	и они	2	1
595	ни одного	1	1
596	является не	1	1
597	а это	1	1
598	в живом	1	1
599	из них	3	1
600	только одно	2	1
601	и их	3	1
602	тогда он	1	1
603	в одном	4	1
604	как его	1	1
605	но что	7	1
606	евгений онегин	1	1
607	того или	2	1
608	во всей	1	1
609	но совершенно	1	1
610	отношении что	1	1
611	в других	1	1
612	даже и	1	1
613	в очень	2	1
614	из двух	1	1
615	и из	3	1
616	в немногих	1	1
617	то это	2	1
618	был в	2	1
619	с трех	1	1
620	этого человека	1	1
621	и тех	1	1
622	а именно	5	1
623	еще и	1	1
624	было и	1	1
625	или этот	1	1
626	говорит о	1	1
627	не говоря	2	1
628	что несмотря	1	1
629	и историческому	1	1
630	человек в	1	1
631	и принимает	1	1
632	о чем	3	1
633	только несколько	1	1
634	принять во	3	1
635	там где	1	1
636	в великом	1	1
637	в одно	5	1
638	и ему	1	1
639	как поэтической	1	1
640	уже давно	1	1
641	вступает в	1	1
642	нет ничего	1	1
643	и сладко	1	1
644	в частности	2	1
645	нет надобности	1	1
646	я уже	2	1
647	опытом и	1	1
648	из трех	1	1
649	то можно	1	1
650	не знал	1	1
651	слишком много	1	1
652	в данном	3	1
653	что за	1	1
654	встречается в	1	1
655	искусства но	1	1
656	в той	3	1
657	совершенно иными	1	1
658	тому как	1	1
659	что же	2	1
660	в литературе	1	1
661	которые по	1	1
662	по существу	1	1
663	к вашему	1	1
664	как нельзя	2	1
665	форма в	1	1
666	это значит	8	1
667	в состоянии	2	1
668	должно быть	7	1
669	или другого	1	1
670	действуют в	1	1
671	эти вопросы	3	1
672	личность как	2	1
673	но для	1	1
674	не больше	4	1
675	каждой из	1	1
676	интереса к	1	1
677	это уже	2	1
678	и времени	5	1
679	тем и	1	1
680	время его	1	1
681	есть какой-то	1	1
682	об отношении	1	1
683	это как	3	1
684	своей собственной	1	1
685	а к	1	1
686	или иным	2	1
687	совершенно иной	1	1
688	и все	12	1
689	собственно говоря	2	1
690	или нет	3	1
691	но зато	1	1
692	дело было	1	1
693	хотя бы	4	1
694	находим в	1	1
695	них и	1	1
696	основное отличие	1	1
697	как человек	1	1
698	и поэтического	1	1
699	этих вещей	2	1
700	с теми	1	1
701	не знает	1	1
702	понимать как	3	1
703	состоит из	1	1
704	время но	3	1
705	но этот	1	1
706	он изменил	1	1
707	или иного	1	1
708	ко всему	1	1
709	и еще	1	1
710	есть и	6	1
711	в свое	1	1
712	жизни и	6	1
713	но эти	1	1
714	вполне понятно	1	1
715	также не	1	1
716	только не	2	1
717	и эта	1	1
718	отличается тем	1	1
719	так же	2	1
720	все что	1	1
721	они не	3	1
722	и идей	1	1
