N	2gram	Tiupa_Lite_1	Istorich
470	путь к	1	1
471	однако с	1	1
472	но дело	1	1
473	ним и	1	1
474	себе задачей	1	1
475	что-то другое	2	1
476	дома в	1	1
477	и другую	1	1
478	герой в	1	1
479	в формах	4	1
480	воздействия на	2	1
481	слов или	1	1
482	признавать за	1	1
483	в тексте	8	1
484	будь то	2	1
485	согласно которой	1	1
486	который в	1	1
487	один на	1	1
488	не мешает	1	1
489	язык а	1	1
490	и жизни	1	1
491	к которой	1	1
492	с какой	1	1
493	же и	3	1
494	оказывается в	1	1
495	он их	1	1
496	своего рода	11	1
497	только на	2	1
498	всем его	1	1
499	чем ее	1	1
500	от других	1	1
501	мышления и	2	1
502	за ним	1	1
503	одно из	3	1
504	слова в	1	1
505	в конце	4	1
506	же прибавляет	1	1
507	друг друга	4	1
508	мы можем	1	1
509	у него	3	1
510	в соответствии	1	1
511	ставит себе	1	1
512	этом отношении	2	1
513	а ко	1	1
514	них эти	1	1
515	этой задачи	1	1
516	нужно было	1	1
517	другого и	1	1
518	мы никогда	1	1
519	чем он	1	1
520	было и	1	1
521	итоге все	1	1
522	что для	2	1
523	не было	3	1
524	состоит из	1	1
525	переходит к	1	1
526	прямо на	1	1
527	для этой	1	1
528	тому как	2	1
529	уже о	1	1
530	есть общая	1	1
531	многих случаях	1	1
532	нам нет	1	1
533	власть над	1	1
534	принципиальное значение	1	1
535	думать об	1	1
536	к жизни	1	1
537	такого рода	10	1
538	в особый	1	1
539	в обратном	1	1
540	да и	3	1
541	тех пор	1	1
542	и более	1	1
543	о месте	1	1
544	в это	1	1
545	действительности не	1	1
546	в стране	1	1
547	природу и	1	1
548	нет ничего	2	1
549	в один	1	1
550	см ниже	1	1
551	из ряда	1	1
552	пока еще	1	1
553	при таком	1	1
554	и другими	1	1
555	за словом	1	1
556	а все	1	1
557	которая в	2	1
558	тот кто	1	1
559	и все	1	1
560	это может	1	1
561	у них	1	1
562	держится на	1	1
563	как явление	1	1
564	тех или	1	1
565	на берегу	1	1
566	или не	1	1
567	все более	2	1
568	нами не	1	1
569	несмотря на	3	1
570	до тех	1	1
571	не говоря	2	1
572	только как	1	1
573	лишь тогда	1	1
574	совершенно не	1	1
575	однако нет	1	1
576	она однако	1	1
577	нами как	1	1
578	эти слова	1	1
579	к этой	1	1
580	во всяком	3	1
581	в роли	1	1
582	событий в	1	1
583	гораздо более	1	1
