N	2gram	Ircho_Kome_2	Analitik
345	с этой	3	1
346	та же	1	1
347	в голову	2	1
348	в своей	3	1
349	и фигура	1	1
350	играть роль	1	1
351	с текстом	1	1
352	случаев мы	1	1
353	отделен от	1	1
354	в художественном	1	1
355	от друга	1	1
356	похож на	2	1
357	отказа от	1	1
358	которой он	1	1
359	того или	1	1
360	жизнь в	1	1
361	разного рода	1	1
362	один ряд	1	1
363	к самому	1	1
364	первое место	1	1
365	друг перед	1	1
366	в большой	1	1
367	в эту	1	1
368	и всех	1	1
369	там и	1	1
370	молодого человека	9	1
371	частной жизни	1	1
372	самом начале	2	1
373	жизни в	1	1
374	в динамике	1	1
375	достаточно ясно	2	1
376	одной из	4	1
377	теперь в	2	1
378	время в	1	1
379	к счастливому	1	1
380	между собой	1	1
381	на чем	1	1
382	у кого	1	1
383	героя или	1	1
384	еще больше	1	1
385	этом смысле	2	1
386	в течение	2	1
387	отношение к	2	1
388	в устах	1	1
389	в один	2	1
390	по этому	1	1
391	в другом	1	1
392	главы евгения	1	1
393	с первых	1	1
394	а затем	5	1
395	связанных с	2	1
396	в связи	3	1
397	единственный в	1	1
398	как носитель	1	1
399	должны были	1	1
400	но если	3	1
401	и отчасти	1	1
402	как ему	1	1
403	со всей	1	1
404	не имеют	1	1
405	в любовных	2	1
406	по общему	1	1
407	на второй	1	1
408	в диалоге	1	1
409	персонажи не	1	1
410	усомниться в	2	1
411	из трех	1	1
412	иными словами	1	1
413	которой не	1	1
414	до сих	2	1
415	того кому	1	1
416	первых же	1	1
417	военные действия	2	1
418	идет о	2	1
419	одного из	1	1
420	в уста	2	1
421	евгения онегина	1	1
422	двух других	2	1
423	никак не	1	1
424	мог бы	1	1
425	потому что	6	1
426	отцовским наследством	1	1
427	совпадают с	1	1
428	говорилось выше	1	1
429	как мы	4	1
430	из этого	2	1
431	от жизни	1	1
432	у нас	1	1
433	же его	2	1
434	не говоря	2	1
435	к его	2	1
436	любви и	1	1
437	того чтобы	6	1
438	не ведая	1	1
439	что у	4	1
440	да еще	2	1
441	что на	3	1
442	тот же	2	1
443	то она	1	1
444	для нее	1	1
445	перед другом	1	1
446	в г	17	1
447	в силу	2	1
448	в стихах	1	1
449	не все	1	1
450	ожидания к	1	1
451	всего к	1	1
452	встреча с	1	1
453	о ее	1	1
454	для того	5	1
455	автора и	1	1
456	к которому	1	1
457	одного произведения	1	1
458	разговора с	1	1
459	и есть	2	1
460	и еще	2	1
461	в истории	5	1
462	всякого рода	1	1
463	а с	1	1
464	от своего	1	1
465	более что	1	1
466	он был	2	1
467	стихов из	1	1
468	ср с	1	1
469	читателю в	1	1
470	и был	2	1
471	не о	1	1
472	это было	4	1
473	или к	1	1
474	в основе	1	1
475	могло бы	1	1
476	ему в	1	1
477	известие о	1	1
478	из самых	2	1
479	пользовались в	1	1
480	с ними	2	1
481	своем поведении	1	1
482	без которых	1	1
483	или иначе	3	1
484	ни у	1	1
485	можно усмотреть	1	1
486	и оказывается	1	1
487	со многими	1	1
488	они могут	1	1
489	своего отца	2	1
490	будто бы	1	1
491	этом же	2	1
492	также что	2	1
493	само по	1	1
494	как известно	2	1
495	но вы	1	1
496	во всей	1	1
497	а по	1	1
498	внешние проявления	1	1
499	у а	1	1
500	этой традиции	1	1
501	в полной	1	1
502	в ожидании	1	1
503	х гг	1	1
504	все больше	2	1
505	тех случаях	1	1
506	для их	2	1
507	с отцом	1	1
508	общему мнению	1	1
509	мы понимаем	2	1
510	еще одно	1	1
511	отношения с	1	1
512	от других	1	1
513	встречается в	1	1
514	под названием	2	1
515	упоминание о	1	1
516	и хотя	2	1
517	не следует	2	1
518	тем более	1	1
519	отношений и	1	1
520	пределах одной	1	1
521	имеет в	2	1
522	на две	1	1
523	в сферу	1	1
524	от них	1	1
525	этих двух	1	1
526	занимает в	1	1
527	в традициях	1	1
528	а у	3	1
529	своему происхождению	1	1
530	уже о	2	1
531	здесь достаточно	1	1
532	время и	1	1
533	не столь	2	1
534	в состав	2	1
535	свою речь	1	1
536	на этот	4	1
537	он же	1	1
538	или иного	1	1
539	в армию	1	1
540	и у	2	1
541	в следующем	2	1
542	он выступает	2	1
543	одежду и	1	1
544	таким же	1	1
545	не обязательно	1	1
546	последняя фраза	1	1
547	в компании	1	1
548	кто из	2	1
549	общественных отношений	1	1
550	времени не	1	1
551	к г	1	1
552	этим же	1	1
553	графиня и	1	1
554	позиций в	1	1
555	не редкость	1	1
556	из его	2	1
557	так или	3	1
558	к себе	1	1
559	в самой	3	1
560	сюжета в	2	1
561	же образом	1	1
562	это уже	1	1
563	как будто	4	1
564	отцом и	1	1
565	преимущественно на	1	1
566	по соседству	1	1
567	на фоне	1	1
568	все еще	1	1
569	из которых	3	1
570	каждой из	2	1
571	со словом	1	1
572	из первых	1	1
573	отца не	1	1
574	человека в	3	1
575	если бы	9	1
576	ситуаций и	2	1
577	и тогда	1	1
578	как о	1	1
579	связи с	3	1
580	все что	1	1
581	является в	1	1
582	человек который	1	1
583	мы знаем	3	1
584	том чтобы	1	1
585	как на	1	1
586	план в	1	1
