N	2gram	Tiupa_Teor_1	Myshleni
433	вытекает из	1	1
434	первое слово	1	1
435	казалось бы	2	1
436	на язык	1	1
437	в самой	2	1
438	имеем дело	2	1
439	этих двух	2	1
440	в русском	1	1
441	является также	1	1
442	ничто не	1	1
443	о чем-то	1	1
444	ситуации и	1	1
445	однако это	1	1
446	является ни	1	1
447	у нас	2	1
448	в момент	2	1
449	поэтому не	1	1
450	и другим	1	1
451	его с	1	1
452	что отличает	2	1
453	в поле	1	1
454	слова с	1	1
455	говоря словами	3	1
456	с собственной	1	1
457	для себя	1	1
458	на вопрос	1	1
459	примером такого	1	1
460	значения и	2	1
461	но по	1	1
462	от друга	1	1
463	как один	1	1
464	то время	1	1
465	они ни	1	1
466	должен согласиться	1	1
467	только то	1	1
468	в себя	3	1
469	всей своей	1	1
470	не возникает	1	1
471	так в	4	1
472	и сам	1	1
473	что может	2	1
474	стороны не	1	1
475	такое совпадение	1	1
476	мог бы	3	1
477	на которую	1	1
478	с внутренним	1	1
479	этим своеобразным	1	1
480	своему происхождению	1	1
481	еще и	1	1
482	наше внимание	1	1
483	для этого	1	1
484	бывает в	1	1
485	из других	1	1
486	и вся	1	1
487	это происходит	1	1
488	при котором	1	1
489	не содержит	1	1
490	в глаза	2	1
491	одного из	1	1
492	первого из	1	1
493	после того	1	1
494	можно сказать	3	1
495	собой всю	1	1
496	на отдельные	1	1
497	на ее	1	1
498	поведения то	1	1
499	основе которых	1	1
500	стоит и	1	1
501	нуждается в	1	1
502	ним и	1	1
503	в форме	2	1
504	также в	1	1
505	доступной человеческому	1	1
506	полагая что	1	1
507	происходит в	1	1
508	думаю что	1	1
509	на которой	1	1
510	поле зрения	1	1
511	являются только	1	1
512	чем это	2	1
513	с появлением	1	1
514	с ними	1	1
515	дело с	1	1
516	он выступает	1	1
517	не появляется	1	1
518	к нашему	2	1
519	должен быть	1	1
520	знания о	1	1
521	и ее	3	1
522	состоит не	1	1
523	по этому	1	1
524	это ни	1	1
525	оказывается в	3	1
526	уже не	4	1
527	чем с	1	1
528	я думаю	1	1
529	больше и	1	1
530	и их	1	1
531	в конце	2	1
532	человек как	1	1
533	как раз	2	1
534	и делает	1	1
535	своем значении	1	1
536	и даже	2	1
537	на уровне	2	1
538	те два	1	1
539	говорим о	1	1
540	и глубже	1	1
541	как у	1	1
542	принципиальная разница	1	1
543	и глубокий	1	1
544	на которые	1	1
545	имеет место	2	1
546	по каким	1	1
547	что не	1	1
548	к более	1	1
549	напротив мы	1	1
550	и составляет	3	1
551	не на	2	1
552	окружающих его	1	1
553	однако и	1	1
554	читать хотя	1	1
555	же точно	1	1
556	долгое время	1	1
557	могут служить	2	1
558	и том	1	1
559	языка в	4	1
560	комплексов в	1	1
561	теоретической и	1	1
562	и слово	1	1
563	впечатлений в	1	1
564	нет никаких	1	1
565	имея в	1	1
566	как основная	1	1
567	является его	1	1
568	о своих	1	1
569	и потому	2	1
570	что явление	1	1
571	с которыми	1	1
572	целом здесь	1	1
573	мы говорим	1	1
574	значении этого	3	1
575	обратил внимание	1	1
576	этих случаях	1	1
577	о чем	1	1
578	в область	1	1
579	для обозначения	1	1
580	даже вовсе	1	1
581	речи приводит	1	1
582	многих других	1	1
583	развития но	1	1
584	в систему	1	1
585	художественное произведение	1	1
586	что из	1	1
587	от окружающих	1	1
588	но прежде	1	1
589	к объекту	1	1
590	все это	2	1
591	поэтому у	1	1
592	слова так	1	1
593	это явление	1	1
594	других в	1	1
595	тех или	3	1
596	задолго до	1	1
597	еще одна	1	1
598	тем и	1	1
599	не существует	1	1
600	знаком некоторого	1	1
601	или в	3	1
602	и другими	1	1
603	о котором	1	1
604	своей природе	2	1
605	и одновременно	4	1
606	хотя и	3	1
607	тем более	1	1
608	языке обозначают	1	1
609	зрения в	1	1
610	действительной жизни	1	1
611	второй и	2	1
612	ни было	1	1
613	дерева с	1	1
614	личности и	4	1
615	отношении к	2	1
616	не предполагает	1	1
617	себе никакого	1	1
618	от первого	1	1
619	речи и	2	1
620	впервые в	1	1
621	одновременно и	1	1
622	не что	1	1
623	отношению к	4	1
624	из этого	1	1
625	ее в	2	1
626	случае если	1	1
627	в своих	1	1
628	по поводу	1	1
629	он тем	2	1
630	в роли	3	1
