N	2gram	Propp_Isto_2	slovoVRo
135	в истории	1	3
136	не были	1	3
137	с этим	5	3
138	по существу	2	3
139	с этой	1	3
140	как только	1	3
141	в основном	2	3
142	в результате	1	3
143	хотя бы	2	3
144	одной из	4	3
145	с ними	2	3
146	из этого	1	3
147	например в	2	2
148	связана с	6	2
149	на самом	2	2
150	к своей	1	2
151	в котором	5	2
152	оно было	1	2
153	мы уже	6	2
154	той же	2	2
155	а как	1	2
156	мы не	3	2
157	же как	5	2
158	из своих	1	2
159	они были	2	2
160	и то	2	2
161	по своему	1	2
162	он может	1	2
163	но не	2	2
164	что они	10	2
165	сих пор	7	2
166	как к	1	2
167	от этого	1	2
168	именно эта	1	2
169	в целом	1	2
170	другом случае	1	2
171	не могла	2	2
172	и по	2	2
173	и иных	1	2
174	для них	1	2
175	нисколько не	2	2
176	был бы	2	2
177	том что	7	2
178	в эту	2	2
179	в этих	11	2
180	и той	1	2
181	но он	4	2
182	и эти	2	2
183	войти в	1	2
184	даже в	1	2
185	на один	2	2
186	в самых	1	2
187	дело не	4	2
188	из него	2	2
189	для нас	4	2
190	у нас	1	2
191	вокруг него	1	2
192	и о	1	2
193	но по	3	2
194	так в	3	2
195	роль в	3	2
196	можно было	5	2
197	иногда в	1	2
198	в другом	9	2
199	одного из	1	2
200	а также	2	2
201	слова для	1	2
202	и одновременно	1	2
203	здесь не	2	2
204	мы видим	8	2
205	момент рассказа	1	2
206	с которыми	1	2
207	так что	6	2
208	же и	3	2
209	связи с	8	2
210	уже не	1	2
211	если мы	1	2
212	только на	1	2
213	от других	1	2
214	вводится в	1	2
215	характерно что	1	2
216	в одном	5	2
217	в другой	4	2
218	именно как	1	2
219	до сих	6	2
220	с другом	1	2
221	а с	2	2
222	а на	1	2
223	жизнь в	1	2
224	и глубокое	1	2
225	связь с	4	2
226	в частности	1	2
227	эти слова	3	2
228	так же	13	2
229	других случаях	2	2
230	не видят	4	2
231	друг с	1	2
232	этом случае	5	2
233	одна из	2	2
234	и кроме	1	2
235	у них	1	2
236	потому что	9	2
237	сказать что	2	2
238	бы его	1	2
239	и эта	1	2
240	к этому	1	2
241	себя как	1	1
242	сын и	2	1
243	и есть	5	1
244	и внешне	1	1
245	из его	1	1
246	не имеют	1	1
247	выражается в	1	1
248	которыми он	1	1
249	его не	2	1
250	в несколько	1	1
251	со всех	4	1
252	мы имеем	15	1
253	при анализе	1	1
254	и ничего	2	1
255	но она	1	1
256	и со	1	1
257	и он	1	1
258	форм в	1	1
259	всех сторон	4	1
260	который может	1	1
261	он был	3	1
262	без всякого	1	1
263	там и	1	1
264	могло быть	1	1
265	но как	1	1
266	учителя и	2	1
267	и сквозь	1	1
268	а только	1	1
269	в сторону	1	1
270	не все	2	1
271	отличие от	1	1
272	в свои	1	1
273	связи и	1	1
274	в настоящем	1	1
275	конечно совершенно	1	1
276	характер и	1	1
277	в одной	4	1
278	его на	2	1
279	и дети	1	1
280	в течение	1	1
281	по которому	1	1
282	и где	1	1
283	языкам и	1	1
284	в очень	3	1
285	что по	1	1
286	их они	1	1
287	его к	1	1
288	в герое	1	1
289	в этот	1	1
290	в себя	3	1
291	еще на	1	1
292	так или	1	1
293	имеем в	5	1
294	в этой	4	1
295	свет на	3	1
296	и тот	1	1
297	говорит не	1	1
298	на то	3	1
299	и если	2	1
300	что она	5	1
301	задний план	1	1
302	к миру	1	1
303	он должен	2	1
304	к одному	1	1
305	жизнью и	1	1
306	оно должно	1	1
307	формы его	1	1
308	есть еще	1	1
309	одной и	1	1
310	в комнату	1	1
311	в нее	2	1
312	с такими	1	1
313	в основу	1	1
314	человека в	2	1
315	совпадают с	1	1
316	а затем	2	1
317	в состоянии	3	1
318	понимание того	1	1
319	бы быть	1	1
320	них не	1	1
321	есть не	1	1
322	особенно в	1	1
323	этой силы	1	1
324	но их	1	1
325	и дает	2	1
326	в жизни	2	1
327	смерть и	1	1
328	ни в	2	1
329	вводит в	1	1
330	но уже	1	1
331	исходили из	1	1
332	две линии	1	1
333	он действительно	1	1
334	этого не	5	1
335	и вне	1	1
336	несмотря на	1	1
337	мы видели	2	1
338	чем в	1	1
339	и некоторые	1	1
340	возраст в	1	1
341	но если	3	1
342	наших дней	1	1
343	не столько	2	1
344	в отличие	1	1
345	в которых	2	1
346	могла бы	2	1
347	тем не	1	1
348	и более	2	1
349	же мы	2	1
350	не менее	1	1
351	самого начала	2	1
352	правда в	1	1
353	здесь на	2	1
354	которого он	1	1
355	он еще	1	1
356	того чтобы	2	1
357	только не	1	1
358	на котором	2	1
359	но чаще	1	1
360	связанное с	1	1
361	с одним	3	1
362	видим что	5	1
363	которого еще	1	1
364	во всем	1	1
365	с социальным	1	1
366	так называемый	2	1
367	входят в	1	1
368	в каком	1	1
369	их от	1	1
370	среди них	1	1
371	действительно был	1	1
372	очень часто	4	1
373	во все	1	1
374	не знаем	1	1
375	его за	1	1
376	его с	1	1
377	всегда есть	1	1
378	например на	1	1
379	он видит	2	1
380	на это	1	1
381	время он	1	1
382	должен быть	1	1
383	и это	3	1
384	в виду	2	1
385	с сохранением	1	1
386	на задний	1	1
387	с каким	1	1
388	с самого	2	1
389	связанную с	1	1
390	приводит к	2	1
391	дано в	2	1
392	и совершенно	1	1
393	отправился на	1	1
394	и которые	1	1
395	в чужом	1	1
396	этим в	1	1
397	часто в	2	1
398	это только	2	1
399	является в	1	1
400	он к	1	1
401	был не	1	1
402	и делают	1	1
403	со стороны	1	1
404	погружается в	1	1
405	находится в	2	1
406	сводится к	1	1
407	именно потому	1	1
408	под эти	1	1
409	и что	6	1
410	или на	4	1
411	в материале	1	1
412	она всегда	3	1
413	в которое	1	1
414	там в	1	1
415	это было	1	1
416	это может	1	1
417	эту форму	1	1
418	что самое	1	1
419	нуждается в	1	1
420	что и	6	1
421	и только	2	1
422	непосредственно в	1	1
423	может иметь	1	1
424	и она	3	1
425	дней и	2	1
426	время в	1	1
427	в двух	1	1
428	тот же	1	1
429	которым он	1	1
430	в стороне	1	1
431	и так	2	1
432	в темницу	2	1
433	именно на	1	1
434	в эти	1	1
435	до наших	1	1
436	из которого	1	1
437	и они	4	1
438	затем следует	1	1
439	ни с	1	1
440	и их	2	1
441	с девушкой	1	1
442	у нее	4	1
443	но что	1	1
444	только с	2	1
445	каждый из	1	1
446	не просто	2	1
447	такие которые	1	1
448	эти явления	1	1
449	др все	1	1
450	эти формы	1	1
451	которые как	1	1
452	со всем	1	1
453	социальная жизнь	1	1
454	или иначе	1	1
455	так оно	2	1
456	и прежде	1	1
457	здесь эта	1	1
458	его голос	1	1
459	себя и	2	1
460	что не	1	1
461	его из	2	1
462	только по	1	1
463	них и	1	1
464	на наиболее	1	1
465	как явление	1	1
466	ничем не	1	1
467	на весь	1	1
468	у героя	1	1
469	его по	1	1
470	о чем	1	1
471	когда она	3	1
472	что мы	3	1
473	он и	3	1
474	и ему	1	1
475	с несколькими	1	1
476	входить в	1	1
477	нет ничего	2	1
478	и становятся	1	1
479	на смерть	2	1
480	вместе с	7	1
481	ко всем	1	1
482	наталкивается на	1	1
483	из видов	2	1
484	образ и	1	1
485	да и	2	1
486	в уже	1	1
487	быть не	1	1
488	в это	1	1
489	этого слова	1	1
490	на пути	1	1
491	но это	4	1
492	между прочим	3	1
493	от социального	1	1
494	которые были	2	1
495	например у	1	1
496	но с	2	1
497	на одной	1	1
498	в более	1	1
499	и вместо	1	1
500	этого рода	1	1
501	в точном	1	1
502	сделать это	1	1
503	своем пути	1	1
504	о котором	1	1
505	от него	1	1
506	же в	1	1
507	в системе	2	1
508	не знает	2	1
509	родстве с	1	1
510	основных форм	1	1
511	при наличии	1	1
512	точное и	1	1
513	переход из	1	1
514	сам в	1	1
515	есть и	2	1
516	в какой	1	1
517	и другие	4	1
518	в таком	1	1
519	они не	4	1
