N	2gram	Potebnia_M_2	Narrotol
329	по-видимому не	1	1
330	человек не	1	1
331	но само	1	1
332	внутренней речи	1	1
333	отношений между	3	1
334	том чтобы	1	1
335	на земле	1	1
336	свою силу	1	1
337	какой бы	1	1
338	его от	1	1
339	что ни	2	1
340	и по	2	1
341	на этом	2	1
342	таким образом	11	1
343	и за	1	1
344	и может	3	1
345	в другом	2	1
346	чего он	1	1
347	об этом	1	1
348	мы уже	1	1
349	входит в	1	1
350	содержание к	1	1
351	с другими	5	1
352	этом смысле	2	1
353	делает его	1	1
354	понимание было	1	1
355	в них	5	1
356	а за	1	1
357	в слове	13	1
358	мы видели	1	1
359	основывается на	1	1
360	оно имеет	1	1
361	в чистом	1	1
362	мы не	11	1
363	в развитии	1	1
364	и тогда	3	1
365	одного и	6	1
366	что если	6	1
367	в ходе	1	1
368	таким же	1	1
369	в котором	4	1
370	в их	1	1
371	как часовая	1	1
372	нет возможности	2	1
373	к одному	1	1
374	место в	4	1
375	все и	1	1
376	в которых	1	1
377	мысли и	1	1
378	всякий раз	1	1
379	слова в	5	1
380	не понимает	1	1
381	но он	2	1
382	но во	3	1
383	теми же	1	1
384	иногда нет	1	1
385	по крайней	5	1
386	и более	1	1
387	их в	2	1
388	том же	1	1
389	последовательности не	1	1
390	со многими	1	1
391	и то	3	1
392	вместе со	2	1
393	между людьми	1	1
394	а от	3	1
395	себе оно	1	1
396	без участия	2	1
397	человека есть	1	1
398	человек и	1	1
399	но еще	1	1
400	есть прежде	2	1
401	она могла	1	1
402	это дает	1	1
403	может служить	1	1
404	ними не	1	1
405	дело в	1	1
406	в процессе	1	1
407	в единство	1	1
408	вытекает из	2	1
409	не всякий	1	1
410	почему в	1	1
411	именно с	1	1
412	обратим внимание	1	1
413	этих двух	1	1
414	оно есть	1	1
415	к ней	2	1
416	лишь в	1	1
417	на природу	2	1
418	потому что	49	1
419	к этим	1	1
420	свет и	4	1
421	а как	1	1
422	от того	5	1
423	у нас	2	1
424	есть к	1	1
425	представляется нам	5	1
426	очень часто	1	1
427	начиная с	1	1
428	ни был	2	1
429	а теперь	1	1
430	не могут	7	1
431	чтобы сделать	1	1
432	для такого	1	1
433	что оно	4	1
434	как для	2	1
435	мысли о	4	1
436	он видит	1	1
437	для кого	2	1
438	для себя	1	1
439	как они	1	1
440	от друга	1	1
441	что все	2	1
442	и сами	4	1
443	напротив они	1	1
444	появляется в	1	1
445	и от	3	1
446	мысль о	7	1
447	распадается на	1	1
448	только то	1	1
449	хотя не	1	1
450	лучше сказать	1	1
451	происходят в	1	1
452	или нескольких	1	1
453	слова а	3	1
454	и совершенно	1	1
455	предложения или	1	1
456	и сам	1	1
457	не ограничивается	1	1
458	здесь как	1	1
459	начала и	1	1
460	тот же	5	1
461	на них	1	1
462	не кто	1	1
463	если бы	11	1
464	и вообще	3	1
465	к языку	4	1
466	с ним	5	1
467	не отвечает	1	1
468	же было	1	1
469	и здесь	2	1
470	в самой	3	1
471	внимание на	2	1
472	что каждый	1	1
473	не имеем	3	1
474	на что	1	1
475	имеет значения	1	1
476	или меньшую	1	1
477	не заключает	2	1
478	и во	3	1
479	нас в	2	1
480	и того	6	1
481	в ряд	1	1
482	на одном	1	1
483	что и	11	1
484	в глазах	1	1
485	крайней мере	5	1
486	частью в	1	1
487	следует обозначить	1	1
488	слов и	1	1
489	не знаю	1	1
490	если это	2	1
491	может иметь	1	1
492	с которыми	2	1
493	того что	7	1
494	оно и	1	1
495	с ними	3	1
496	которое мы	3	1
497	ее смысл	1	1
498	деле не	1	1
499	или же	7	1
500	со всеми	1	1
501	отдельных лиц	2	1
502	человека с	1	1
503	с нею	2	1
504	другой но	1	1
505	и у	3	1
506	этом что	1	1
507	то и	9	1
508	в значении	1	1
509	в нашей	2	1
510	а то	2	1
511	не дает	2	1
512	ответ на	1	1
513	он существует	1	1
514	его и	1	1
515	ни с	2	1
516	не так	3	1
517	искать в	3	1
518	никто не	1	1
519	цели и	1	1
520	вовсе не	9	1
521	мы можем	12	1
522	из нее	1	1
523	само по	2	1
524	при отсутствии	1	1
525	не противоречит	2	1
526	его мысли	1	1
527	мы воспринимаем	1	1
528	или а	1	1
529	себе они	1	1
530	до сих	4	1
531	на ее	1	1
532	связаны с	1	1
533	нельзя сказать	1	1
534	и прежде	1	1
535	и быть	1	1
536	точке зрения	2	1
537	по направлению	2	1
538	а на	1	1
539	время было	1	1
540	стремится к	1	1
541	ничем не	2	1
542	окружающих его	1	1
543	когда же	1	1
544	и уже	5	1
545	было на	1	1
546	оснований для	1	1
547	свидетельствует не	1	1
548	связь с	1	1
549	ни на	1	1
550	нее как	1	1
551	некоторые из	1	1
552	человека к	1	1
553	не удается	1	1
554	делятся на	1	1
555	очевидно что	3	1
556	если оно	1	1
557	дает нам	1	1
558	событием и	1	1
559	прошедшего времени	1	1
560	быть только	2	1
561	в состоянии	6	1
562	она названа	1	1
563	к определению	1	1
564	быть не	3	1
565	с этой	1	1
566	за нею	1	1
567	той мере	1	1
568	сих пор	4	1
569	не будем	1	1
570	этом и	1	1
571	от нас	1	1
572	нем самом	1	1
573	которая тем	1	1
574	известной степени	1	1
575	указать на	1	1
576	рассуждения или	1	1
577	был его	1	1
578	ко второй	1	1
579	времени когда	1	1
580	о котором	2	1
581	с содержанием	1	1
582	для нас	31	1
583	это часто	1	1
584	от него	4	1
585	бы он	1	1
586	большую или	1	1
587	но это	3	1
588	с собственно	1	1
589	есть уже	1	1
590	что вообще	2	1
591	но всегда	1	1
592	в общем	2	1
593	что слова	1	1
594	здесь только	1	1
595	вопрос как	1	1
596	может и	1	1
597	две стороны	1	1
598	было для	2	1
599	и при	3	1
600	речи и	1	1
601	взгляда на	2	1
602	который не	1	1
603	где он	1	1
604	это было	2	1
605	по поводу	6	1
606	от которой	1	1
607	можно назвать	2	1
608	собственно говоря	1	1
609	которая не	1	1
