N	2gram	Voloshinov_1	slovoVRo
337	язык не	3	2
338	от всякого	1	2
339	между ними	3	2
340	с ней	2	2
341	сказать что	3	2
342	они как	1	2
343	или иного	5	2
344	и эта	3	2
345	к этому	2	2
346	в скрытой	1	1
347	только он	3	1
348	к полному	2	1
349	к людям	1	1
350	сделать его	1	1
351	слова которые	1	1
352	его особую	1	1
353	вся совокупность	1	1
354	художественного произведения	1	1
355	не остается	1	1
356	лишь там	1	1
357	своей основной	1	1
358	такого живого	1	1
359	и есть	1	1
360	стиля не	1	1
361	чего не	1	1
362	в определенный	1	1
363	и до	1	1
364	не имеют	1	1
365	ведь и	2	1
366	конечно в	1	1
367	в меру	1	1
368	входящих в	1	1
369	других с	1	1
370	его не	2	1
371	из всех	1	1
372	со всех	2	1
373	для своего	1	1
374	мы имеем	2	1
375	или наоборот	1	1
376	при анализе	1	1
377	не сможем	1	1
378	именно к	1	1
379	место в	2	1
380	высказывания в	2	1
381	оба эти	1	1
382	идеологические системы	2	1
383	но даже	2	1
384	идеологических систем	1	1
385	и он	2	1
386	почти на	1	1
387	который может	1	1
388	не нужно	2	1
389	которой живет	1	1
390	но всякое	1	1
391	без всякого	1	1
392	там и	1	1
393	и социально	1	1
394	и главное	1	1
395	которая могла	1	1
396	даже вовсе	1	1
397	но как	2	1
398	и стилистической	1	1
399	в сторону	1	1
400	в помощи	2	1
401	каком направлении	1	1
402	в общем	1	1
403	в новом	1	1
404	иногда и	1	1
405	друга и	1	1
406	или иное	4	1
407	смысловой и	1	1
408	связи и	1	1
409	из комнаты	1	1
410	зрения а	1	1
411	характер и	1	1
412	в одной	1	1
413	отвлечемся от	1	1
414	третье лицо	1	1
415	речью которая	1	1
416	в значительной	2	1
417	в течение	1	1
418	то или	4	1
419	языку в	1	1
420	и где	1	1
421	и слова	1	1
422	целый ряд	3	1
423	говорящего не	1	1
424	в действительности	1	1
425	все возможные	1	1
426	где все	1	1
427	в себя	1	1
428	моментами этого	1	1
429	свой голос	1	1
430	имеем в	1	1
431	бы не	2	1
432	в этой	6	1
433	чужое слово	1	1
434	время этот	1	1
435	только один	1	1
436	лица и	1	1
437	на то	1	1
438	вследствие этого	2	1
439	и если	1	1
440	все ее	1	1
441	и частично	1	1
442	только себя	1	1
443	к миру	2	1
444	речи то	2	1
445	данного слова	1	1
446	его стилистическую	1	1
447	не значит	1	1
448	он должен	3	1
449	к одному	1	1
450	не к	3	1
451	почти слияние	1	1
452	понимания и	2	1
453	слова которое	1	1
454	эта диалогическая	1	1
455	нами здесь	1	1
456	нашего времени	1	1
457	особенностей и	1	1
458	ряд явлений	1	1
459	одной и	2	1
460	отношение говорящего	2	1
461	или иных	3	1
462	в основу	1	1
463	человека в	2	1
464	значительной степени	2	1
465	к нормальному	1	1
466	и ответ	2	1
467	а затем	1	1
468	в состоянии	1	1
469	поэтому мы	1	1
470	психическое переживание	1	1
471	жанр который	1	1
472	вещи и	1	1
473	здесь как	1	1
474	есть не	2	1
475	может стать	2	1
476	о художественной	1	1
477	и дает	1	1
478	содержание и	3	1
479	чаще всего	3	1
480	в жизни	2	1
481	разновидностях то	1	1
482	ни в	1	1
483	но уже	1	1
484	и уже	3	1
485	и вне	1	1
486	несмотря на	2	1
487	мы видели	5	1
488	на этот	1	1
489	установлены на	1	1
490	как таковой	3	1
491	и того	1	1
492	в еще	1	1
493	но если	1	1
494	от своего	1	1
495	высказывания как	3	1
496	таким же	1	1
497	наших дней	1	1
498	и без	4	1
499	слова здесь	2	1
500	новый язык	1	1
501	мы говорили	2	1
502	мы называем	4	1
503	свое высказывание	2	1
504	в которых	2	1
505	могла бы	1	1
506	доведения до	1	1
507	бы мы	3	1
508	о языке	2	1
509	отстоят от	1	1
510	быта и	1	1
511	язык с	1	1
512	в диалоге	1	1
513	мнения и	1	1
514	обращение к	1	1
515	тем не	1	1
516	по крайней	1	1
517	однако в	2	1
518	в устах	1	1
519	же мы	5	1
520	первым словом	1	1
521	и говорящий	1	1
522	и вся	1	1
523	не менее	1	1
524	язык язык	1	1
525	с теми	1	1
526	самого начала	4	1
527	ее с	2	1
528	которого он	1	1
529	языком и	3	1
530	к такому	1	1
531	того чтобы	7	1
532	словом но	1	1
533	только не	1	1
534	но чаще	1	1
535	связанное с	1	1
536	в самой	1	1
537	и лишь	1	1
538	с одним	1	1
539	видим что	2	1
540	по своей	2	1
541	все явления	1	1
542	же он	1	1
543	и света	1	1
544	так называемый	1	1
545	для осуществления	1	1
546	языка которые	1	1
547	каждое высказывание	2	1
548	этом отношении	2	1
549	которому мы	1	1
550	точном смысле	2	1
551	за ними	2	1
552	в каком	2	1
553	к той	1	1
554	от общего	1	1
555	в стиле	1	1
556	есть к	1	1
557	все то	2	1
558	конструкции и	1	1
559	не знаем	4	1
560	всего в	3	1
561	те основные	1	1
562	жизни противостоит	1	1
563	его с	1	1
564	какие только	1	1
565	например на	1	1
566	муки слова	3	1
567	на это	4	1
568	должен быть	2	1
569	и это	7	1
570	и замыкается	1	1
571	россию и	1	1
572	в виду	3	1
573	внутренняя речь	5	1
574	представим себе	1	1
575	на разных	1	1
576	эту социальную	1	1
577	ведь всякое	1	1
578	с самого	4	1
579	культуры и	1	1
580	и исторически	1	1
581	придать ему	1	1
582	идеология и	2	1
583	что может	1	1
584	понимание и	2	1
585	внутреннюю речь	3	1
586	для всякого	2	1
587	и среди	1	1
588	в социальном	1	1
589	вне ее	1	1
590	это только	1	1
591	является в	1	1
592	он к	1	1
593	если бы	4	1
594	для этого	1	1
595	со стороны	1	1
596	оно определяется	1	1
597	и историческое	1	1
598	движения и	1	1
599	именно потому	1	1
600	только так	1	1
601	языком так	1	1
602	слова из	1	1
603	не был	1	1
604	в действительной	2	1
605	за свое	1	1
606	и силу	1	1
607	и что	1	1
608	находятся в	1	1
609	иное значение	1	1
610	или на	1	1
611	в материале	2	1
612	стилистическую структуру	1	1
613	и содержание	2	1
614	воспринимаются как	1	1
615	и вследствие	2	1
616	на всех	1	1
617	слово может	1	1
618	отдельными моментами	1	1
619	смысле не	1	1
620	своей творческой	1	1
621	этих слов	3	1
622	заложенные в	1	1
623	творчества в	1	1
624	нуждается в	2	1
625	на одном	1	1
626	что и	3	1
627	крайней мере	1	1
628	которые он	1	1
629	непосредственно в	1	1
630	высшему пределу	1	1
631	наконец во	1	1
632	может иметь	1	1
633	скрытой форме	1	1
634	в литературе	1	1
635	разрыва между	1	1
636	отражения в	1	1
637	конечно еще	1	1
638	тот же	2	1
639	кроме самого	1	1
640	дело с	1	1
641	которым он	1	1
642	с каждым	1	1
643	бы из	1	1
644	те которые	1	1
645	и так	6	1
646	не мешает	1	1
647	в эти	1	1
648	какой степени	1	1
649	одни и	1	1
650	которой оно	1	1
651	между отдельными	1	1
652	смысла целого	1	1
653	до наших	1	1
654	ведь в	3	1
655	из которого	1	1
656	есть в	1	1
657	в действительном	1	1
658	ориентации в	1	1
659	в начале	3	1
660	слова не	2	1
661	в душе	2	1
662	то у	1	1
663	конечно нет	1	1
664	и их	5	1
665	и художественно	1	1
666	не выражает	1	1
667	его речь	2	1
668	и перестает	1	1
669	но что	3	1
670	ничего что	2	1
671	каждый из	2	1
672	этими словами	1	1
673	чтобы не	1	1
674	и оценки	1	1
675	не просто	2	1
676	от того	3	1
677	языка еще	1	1
678	в форме	6	1
679	это движение	1	1
680	нет и	3	1
681	с общим	1	1
682	уже сложившиеся	1	1
683	влияние на	4	1
684	последнем счете	1	1
685	без понимания	1	1
686	эти две	1	1
687	всякое высказывание	3	1
688	о своем	3	1
689	литературное произведение	2	1
690	говорящего к	2	1
691	которых оно	2	1
692	социальной жизни	2	1
693	что для	1	1
694	индивидуального сознания	1	1
695	в разной	1	1
696	которых мы	1	1
697	ничем не	1	1
698	языков о	1	1
699	языка не	1	1
700	из социального	3	1
701	долгое время	3	1
702	только свою	1	1
703	конечно на	1	1
704	своему композиционному	1	1
705	и литературного	1	1
706	о чем	1	1
707	на эту	1	1
708	как высказывания	1	1
709	что мы	11	1
710	ближе к	1	1
711	с помощью	6	1
712	язык для	1	1
713	нет ничего	2	1
714	и становятся	1	1
715	и теми	1	1
716	вместе с	5	1
717	автора с	1	1
718	языка мы	2	1
719	как одно	2	1
720	высказывания с	3	1
721	полное отсутствие	1	1
722	мужа и	1	1
723	стилистической обработки	1	1
724	да и	4	1
725	уже об	1	1
726	ограниченный круг	1	1
727	этого слова	3	1
728	сколько бы	1	1
729	авторской речью	3	1
730	героя ведь	1	1
731	здесь таким	1	1
732	всякое слово	3	1
733	затем и	1	1
734	и нет	2	1
735	голоса и	2	1
736	но это	2	1
737	от социального	1	1
738	которые были	1	1
739	тому или	1	1
740	тех или	4	1
741	с полной	1	1
742	в более	1	1
743	элементы языка	1	1
744	которых он	1	1
745	сухой и	1	1
746	слова но	3	1
747	для индивидуального	1	1
748	в точном	2	1
749	или только	1	1
750	общий язык	1	1
751	тем более	1	1
752	о котором	1	1
753	другими формами	1	1
754	и выражает	1	1
755	находит свое	2	1
756	вопросы стилистики	1	1
757	бы в	5	1
758	для его	1	1
759	этих различных	1	1
760	на языке	1	1
761	зрения в	2	1
762	же в	1	1
763	выбор слов	4	1
764	не знает	3	1
765	может послужить	1	1
766	только как	1	1
767	состоит из	1	1
768	от всех	1	1
769	речи и	6	1
770	равно как	2	1
771	развитие и	1	1
772	в последнем	1	1
773	та же	3	1
774	в какой	2	1
775	слово только	1	1
776	жизни и	3	1
777	и другие	1	1
778	процесса языкового	1	1
779	порядок и	1	1
780	в таком	1	1
781	все что	1	1
