1	и в	13	25
342	некоторых случаях	1	2
343	до его	1	2
344	в лесу	2	2
345	у него	1	2
346	и таким	2	2
347	на воду	1	2
348	сделать из	2	2
349	а сам	1	2
350	царской дочери	1	2
351	о герое	3	2
352	совершенно неожиданно	1	1
353	б здесь	1	1
354	же относится	1	1
355	или во	1	1
356	для него	2	1
357	у кузнецов	2	1
358	может фигурировать	1	1
359	превращаться в	2	1
360	чем перейти	1	1
361	сказки не	3	1
362	но то	1	1
363	то мы	4	1
364	случаи могут	2	1
365	а змей	5	1
366	составные части	6	1
367	от него	2	1
368	с собой	3	1
369	должны будем	2	1
370	то с	1	1
371	важно не	1	1
372	в печь	3	1
373	героем в	1	1
374	как будто	1	1
375	быть не	1	1
376	не имеет	2	1
377	а то	3	1
378	дает себя	1	1
379	вывод что	2	1
380	в количестве	1	1
381	этому же	1	1
382	можно назвать	3	1
383	и вслед	1	1
384	и начинается	1	1
385	дороге и	1	1
386	уже видели	1	1
387	по земле	1	1
388	материал но	1	1
389	на взморье	2	1
390	чаще всего	11	1
391	где он	1	1
392	подземное царство	1	1
393	в тех	7	1
394	на пути	4	1
395	очень многих	3	1
396	за которым	2	1
397	само собой	1	1
398	женится на	2	1
399	два раза	4	1
400	даже не	1	1
401	понимает что	1	1
402	приводят к	1	1
403	если на	1	1
404	и тогда	2	1
405	целый ряд	3	1
406	перейти к	2	1
407	же и	1	1
408	материал и	1	1
409	стоит в	1	1
410	или ее	1	1
411	совсем не	2	1
412	что с	1	1
413	заметим что	3	1
414	затем становится	1	1
415	этот момент	5	1
416	перемещения героя	1	1
417	или чтобы	1	1
418	он убивается	3	1
419	д и	1	1
420	связывается с	3	1
421	формы эти	2	1
422	он представляет	1	1
423	этому может	1	1
424	и говорит	1	1
425	будет ниже	1	1
426	на нем	3	1
427	с самого	1	1
428	при этом	1	1
429	всего это	3	1
430	мы имели	1	1
431	свою жену	1	1
432	несколько случаев	1	1
433	все они	1	1
434	встречается только	1	1
435	села на	1	1
436	в нашей	1	1
437	же может	2	1
438	есть не	1	1
439	момент когда	3	1
440	утверждать что	2	1
441	проходит через	1	1
442	вслед за	5	1
443	приводит к	1	1
444	иметь в	1	1
445	функции в	1	1
446	они и	2	1
447	как таковой	1	1
448	одним словом	1	1
449	что так	1	1
450	героя то	1	1
451	как это	2	1
452	волшебной силы	1	1
453	и там	1	1
454	нет в	1	1
455	ковер-самолет и	1	1
456	знать что	2	1
457	здесь не	2	1
458	во всяком	1	1
459	не вполне	1	1
460	три головы	1	1
461	полет на	1	1
462	пытается убить	1	1
463	право на	2	1
464	формы не	1	1
465	две функции	1	1
466	для хода	3	1
467	ведут к	1	1
468	средство а	2	1
469	же время	1	1
470	что касается	1	1
471	супружества или	1	1
472	вывод который	1	1
473	курьих ножках	1	1
474	и наконец	1	1
475	к следующему	1	1
476	вопроса о	2	1
477	выходит в	1	1
478	герой сказки	1	1
479	между двумя	1	1
480	опять имеем	1	1
481	д с	1	1
482	эти две	1	1
483	во всей	1	1
484	на курьих	1	1
485	художественно более	1	1
486	данная форма	1	1
487	смогут быть	1	1
488	становится особенно	1	1
489	в одной	1	1
490	такие формы	1	1
491	сложное явление	1	1
492	и ее	3	1
493	он едет	1	1
494	нами в	1	1
495	др мы	1	1
496	на это	1	1
497	отличие от	1	1
498	нужно кормить	1	1
499	и бочку	1	1
500	по всему	1	1
501	самый страшный	1	1
502	свое царство	1	1
503	уходит из	1	1
504	быть названа	1	1
505	вследствие чего	1	1
506	чего в	1	1
507	яга и	1	1
508	но в	3	1
509	в тот	1	1
510	змей убит	1	1
511	печень и	1	1
512	и многие	1	1
513	змеиха обращается	2	1
514	эту форму	1	1
515	должны быть	1	1
516	говорит что	1	1
517	нами выше	1	1
518	многие другие	1	1
519	может совершаться	1	1
520	чтобы получить	1	1
521	существа и	1	1
522	к ней	1	1
523	два случая	1	1
524	но которые	1	1
525	они идут	1	1
526	во втором	3	1
527	как видно	1	1
528	море на	1	1
529	является одновременно	2	1
530	что она	1	1
531	в подземное	1	1
532	по своему	1	1
533	к тому	1	1
534	что там	1	1
535	следующая форма	1	1
536	же роль	2	1
537	обнаруживается царевичем	1	1
538	только что	3	1
539	герой получает	5	1
540	в эти	1	1
541	тот свет	1	1
542	но если	7	1
543	царевны и	2	1
544	тот момент	1	1
545	на другие	2	1
546	та же	2	1
547	и у	1	1
548	приведенных случаях	1	1
549	и другие	5	1
550	такое оживление	1	1
551	особого рассмотрения	2	1
552	герой улетает	1	1
553	бы в	1	1
554	на той	1	1
555	к иному	1	1
556	некоторые черты	1	1
557	сказка в	1	1
558	очень часто	4	1
559	то их	1	1
560	в ходе	5	1
561	как на	1	1
562	был известен	1	1
563	на первом	1	1
564	без всякой	2	1
565	были бы	1	1
566	самого начала	1	1
567	есть и	2	1
568	видеть здесь	1	1
569	или другого	1	1
570	три случая	1	1
571	же выводы	1	1
572	что животное	1	1
573	же представляет	1	1
574	приведенные случаи	1	1
575	в одном	1	1
576	только для	1	1
577	и превращение	1	1
578	посылает ее	1	1
579	становится все	1	1
580	иногда в	5	1
581	соединяется в	1	1
582	мы получаем	2	1
583	показать как	2	1
584	сказке совершенно	1	1
585	остается на	1	1
586	она все	1	1
587	интересно что	1	1
588	меня не	1	1
589	и хочет	1	1
590	как уже	2	1
591	чтобы добыть	1	1
592	сравнительного материала	1	1
593	убить змея	1	1
594	этих двух	1	1
595	в приведенных	1	1
596	он похищает	4	1
597	америке у	1	1
598	что данный	1	1
599	героя из	2	1
600	только о	1	1
601	в пропасть	3	1
602	у мужика	1	1
603	они должны	1	1
604	требуют особого	1	1
605	в таком	1	1
606	таких случаев	2	1
607	другие формы	3	1
608	только на	1	1
609	доходит до	1	1
610	которую он	1	1
611	часто также	1	1
612	не дает	1	1
613	или герой	1	1
614	дает нам	1	1
615	если он	1	1
616	без всякого	1	1
617	здесь играет	1	1
618	сюда относятся	2	1
619	царство или	1	1
620	бой самый	1	1
621	она могла	1	1
622	все приведенные	1	1
623	состоит в	2	1
624	по отдельным	2	1
625	убивают его	1	1
626	не представляет	1	1
627	спасается от	3	1
628	и посылает	1	1
629	время как	2	1
630	в окно	1	1
631	случаев когда	1	1
632	на камне	1	1
633	вне связи	3	1
634	все остальные	1	1
635	не хватает	4	1
636	дерево с	1	1
637	следующим образом	4	1
638	оно не	2	1
639	как первая	1	1
640	в основе	1	1
641	быть рассмотрено	1	1
642	ее не	1	1
643	д то	1	1
644	от черной	1	1
645	бы составить	2	1
646	ниже мы	1	1
647	как же	1	1
648	тем же	2	1
649	героя может	1	1
650	конь не	1	1
651	в гости	1	1
652	он узнает	1	1
653	возвращается на	1	1
654	было так	1	1
655	хотя бы	2	1
656	что такое	2	1
657	его роль	1	1
658	себе представить	1	1
659	и убивает	3	1
660	исходит от	2	1
661	форма есть	1	1
662	другое явление	1	1
663	выдает себя	2	1
664	всмотреться в	1	1
665	одной из	2	1
666	что эта	2	1
667	во многих	1	1
668	всего и	1	1
669	он является	1	1
670	а с	2	1
671	если с	1	1
672	всяком случае	1	1
673	дело не	1	1
674	же он	1	1
675	форму освобождения	1	1
676	третий бой	1	1
677	герой возвращается	1	1
678	относятся к	2	1
679	или нет	2	1
680	отправляется искать	1	1
681	ущерба для	1	1
682	наоборот под	1	1
683	идет по	2	1
684	уже давно	1	1
685	орла на	1	1
686	лишь некоторые	1	1
687	на самом	3	1
688	не знает	2	1
689	в другое	1	1
690	мы получим	1	1
691	такую же	1	1
692	рассматривать как	1	1
693	трех коней	1	1
694	в животных	3	1
695	во избежание	2	1
696	герой видит	1	1
697	и такой	1	1
698	не исчерпывают	1	1
699	в момент	1	1
700	случае герой	2	1
701	также и	4	1
702	еще и	1	1
703	к самым	1	1
704	убивают он	1	1
705	на котором	4	1
706	такой случай	2	1
707	по мосту	1	1
708	три сына	1	1
709	мы пока	1	1
710	с конями	1	1
711	а также	6	1
712	переносятся на	1	1
713	в их	1	1
714	вход в	1	1
715	д все	2	1
716	этим исчерпываются	2	1
717	орел и	2	1
718	затем он	1	1
719	исходят из	1	1
720	девушку или	1	1
721	одной сказке	1	1
722	из его	2	1
723	которым он	1	1
724	характера герой	1	1
725	на тот	1	1
726	между героем	1	1
727	средства которые	1	1
728	этим и	1	1
729	с полетом	2	1
730	к хвосту	1	1
731	чтобы ее	1	1
732	но чаще	1	1
733	в виду	1	1
734	но некоторые	1	1
735	и к	2	1
736	что не	1	1
737	себя за	2	1
738	на свой	1	1
739	не меняются	1	1
740	и даже	1	1
741	уже очень	1	1
742	его убивают	1	1
743	не так	1	1
744	взять его	1	1
745	в саду	1	1
746	же случай	1	1
747	нет но	1	1
748	же герой	1	1
749	для наших	2	1
750	может считаться	6	1
751	характерно что	1	1
752	а и	1	1
753	он получает	1	1
754	или иной	1	1
755	с точки	4	1
756	эти связи	1	1
757	ей не	1	1
758	и вот	1	1
759	я был	1	1
760	или другой	1	1
761	его но	1	1
762	ложный герой	5	1
763	говорилось выше	1	1
764	преследует героя	2	1
765	один раз	2	1
766	самые разнообразные	1	1
767	менее она	2	1
768	главным образом	1	1
769	в карман	1	1
770	то можно	3	1
771	они часто	1	1
772	орла орел	1	1
773	с предыдущей	2	1
774	здесь нет	1	1
775	переходит на	2	1
776	как за	2	1
777	жену в	1	1
778	не то	1	1
779	яги она	1	1
780	к другой	2	1
781	сказках где	1	1
782	всех этих	1	1
783	то время	2	1
784	мы еще	1	1
785	только конь	1	1
786	или просто	2	1
787	этого не	2	1
788	случаях встречается	1	1
789	море и	1	1
790	тому как	5	1
791	как эти	2	1
792	здесь же	3	1
793	можно сделать	2	1
794	он должен	3	1
795	борьбы с	1	1
796	приходит к	1	1
797	потому не	1	1
798	и более	2	1
799	характерна для	1	1
800	затем уже	2	1
801	мы перейдем	1	1
802	коня конь	1	1
803	могут вызвать	1	1
804	и должны	1	1
805	расположенных по	1	1
806	на двор	1	1
807	ответ на	1	1
808	все другие	1	1
809	одном случае	1	1
810	иного характера	1	1
811	быть достигнуто	1	1
812	случай когда	1	1
813	мог бы	1	1
814	выводы можно	1	1
815	более простых	1	1
816	в каком	2	1
817	служит для	1	1
818	другими формами	1	1
819	заставляет ее	1	1
820	свой облик	1	1
821	убить героя	1	1
822	это явление	5	1
823	она его	1	1
824	такие же	1	1
825	чем продолжать	1	1
826	остановиться на	1	1
827	головы змея	2	1
828	е мы	1	1
829	иногда герой	5	1
830	держит в	1	1
831	домой тогда	1	1
832	отношение к	1	1
833	всех других	1	1
834	пасть от	1	1
835	на те	1	1
836	ходе действия	5	1
837	на вопрос	1	1
838	чтобы герой	3	1
839	и тот	1	1
840	в яму	2	1
841	эти формы	2	1
842	узнает что	1	1
843	у яги	3	1
844	как указано	1	1
845	всякого ущерба	1	1
846	к себе	2	1
847	и заставляет	1	1
848	быть рассмотрены	1	1
849	равно как	1	1
850	принимает форму	1	1
851	морского царя	1	1
852	в каких	1	1
853	в руки	3	1
854	точно так	2	1
855	не упоминается	3	1
856	в пруду	1	1
857	особого внимания	1	1
858	по происхождению	1	1
859	на основании	1	1
860	царь не	2	1
861	из ряда	1	1
862	самая постановка	1	1
863	сына и	1	1
864	думать что	1	1
865	он входит	1	1
866	но как	1	1
867	его имени	1	1
868	она в	1	1
869	постановка вопроса	1	1
870	имеем когда	2	1
871	что они	3	1
872	и сказка	2	1
873	наших целей	2	1
874	подобно тому	6	1
875	это дало	1	1
876	у какого-нибудь	1	1
877	вообще с	1	1
878	быть объяснена	1	1
879	но на	1	1
880	новое лицо	2	1
881	он ловит	1	1
882	и только	2	1
883	мифах и	1	1
884	многих отношениях	1	1
885	было бы	4	1
886	типична для	2	1
887	и некоторые	1	1
888	почти всегда	1	1
