N	2gram	Propp_Russ_1	Komedia
226	и во	1	2
227	и все	1	2
228	наконец в	1	2
229	также в	3	2
230	представления о	1	2
231	с которыми	1	2
232	по содержанию	3	2
233	же можно	1	2
234	тот же	1	2
235	с ними	5	2
236	в какой	2	2
237	и ее	1	2
238	или его	1	2
239	и у	5	2
240	же от	1	2
241	одно из	5	2
242	т п	1	2
243	от того	1	2
244	в других	11	2
245	следует признать	1	2
246	в любовных	1	2
247	видно из	1	2
248	и к	3	2
249	этого времени	2	2
250	этому времени	1	2
251	у других	1	2
252	с которым	1	2
253	возвращаясь к	1	2
254	если не	1	2
255	должна была	2	2
256	так называемых	1	2
257	по своему	1	2
258	в течение	5	2
259	в той	1	2
260	как бы	5	2
261	друг с	1	2
262	в уже	3	2
263	в так	1	2
264	ст в	1	2
265	этим объясняется	1	2
266	с г	2	2
267	во всяком	1	2
268	отличалось от	1	1
269	то на	3	1
270	говоря о	1	1
271	только разницей	1	1
272	переходит к	1	1
273	самом деле	1	1
274	представлял собой	1	1
275	что эти	1	1
276	по его	1	1
277	изображается в	1	1
278	в и	17	1
279	и исследователи	1	1
280	этого нет	1	1
281	та же	2	1
282	в семье	1	1
283	такое положение	1	1
284	в самих	2	1
285	они были	2	1
286	ему в	1	1
287	и самой	1	1
288	же что	1	1
289	чтобы у	1	1
290	в каждой	1	1
291	большей частью	1	1
292	вывод что	3	1
293	той только	1	1
294	между собой	2	1
295	все эти	2	1
296	не был	1	1
297	в различных	2	1
298	в чем	1	1
299	не имеющий	1	1
300	не без	1	1
301	часть из	1	1
302	после обеда	1	1
303	другой пример	1	1
304	в область	1	1
305	обстояло дело	2	1
306	это видно	1	1
307	своему они	2	1
308	же она	1	1
309	из окна	1	1
310	значение и	2	1
311	в они	1	1
312	в общем	1	1
313	с совершенно	1	1
314	в расцвете	1	1
315	не просто	2	1
316	общего с	1	1
317	не засвидетельствовано	1	1
318	это был	1	1
319	однако не	1	1
320	тех случаях	1	1
321	как уже	4	1
322	тем же	1	1
323	следующим образом	4	1
324	не поддаваться	1	1
325	августа и	1	1
326	не приходится	1	1
327	из жизни	1	1
328	либо не	1	1
329	представляет собой	4	1
330	по форме	1	1
331	в себе	1	1
332	в названных	1	1
333	не имеют	1	1
334	и стало	1	1
335	главным образом	2	1
336	первым из	1	1
337	видеть в	1	1
338	ее своей	1	1
339	и более	2	1
340	не могли	1	1
341	№ в	1	1
342	его от	2	1
343	№ но	1	1
344	в окно	2	1
345	н а	5	1
346	к выводу	2	1
347	совпадают с	3	1
348	по античным	1	1
349	в подарок	1	1
350	на все	2	1
351	свадьбу с	1	1
352	с целью	2	1
353	г в	4	1
354	входит в	4	1
355	и мы	1	1
356	исконное значение	1	1
357	в жизни	2	1
358	люди не	1	1
359	он же	3	1
360	со своими	1	1
361	которой он	1	1
362	он и	1	1
363	на две	1	1
364	мы видели	1	1
365	недостатка в	1	1
366	это сходство	2	1
367	совсем другие	1	1
368	мы попытаемся	2	1
369	во второй	1	1
370	и при	1	1
371	таким же	3	1
372	нас не	2	1
373	слова совершенно	1	1
374	и без	1	1
375	последние три	1	1
376	во времена	1	1
377	представляла собой	2	1
378	не столько	1	1
379	это подтверждается	1	1
380	они уже	1	1
381	должны были	2	1
382	только для	2	1
383	начнем с	1	1
384	xx в	2	1
385	ее для	1	1
386	обращение к	1	1
387	тем не	3	1
388	их в	3	1
389	том же	2	1
390	на свободу	1	1
391	любви и	1	1
392	с точки	3	1
393	значение слова	1	1
394	дня и	1	1
395	но они	3	1
396	и роль	1	1
397	для каждого	1	1
398	здесь на	1	1
399	весь этот	1	1
400	в основе	1	1
401	пишет для	1	1
402	от жизни	1	1
403	xv в	1	1
404	а сами	2	1
405	из их	1	1
406	иметь в	1	1
407	вытекает из	1	1
408	примерно в	1	1
409	ничего не	3	1
410	в разных	3	1
411	по привычке	1	1
412	же после	1	1
413	детей и	2	1
414	и теперь	1	1
415	о случае	1	1
416	так называемый	2	1
417	в области	3	1
418	и некоторые	3	1
419	перед ними	1	1
420	мало чем	1	1
421	сомнение в	1	1
422	и другой	3	1
423	чтобы сделать	1	1
424	и всех	1	1
425	пользуясь для	1	1
426	разницей что	1	1
427	его с	4	1
428	в бывшем	1	1
429	они и	2	1
430	и г	1	1
431	наши сведения	1	1
432	это имело	1	1
433	для себя	1	1
434	сцены из	2	1
435	приходит к	1	1
436	vii в	2	1
437	ни одно	2	1
438	и служит	1	1
439	на основе	1	1
440	только при	1	1
441	были у	1	1
442	в собственном	1	1
443	в пределах	1	1
444	приводит к	3	1
445	на свой	1	1
446	если они	1	1
447	могут помочь	1	1
448	как богатый	1	1
449	было в	1	1
450	каждого из	1	1
451	вокруг этого	2	1
452	своему происхождению	1	1
453	в ноги	1	1
454	разного рода	1	1
455	жизнь и	1	1
456	не имели	1	1
457	но иногда	1	1
458	о котором	1	1
459	с ним	2	1
460	означает что	2	1
461	выводу что	2	1
462	является по	1	1
463	а также	3	1
464	внимание на	1	1
465	и та	1	1
466	второй половине	1	1
467	но мы	1	1
468	никак не	1	1
469	чтобы с	1	1
470	даже у	1	1
471	важный материал	1	1
472	там же	5	1
473	нас в	1	1
474	от них	3	1
475	других многочисленных	1	1
476	говорить об	1	1
477	полагали что	2	1
478	нуждается в	1	1
479	во всей	1	1
480	наиболее яркий	1	1
481	них в	2	1
482	е а	2	1
483	и следовательно	1	1
484	было забыто	1	1
485	дома в	1	1
486	к которому	1	1
487	имеется в	1	1
488	как например	3	1
489	землю и	1	1
490	обе эти	1	1
491	всякого рода	3	1
492	мы видим	2	1
493	взывает к	1	1
494	ставили на	1	1
495	по свидетельству	1	1
496	даже если	1	1
497	очень много	1	1
498	одежды и	1	1
499	по этому	3	1
500	на западе	2	1
501	сведений о	1	1
502	котором речь	1	1
503	и детей	1	1
504	в большинстве	2	1
505	только на	3	1
506	то и	1	1
507	свидетельствует о	1	1
508	не все	1	1
509	этому вопросу	2	1
510	большинстве случаев	2	1
511	к своим	1	1
512	не так	1	1
513	земли и	1	1
514	на аналогичные	1	1
515	не о	1	1
516	ее на	1	1
517	известно о	1	1
518	в очень	1	1
519	которые как	1	1
520	не имеющей	1	1
521	тем у	1	1
522	и из	3	1
523	не знали	2	1
524	из других	1	1
525	а с	4	1
526	имело место	2	1
527	по всей	1	1
528	что не	1	1
529	говорит о	1	1
530	как можно	2	1
531	такую же	1	1
532	до г	2	1
533	у нас	8	1
534	в любой	1	1
535	до конца	2	1
536	и самый	1	1
537	не на	2	1
538	не означает	2	1
539	а не	2	1
540	однако и	1	1
541	его по	1	1
542	ни о	1	1
543	сослаться на	1	1
544	там где	2	1
545	одна и	1	1
546	жизнь в	1	1
547	становится ясным	1	1
548	несмотря на	3	1
549	всего этого	1	1
550	свою очередь	2	1
551	этой же	1	1
552	других случаях	3	1
553	или по	1	1
554	власть над	1	1
555	предположить что	2	1
556	их то	1	1
557	целом ряде	1	1
558	видя в	1	1
559	первое место	1	1
560	считал что	2	1
561	по существу	4	1
562	исходя из	1	1
563	быть не	1	1
564	xix в	13	1
565	но даже	2	1
566	показывают что	2	1
567	судить о	2	1
568	содержится в	1	1
569	ближе к	1	1
570	в более	2	1
571	в одно	1	1
572	может служить	1	1
573	случаях когда	1	1
574	при таком	1	1
575	себя на	1	1
576	это как	1	1
577	когда он	2	1
578	не с	3	1
579	и как	2	1
580	будто бы	6	1
581	том чтобы	1	1
582	в дом	2	1
583	сделать вывод	1	1
584	а н	18	1
585	иначе чем	1	1
586	нам не	1	1
587	и начало	2	1
588	между ними	1	1
589	не знает	1	1
590	сказать что	1	1
591	только как	1	1
592	сообщает о	4	1
593	в свою	3	1
594	ко всему	1	1
595	т е	17	1
596	же все	1	1
597	точно так	1	1
598	которому в	1	1
599	дает основание	1	1
600	думать что	3	1
601	так же	3	1
602	как на	1	1
603	все что	1	1
