N	2gram	Vinokur_Ku_1	Freidism
749	ведь он	1	1
750	же относится	1	1
751	их с	1	1
752	роли в	2	1
753	на своем	1	1
754	учения о	1	1
755	а может	1	1
756	только одна	1	1
757	с процессом	1	1
758	значение в	1	1
759	гораздо более	3	1
