N	2gram	Potebnia_M_4	StatiiOP
241	слова как	1	2
242	этих двух	1	2
243	на себе	3	2
244	этот образ	2	2
245	от того	4	2
246	начиная с	1	2
247	могут быть	7	2
248	и такие	1	2
249	к тому	3	2
250	для того	6	2
251	утверждать что	1	2
252	нет такого	1	2
253	как мы	2	2
254	то она	1	2
255	в виду	3	2
256	нужно сказать	1	2
257	говорит и	1	2
258	без всякого	1	2
259	на основе	1	2
260	каждый раз	4	2
261	с самого	1	2
262	что у	3	2
263	на нее	3	2
264	или в	1	2
265	времени и	1	2
266	по тому	2	2
267	внимание на	5	2
268	с одной	1	2
269	на что	1	2
270	что его	2	2
271	и во	1	2
272	от них	1	2
273	а потому	1	2
274	в форме	1	2
275	и только	3	2
276	и других	3	2
277	формой и	1	2
278	еще не	3	2
279	есть в	5	2
280	и у	2	2
281	него есть	1	2
282	то и	4	2
283	что если	6	2
284	в поэзии	3	2
285	во втором	1	2
286	при помощи	3	2
287	одно из	1	2
288	в новом	1	2
289	это место	1	2
290	вовсе не	7	2
291	при всей	1	2
292	должен был	1	2
293	заметить что	6	2
294	до сих	4	2
295	слово в	4	2
296	не потому	1	2
297	что не	6	2
298	но есть	4	2
299	которой есть	1	2
300	этот человек	1	2
301	вместе с	6	2
302	а у	1	2
303	но не	1	2
304	в последнем	1	2
305	том смысле	2	2
306	быть не	2	2
307	в это	2	2
308	этого слова	7	2
309	на другое	1	2
310	несколько слов	2	2
311	сих пор	4	2
312	внимания на	1	2
313	на состояние	1	2
314	один из	2	2
315	его не	1	2
316	когда пушкин	1	2
317	только что	3	2
318	все более	3	2
319	здесь только	1	2
320	одной из	1	2
321	в свою	2	2
322	в общих	2	2
323	существует в	1	2
324	быть назван	3	2
325	вряд ли	1	1
326	границы между	1	1
327	ту же	3	1
328	я сказал	1	1
329	за пределы	1	1
330	одним из	1	1
331	языка с	3	1
332	до него	1	1
333	начинается с	1	1
334	сам по	4	1
335	который должен	1	1
336	и то	5	1
337	а из	1	1
338	на самом	3	1
339	посмотрим на	1	1
340	переход от	3	1
341	носит на	1	1
342	идет о	1	1
343	по этим	1	1
344	тем же	1	1
345	и так	3	1
346	в первом	3	1
347	это однако	1	1
348	и до	3	1
349	должна быть	1	1
350	обратите внимание	1	1
351	уже по	2	1
352	есть не	4	1
353	не вдаваясь	1	1
354	им самим	1	1
355	для своего	1	1
356	это совершенно	1	1
357	вопрос о	2	1
358	ответить на	3	1
359	нам в	1	1
360	еще до	3	1
361	которая связана	1	1
362	но уже	3	1
363	ему в	1	1
364	в некотором	1	1
365	мы и	2	1
366	что можно	1	1
367	о роли	1	1
368	над этой	1	1
369	и самим	1	1
370	проявляется в	2	1
371	во мне	1	1
372	себя а	1	1
373	быть в	1	1
374	то мы	3	1
375	и среди	1	1
376	других источников	1	1
377	которых один	1	1
378	или иначе	2	1
379	а тем	1	1
380	то об	1	1
381	было указано	1	1
382	не все	1	1
383	очевидно что	7	1
384	которые не	2	1
385	и я	2	1
386	что хотя	3	1
387	в истории	4	1
388	показать что	1	1
389	по которому	3	1
390	что как	4	1
391	в своем	8	1
392	и нет	1	1
393	что совершается	1	1
394	что нет	1	1
395	однако не	1	1
396	и как	2	1
397	которого такие	1	1
398	но эта	2	1
399	и художественного	1	1
400	при таком	1	1
401	духа в	1	1
402	как скоро	3	1
403	при создании	1	1
404	так или	2	1
405	от необходимости	1	1
406	бы не	3	1
407	то я	1	1
408	думать что	4	1
409	еще один	1	1
410	в известном	1	1
411	почти одновременно	1	1
412	общий тон	1	1
413	а потом	1	1
414	не годится	1	1
415	говорят о	1	1
416	но на	1	1
417	человек не	2	1
418	есть ее	1	1
419	что она	2	1
420	форму не	1	1
421	в нем	7	1
422	и легко	1	1
423	одно целое	1	1
424	они в	1	1
425	же это	1	1
426	понятно если	2	1
427	поэта и	1	1
428	такие явления	1	1
429	свое время	1	1
430	какой бы	1	1
431	одной и	1	1
432	жизни слова	1	1
433	что ни	1	1
434	в нее	3	1
435	как оно	2	1
436	смысле в	1	1
437	что такой	1	1
438	же касается	1	1
439	поэзии и	7	1
440	к другу	1	1
441	второй половины	1	1
442	и посмотрим	1	1
443	понятие об	1	1
444	ко второму	2	1
445	этим образом	1	1
446	еще одно	1	1
447	этом мы	2	1
448	рядом с	1	1
449	на которую	1	1
450	к которым	3	1
451	во внимание	1	1
452	мы видели	1	1
453	здесь можно	1	1
454	говорится о	2	1
455	чем в	2	1
456	п но	1	1
457	можно считать	2	1
458	и прямо	1	1
459	и того	1	1
460	что значит	2	1
461	бы на	1	1
462	и при	2	1
463	произносит это	1	1
464	не во	1	1
465	к истории	1	1
466	сам и	1	1
467	рядом других	1	1
468	например слово	1	1
469	от себя	1	1
470	могло бы	1	1
471	и значит	1	1
472	приблизительно так	1	1
473	одном из	2	1
474	и той	1	1
475	такое мнение	1	1
476	друг другу	1	1
477	это относится	1	1
478	том же	2	1
479	бы быть	1	1
480	первоначального значения	1	1
481	по себе	11	1
482	даже в	2	1
483	вдаваясь в	1	1
484	что есть	3	1
485	о значении	1	1
486	быть очень	1	1
487	дело в	1	1
488	того как	6	1
489	к новым	1	1
490	к изучению	1	1
491	для кого	1	1
492	и над	1	1
493	иметь в	2	1
494	того чтобы	4	1
495	значение этого	2	1
496	смысле что	1	1
497	не могло	1	1
498	вытекает из	1	1
499	судя по	2	1
500	хотя все	1	1
501	казалось бы	1	1
502	в разных	3	1
503	в самой	2	1
504	или как	1	1
505	с одним	1	1
506	с нами	1	1
507	того в	1	1
508	как она	2	1
509	ее с	1	1
510	друг друга	2	1
511	со своим	4	1
512	до того	3	1
513	немногих случаях	1	1
514	тесной связи	1	1
515	перед ним	1	1
516	сравнить с	2	1
517	об одной	2	1
518	от их	1	1
519	это два	1	1
520	том образе	1	1
521	все то	1	1
522	да рядом	1	1
523	когда мы	6	1
524	и другой	1	1
525	же самое	4	1
526	можно сравнить	2	1
527	а что	2	1
528	по возможности	1	1
529	его с	1	1
530	бы он	1	1
531	той или	1	1
532	это а	2	1
533	слова с	3	1
534	никакого сомнения	1	1
535	в наше	1	1
536	всегда в	1	1
537	и о	4	1
538	потому не	1	1
539	но вообще	1	1
540	свою очередь	1	1
541	и говорить	2	1
542	к убеждению	1	1
543	в ее	2	1
544	к нам	1	1
545	в собственном	1	1
546	их связь	1	1
547	с первого	1	1
548	в произведении	1	1
549	в пределах	1	1
550	так в	3	1
551	вопрос что	2	1
552	мнение что	1	1
553	с языком	2	1
554	как с	1	1
555	на том	2	1
556	до самого	1	1
557	и когда	2	1
558	и сам	1	1
559	выражения с	1	1
560	в образе	2	1
561	можно было	2	1
562	те же	3	1
563	ясно что	1	1
564	что никогда	1	1
565	которых нельзя	1	1
566	к первому	2	1
567	том как	1	1
568	не стоит	1	1
569	мы в	3	1
570	является в	1	1
571	то без	1	1
572	основана на	1	1
573	о котором	1	1
574	из одного	3	1
575	и вообще	2	1
576	по мере	7	1
577	с ним	5	1
578	связанная с	3	1
579	образом в	5	1
580	находится в	5	1
581	все его	1	1
582	разговорной речи	1	1
583	или только	1	1
584	в применении	1	1
585	известной степени	3	1
586	убеждению что	1	1
587	влияние на	2	1
588	эти качества	1	1
589	может не	1	1
590	времени в	1	1
591	как у	1	1
592	он берет	1	1
593	связь между	3	1
594	этот элемент	1	1
595	на отдельные	1	1
596	же нет	1	1
597	эту пословицу	2	1
598	что и	7	1
599	вообще и	3	1
600	сомнения в	1	1
601	о единстве	2	1
602	именно в	3	1
603	которая без	1	1
604	которая и	1	1
605	сойти с	1	1
606	века и	1	1
607	найти и	1	1
608	для самого	2	1
609	сказать несколько	2	1
610	судить по	2	1
611	старинное слово	1	1
612	показывают что	1	1
613	но так	2	1
614	в двух	2	1
615	его в	4	1
616	и значением	4	1
617	менее в	1	1
618	для понятия	1	1
619	в поэтическом	1	1
620	бы из	1	1
621	из многих	1	1
622	как нечто	1	1
623	лишь одна	1	1
624	самые разнообразные	1	1
625	в обществе	2	1
626	между этими	1	1
627	вопрос об	1	1
628	в выражении	2	1
629	место из	2	1
630	же он	1	1
631	действие на	1	1
632	именно на	2	1
633	не имеющие	1	1
634	конечно не	2	1
635	с нею	3	1
636	этом обществе	1	1
637	не можем	5	1
638	и они	2	1
639	в значении	3	1
640	отнести к	1	1
641	первое и	1	1
642	кто произносит	1	1
643	а это	1	1
644	не из	5	1
645	на пути	1	1
646	из них	1	1
647	только одно	1	1
648	это обстоятельство	2	1
649	и их	3	1
650	в известной	1	1
651	стороне этого	1	1
652	слова в	3	1
653	в одном	4	1
654	и язык	1	1
655	иногда и	1	1
656	но что	2	1
657	но совершенно	1	1
658	в других	2	1
659	указание на	1	1
660	другое что	1	1
661	даже и	3	1
662	не противоречит	1	1
663	из двух	1	1
664	не были	2	1
665	в данный	1	1
666	и из	3	1
667	в немногих	1	1
668	что новые	1	1
669	то это	8	1
670	а именно	4	1
671	было и	2	1
672	а они	1	1
673	здесь дело	1	1
674	целым рядом	1	1
675	именно так	1	1
676	там где	3	1
677	нужно иметь	2	1
678	как говорит	1	1
679	в одно	1	1
680	если не	1	1
681	сжатости и	1	1
682	виде в	2	1
683	нет ничего	3	1
684	в частности	1	1
685	внимания к	1	1
686	конечно о	1	1
687	эти слова	1	1
688	из трех	1	1
689	то можно	1	1
690	я говорю	3	1
691	против мнения	1	1
692	в данном	4	1
693	знать что	1	1
694	связи которая	2	1
695	в той	4	1
696	этой последней	1	1
697	смысле этого	1	1
698	образ ведет	1	1
699	тому как	2	1
700	что же	5	1
701	доказательств что	1	1
702	в приводимой	1	1
703	два раза	1	1
704	как нельзя	1	1
705	форма в	1	1
706	это значит	1	1
707	в состоянии	2	1
708	сначала это	1	1
709	должно быть	5	1
710	намеки на	1	1
711	бога и	1	1
712	сплошь да	1	1
713	но для	1	1
714	говорить что	1	1
715	похоже на	2	1
716	совершается в	1	1
717	тем и	6	1
718	знать как	1	1
719	основаны на	1	1
720	об отношении	2	1
721	она проявляется	1	1
722	том виде	1	1
723	чтобы понять	2	1
724	для нас	14	1
725	и все	4	1
726	у них	1	1
727	или нет	1	1
728	бы в	2	1
729	что народ	1	1
730	на языке	1	1
731	хотя бы	4	1
732	впечатление которое	1	1
733	поэзии но	1	1
734	в связь	1	1
735	которым мы	1	1
736	пришла к	1	1
737	как человек	3	1
738	давно уже	3	1
739	отношении к	1	1
740	последней форме	1	1
741	а о	1	1
742	не знает	1	1
743	состоит из	1	1
744	но можно	1	1
745	как есть	1	1
746	и еще	1	1
747	приблизительно в	1	1
748	перейти к	1	1
749	есть и	2	1
750	в свое	1	1
751	жизни и	1	1
752	как слово	1	1
753	только не	3	1
754	и эта	1	1
755	так же	4	1
756	все что	2	1
