N	2gram	Vinokur_St_3	Vladivir
397	ответить на	1	1
398	из своих	1	1
399	этом не	1	1
400	этой статье	2	1
401	эти шесть	1	1
402	представлением о	1	1
403	говорить о	3	1
404	требует от	1	1
405	на тему	3	1
406	этих стихах	1	1
407	и ни	2	1
408	мы здесь	1	1
409	значит и	2	1
410	ним и	1	1
411	думаю что	2	1
412	в которых	2	1
413	истории в	1	1
414	быть помните	1	1
415	не признавал	1	1
416	самом деле	2	1
417	других источников	1	1
418	важно отметить	2	1
419	слишком много	1	1
420	то он	2	1
421	б с	1	1
422	но как	2	1
423	не все	1	1
424	если в	2	1
425	образ мыслей	1	1
426	не просто	2	1
427	нет и	2	1
428	до наших	1	1
429	что они	2	1
430	и небольшой	1	1
431	в произведениях	2	1
432	чем же	1	1
433	как говорит	1	1
434	всего от	1	1
435	нет надобности	1	1
436	независимо от	5	1
437	что именно	2	1
438	интереснее всего	1	1
439	а иной	1	1
440	что нет	1	1
441	этом же	1	1
442	когда он	1	1
443	целый ряд	1	1
444	вопросом о	1	1
445	что по	3	1
446	его к	2	1
447	сказать об	2	1
448	требование которое	1	1
449	самом начале	1	1
450	с г	1	1
451	весь город	1	1
452	он тяжело	1	1
453	гораздо раньше	3	1
454	пушкин то	1	1
455	и невозможно	1	1
456	отношения с	1	1
457	очень важно	1	1
458	близости к	1	1
459	думать что	1	1
460	о ее	1	1
461	его работа	1	1
462	так сказать	2	1
463	что она	1	1
464	в свет	1	1
465	т д	2	1
466	одно что	1	1
467	пушкина и	6	1
468	они в	1	1
469	и еще	1	1
470	на том	1	1
471	xix века	4	1
472	свою собственную	1	1
473	чем у	1	1
474	не к	1	1
475	его ж	1	1
476	свое время	1	1
477	его от	1	1
478	все с	1	1
479	годом и	1	1
480	от нее	3	1
481	что все	3	1
482	как видите	1	1
483	говорил что	5	1
484	а по	2	1
485	лишь в	4	1
486	периодом но	1	1
487	а как	4	1
488	на пять	2	1
489	в свое	1	1
490	остановиться на	1	1
491	которая была	1	1
492	в жизни	4	1
493	я считаю	1	1
494	на которую	1	1
495	к которым	1	1
496	очень интересно	1	1
497	для своего	1	1
498	мы имеем	5	1
499	во внимание	1	1
500	между собою	2	1
501	никакого смысла	1	1
502	чем в	1	1
503	здесь все	1	1
504	рецензию на	1	1
505	бога и	1	1
506	такой же	2	1
507	и того	1	1
508	не понимает	1	1
509	но я	1	1
510	не так	3	1
511	в г	12	1
512	во время	3	1
513	можно найти	2	1
514	к истории	1	1
515	взгляд на	2	1
516	в такой	2	1
517	на месте	1	1
518	был склонен	1	1
519	место в	6	1
520	то было	1	1
521	его отношение	2	1
522	своего рода	3	1
523	не раз	1	1
524	дает в	1	1
525	но эта	1	1
526	которые в	2	1
527	но во	1	1
528	нам в	1	1
529	если бы	4	1
530	была не	2	1
531	что после	1	1
532	чтобы иметь	1	1
533	что этот	3	1
534	для россии	4	1
535	сам он	2	1
536	произведения как	2	1
537	на рубеже	1	1
538	но они	2	1
539	отходит от	2	1
540	важно что	2	1
541	с теми	1	1
542	самого начала	2	1
543	в русской	6	1
544	дело не	2	1
545	л и	1	1
546	и отвечал	1	1
547	пушкина но	3	1
548	что такое	7	1
549	своего существования	1	1
550	на него	1	1
551	как о	2	1
552	был оставлен	1	1
553	чтобы стать	1	1
554	не могло	1	1
555	это с	1	1
556	только не	1	1
557	судя по	1	1
558	существу это	1	1
559	и всегда	2	1
560	в самой	1	1
561	критических статей	1	1
562	этих двух	2	1
563	а второй	1	1
564	того в	1	1
565	он хочет	2	1
566	годам относятся	1	1
567	невозможно в	1	1
568	свидетельствуют о	1	1
569	и серьезную	1	1
570	здесь же	1	1
571	которую можно	1	1
572	было не	1	1
573	в каком	4	1
574	перед ним	1	1
575	свое собственное	1	1
576	и здесь	3	1
577	действует сам	1	1
578	очень часто	1	1
579	своих воспоминаниях	1	1
580	в порядке	1	1
581	я их	1	1
582	что является	1	1
583	же т	1	1
584	своего отца	1	1
585	также от	1	1
586	утверждать что	2	1
587	здесь еще	1	1
588	году в	1	1
589	больше ничего	1	1
590	своего развития	1	1
591	раз даже	1	1
592	которого мы	1	1
593	но вообще	1	1
594	не успел	1	1
595	в в	3	1
596	только при	1	1
597	совершенно ясно	1	1
598	в собственном	1	1
599	году а	1	1
600	нет никакой	1	1
601	в произведении	1	1
602	с самого	2	1
603	князя и	1	1
604	так в	1	1
605	и необходимости	1	1
606	от того	2	1
607	как с	1	1
608	в нескольких	1	1
609	на нее	2	1
610	времени и	2	1
611	ясно что	1	1
612	здесь как	1	1
613	особенно в	1	1
614	здесь нет	2	1
615	во многом	2	1
616	еще не	2	1
617	он писал	2	1
618	отчасти в	1	1
619	том как	1	1
620	поэтому в	1	1
621	был не	1	1
622	разрыв с	1	1
623	нем много	1	1
624	для этого	2	1
625	он говорил	5	1
626	все дело	1	1
627	дано у	1	1
628	и должно	1	1
629	тех кто	1	1
630	может не	1	1
631	на вопрос	3	1
632	язык и	1	1
633	разумеется в	1	1
634	то как	1	1
635	хочет сказать	2	1
636	влияние на	1	1
637	все его	1	1
638	и который	1	1
639	по терминологии	1	1
640	вопросу о	1	1
641	предстает в	1	1
642	жизни он	1	1
643	последнего в	1	1
644	раньше чем	3	1
645	во втором	2	1
646	современности и	1	1
647	и н	1	1
648	в древнем	1	1
649	которое однако	1	1
650	которая и	1	1
651	также в	1	1
652	сверх того	1	1
653	а кроме	1	1
654	это несомненно	3	1
655	и самые	1	1
656	в литературе	1	1
657	что здесь	4	1
658	интереса к	1	1
659	который хочет	1	1
660	мне кажется	1	1
661	можно считать	1	1
662	в какой	3	1
663	как нечто	1	1
664	это очень	1	1
665	до нас	2	1
666	поэтому и	1	1
667	и ее	2	1
668	и тем	4	1
669	по этому	3	1
670	со всеми	1	1
671	в качестве	4	1
672	же он	1	1
673	этому поводу	2	1
674	для всех	1	1
675	оказывается в	1	1
676	с двумя	1	1
677	с нею	1	1
678	можно установить	1	1
679	ни одного	1	1
680	и поэта	1	1
681	то только	1	1
682	при помощи	2	1
683	в данной	1	1
684	и других	2	1
685	не стал	1	1
686	я люблю	1	1
687	из них	1	1
688	и этот	1	1
689	тоже в	1	1
690	время во	1	1
691	несомненно в	2	1
692	и их	1	1
693	точка зрения	4	1
694	в одном	1	1
695	что хотел	1	1
696	т п	6	1
697	свет как	1	1
698	проводит в	1	1
699	заметить что	2	1
700	как раз	3	1
701	тем что	19	1
702	этом отношении	4	1
703	себе отчет	2	1
704	как можно	2	1
705	рядом с	1	1
706	изложение его	1	1
707	не были	1	1
708	а эта	1	1
709	до сих	2	1
710	и русская	1	1
711	грозный и	1	1
712	было и	1	1
713	на которые	1	1
714	к более	1	1
715	нужно сказать	2	1
716	то и	2	1
717	вот в	1	1
718	здесь дело	1	1
719	мы и	1	1
720	что несмотря	1	1
721	ниже в	1	1
722	потребовало бы	1	1
723	исторического так	1	1
724	что из	2	1
725	что мы	3	1
726	то она	2	1
727	все более	2	1
728	я говорю	1	1
729	все то	1	1
730	вследствие чего	1	1
731	ни на	2	1
732	вопросам что	1	1
733	историю как	1	1
734	его как	3	1
735	шесть лет	1	1
736	лучшим и	1	1
737	многих случаях	1	1
738	место где	1	1
739	его личной	1	1
740	он говорит	4	1
741	в общих	2	1
742	ли ты	1	1
743	несколько раз	2	1
744	не отступал	1	1
745	одновременно с	1	1
746	это есть	4	1
747	в воспоминаниях	1	1
748	году он	1	1
749	даже с	1	1
750	такие явления	1	1
751	к л	2	1
752	из отдельных	1	1
753	как например	8	1
754	что тогда	1	1
755	сих пор	2	1
756	которые я	1	1
757	среди прочих	1	1
758	нужно отметить	2	1
759	но для	1	1
760	в смысле	4	1
761	шел от	1	1
762	этом смысле	4	1
763	в книге	1	1
764	сравнить с	1	1
765	известной степени	1	1
766	но помимо	1	1
767	тем и	1	1
768	потому не	1	1
769	нельзя сказать	3	1
770	котором он	1	1
771	к кому	1	1
772	по возможности	1	1
773	чтобы понять	1	1
774	у них	1	1
775	что значит	1	1
776	и правильной	1	1
777	же к	2	1
778	можно спорить	1	1
779	бы на	1	1
780	и поэтического	1	1
781	отношении к	1	1
782	эту вещь	2	1
783	в период	1	1
784	брался за	2	1
785	отношением к	1	1
786	хорошо было	1	1
787	существует в	2	1
788	была бы	4	1
789	лишь только	1	1
790	понимает как	1	1
791	которая тоже	1	1
792	как исторического	1	1
793	эти слова	1	1
794	которой я	3	1
795	но эти	1	1
796	языке а	1	1
797	ее в	2	1
798	и другие	1	1
799	с общим	1	1
800	бы из	1	1
801	он часто	1	1
802	они не	1	1
