N	2gram	Kanaev_Sov_1	Istorich
255	но как	1	1
256	более как	1	1
257	это или	1	1
258	с поразительной	1	1
259	отнюдь не	3	1
260	независимо от	1	1
261	дает нам	2	1
262	стороны и	1	1
263	и к	3	1
264	в этот	1	1
265	в которой	2	1
266	и у	1	1
267	мы получаем	3	1
268	в нашем	2	1
269	из этих	2	1
270	одном случае	1	1
271	но ведь	1	1
272	в наших	3	1
273	что задача	1	1
274	и таких	1	1
275	жизни вообще	1	1
276	так сказать	2	1
277	что сказать	1	1
278	и еще	1	1
279	у читателя	1	1
280	необходимо для	1	1
281	какой бы	1	1
282	и будет	2	1
283	в основу	1	1
284	предполагается что	1	1
285	раз из	1	1
286	в совершенно	1	1
287	том случае	1	1
288	времени и	2	1
289	каждого элемента	4	1
290	при которой	1	1
291	этом смысле	1	1
292	нас есть	1	1
293	не соответствует	1	1
294	вопрос и	1	1
295	дело идет	1	1
296	этого не	1	1
297	и вся	1	1
298	которой он	2	1
299	для чего	1	1
300	чем в	1	1
301	в эту	1	1
302	искать в	1	1
303	все элементы	1	1
304	центр тяжести	1	1
305	наших дней	1	1
306	это делает	1	1
307	бы к	1	1
308	она в	1	1
309	его мнению	1	1
310	представление о	1	1
311	знаем что	2	1
312	от его	1	1
313	природы но	1	1
314	бы так	1	1
315	влечет за	1	1
316	что эта	1	1
317	все три	1	1
318	она не	1	1
319	делится на	1	1
320	что иное	1	1
321	он с	1	1
322	вытекает из	1	1
323	эта сторона	1	1
324	объяснение этого	1	1
325	к концу	1	1
326	мы всегда	1	1
327	ничто не	1	1
328	кроме того	1	1
329	собой изменение	1	1
330	у нас	3	1
331	обусловливает и	1	1
332	известных нам	2	1
333	данной области	1	1
334	и это	1	1
335	дать не	1	1
336	значение этих	1	1
337	поэтому мы	3	1
338	и сделал	1	1
339	уже на	1	1
340	можем поставить	1	1
341	мы вправе	1	1
342	именно эти	1	1
343	видим не	1	1
344	и та	1	1
345	развития на	1	1
346	может не	3	1
347	обратном порядке	1	1
348	ним и	1	1
349	природы и	1	1
350	а будущая	1	1
351	все стадии	1	1
352	у всех	3	1
353	и другую	1	1
354	значит что	1	1
355	на которой	1	1
356	этого можно	1	1
357	природой и	1	1
358	которому они	1	1
359	затем из	1	1
360	при каких	1	1
361	выйдут наружу	1	1
362	или же	2	1
363	целого на	1	1
364	до наших	1	1
365	только на	1	1
366	и они	2	1
367	чем ее	1	1
368	виде и	1	1
369	не из	1	1
370	от другого	1	1
371	сами по	1	1
372	в конце	3	1
373	случае когда	1	1
374	мы можем	6	1
375	как его	1	1
376	но что	1	1
377	у него	2	1
378	ее на	2	1
379	науки в	1	1
380	из приведенных	1	1
381	мы это	1	1
382	приводит и	1	1
383	положение на	1	1
384	ждем от	1	1
385	и несколько	1	1
386	не было	1	1
387	может ли	1	1
388	когда этот	1	1
389	быть только	1	1
390	на друга	1	1
391	состоит из	3	1
392	но никогда	1	1
393	всего мы	1	1
394	может иметь	2	1
395	а при	1	1
396	этим мы	3	1
397	короче и	1	1
398	такого рода	2	1
399	в обратном	1	1
400	и более	1	1
401	дальше за	1	1
402	так нет	1	1
403	этом случае	1	1
404	но вопрос	1	1
405	свои позиции	1	1
406	друг на	1	1
407	в один	2	1
408	поэтому совершенно	1	1
409	только одна	6	1
410	другом мы	1	1
411	эту сторону	1	1
412	при таком	3	1
413	она может	2	1
414	в результате	6	1
415	а все	3	1
416	хотя и	1	1
417	следить дальше	1	1
418	и все	3	1
419	или нет	1	1
420	держится на	1	1
421	древней греции	1	1
422	все более	1	1
423	в системе	3	1
424	в постановке	1	1
425	несмотря на	1	1
426	но можно	1	1
427	совершенно не	2	1
428	равно как	1	1
429	сколько угодно	1	1
430	не что	1	1
431	только о	1	1
432	таким же	1	1
433	а может	1	1
434	во всяком	2	1
435	этого и	1	1
