N	2gram	Tiupa_Disk_1	FransuaR
127	тем что	3	3
128	и прежде	1	3
129	сказать что	3	3
130	в частности	9	3
131	не может	9	3
132	вместе с	1	3
133	как в	10	3
134	такого рода	4	3
135	во все	1	3
136	как бы	5	3
137	и от	1	3
138	но это	1	3
139	а в	5	3
140	они не	2	3
141	том числе	2	3
142	как известно	1	2
143	в обычном	1	2
144	одним из	2	2
145	например в	2	2
146	наших дней	2	2
147	того же	3	2
148	переход от	1	2
149	это и	1	2
150	тем же	1	2
151	по преимуществу	1	2
152	мы не	1	2
153	хотя бы	3	2
154	меньшей степени	1	2
155	на них	1	2
156	быть в	1	2
157	эту связь	1	2
158	не был	1	2
159	но не	11	2
160	тут же	1	2
161	из важнейших	1	2
162	до наших	1	2
163	что он	4	2
164	все же	3	2
165	его к	1	2
166	в которой	1	2
167	в целом	4	2
168	он в	1	2
169	из этих	1	2
170	эпохи и	2	2
171	на его	4	2
172	явления культуры	1	2
173	не к	1	2
174	свидетельствует о	2	2
175	на этом	2	2
176	значительной степени	2	2
177	лишь в	4	2
178	далеко не	10	2
179	характер и	2	2
180	если их	1	2
181	точки зрения	3	2
182	в котором	5	2
183	представление о	1	2
184	своего рода	8	2
185	что было	1	2
186	нельзя понять	1	2
187	не менее	2	2
188	дело в	1	2
189	этом отношении	1	2
190	особое внимание	1	2
191	числе и	2	2
192	должны быть	3	2
193	этой книги	1	2
194	той или	3	2
195	они и	3	2
196	в последующие	1	2
197	и это	1	2
198	момент в	1	2
199	данном случае	2	2
200	и сам	1	2
201	времени и	3	2
202	одного из	2	2
203	не исчерпывается	1	2
204	поэтому в	1	2
205	можно сказать	5	2
206	но здесь	1	2
207	образом в	1	2
208	основе своей	2	2
209	с другой	10	2
210	нас в	1	2
211	это не	3	2
212	в большей	1	2
213	к нему	1	2
214	как нечто	1	2
215	но как	2	2
216	или же	1	2
217	и ее	2	2
218	уже в	2	2
219	слова в	2	2
220	в нашей	1	2
221	как его	2	2
222	в системе	1	2
223	в форме	2	2
224	или иной	5	2
225	именно в	3	2
226	чем он	2	2
227	еще и	1	2
228	романа в	1	2
229	нового времени	1	2
230	о чем	2	2
231	с помощью	1	2
232	с этим	3	2
233	мировой истории	1	2
234	смысл в	2	2
235	этого слова	1	2
236	слова и	1	2
237	о мире	1	2
238	в книге	1	2
239	потому что	4	2
240	хотя в	2	2
241	здесь только	1	2
242	одной из	4	2
243	одновременно и	2	2
244	отношению к	9	2
245	и другие	1	2
246	это в	2	2
247	широкое распространение	1	1
248	новое время	1	1
249	отношения к	2	1
250	проникнутых единым	1	1
251	такова была	1	1
252	это делает	1	1
253	области литературы	1	1
254	литературоведения в	1	1
255	и реального	1	1
256	от своей	1	1
257	не хочет	1	1
258	из его	1	1
259	обратим особое	1	1
260	одним и	1	1
261	мы имеем	2	1
262	и лицо	1	1
263	не делает	1	1
264	на такие	1	1
265	принадлежит к	1	1
266	требует от	1	1
267	и он	2	1
268	и страха	1	1
269	на которых	1	1
270	к общему	1	1
271	во мне	3	1
272	образом историю	1	1
273	в xix	1	1
274	между собой	2	1
275	и всякий	1	1
276	слову в	1	1
277	нет и	1	1
278	что они	1	1
279	по исторической	1	1
280	что во	1	1
281	в одной	3	1
282	и восхищение	1	1
283	не согласиться	1	1
284	перед нами	3	1
285	когда он	2	1
286	сознания в	2	1
287	не являются	1	1
288	всего как	1	1
289	себе не	3	1
290	отнесены к	1	1
291	от этого	1	1
292	и глубокой	2	1
293	со своей	1	1
294	событием в	1	1
295	бы и	1	1
296	отношения с	1	1
297	что это	1	1
298	представляет собой	17	1
299	т.п но	3	1
300	художественного мышления	1	1
301	или во	1	1
302	в тех	2	1
303	право на	1	1
304	в известном	1	1
305	почти одновременно	1	1
306	речи но	1	1
307	с некоторым	1	1
308	но его	1	1
309	в ряду	2	1
310	претендует на	4	1
311	по словам	2	1
312	вернуться к	1	1
313	в xvii	1	1
314	не как	4	1
315	однако он	1	1
316	понимания и	1	1
317	том чтобы	2	1
318	в первом	3	1
319	народного творчества	2	1
320	характер в	1	1
321	свое время	1	1
322	и существенно	1	1
323	подобно тому	2	1
324	что ни	1	1
325	и по	2	1
326	так например	2	1
327	или иных	1	1
328	мы его	1	1
329	могла бы	2	1
330	распространяется на	1	1
331	извлеченная из	1	1
332	есть все	1	1
333	и читателей	1	1
334	на все	1	1
335	а как	1	1
336	это было	2	1
337	заключается в	3	1
338	при встрече	2	1
339	свидетельства и	1	1
340	с другими	1	1
341	например с	1	1
342	и тем	2	1
343	своей основе	1	1
344	нечто общее	1	1
345	для них	1	1
346	литературного произведения	3	1
347	в контексте	1	1
348	с тем	1	1
349	несмотря на	1	1
350	ветхого завета	1	1
351	это система	1	1
352	имеют дело	1	1
353	этом случае	1	1
354	и при	1	1
355	и их	1	1
356	или точнее	1	1
357	таким же	1	1
358	с точки	1	1
359	к одному	1	1
360	мысли и	2	1
361	направлен на	2	1
362	от его	1	1
363	культуры это	1	1
364	мир и	1	1
365	образом и	1	1
366	которые в	1	1
367	не в	7	1
368	виду как	1	1
369	своего времени	2	1
370	и эти	1	1
371	и более	1	1
372	в прошлом	1	1
373	не могли	1	1
374	слов о	1	1
375	по себе	3	1
376	все но	1	1
377	в историческом	2	1
378	и вся	1	1
379	раз и	1	1
380	но они	2	1
381	романа на	1	1
382	тем самым	1	1
383	самого начала	1	1
384	и притом	1	1
385	речевыми жанрами	3	1
386	и далеко	1	1
387	которого и	1	1
388	мы все	1	1
389	о них	1	1
390	но только	1	1
391	он мог	3	1
392	никогда не	2	1
393	к концу	1	1
394	по своей	11	1
395	xix веке	1	1
396	входят в	1	1
397	как будто	1	1
398	что на	1	1
399	одно и	1	1
400	на границе	1	1
401	и разнородный	1	1
402	наконец в	1	1
403	здесь совершенно	1	1
404	отличается от	2	1
405	глубокое и	1	1
406	всего в	1	1
407	здесь они	1	1
408	все еще	1	1
409	отказаться от	1	1
410	жанров и	1	1
411	в следующей	1	1
412	и стали	1	1
413	основываясь на	1	1
414	описание это	1	1
415	свою очередь	3	1
416	языка и	2	1
417	только то	1	1
418	в себя	5	1
419	в произведении	3	1
420	с самого	1	1
421	в пределах	2	1
422	на том	2	1
423	нельзя не	2	1
424	не с	3	1
425	было в	2	1
426	здесь как	1	1
427	в плоскости	1	1
428	том как	1	1
429	понятно что	1	1
430	на что	1	1
431	и вообще	2	1
432	громадное значение	1	1
433	местах и	1	1
434	возможна только	1	1
435	внимание на	4	1
436	и что	2	1
437	там же	1	1
438	к истине	1	1
439	она здесь	2	1
440	во втором	4	1
441	отметить что	1	1
442	существенную роль	3	1
443	это лишь	1	1
444	при котором	1	1
445	вообще в	1	1
446	сказочного и	1	1
447	на почве	1	1
448	того что	3	1
449	в современной	1	1
450	быть названа	1	1
451	что здесь	1	1
452	быть и	1	1
453	и одновременно	2	1
454	к различным	2	1
455	он стал	1	1
456	согласиться с	1	1
457	дело с	2	1
458	что даже	2	1
459	не имеет	1	1
460	его текстов	1	1
461	полнотой и	1	1
462	от современной	1	1
463	и часто	1	1
464	которое мы	1	1
465	речевые жанры	6	1
466	начало в	1	1
467	терминов и	1	1
468	с одной	9	1
469	в качестве	34	1
470	для всех	1	1
471	литературы в	2	1
472	которому он	1	1
473	его восприятия	1	1
474	в новое	1	1
475	в виде	1	1
476	слова не	1	1
477	xvii веке	1	1
478	входящие в	1	1
479	всяком случае	1	1
480	и также	1	1
481	представлений о	1	1
482	углом зрения	1	1
483	было опубликовано	1	1
484	каждый из	1	1
485	и литературной	1	1
486	самому автору	1	1
487	с другим	1	1
488	для правильного	1	1
489	к слушателям	1	1
490	а именно	1	1
491	с той	1	1
492	что не	4	1
493	его из	1	1
494	говорит о	1	1
495	к более	1	1
496	ничем не	1	1
497	связано с	1	1
498	с большей	1	1
499	более того	2	1
500	не на	1	1
501	убедительно раскрывает	1	1
502	однако и	2	1
503	отнюдь не	8	1
504	не всегда	2	1
505	мира в	3	1
506	культуры не	1	1
507	имея в	3	1
508	но оно	1	1
509	в творчестве	1	1
510	до этого	1	1
511	как это	1	1
512	некоторые из	1	1
513	более широкого	1	1
514	только его	1	1
515	в строгом	3	1
516	его на	1	1
517	в любой	1	1
518	не могут	1	1
519	влияния на	2	1
520	строгом смысле	1	1
521	для обозначения	3	1
522	по содержанию	1	1
523	тому как	3	1
524	за рамки	2	1
525	быть только	1	1
526	да и	1	1
527	согласно которому	1	1
528	поэтому они	1	1
529	в свое	1	1
530	места и	1	1
531	практики с	2	1
532	в формах	1	1
533	как предмет	1	1
534	но для	1	1
535	в смысле	1	1
536	под названием	1	1
537	тех или	1	1
538	это уже	1	1
539	с еще	1	1
540	или в	2	1
541	в результате	1	1
542	о котором	2	1
543	это как	1	1
544	но также	1	1
545	др на	1	1
546	ни к	6	1
547	на языке	1	1
548	будто бы	2	1
549	себе и	1	1
550	внешности и	1	1
551	с ними	1	1
552	в свою	3	1
553	мира здесь	1	1
554	не знает	1	1
555	другой стороны	3	1
556	речи и	1	1
557	их с	1	1
558	культуры в	1	1
559	который не	1	1
560	и состоит	1	1
561	речи как	2	1
562	по ходу	1	1
563	в голову	1	1
564	заметить что	2	1
565	также не	1	1
566	именно здесь	1	1
567	для каждого	1	1
568	причастности к	1	1
569	в таком	1	1
570	во всяком	2	1
571	случае его	1	1
