N	2gram	Bakhtin_Pr_5	RusskieA
366	считает что	1	1
367	каждый из	2	1
368	и всегда	1	1
369	слова как	1	1
370	или как	3	1
371	по привычке	1	1
372	того в	1	1
373	iv в	2	1
374	и углубленной	1	1
375	и его	14	1
376	они на	1	1
377	обращает на	2	1
378	доказать что	1	1
379	этом отношении	1	1
380	приносят с	1	1
381	с другом	4	1
382	от другого	2	1
383	чтобы сделать	1	1
384	они становятся	1	1
385	слова с	2	1
386	в названиях	1	1
387	для себя	7	1
388	и это	5	1
389	из их	2	1
390	в виду	3	1
391	частично совпадают	1	1
392	данном случае	1	1
393	то время	1	1
394	всей своей	2	1
395	на свой	1	1
396	собственно не	1	1
397	и сам	7	1
398	можно было	2	1
399	здесь он	2	1
400	было в	2	1
401	мы приведем	1	1
402	и мы	1	1
403	и некоторое	1	1
404	и определяется	2	1
405	подобные же	1	1
406	жизнь и	2	1
407	но иногда	1	1
408	если бы	1	1
409	должны признать	1	1
410	собой и	3	1
411	и вообще	2	1
412	но здесь	1	1
413	только так	2	1
414	в раннем	2	1
415	и та	2	1
416	прямо и	1	1
417	но мы	1	1
418	что каждый	1	1
419	в глаза	5	1
420	даже у	1	1
421	можно сказать	1	1
422	за семь	1	1
423	нас в	1	1
424	что ими	1	1
425	все на	1	1
426	к нему	13	1
427	же очень	1	1
428	и во	3	1
429	во втором	1	1
430	в третьем	1	1
431	во всей	1	1
432	себя но	2	1
433	в форме	3	1
434	наконец в	4	1
435	о своих	1	1
436	было бы	3	1
437	другие же	1	1
438	что здесь	1	1
439	на которой	2	1
440	слово с	6	1
441	же все	1	1
442	в позднейших	1	1
443	сразу же	1	1
444	совсем не	3	1
445	тот же	4	1
446	что он	24	1
447	и действительно	1	1
448	очень много	1	1
449	и так	4	1
450	вот все	1	1
451	он во	2	1
452	он уже	3	1
453	это слово	4	1
454	бы ни	1	1
455	вот что	1	1
456	с которыми	2	1
457	есть в	1	1
458	уже в	3	1
459	обращения к	1	1
460	или не	1	1
461	же но	2	1
462	же в	1	1
463	же явления	1	1
464	только одно	1	1
465	слова если	1	1
466	него нет	2	1
467	совсем другое	2	1
468	других так	1	1
469	всяком случае	4	1
470	нуждается в	3	1
471	изображается в	1	1
472	чтобы она	1	1
473	дело и	1	1
474	случае не	1	1
475	не могут	1	1
476	нет его	1	1
477	в очень	1	1
478	вид что	1	1
479	не до	1	1
480	что дело	1	1
481	каждый человек	1	1
482	главное и	1	1
483	к которому	1	1
484	еще и	1	1
485	тому как	2	1
486	мы еще	1	1
487	что не	4	1
488	обратиться к	1	1
489	i это	3	1
490	говорит о	2	1
491	уже почти	1	1
492	другому и	3	1
493	и своего	3	1
494	у других	1	1
495	с которым	4	1
496	жизнь в	1	1
497	точек зрения	2	1
498	мы остановимся	3	1
499	или с	1	1
500	которой он	3	1
501	одна и	2	1
502	под влиянием	3	1
503	мы знаем	2	1
504	безо всякой	1	1
505	если не	1	1
506	себя на	1	1
507	уже давно	1	1
508	нет он	1	1
509	некоторые из	1	1
510	зрения он	1	1
511	надо было	2	1
512	из которых	1	1
513	в пределах	11	1
514	по своему	4	1
515	в данном	1	1
516	в той	4	1
517	ко всему	1	1
518	только себя	1	1
519	в первой	1	1
520	как средство	1	1
521	друг с	4	1
522	и было	1	1
523	которые также	1	1
524	но для	2	1
525	кроме того	1	1
526	это как	3	1
527	под названием	1	1
528	не является	1	1
529	случаях когда	1	1
530	всем этим	2	1
531	его нет	1	1
532	в двух	1	1
533	в отдельных	1	1
534	следующий за	2	1
535	от него	6	1
536	и все	15	1
537	из своего	4	1
538	только с	3	1
539	на более	1	1
540	но оно	1	1
541	ты не	1	1
542	согласиться с	1	1
543	слово в	2	1
544	это все	1	1
545	между ними	1	1
546	не знает	6	1
547	сказать что	3	1
548	столом и	1	1
549	после каждого	1	1
550	является и	1	1
551	отношению к	7	1
552	оно не	1	1
553	в заключение	1	1
554	ней с	1	1
555	я тебе	1	1
556	и вновь	1	1
557	в продолжение	1	1
558	как на	1	1
559	во всяком	4	1
