N	2gram	Bakhtin_fo_2	Istorich
131	а также	3	3
132	о природе	1	3
133	представления о	1	3
134	герой в	1	3
135	в том	10	3
136	мы увидим	1	3
137	только в	11	3
138	как нечто	1	3
139	и других	2	3
140	связан с	1	3
141	не на	3	3
142	о чем	3	3
143	там где	2	3
144	в данном	2	3
145	сравнению с	1	3
146	наряду с	2	3
147	как бы	10	3
148	по существу	5	3
149	с животными	1	3
150	этом случае	2	3
151	указать на	1	3
152	всякого рода	1	3
153	но это	2	3
154	же в	4	3
155	между ними	2	3
156	он всегда	1	3
157	и другие	3	3
158	начинается с	1	2
159	мы здесь	1	2
160	такую же	1	2
161	в средние	3	2
162	и есть	2	2
163	должна быть	1	2
164	видеть в	1	2
165	а как	1	2
166	ему в	3	2
167	тех же	1	2
168	к ним	2	2
169	вступают в	2	2
170	отношение к	3	2
171	в этой	2	2
172	в истории	4	2
173	с этим	5	2
174	в своем	5	2
175	хотя и	3	2
176	в фольклоре	2	2
177	своей матери	1	2
178	конечно не	4	2
179	в главе	7	2
180	еще один	1	2
181	эти новые	1	2
182	и тот	1	2
183	в себе	4	2
184	другом случае	1	2
185	имеем в	3	2
186	в нем	5	2
187	же это	1	2
188	в мифах	1	2
189	его от	1	2
190	на этом	2	2
191	так например	1	2
192	здесь мы	3	2
193	связанных с	3	2
194	лишь в	2	2
195	или просто	1	2
196	было бы	2	2
197	герой переходит	1	2
198	из них	8	2
199	и тем	1	2
200	он же	1	2
201	с тем	2	2
202	которой он	2	2
203	и их	4	2
204	превращения в	1	2
205	все это	6	2
206	однако в	1	2
207	по себе	2	2
208	случае мы	1	2
209	ему как	1	2
210	что есть	1	2
211	в таких	1	2
212	здесь на	1	2
213	не по	1	2
214	представлением о	1	2
215	это мы	1	2
216	так много	1	2
217	одна из	1	2
218	же представление	1	2
219	по своей	1	2
220	что на	3	2
221	у нас	2	2
222	в немецкой	1	2
223	не могут	1	2
224	во все	2	2
225	его с	1	2
226	в греческом	5	2
227	я тебя	1	2
228	формы и	1	2
229	передается по	1	2
230	и этим	1	2
231	никогда не	6	2
232	том как	3	2
233	и на	7	2
234	имеется в	1	2
235	если бы	1	2
236	это обычно	1	2
237	таков например	2	2
238	и во	6	2
239	этот момент	1	2
240	в форме	3	2
241	на острове	4	2
242	того что	3	2
243	несколько примеров	1	2
244	у тебя	1	2
245	их не	2	2
246	это же	1	2
247	себя в	1	2
248	так что	4	2
249	уже в	4	2
250	и они	3	2
251	в виде	1	2
252	есть в	1	2
253	ни в	1	2
254	представлений о	2	2
255	только с	1	2
256	герой и	1	2
257	земле в	1	2
258	в особенности	6	2
259	вином и	1	2
260	на этот	1	2
261	его как	1	2
262	с помощью	3	2
263	в частности	5	2
264	гор и	1	2
265	и вот	2	2
266	этого слова	1	2
267	в отдельности	1	2
268	с этой	4	2
269	есть и	4	2
270	приведем несколько	1	2
271	между прочим	1	2
272	же самое	3	2
273	это уже	1	2
274	в связи	8	2
275	и все	6	2
276	и целый	1	2
277	в страну	1	2
278	сказать что	1	2
279	средние века	3	2
280	но этот	1	2
281	мы считаем	1	2
282	говорили о	1	1
283	говоря о	1	1
284	эта новая	1	1
285	чего не	1	1
286	смерть в	1	1
287	не имеют	1	1
288	для более	1	1
289	был и	1	1
290	к созданию	1	1
291	их и	1	1
292	тридевять земель	1	1
293	есть не	1	1
294	на тех	1	1
295	бы уже	1	1
296	в особой	1	1
297	мы не	1	1
298	что если	1	1
299	выходит из	1	1
300	он как	1	1
301	есть нечто	1	1
302	время как	1	1
303	принадлежит к	2	1
304	античный материал	1	1
305	они были	2	1
306	так называемые	1	1
307	в ней	1	1
308	герой может	1	1
309	сталкивается с	1	1
310	он был	2	1
311	он сам	1	1
312	что по	1	1
313	в широком	1	1
314	в воду	1	1
315	в различных	1	1
316	в чем	1	1
317	что люди	1	1
318	во всех	11	1
319	от его	1	1
320	землю и	1	1
321	которыми они	1	1
322	о смерти	2	1
323	мы будем	3	1
324	но как	1	1
325	роль их	2	1
326	друг на	2	1
327	если в	2	1
328	а он	1	1
329	себе и	1	1
330	отчасти и	3	1
331	как говорит	1	1
332	что как	1	1
333	средство от	1	1
334	бы при	1	1
335	однако не	1	1
336	целый ряд	3	1
337	и наконец	6	1
338	может послужить	1	1
339	и материальной	1	1
340	и к	2	1
341	на своем	1	1
342	под тем	1	1
343	животных и	1	1
344	отношение как	1	1
345	та же	3	1
346	жизни так	1	1
347	море и	1	1
348	то и	1	1
349	им в	1	1
350	ничего и	1	1
351	особое место	2	1
352	и те	1	1
353	ее как	1	1
354	почти всегда	2	1
355	дальше и	1	1
356	под землей	2	1
357	не могла	2	1
358	на свой	1	1
359	вообще не	1	1
360	и стало	1	1
361	за тридевять	1	1
362	всех этих	7	1
363	между царством	1	1
364	не как	1	1
365	мир как	1	1
366	широком смысле	1	1
367	и связанные	1	1
368	из него	1	1
369	никому не	1	1
370	людей и	2	1
371	одно и	1	1
372	исходя из	1	1
373	где нет	1	1
374	в совершенно	3	1
375	них не	1	1
376	на этой	1	1
377	налево и	1	1
378	дома и	1	1
379	и которые	1	1
380	бы нам	1	1
381	смерть и	8	1
382	по всему	3	1
383	в них	7	1
384	о которых	1	1
385	служит в	1	1
386	на материале	1	1
387	на друга	2	1
388	со своими	2	1
389	новые формы	1	1
390	и уже	1	1
391	перестает быть	2	1
392	или три	1	1
393	и такая	1	1
394	что такого	1	1
395	физической силой	1	1
396	бога и	2	1
397	такой же	1	1
398	и тогда	1	1
399	в царстве	2	1
400	и становится	2	1
401	точки зрения	10	1
402	выбрать себе	1	1
403	именно и	1	1
404	и смерть	4	1
405	в котором	4	1
406	как путем	1	1
407	сюда в	1	1
408	момент в	1	1
409	дается в	2	1
410	образы эти	1	1
411	образом и	1	1
412	друг другу	2	1
413	что было	3	1
414	и эти	1	1
415	бы нас	2	1
416	сам он	1	1
417	тому что	1	1
418	нет никакого	1	1
419	вплоть до	2	1
420	ее так	1	1
421	о значении	1	1
422	в то	5	1
423	на два	1	1
424	же становится	1	1
425	облекается в	1	1
426	и имеет	2	1
427	имеет отношение	1	1
428	мертвых в	1	1
429	преимущественно в	1	1
430	человека за	1	1
431	близки к	1	1
432	более что	2	1
433	можно сказать	2	1
434	он хочет	1	1
435	и является	1	1
436	нам важно	1	1
437	ссылаясь на	2	1
438	до того	2	1
439	и делает	1	1
440	в основе	6	1
441	и несколько	2	1
442	iii и	1	1
443	он хозяин	1	1
444	очень часто	2	1
445	на границе	3	1
446	когда мы	1	1
447	должны быть	1	1
448	с полной	1	1
449	к тому	3	1
450	где он	1	1
451	здесь еще	3	1
452	и это	2	1
453	с ее	1	1
454	как не	1	1
455	на основе	3	1
456	то время	1	1
457	в пределах	5	1
458	роль в	3	1
459	на шее	1	1
460	есть человек	1	1
461	в глаза	1	1
462	вещи и	2	1
463	время путешествия	1	1
464	особенно в	2	1
465	в борьбе	3	1
466	наши задачи	1	1
467	и каждый	1	1
468	могла быть	1	1
469	жизнь и	3	1
470	не за	1	1
471	между собой	1	1
472	в эпоху	4	1
473	быту и	1	1
474	один человек	1	1
475	с ним	4	1
476	но здесь	2	1
477	все его	4	1
478	в виду	3	1
479	назвать его	1	1
480	вот почему	1	1
481	то они	1	1
482	загробном мире	4	1
483	внимание на	1	1
484	услугу и	1	1
485	и весь	2	1
486	они основаны	1	1
487	особое значение	2	1
488	как этот	1	1
489	этих двух	1	1
490	как нет	1	1
491	доходит до	1	1
492	двух сторон	1	1
493	за эту	1	1
494	функций в	1	1
495	бы в	1	1
496	говорит он	1	1
497	тем более	3	1
498	и следовательно	1	1
499	ряд других	1	1
500	и об	1	1
501	в него	1	1
502	быть и	2	1
503	один из	2	1
504	становятся уже	1	1
505	человека в	6	1
506	тот же	3	1
507	юношей и	1	1
508	начинают приобретать	1	1
509	что даже	1	1
510	могло быть	1	1
511	и так	2	1
512	до нас	1	1
513	он действует	1	1
514	и жизни	1	1
515	и выходит	1	1
516	чаще всего	1	1
517	по другим	1	1
518	не можем	1	1
519	в большинстве	3	1
520	вернуться к	1	1
521	еще одну	1	1
522	здесь же	1	1
523	мы достаточно	1	1
524	большинстве случаев	3	1
525	объясняется тем	1	1
526	глаза и	1	1
527	в критический	1	1
528	обращаем внимание	1	1
529	был бы	1	1
530	руки и	1	1
531	он весь	1	1
532	как их	1	1
533	не для	2	1
534	и вдруг	1	1
535	и вместе	1	1
536	смерти и	4	1
537	они становятся	1	1
538	в очень	1	1
539	же еще	1	1
540	и обряды	1	1
541	представление о	2	1
542	без всякой	1	1
543	как у	3	1
544	на ее	1	1
545	говорить и	1	1
546	именно в	2	1
547	что тот	1	1
548	он часто	1	1
549	близок к	1	1
550	мы еще	3	1
551	и затем	2	1
552	что не	1	1
553	прежде всего	14	1
554	не было	3	1
555	в образах	1	1
556	мы скажем	1	1
557	у других	1	1
558	ничем не	1	1
559	человеческой жизни	4	1
560	человек в	2	1
561	его по	1	1
562	для человека	1	1
563	под влиянием	1	1
564	он и	1	1
565	для чего	2	1
566	мог быть	1	1
567	какая же	1	1
568	с воинами	1	1
569	на голове	1	1
570	всегда является	1	1
571	с разными	1	1
572	фольклоре не	1	1
573	полной ясностью	1	1
574	не знал	1	1
575	только начало	1	1
576	содержанию и	1	1
577	ей и	1	1
578	а потом	2	1
579	быть только	1	1
580	него есть	2	1
581	в это	3	1
582	останавливаться на	1	1
583	в основном	8	1
584	скажем в	1	1
585	видно что	1	1
586	см гл	1	1
587	обрядовых и	1	1
588	здесь в	6	1
589	на одной	1	1
590	этому миру	1	1
591	они дают	1	1
592	критический момент	1	1
593	основаны на	1	1
594	он по	1	1
595	в результате	1	1
596	же случай	1	1
597	которая в	1	1
598	его происхождение	1	1
599	жизни и	8	1
600	у них	2	1
601	здесь по	1	1
602	еще более	4	1
603	и ни	1	1
604	и смысл	1	1
605	в наши	1	1
606	затем когда	1	1
607	его функции	1	1
608	бы на	1	1
609	же функции	1	1
610	не знает	2	1
611	же относится	1	1
612	мир но	1	1
613	и никому	1	1
614	одновременно и	1	1
615	ту и	2	1
616	изо рта	1	1
617	под этим	1	1
618	но эти	3	1
619	в загробном	1	1
620	по поводу	1	1
621	из головы	1	1
622	как на	2	1
623	том числе	3	1
624	они не	1	1
