N	2gram	Bakhtin_Pr_1	KFilosof
101	должно быть	5	5
102	но эта	1	5
103	не имеет	9	5
104	никогда не	5	5
105	в событии	3	5
106	с ним	5	5
107	и содержание	3	5
108	эстетического созерцания	3	5
109	именно в	1	5
110	бытия в	3	5
111	его как	3	5
112	есть лишь	3	5
113	там где	6	5
114	в контексте	1	5
115	событие в	2	5
116	ее и	1	5
117	в основе	5	5
118	хотя бы	4	5
119	жизни в	1	5
120	не знает	3	5
121	как его	3	4
122	проникает в	2	4
123	и момент	1	4
124	в чем	2	4
125	при этом	5	4
126	не как	1	4
127	здесь мы	2	4
128	бы быть	1	4
129	ценности и	2	4
130	входит в	8	4
131	не проникает	1	4
132	места в	1	4
133	место в	8	4
134	бытие как	1	4
135	тем самым	4	4
136	к ним	1	4
137	чем не	2	4
138	с ними	4	4
139	изнутри самого	3	4
140	мира и	1	4
141	познания и	30	4
142	изнутри его	1	4
143	между тем	7	4
144	во всей	1	4
145	нисколько не	1	4
146	ни было	3	4
147	в одном	1	4
148	вне ее	2	4
149	в эстетическом	3	4
150	только момент	1	4
151	поскольку мы	1	4
152	том что	3	4
153	для нас	1	4
154	отношению ко	1	4
155	а в	6	4
156	только как	6	4
157	что в	7	4
158	в своих	2	4
159	самом деле	6	3
160	на самом	4	3
161	событии бытия	2	3
162	из его	1	3
163	должна быть	4	3
164	предмета в	1	3
165	что это	2	3
166	в ней	4	3
167	еще не	7	3
168	и на	3	3
169	события в	1	3
170	тем как	5	3
171	но конечно	4	3
172	а следовательно	1	3
173	себе и	1	3
174	нет и	3	3
175	независимо от	13	3
176	и этим	6	3
177	ее целом	1	3
178	к чему	2	3
179	бы и	1	3
180	бы не	2	3
181	всех этих	1	3
182	для того	2	3
183	в корне	2	3
184	всех своих	2	3
185	в каждом	2	3
186	могла бы	1	3
187	в другом	2	3
188	себя не	1	3
189	этом смысле	3	3
190	эти моменты	2	3
191	нет в	1	3
192	рядом с	5	3
193	нигде не	1	3
194	не должно	1	3
195	не менее	4	3
196	в единство	2	3
197	ничего не	6	3
198	целом и	1	3
199	могут быть	5	3
200	здесь не	4	3
201	культуры и	3	3
202	ясно что	3	3
203	здесь нет	2	3
204	с человеком	1	3
205	но здесь	3	3
206	в виду	4	3
207	о том	4	3
208	и весь	2	3
209	того или	2	3
210	положения и	1	3
211	моменты и	1	3
212	нем и	2	3
213	того что	2	3
214	в современной	2	3
215	быть и	1	3
216	единство события	1	3
217	а лишь	2	3
218	и тем	3	3
219	есть я	1	3
220	не дает	2	3
221	был бы	1	3
222	и должна	3	3
223	как событие	1	3
224	тем что	2	3
225	а эта	1	3
226	что не	4	3
227	и пр	2	3
228	а изнутри	1	3
229	до конца	1	3
230	в момент	1	3
231	поступка а	1	3
232	по своему	1	3
233	соотнесено с	1	3
234	от него	3	3
235	лишь как	4	3
236	только с	1	3
237	ценностный смысл	1	3
238	но можно	2	3
239	в свою	2	3
240	или иного	2	3
241	в то	4	3
242	себя как	5	2
243	мы здесь	4	2
244	не остается	2	2
245	все остальное	1	2
246	принципиально нет	1	2
247	он может	2	2
248	это и	1	2
249	и принципиально	1	2
250	чего не	1	2
251	контекста в	1	2
252	едва ли	3	2
253	поскольку она	1	2
254	а как	3	2
255	вопрос о	1	2
256	познавательный акт	5	2
257	и поступка	15	2
258	имеют место	2	2
259	его автономной	1	2
260	не нужно	5	2
261	поступок на	1	2
262	с его	2	2
263	я становлюсь	1	2
264	в данном	4	2
265	к которой	1	2
266	или иное	2	2
267	становится действительно	1	2
268	как в	4	2
269	этом его	1	2
270	как к	2	2
271	то или	2	2
272	в событие	2	2
273	и как	8	2
274	этих моментов	1	2
275	ни одна	2	2
276	в этой	1	2
277	для эстетического	6	2
278	нами в	2	2
279	познавательного акта	2	2
280	вследствие этого	3	2
281	как оно	1	2
282	быть соотнесено	1	2
283	есть именно	1	2
284	в принципе	1	2
285	в виде	2	2
286	и единство	1	2
287	архитектоническое целое	1	2
288	видит и	1	2
289	так и	5	2
290	область культуры	1	2
291	всех отношениях	1	2
292	то ни	3	2
293	смысла в	1	2
294	и может	1	2
295	действительности в	2	2
296	и мы	1	2
297	факта и	1	2
298	с тем	1	2
299	место и	2	2
300	философии в	1	2
301	должен стать	1	2
302	но я	1	2
303	в теоретический	1	2
304	можно ли	1	2
305	есть его	3	2
306	эмоционально-волевое отношение	1	2
307	тем не	3	2
308	и эти	1	2
309	войти в	2	2
310	по себе	1	2
311	случае мы	2	2
312	тому что	1	2
313	раз и	2	2
314	что есть	1	2
315	что эта	2	2
316	мышления и	1	2
317	дело в	2	2
318	в процессе	1	2
319	того чтобы	2	2
320	целом как	1	2
321	же время	3	2
322	моменты не	1	2
323	и ценности	1	2
324	и чувство	1	2
325	не нужен	1	2
326	в сознании	1	2
327	в области	11	2
328	существенную связь	1	2
329	к себе	2	2
330	и именно	2	2
331	его с	1	2
332	может представиться	2	2
333	той или	2	2
334	оно не	3	2
335	чтобы стать	4	2
336	активности в	1	2
337	культурной области	2	2
338	можно и	2	2
339	момент активности	1	2
340	события так	2	2
341	на нем	1	2
342	и долженствования	1	2
343	говорить о	3	2
344	чему не	1	2
345	психический процесс	2	2
346	это только	1	2
347	даны в	1	2
348	бы то	3	2
349	основе своей	3	2
350	поступка ибо	1	2
351	или как	3	2
352	нем не	1	2
353	ее от	1	2
354	вся эта	1	2
355	его осуществления	1	2
356	индифферентным к	1	2
357	может иметь	5	2
358	в него	2	2
359	познания в	1	2
360	как психический	1	2
361	содержания но	3	2
362	и должный	1	2
363	научного мышления	1	2
364	дело с	6	2
365	что он	2	2
366	каждый момент	4	2
367	всех его	4	2
368	именно на	1	2
369	со всеми	3	2
370	поступке и	1	2
371	события и	2	2
372	содержание не	2	2
373	и других	2	2
374	его и	1	2
375	к содержанию	17	2
376	момент ее	3	2
377	и навсегда	1	2
378	слова в	7	2
379	содержания и	6	2
380	содержание и	2	2
381	не о	1	2
382	принципиально не	4	2
383	поступающего сознания	2	2
384	себе а	1	2
385	или иной	2	2
386	этим путем	1	2
387	ли это	1	2
388	познания но	2	2
389	себя и	3	2
390	предмет и	1	2
391	прежде всего	13	2
392	только по	4	2
393	смысла и	1	2
394	эстетического и	1	2
395	есть момент	1	2
396	и потому	4	2
397	подхода к	2	2
398	может обосновать	3	2
399	к ценности	3	2
400	post factum	1	2
401	быть не	1	2
402	этого слова	1	2
403	все остальные	1	2
404	но для	1	2
405	это уже	1	2
406	социальные науки	1	2
407	самого поступка	1	2
408	это можно	1	2
409	или иным	1	2
410	еще более	1	2
411	и смысл	1	2
412	ни к	2	2
413	единство культуры	1	2
414	но всегда	1	2
415	отношении к	1	2
416	но этот	1	2
417	которой я	1	2
418	от единого	1	2
419	суждения и	2	2
420	и эта	2	2
421	к этому	2	2
422	как просто	1	1
423	эстетические моменты	1	1
424	смысле слова	2	1
425	нравственных норм	1	1
426	также и	3	1
427	человека и	1	1
428	как единую	1	1
429	факт и	1	1
430	в эстетике	2	1
431	его существе	1	1
432	поступка его	1	1
433	показать что	2	1
434	мало одного	1	1
435	в чисто	1	1
436	как необходимый	1	1
437	всем что	1	1
438	единством в	1	1
439	исходит из	1	1
440	не имеют	2	1
441	действительности и	3	1
442	мышления но	1	1
443	особенно часто	3	1
444	отношения к	6	1
445	мы уже	1	1
446	его не	2	1
447	их и	2	1
448	из всех	1	1
449	со всех	2	1
450	и критике	1	1
451	нуждаются в	1	1
452	которую я	1	1
453	конечно все	1	1
454	содержания в	4	1
455	бы что	1	1
456	что уже	1	1
457	единство и	2	1
458	и функция	2	1
459	поступок это	1	1
460	науки и	1	1
461	в основных	1	1
462	быть определены	1	1
463	совпадает с	2	1
464	эстетики и	3	1
465	этом условии	1	1
466	бы ни	1	1
467	и ее	2	1
468	внутри его	1	1
469	культурного творчества	3	1
470	конечно и	4	1
471	так называемые	1	1
472	и он	2	1
473	всех сторон	2	1
474	стороны его	1	1
475	быть понято	1	1
476	событие как	2	1
477	мысли и	1	1
478	столь же	2	1
479	поступком в	1	1
480	этим не	1	1
481	моментом эстетического	1	1
482	как таковая	1	1
483	в нашем	4	1
484	недостаток материальной	1	1
485	различия между	1	1
486	мы будем	3	1
487	психология познания	1	1
488	и значении	1	1
489	что язык	1	1
490	ее самой	1	1
491	таком положении	2	1
492	субъективного и	1	1
493	смысловое единство	1	1
494	не просто	1	1
495	в истории	2	1
496	ибо на	1	1
497	который им	1	1
498	именно данного	1	1
499	его то	1	1
500	в услужении	1	1
501	помнить что	3	1
502	самого как	1	1
503	весь эстетический	2	1
504	хотя и	3	1
505	и наконец	6	1
506	содержания не	1	1
507	и к	3	1
508	оказывается с	1	1
509	в непосредственной	1	1
510	в действительности	1	1
511	целому и	1	1
512	в первом	1	1
513	момент а	1	1
514	только собою	1	1
515	в самом	7	1
516	в которой	1	1
517	есть произведения	1	1
518	а чисто	1	1
519	ни один	1	1
520	есть для	1	1
521	бы только	1	1
522	его момент	1	1
523	здесь есть	1	1
524	на то	2	1
525	если он	1	1
526	их конкретном	1	1
527	и поступок	2	1
528	к выводу	1	1
529	не следует	2	1
530	не отменяет	2	1
531	оно было	2	1
532	она становится	1	1
533	единство в	1	1
534	перестает быть	4	1
535	момента в	2	1
536	нее и	1	1
537	эта последняя	1	1
538	методически не	3	1
539	не к	6	1
540	образом и	1	1
541	остается совершенно	1	1
542	нем но	1	1
543	моментом и	1	1
544	конкретном единстве	1	1
545	его от	1	1
546	в содержание	5	1
547	на этом	2	1
548	мое активное	1	1
549	значительной степени	1	1
550	этом последнем	1	1
551	том же	2	1
552	подход к	1	1
553	его сама	1	1
554	имеют в	1	1
555	возможное единство	1	1
556	целое как	1	1
557	и с	17	1
558	отвлеченное от	1	1
559	значимое в	1	1
560	то есть	46	1
561	где оно	2	1
562	это было	1	1
563	может стать	3	1
564	и иных	1	1
565	на почве	3	1
566	не совпадает	2	1
567	форму и	2	1
568	к миру	3	1
569	как таковому	1	1
570	ней но	1	1
571	своей активности	1	1
572	быть ясно	1	1
573	в предмете	4	1
574	это положение	1	1
575	поступающему сознанию	1	1
576	все равно	1	1
577	нашего исследования	1	1
578	всеми другими	1	1
579	этого не	1	1
580	поступка хотя	1	1
581	и уже	1	1
582	при созерцании	2	1
583	несмотря на	3	1
584	отвлеченно взятая	1	1
585	построить систему	1	1
586	все моменты	2	1
587	и полноты	1	1
588	чем в	2	1
589	эстетическое бытие	2	1
590	ценностное отношение	2	1
591	в один	1	1
592	имеют дело	3	1
593	в этих	2	1
594	как единство	1	1
595	художественного творчества	12	1
596	какие бы	1	1
597	лежат в	1	1
598	он должен	2	1
599	не становится	1	1
600	работы здесь	1	1
601	своих моментах	2	1
602	к предмету	1	1
603	все и	2	1
604	цели и	2	1
605	полноты свершения	1	1
606	с долженствованием	1	1
607	понятий и	2	1
608	направлен на	1	1
609	себе самой	1	1
610	не путем	2	1
611	значение для	3	1
612	моментом не	1	1
613	является только	1	1
614	эстетической интуиции	1	1
615	сам же	1	1
616	не будем	3	1
617	но он	1	1
618	творчества и	5	1
619	в философии	1	1
620	момент ни	1	1
621	искусстве в	1	1
622	человека но	1	1
623	акта и	3	1
624	понижает и	1	1
625	могущая быть	1	1
626	на один	1	1
627	вообще невозможно	1	1
628	быть признан	1	1
629	она не	2	1
630	как мое	1	1
631	в содержании	1	1
632	как о	1	1
633	мышление в	1	1
634	здесь лишь	1	1
635	одна из	2	1
636	знает конечно	1	1
637	здесь на	1	1
638	смысле и	1	1
639	но может	1	1
640	так чтобы	1	1
641	впервые делает	2	1
642	форма не	4	1
643	к такому	1	1
644	определенного и	1	1
645	следовательно и	1	1
646	воспоминания и	1	1
647	все свои	1	1
648	взаимно проникают	1	1
649	слово и	2	1
650	которые могут	2	1
651	находятся в	1	1
652	вследствие того	1	1
653	и познания	2	1
654	тоже только	1	1
655	история не	1	1
656	мире и	1	1
657	проникают друг	1	1
658	и теперь	1	1
659	его он	1	1
660	здесь же	2	1
661	и этические	1	1
662	следует что	2	1
663	до того	1	1
664	уже и	1	1
665	не является	3	1
666	акт не	1	1
667	я направлен	1	1
668	представляется нам	2	1
669	единстве культуры	5	1
670	и должно	3	1
671	есть только	2	1
672	отличается от	2	1
673	и относит	1	1
674	к тому	1	1
675	созерцания и	1	1
676	так она	1	1
677	это содержание	1	1
678	целом в	2	1
679	своей есть	1	1
680	социальные и	1	1
681	имеет место	5	1
682	него как	1	1
683	может удержать	1	1
684	оно может	2	1
685	продуктивность и	1	1
686	и о	5	1
687	иной чем	1	1
688	лежат вне	1	1
689	с ее	1	1
690	что все	2	1
691	как не	1	1
692	и завершенное	1	1
693	свою очередь	1	1
694	всего этого	1	1
695	позицию по	4	1
696	человек а	1	1
697	истории философии	1	1
698	и от	3	1
699	только со	4	1
700	характер и	1	1
701	содержание представляется	1	1
702	можно сделать	2	1
703	отвлечься от	1	1
704	она только	2	1
705	приводит к	3	1
706	можно говорить	2	1
707	и иные	1	1
708	как с	1	1
709	на том	1	1
710	как содержание	3	1
711	моей активности	1	1
712	не с	4	1
713	его совершенно	1	1
714	особенно в	2	1
715	мог бы	1	1
716	это событие	1	1
717	произведения не	1	1
718	осуществляется в	1	1
719	как таковую	1	1
720	можно только	6	1
721	может возникнуть	1	1
722	и социальные	1	1
723	поэтому в	2	1
724	в настоящее	1	1
725	и даже	3	1
726	остановимся на	1	1
727	быть просто	1	1
728	образом в	1	1
729	и смысловое	1	1
730	эта действительность	1	1
731	суждения не	1	1
732	каждый раз	1	1
733	но фактически	1	1
734	с математическим	1	1
735	есть возможная	1	1
736	возможна только	1	1
737	нашей работы	1	1
738	культуре то	1	1
739	другими словами	2	1
740	настоящее время	1	1
741	систематическим единством	1	1
742	социальное человечество	2	1
743	делает возможным	2	1
744	к действительности	3	1
745	единство изнутри	1	1
746	можно сказать	2	1
747	и заданное	1	1
748	ли она	1	1
749	в значительной	2	1
750	не выходит	1	1
751	и во	2	1
752	в конечном	4	1
753	ли кто-нибудь	1	1
754	один момент	1	1
755	и смысловой	1	1
756	и большой	1	1
757	тем или	1	1
758	момента и	1	1
759	от них	2	1
760	лишь путем	1	1
761	во втором	1	1
762	нуждается в	2	1
763	единству содержания	1	1
764	не математическое	1	1
765	понять его	4	1
766	но нельзя	2	1
767	вообще и	1	1
768	двух ценностных	1	1
769	сказать и	3	1
770	человека как	2	1
771	в лучшем	2	1
772	может непосредственно	1	1
773	активность и	3	1
774	в каких	2	1
775	неправильным было	1	1
776	предмета и	2	1
777	которой и	1	1
778	но с	3	1
779	понятие можно	1	1
780	конечно можно	2	1
781	наличное в	1	1
782	вне себя	4	1
783	одной из	3	1
784	в какой	2	1
785	субъекта в	1	1
786	целом с	1	1
787	и живое	1	1
788	в напряженном	1	1
789	глубоко различны	1	1
790	познанным и	1	1
791	своего свободного	1	1
792	эстетическое созерцание	2	1
793	моментом является	1	1
794	в напряженной	1	1
795	систематическое единство	1	1
796	а только	2	1
797	изнутри и	1	1
798	нем нет	1	1
799	только при	2	1
800	момент не	3	1
801	не можем	2	1
802	что обусловлено	1	1
803	в большинстве	5	1
804	с конкретным	1	1
805	только на	1	1
806	ее а	1	1
807	не отвлекается	1	1
808	желания и	1	1
809	дано в	3	1
810	отношение не	1	1
811	и чисто	1	1
812	познания не	4	1
813	большинстве случаев	5	1
814	об отдельных	2	1
815	в душе	1	1
816	конечном счете	4	1
817	и созерцателя	5	1
818	мир не	1	1
819	действительности поступка	3	1
820	ценность в	1	1
821	обычное противопоставление	1	1
822	нет она	1	1
823	говорить об	1	1
824	даже к	1	1
825	не для	1	1
826	смысле этого	1	1
827	ее не	1	1
828	может служить	1	1
829	друг друга	1	1
830	если оно	1	1
831	мы можем	6	1
832	от ответственности	1	1
833	с действительностью	3	1
834	для решения	1	1
835	нас как	1	1
836	предмету но	1	1
837	которые как	1	1
838	чувствует себя	1	1
839	именно как	1	1
840	самого познания	4	1
841	возможность она	1	1
842	его ибо	1	1
843	и содержания	3	1
844	она и	1	1
845	и смысловую	1	1
846	поступка есть	1	1
847	и смысловых	1	1
848	точек зрения	1	1
849	он живет	1	1
850	с другим	1	1
851	на ее	3	1
852	до этого	1	1
853	здесь в	2	1
854	или просто	1	1
855	миру и	2	1
856	только путем	1	1
857	и самая	1	1
858	содержанием в	1	1
859	и др	8	1
860	дадим здесь	1	1
861	каково бы	1	1
862	быть чисто	2	1
863	только post	1	1
864	противном случае	3	1
865	притом не	1	1
866	моментов и	1	1
867	другом случае	1	1
868	она является	1	1
869	человеческой жизни	1	1
870	с которым	1	1
871	все сплошь	1	1
872	что мы	1	1
873	его эстетической	1	1
874	только я	1	1
875	быть адекватно	1	1
876	стороны в	1	1
877	связь с	3	1
878	не способна	4	1
879	вместе с	1	1
880	событие не	2	1
881	иной культурной	1	1
882	к его	2	1
883	смысл который	1	1
884	мы говорим	1	1
885	его содержание	1	1
886	себе самому	1	1
887	в историю	1	1
888	всей полноте	1	1
889	из которых	2	1
890	нее это	2	1
891	основных чертах	1	1
892	и действительность	1	1
893	и смысла	2	1
894	момент как	4	1
895	в задании	1	1
896	и всей	1	1
897	как целое	1	1
898	своего содержания	2	1
899	и менее	1	1
900	том смысле	1	1
901	к событию	1	1
902	слова и	3	1
903	человека конечно	1	1
904	события а	1	1
905	умирает в	1	1
906	лучшем случае	2	1
907	как таковой	2	1
908	же самое	2	1
909	как маленький	1	1
910	в противном	3	1
911	должны быть	4	1
912	не раз	1	1
913	осуществления и	1	1
914	определения и	1	1
915	вообще есть	1	1
916	за его	3	1
917	для выражения	1	1
918	живет и	1	1
919	не существует	1	1
920	что делает	1	1
921	эта задача	1	1
922	она может	3	1
923	не подлежит	1	1
924	момент познавательного	1	1
925	уже чисто	1	1
926	или в	2	1
927	имеет дело	9	1
928	но отнюдь	7	1
929	быть эстетически	1	1
930	а к	2	1
931	вся культура	1	1
932	эстетической деятельности	2	1
933	слова мы	1	1
934	это может	1	1
935	не более	2	1
936	созерцания но	1	1
937	мы должны	2	1
938	только что	1	1
939	творчества но	1	1
940	мы ничего	1	1
941	все они	5	1
942	я в	1	1
943	могли быть	1	1
944	конечно когда	1	1
945	быть понята	2	1
946	но оно	1	1
947	между ними	4	1
948	неотделим от	1	1
949	культуры как	1	1
950	была бы	2	1
951	в материальной	1	1
952	рассмотрения и	1	1
953	равно как	1	1
954	в иной	1	1
955	создает конкретное	1	1
956	день и	1	1
957	жизни а	1	1
958	чисто эстетическое	1	1
959	первом случае	1	1
960	к единству	5	1
961	вследствие присущего	1	1
962	и необходимое	1	1
963	ней в	1	1
964	но эти	1	1
965	в пустоте	1	1
966	разрушило бы	1	1
967	определенность это	1	1
968	в искусстве	12	1
969	по поводу	2	1
970	это в	1	1
971	это понятие	1	1
972	им и	1	1
973	данное и	1	1
974	все что	3	1
975	они не	3	1
976	ибо это	1	1
