N	2gram	Tiupa_Anal_2	Myshleni
167	и более	1	3
168	нас к	2	3
169	не менее	4	3
170	в центр	1	3
171	только не	4	3
172	как она	1	3
173	по своей	1	3
174	и является	4	3
175	и его	4	3
176	связи с	1	3
177	свою очередь	1	3
178	в себя	4	3
179	еще в	2	3
180	они возникают	1	3
181	никак не	2	3
182	в чем	1	3
183	этих двух	1	3
184	к нему	1	3
185	что и	3	3
186	одной из	3	3
187	между тем	2	3
188	с одной	5	3
189	настоящего исследования	1	3
190	вопроса о	1	3
191	его и	1	3
192	в одном	2	3
193	а в	3	3
194	на примере	1	3
195	еще и	1	3
196	один и	1	3
197	говорит о	5	3
198	прежде всего	3	3
199	в частности	16	3
200	по существу	2	3
201	этом случае	4	3
202	но это	1	3
203	одной стороны	4	3
204	к его	2	3
205	к моменту	1	3
206	как на	1	3
207	к этой	1	3
208	ее в	1	3
209	к этому	2	3
210	значение в	1	3
211	отношения к	2	2
212	исходит из	1	2
213	их и	1	2
214	есть не	1	2
215	сущности это	1	2
216	совпадает с	4	2
217	самую идею	1	2
218	он произносит	2	2
219	я не	1	2
220	что оба	1	2
221	быть в	1	2
222	столь же	4	2
223	во всех	4	2
224	же самые	1	2
225	что я	1	2
226	не требует	1	2
227	а тем	1	2
228	очевидно что	1	2
229	отличие от	2	2
230	в центре	3	2
231	стороны и	1	2
232	когда он	1	2
233	и к	5	2
234	то и	1	2
235	тому же	4	2
236	если он	1	2
237	в случае	2	2
238	на его	3	2
239	что она	2	2
240	почти из	1	2
241	к одному	1	2
242	из виду	1	2
243	свое время	1	2
244	в совершенно	1	2
245	те же	2	2
246	на протяжении	2	2
247	не совпадает	1	2
248	в речевом	2	2
249	в жизни	1	2
250	в них	1	2
251	все равно	1	2
252	к которым	1	2
253	же самый	1	2
254	во второй	4	2
255	в своей	2	2
256	в котором	2	2
257	к предмету	2	2
258	самое что	1	2
259	в отличие	2	2
260	и эти	1	2
261	все это	4	2
262	который мы	1	2
263	мы вынуждены	1	2
264	но только	1	2
265	и здесь	1	2
266	имевших место	1	2
267	должны быть	1	2
268	указывает на	1	2
269	он оказывается	1	2
270	в виду	1	2
271	но при	1	2
272	на основе	2	2
273	речи то	1	2
274	не с	4	2
275	к совершенно	1	2
276	первый и	1	2
277	всем протяжении	1	2
278	и из	1	2
279	его в	2	2
280	вслед за	2	2
281	слов и	1	2
282	к их	1	2
283	что нам	1	2
284	в первой	3	2
285	на всем	1	2
286	только на	3	2
287	же в	1	2
288	этого процесса	1	2
289	из них	3	2
290	вовсе не	2	2
291	к ним	1	2
292	не говорит	1	2
293	как будто	3	2
294	представляют собой	2	2
295	и даже	9	2
296	своего собственного	2	2
297	себя и	1	2
298	только к	1	2
299	обратиться к	1	2
300	у нас	1	2
301	может ли	2	2
302	о чем	2	2
303	всю полноту	1	2
304	оказывается не	2	2
305	самой своей	1	2
306	и потому	1	2
307	всем остальным	1	2
308	только для	1	2
309	которых он	1	2
310	об отношении	1	2
311	и другими	2	2
312	отношением к	1	2
313	другой стороны	2	2
314	совершенно не	1	2
315	имеет место	4	2
316	из этого	1	2
317	в свое	1	2
318	по поводу	3	2
319	все что	2	2
320	и наиболее	1	1
321	а между	1	1
322	также и	1	1
323	этом она	1	1
324	связь этих	1	1
325	точнее обозначить	1	1
326	в тех	1	1
327	различных сторон	1	1
328	здесь и	1	1
329	к другому	1	1
330	из его	2	1
331	и больше	1	1
332	одним и	1	1
333	мы уже	1	1
334	полагает что	1	1
335	мы имеем	3	1
336	с более	1	1
337	миру и	1	1
338	на первом	1	1
339	внешняя речь	1	1
340	между его	1	1
341	и о	1	1
342	почему мы	1	1
343	что иное	1	1
344	в полной	1	1
345	почти исключительно	1	1
346	и ее	1	1
347	событий и	1	1
348	собой в	2	1
349	он был	2	1
350	иное как	1	1
351	нам представляется	1	1
352	что его	1	1
353	с его	1	1
354	как правило	4	1
355	в ее	1	1
356	в общем	2	1
357	как справедливо	1	1
358	и будет	1	1
359	отличаются от	1	1
360	ни одна	1	1
361	что хотя	1	1
362	и должны	1	1
363	независимо от	1	1
364	все остальные	1	1
365	перед нами	1	1
366	которая состоит	1	1
367	и наконец	1	1
368	более или	1	1
369	следующим образом	1	1
370	следует сказать	1	1
371	в себе	7	1
372	дело только	1	1
373	не приходится	1	1
374	привести к	1	1
375	другого как	1	1
376	эти более	1	1
377	в нашем	3	1
378	не возникает	1	1
379	фразы в	1	1
380	еще один	1	1
381	и те	1	1
382	на то	2	1
383	в наших	1	1
384	но на	1	1
385	так сказать	1	1
386	от которого	2	1
387	характеризуется тем	1	1
388	в первую	1	1
389	свою собственную	1	1
390	не как	1	1
391	переходит от	2	1
392	прежде чем	1	1
393	или иных	2	1
394	одно и	1	1
395	и заключается	1	1
396	значительной степени	2	1
397	чем при	1	1
398	в каждом	1	1
399	тем же	1	1
400	нам остается	1	1
401	него могут	1	1
402	об этом	1	1
403	полной мере	1	1
404	лишь в	9	1
405	входит в	1	1
406	обоих случаях	2	1
407	восприятия в	1	1
408	первую очередь	1	1
409	последовательности которая	1	1
410	этом смысле	2	1
411	в ином	1	1
412	ни в	1	1
413	которой он	1	1
414	всегда и	1	1
415	несмотря на	3	1
416	ключ к	3	1
417	от до	1	1
418	нисколько не	1	1
419	со всей	1	1
420	в понимании	1	1
421	этой связи	1	1
422	взгляд на	1	1
423	в следующем	1	1
424	которого является	1	1
425	место в	3	1
426	не столько	3	1
427	том смысле	1	1
428	равной мере	1	1
429	то его	1	1
430	в основном	1	1
431	которые в	1	1
432	который всегда	1	1
433	не считает	1	1
434	тем не	3	1
435	моментов в	1	1
436	однако в	1	1
437	его до	1	1
438	том же	1	1
439	форму в	1	1
440	совершенно особого	1	1
441	ничего нового	1	1
442	все три	1	1
443	она не	2	1
444	с теми	1	1
445	в обоих	2	1
446	дело не	2	1
447	отличается от	1	1
448	и сама	1	1
449	это всегда	1	1
450	как его	1	1
451	различия в	1	1
452	которого он	1	1
453	было ожидать	1	1
454	на котором	2	1
455	что ни	1	1
456	к каждой	1	1
457	такова что	1	1
458	всего на	1	1
459	другой как	1	1
460	в изложении	2	1
461	и после	1	1
462	в сознании	4	1
463	и систематизации	1	1
464	возвращает нас	1	1
465	уже и	2	1
466	протекает по	1	1
467	что на	3	1
468	языка в	1	1
469	мысли так	1	1
470	в специальном	1	1
471	начиная с	1	1
472	т.п и	1	1
473	мы узнаем	2	1
474	из самого	1	1
475	и другой	1	1
476	реагирует на	1	1
477	таков же	1	1
478	состоит почти	1	1
479	постановки вопроса	1	1
480	в одну	2	1
481	обращение к	1	1
482	что при	1	1
483	но к	1	1
484	если же	1	1
485	и он	2	1
486	в применении	1	1
487	для себя	1	1
488	не одного	1	1
489	с ее	2	1
490	имеет никаких	1	1
491	только то	1	1
492	сохраняет свою	1	1
493	по способу	1	1
494	однако эта	1	1
495	природе своей	2	1
496	строго говоря	2	1
497	слова или	1	1
498	и оставляет	1	1
499	есть миф	1	1
500	сводится к	3	1
501	вопроса и	1	1
502	этому мы	1	1
503	одного из	3	1
504	все его	1	1
505	может не	1	1
506	и во	2	1
507	на всех	2	1
508	в которую	1	1
509	в два	2	1
510	путь к	1	1
511	нуждается в	1	1
512	во внутренней	1	1
513	из одних	1	1
514	имеет места	1	1
515	один из	2	1
516	с ними	3	1
517	внутреннее единство	1	1
518	что даже	1	1
519	целого и	2	1
520	система знаков	1	1
521	который в	1	1
522	это слово	1	1
523	во времени	2	1
524	между этими	1	1
525	одни и	1	1
526	внимание в	1	1
527	для всех	2	1
528	есть в	3	1
529	уже в	1	1
530	себя в	2	1
531	оно в	1	1
532	в начале	1	1
533	по законам	1	1
534	не обладают	1	1
535	а то	2	1
536	или даже	2	1
537	связывается с	2	1
538	за ним	1	1
539	только одно	1	1
540	не так	4	1
541	представить себе	1	1
542	тогда как	19	1
543	не совпадают	1	1
544	в конце	4	1
545	этого единого	1	1
546	с этими	1	1
547	отношении к	1	1
548	каждый из	1	1
549	это было	2	1
550	как раз	4	1
551	не возникнет	1	1
552	связан с	1	1
553	другого и	2	1
554	со стороны	3	1
555	или иной	3	1
556	даже не	1	1
557	функцией в	1	1
558	мы это	1	1
559	и т.п	8	1
560	с другим	1	1
561	или иначе	1	1
562	нельзя сказать	1	1
563	и тех	1	1
564	здесь в	2	1
565	в воображении	1	1
566	его из	1	1
567	этого не	1	1
568	отношения в	2	1
569	а главное	1	1
570	ориентированная на	1	1
571	более того	1	1
572	же точно	1	1
573	или человек	1	1
574	долгое время	1	1
575	одну из	2	1
576	означало бы	1	1
577	разговор с	1	1
578	если не	1	1
579	в связи	1	1
580	в речи	3	1
581	внимания к	1	1
582	до этого	1	1
583	ко всем	1	1
584	и последующие	1	1
585	относятся к	1	1
586	только его	1	1
587	и иной	2	1
588	при переходе	2	1
589	не доказывает	1	1
590	на втором	1	1
591	в данном	8	1
592	для обозначения	1	1
593	применении к	1	1
594	что же	1	1
595	и там	1	1
596	зрения и	1	1
597	в ядре	1	1
598	или менее	1	1
599	подтверждается и	1	1
600	да и	1	1
601	ровно настолько	1	1
602	сам не	1	1
603	исходя из	1	1
604	делает и	1	1
605	иначе говоря	11	1
606	останавливаться на	1	1
607	этого слова	3	1
608	и действия	1	1
609	слов которые	1	1
610	выход из	1	1
611	говоря это	1	1
612	к другим	1	1
613	случае он	1	1
614	тех или	2	1
615	тех случаях	1	1
616	известной степени	1	1
617	и для	2	1
618	случаях когда	1	1
619	составляет прямую	1	1
620	на улице	1	1
621	при таком	2	1
622	наоборот в	1	1
623	представляется что	1	1
624	своей собственной	1	1
625	для нас	1	1
626	особого рода	2	1
627	от него	1	1
628	и все	3	1
629	или нет	1	1
630	той или	3	1
631	для жизни	1	1
632	что начальные	1	1
633	в равной	1	1
634	что этот	1	1
635	с ней	1	1
636	дело с	1	1
637	была бы	2	1
638	или иного	3	1
639	не что	1	1
640	начале этой	1	1
641	ли он	1	1
642	того или	3	1
643	к отвлеченной	1	1
644	это в	1	1
645	они относятся	1	1
646	смысле что	1	1
