N	2gram	Tiupa_Narr_1	Freidism
117	таком случае	2	3
118	и есть	1	3
119	подхода к	1	3
120	при анализе	1	3
121	на себя	3	3
122	с отцом	1	3
123	конечном счете	2	3
124	в общем	1	3
125	один и	1	3
126	как в	7	3
127	и как	5	3
128	между двумя	5	3
129	сказать о	1	3
130	всего к	1	3
131	и тот	2	3
132	в себе	8	3
133	и по	1	3
134	что все	1	3
135	и может	1	3
136	зрения на	2	3
137	было бы	4	3
138	мы имеем	2	3
139	мысли и	1	3
140	тому чтобы	1	3
141	одна из	3	3
142	на него	3	3
143	к себе	5	3
144	не могут	1	3
145	бы он	1	3
146	она не	2	3
147	с ее	3	3
148	свою очередь	3	3
149	только то	1	3
150	приводит к	2	3
151	если бы	1	3
152	и смерть	1	3
153	бы то	3	3
154	в конечном	3	3
155	во втором	4	3
156	со всеми	1	3
157	человека с	1	3
158	человека к	1	3
159	себя в	5	3
160	у него	4	3
161	в них	1	3
162	со стороны	9	3
163	и т.п	8	3
164	и оно	1	3
165	о себе	1	3
166	по своему	1	3
167	и от	1	3
168	но это	1	3
169	не является	8	3
170	когда он	3	3
171	не знает	1	3
172	от всех	2	3
173	жизни и	3	3
174	ни на	1	3
175	по поводу	1	3
176	отношения к	2	2
177	и то	1	2
178	это и	3	2
179	в первом	3	2
180	и до	2	2
181	в постель	1	2
182	в первый	1	2
183	как не	1	2
184	того же	1	2
185	между собой	2	2
186	не отличается	2	2
187	в ее	3	2
188	но как	2	2
189	с которыми	1	2
190	ответ на	1	2
191	отличие от	5	2
192	или иное	2	2
193	дает нам	1	2
194	что как	1	2
195	в своем	2	2
196	сознания в	1	2
197	от этого	1	2
198	что это	3	2
199	всей его	2	2
200	человек не	1	2
201	внутренней речи	1	2
202	их в	1	2
203	но все	4	2
204	в совершенно	1	2
205	в поведении	1	2
206	матери или	2	2
207	это было	1	2
208	это не	2	2
209	только о	2	2
210	жизни то	1	2
211	и уже	1	2
212	на две	1	2
213	жизни но	2	2
214	том что	14	2
215	во второй	2	2
216	и при	1	2
217	в их	1	2
218	в отличие	5	2
219	сих пор	1	2
220	но во	1	2
221	теми же	1	2
222	силу и	1	2
223	как это	6	2
224	дело не	1	2
225	к этим	1	2
226	в процессе	1	2
227	не нуждается	1	2
228	для всего	1	2
229	тем не	3	2
230	взрослой жизни	1	2
231	этом отношении	3	2
232	в области	2	2
233	все то	2	2
234	умер но	1	2
235	когда мы	2	2
236	отличается от	4	2
237	что оно	1	2
238	они и	1	2
239	оно не	2	2
240	для себя	1	2
241	оно может	2	2
242	то или	3	2
243	в виду	1	2
244	роль в	2	2
245	и вообще	1	2
246	о нем	4	2
247	в другом	1	2
248	до сих	1	2
249	этих двух	1	2
250	оказывается по	1	2
251	нуждается в	5	2
252	что и	1	2
253	во всей	2	2
254	жизни оно	1	2
255	человека как	1	2
256	в него	1	2
257	мир в	1	2
258	быть и	1	2
259	себя с	1	2
260	в какой	2	2
261	даже если	1	2
262	может оказаться	2	2
263	с одной	7	2
264	на всем	1	2
265	и у	1	2
266	уже в	3	2
267	ни было	3	2
268	в нашей	1	2
269	из них	3	2
270	его и	1	2
271	точка зрения	6	2
272	половой зрелости	1	2
273	в прошлом	3	2
274	в конце	1	2
275	и даже	3	2
276	с другой	8	2
277	человека в	2	2
278	и тех	1	2
279	здесь в	1	2
280	чем он	1	2
281	а с	3	2
282	ничем не	1	2
283	одной стороны	7	2
284	более того	1	2
285	зависит от	2	2
286	а не	12	2
287	что мы	2	2
288	речи и	1	2
289	так же	2	2
290	матери и	4	2
291	в развитии	1	2
292	же самое	1	2
293	всего они	1	2
294	не существует	3	2
295	для нас	1	2
296	да и	4	2
297	к его	1	2
298	во сне	1	2
299	они не	2	2
300	постель к	1	1
301	одним из	2	1
302	же как	3	1
303	и через	1	1
304	того кого	1	1
305	жизни мы	1	1
306	не признает	1	1
307	далее и	1	1
308	которое мы	1	1
309	с таким	1	1
310	намек на	1	1
311	а как	1	1
312	речевой деятельности	1	1
313	смерти как	1	1
314	о болезни	1	1
315	матери с	2	1
316	теперь как	4	1
317	со смертью	2	1
318	высказывания а	1	1
319	одной только	1	1
320	но она	1	1
321	как то	1	1
322	оно есть	1	1
323	о возможности	1	1
324	жизни как	3	1
325	которое не	1	1
326	ему так	1	1
327	ему в	2	1
328	мы и	1	1
329	в будущем	2	1
330	в целом	1	1
331	но от	2	1
332	и самого	3	1
333	внимание и	1	1
334	что по	2	1
335	время в	2	1
336	служит для	1	1
337	объекта или	1	1
338	там и	1	1
339	одним словом	1	1
340	о смерти	1	1
341	только потому	1	1
342	в качестве	21	1
343	иногда и	1	1
344	глава четвертая	1	1
345	нет и	2	1
346	что они	3	1
347	в настоящем	1	1
348	как говорит	3	1
349	вследствие чего	2	1
350	первый взгляд	2	1
351	независимо от	2	1
352	от содержания	1	1
353	вспомним что	1	1
354	в различные	1	1
355	мотивов в	1	1
356	кто не	1	1
357	как уже	1	1
358	в противоположность	2	1
359	лет а	1	1
360	за собой	4	1
361	та же	2	1
362	обратное влияние	1	1
363	с умиранием	1	1
364	образом и	1	1
365	бы не	2	1
366	о других	1	1
367	высказывания не	1	1
368	лет тому	1	1
369	какую бы	1	1
370	по-видимому не	1	1
371	что было	1	1
372	от его	1	1
373	он ни	1	1
374	имеющие с	1	1
375	всем своем	1	1
376	различные формы	1	1
377	они свидетельствуют	1	1
378	новое и	1	1
379	его от	1	1
380	но всегда	1	1
381	его составе	1	1
382	без исключения	2	1
383	обнаруживает себя	1	1
384	на мать	1	1
385	объект и	1	1
386	как они	1	1
387	говорящих и	1	1
388	входит в	1	1
389	этом смысле	1	1
390	должен был	1	1
391	и тем	4	1
392	от отца	1	1
393	всеми уже	1	1
394	далеко не	5	1
395	не всегда	2	1
396	он и	1	1
397	рассказывать о	1	1
398	друга в	1	1
399	и было	1	1
400	обратимся к	3	1
401	в один	1	1
402	не мог	4	1
403	с еще	1	1
404	на первый	2	1
405	таким же	1	1
406	как наука	1	1
407	наших дней	1	1
408	для больного	1	1
409	оказывается для	1	1
410	себе оно	1	1
411	себе а	1	1
412	жизни с	1	1
413	для изучения	1	1
414	по крайней	1	1
415	однако в	2	1
416	культурной жизни	1	1
417	так называемого	1	1
418	между людьми	1	1
419	возникает в	1	1
420	человека есть	1	1
421	до известной	1	1
422	а иногда	2	1
423	отметить что	1	1
424	это дает	1	1
425	словами о	1	1
426	не по	1	1
427	это состояние	1	1
428	материала в	1	1
429	все без	1	1
430	вытекает из	1	1
431	дело в	1	1
432	обратим внимание	1	1
433	а во	3	1
434	к ней	1	1
435	и детских	1	1
436	и является	1	1
437	свидетельствуют о	1	1
438	составляющих ее	2	1
439	другой но	1	1
440	место своего	1	1
441	только одним	1	1
442	что на	2	1
443	ли это	1	1
444	и со	1	1
445	точке зрения	1	1
446	и здесь	1	1
447	истории не	1	1
448	представляется нам	1	1
449	смерти и	2	1
450	той или	4	1
451	в поле	1	1
452	существенного значения	1	1
453	и культурный	1	1
454	если же	1	1
455	о том	6	1
456	для образования	1	1
457	приходит к	2	1
458	то она	2	1
459	и сами	1	1
460	на другой	2	1
461	это за	1	1
462	ни слова	1	1
463	мысль о	1	1
464	и когда	2	1
465	и сам	1	1
466	в мире	9	1
467	по аналогии	1	1
468	времени и	7	1
469	не с	3	1
470	мог бы	3	1
471	источником всех	1	1
472	в результате	2	1
473	проявляет себя	1	1
474	и внутренняя	1	1
475	ничего не	2	1
476	к прошлому	1	1
477	ними и	1	1
478	о ней	3	1
479	никогда и	1	1
480	о действительно	1	1
481	то есть	19	1
482	а также	7	1
483	внимание на	1	1
484	есть так	1	1
485	основе своей	4	1
486	с соответствующими	1	1
487	аналогии с	1	1
488	там же	1	1
489	события в	2	1
490	и во	1	1
491	на ее	1	1
492	для второго	1	1
493	на одном	1	1
494	в форме	5	1
495	крайней мере	1	1
496	реальность в	1	1
497	тотчас же	1	1
498	исходя из	2	1
499	слов и	1	1
500	все время	1	1
501	или может	1	1
502	к которому	2	1
503	сознание это	1	1
504	в двух	2	1
505	тому назад	1	1
506	дело с	2	1
507	и быть	1	1
508	он еще	1	1
509	своих прежних	1	1
510	ведь как	1	1
511	влечение в	1	1
512	поэтому и	1	1
513	ухода и	1	1
514	который в	2	1
515	всех его	2	1
516	это же	1	1
517	отдельных лиц	1	1
518	есть в	2	1
519	с нею	1	1
520	то и	1	1
521	можно определить	1	1
522	также и	1	1
523	за пределами	1	1
524	от других	1	1
525	событий то	1	1
526	по выражению	2	1
527	к содержанию	3	1
528	продолжает звучать	1	1
529	одно из	2	1
530	не так	1	1
531	цели и	1	1
532	слова в	1	1
533	и характеристики	1	1
534	может служить	1	1
535	бытия и	1	1
536	как будто	3	1
537	тем что	3	1
538	и строго	1	1
539	лишь для	1	1
540	и только	2	1
541	фактов то	1	1
542	иной связи	1	1
543	или иной	5	1
544	даже не	3	1
545	точек зрения	2	1
546	на них	1	1
547	именно в	6	1
548	характерно для	1	1
549	на чем	2	1
550	которых оно	1	1
551	процесс в	1	1
552	а на	1	1
553	его смерти	1	1
554	однако и	1	1
555	как ни	2	1
556	было для	1	1
557	отнюдь не	5	1
558	у всех	1	1
559	в слове	1	1
560	об ее	1	1
561	за нею	1	1
562	оснований для	1	1
563	если это	1	1
564	свести к	1	1
565	все основные	1	1
566	того насколько	1	1
567	себе самому	1	1
568	образуется в	1	1
569	из которых	4	1
570	к своему	1	1
571	такого рода	7	1
572	связаны с	1	1
573	и там	1	1
574	распадается на	1	1
575	заставить ее	1	1
576	быть не	1	1
577	мира с	1	1
578	в это	1	1
579	или хотя	1	1
580	этого слова	2	1
581	и формы	1	1
582	благодаря этому	1	1
583	в какую	1	1
584	является как	1	1
585	в смысле	1	1
586	в дальнейшей	1	1
587	мира в	5	1
588	в книге	1	1
589	известной степени	1	1
590	как отец	1	1
591	самого важного	2	1
592	указать на	1	1
593	но на	1	1
594	в область	2	1
595	детской души	1	1
596	которая в	2	1
597	совершенно иной	2	1
598	это часто	1	1
599	и события	1	1
600	тем более	2	1
601	в подтверждение	1	1
602	будто бы	3	1
603	их видения	1	1
604	отношению ко	1	1
605	же в	4	1
606	в различных	1	1
607	его высшей	1	1
608	в том	18	1
609	к ее	1	1
610	может и	1	1
611	нет ничего	1	1
612	это все	2	1
613	в иной	2	1
614	имеет место	4	1
615	жизни а	2	1
616	зрения настоящего	1	1
617	который не	1	1
618	событие общения	1	1
619	на свет	1	1
620	элементов из	1	1
621	содержание человеческой	1	1
622	судьба в	1	1
623	а может	1	1
624	и протекает	1	1
625	можно назвать	1	1
