N	2gram	Voloshinov_1	Russkaja
117	и по	1	3
118	в другом	2	3
119	лишь в	9	3
120	для них	2	3
121	должно быть	2	3
122	всех этих	1	3
123	но если	2	3
124	мы говорили	3	3
125	одна из	2	3
126	связи с	11	3
127	в сознании	2	3
128	точке зрения	2	3
129	той или	1	3
130	что все	2	3
131	может только	1	3
132	собой и	1	3
133	для этого	1	3
134	сводится к	3	3
135	в значительной	1	3
136	и во	2	3
137	что и	2	3
138	а следовательно	1	3
139	в лучшем	1	3
140	того что	3	3
141	одной из	3	3
142	в качестве	2	3
143	в большинстве	3	3
144	из них	3	3
145	в конце	5	3
146	себя от	2	3
147	друг друга	8	3
148	тем что	2	3
149	именно в	5	3
150	что для	1	3
151	не было	3	3
152	ко всем	1	3
153	и потому	5	3
154	этом случае	3	3
155	она может	3	3
156	или в	2	3
157	конце концов	3	3
158	и как	3	3
159	не есть	3	3
160	из этого	2	3
161	от этой	1	2
162	к данному	2	2
163	и есть	3	2
164	от своей	1	2
165	должна быть	2	2
166	этом направлении	1	2
167	из всех	1	2
168	в ней	4	2
169	в таком	2	2
170	смотрят на	1	2
171	там и	2	2
172	именно на	2	2
173	по отношению	3	2
174	не просто	2	2
175	друг от	1	2
176	сама по	2	2
177	для русской	1	2
178	с этим	4	2
179	последнее время	1	2
180	целый ряд	3	2
181	и наконец	1	2
182	но в	7	2
183	все эти	7	2
184	и тот	4	2
185	другом случае	1	2
186	во многих	1	2
187	и те	7	2
188	и вот	1	2
189	касается до	1	2
190	мы уже	2	2
191	на этой	2	2
192	на почве	6	2
193	по себе	4	2
194	и тем	1	2
195	ведь в	2	2
196	нисколько не	1	2
197	народа и	1	2
198	во время	1	2
199	что такое	2	2
200	в котором	3	2
201	место в	3	2
202	другом и	2	2
203	друг другу	1	2
204	и более	2	2
205	лежит не	1	2
206	их в	1	2
207	тому что	2	2
208	она не	2	2
209	каждого отдельного	1	2
210	следовательно и	2	2
211	и является	2	2
212	в области	3	2
213	в роде	1	2
214	отличается от	1	2
215	которой она	2	2
216	если же	1	2
217	от друга	1	2
218	культуры и	2	2
219	ясно что	5	2
220	и должно	1	2
221	настоящее время	6	2
222	и что	1	2
223	были бы	1	2
224	вне всякой	1	2
225	от него	2	2
226	к нему	1	2
227	вся эта	1	2
228	отметить что	1	2
229	быть и	3	2
230	этот вопрос	5	2
231	совершенно не	3	2
232	бы ни	1	2
233	так что	1	2
234	уже не	1	2
235	только на	4	2
236	в начале	5	2
237	является не	6	2
238	будет не	1	2
239	центр тяжести	1	2
240	представить себе	1	2
241	ни в	2	2
242	не о	1	2
243	мы можем	2	2
244	только с	1	2
245	в других	1	2
246	и даже	2	2
247	зависит от	2	2
248	а не	7	2
249	большинстве случаев	3	2
250	в частности	2	2
251	так же	7	2
252	– не	6	2
253	в меру	1	2
254	политической жизни	1	2
255	их к	1	2
256	есть и	1	2
257	благодаря этому	2	2
258	но для	2	2
259	остается в	1	2
260	и от	3	2
261	всем этим	1	2
262	в результате	9	2
263	в настоящее	6	2
264	чтобы понять	1	2
265	не должен	1	2
266	отношении к	4	2
267	ее в	1	2
268	тем самым	1	2
269	и действительно	3	1
270	должен быть	1	1
271	того же	6	1
272	связи между	5	1
273	он может	3	1
274	тех изменений	1	1
275	это и	3	1
276	которые существуют	1	1
277	идет о	1	1
278	не хочет	1	1
279	ту же	2	1
280	свое место	1	1
281	можно лишь	1	1
282	исходит из	1	1
283	со своей	1	1
284	также и	1	1
285	лишь тогда	2	1
286	действительность или	1	1
287	мы не	6	1
288	же как	2	1
289	имеет свою	3	1
290	на эти	1	1
291	в каждый	1	1
292	из представителей	2	1
293	в сущности	3	1
294	в деле	1	1
295	это отношение	2	1
296	они были	1	1
297	формы в	2	1
298	на них	1	1
299	но этого	1	1
300	столь же	1	1
301	культурной ценности	1	1
302	подходе к	1	1
303	и вопрос	1	1
304	ее к	1	1
305	к этому	5	1
306	отказ от	1	1
307	но как	1	1
308	а только	1	1
309	точка зрения	7	1
310	значение и	1	1
311	в общем	1	1
312	должны были	1	1
313	в истории	3	1
314	воплощение в	1	1
315	работа в	1	1
316	приходится ответить	1	1
317	что во	2	1
318	в одной	2	1
319	данный момент	2	1
320	по пути	1	1
321	пока ее	1	1
322	вопрос приходится	1	1
323	этой цели	1	1
324	от этого	2	1
325	искусство и	1	1
326	тон и	1	1
327	взаимодействия между	1	1
328	и конечно	1	1
329	еще на	1	1
330	в которой	3	1
331	ни один	1	1
332	выражение в	4	1
333	но ведь	1	1
334	иначе и	1	1
335	если он	2	1
336	вследствие этого	1	1
337	вообще не	1	1
338	чем сильнее	1	1
339	как оно	2	1
340	не могла	1	1
341	не следует	1	1
342	тем не	2	1
343	всех остальных	2	1
344	чтобы они	1	1
345	эта последняя	3	1
346	избавиться от	1	1
347	есть та	1	1
348	к одному	4	1
349	этого вопроса	1	1
350	прочим и	1	1
351	пор мы	1	1
352	войти в	3	1
353	лишь с	4	1
354	но дело	1	1
355	так например	1	1
356	но все	3	1
357	значительной степени	1	1
358	подход к	1	1
359	здесь мы	4	1
360	могла бы	2	1
361	тем же	1	1
362	никто из	2	1
363	об этой	1	1
364	и второй	1	1
365	всего необходимо	1	1
366	а по	1	1
367	момент и	2	1
368	или даже	1	1
369	всех областях	2	1
370	гораздо труднее	1	1
371	иной момент	2	1
372	в данной	2	1
373	входит в	5	1
374	с другими	3	1
375	чтобы он	1	1
376	это не	1	1
377	которая как	1	1
378	уже знаем	1	1
379	то все	1	1
380	этого слова	2	1
381	это положение	2	1
382	она и	1	1
383	них то	1	1
384	все равно	1	1
385	в общей	2	1
386	со своими	1	1
387	всегда и	1	1
388	друга в	2	1
389	жизни но	2	1
390	ради этой	1	1
391	нет и	4	1
392	в один	1	1
393	и того	6	1
394	одного и	5	1
395	на первый	2	1
396	бы на	1	1
397	нет для	1	1
398	может лишь	1	1
399	нас не	1	1
400	данной формы	2	1
401	и без	1	1
402	бы привести	1	1
403	бы к	1	1
404	что вся	1	1
405	формы так	1	1
406	не столько	4	1
407	– при	1	1
408	только но	1	1
409	для всякого	1	1
410	психологии ни	1	1
411	которых каждая	1	1
412	для данного	2	1
413	жизни является	1	1
414	ни было	10	1
415	возможно только	1	1
416	это неважно	1	1
417	необходимо чтобы	5	1
418	вовсе не	5	1
419	же мы	1	1
420	освободиться от	1	1
421	и вся	1	1
422	сознании в	1	1
423	естественной и	2	1
424	если и	1	1
425	с необычайной	1	1
426	не менее	4	1
427	его целом	1	1
428	мы были	1	1
429	до известной	1	1
430	в психике	1	1
431	она могла	1	1
432	самого начала	4	1
433	и всегда	1	1
434	для каждого	3	1
435	на него	1	1
436	не по	1	1
437	в основе	2	1
438	образом в	1	1
439	чтобы стать	1	1
440	ярко и	1	1
441	он с	1	1
442	только не	1	1
443	найти в	1	1
444	в разных	1	1
445	природы в	1	1
446	явление в	1	1
447	к ней	1	1
448	связь и	2	1
449	и сама	2	1
450	этом отношении	3	1
451	вот в	2	1
452	исходить из	1	1
453	стороны и	1	1
454	в духе	1	1
455	нет ни	2	1
456	могут быть	2	1
457	чтобы сделать	1	1
458	человека в	2	1
459	как только	1	1
460	слова но	2	1
461	же самое	3	1
462	должны быть	3	1
463	всего в	1	1
464	одну и	1	1
465	в применении	1	1
466	и это	3	1
467	оно может	4	1
468	из всего	1	1
469	как мы	13	1
470	новой и	1	1
471	с ее	2	1
472	свою очередь	2	1
473	но при	2	1
474	людей в	1	1
475	в ее	7	1
476	только при	3	1
477	не могло	2	1
478	языка и	13	1
479	только то	1	1
480	с самого	4	1
481	являются лишь	2	1
482	котором мы	1	1
483	и важность	1	1
484	и ту	3	1
485	так и	11	1
486	те же	5	1
487	его жизни	1	1
488	мог бы	2	1
489	них глаза	1	1
490	в определенной	1	1
491	может в	1	1
492	же должны	1	1
493	язык и	2	1
494	что наша	1	1
495	одного из	3	1
496	можно сказать	3	1
497	в различных	1	1
498	с другой	5	1
499	должно было	1	1
500	от них	1	1
501	лишь поскольку	1	1
502	следует всегда	1	1
503	в русском	1	1
504	по своей	1	1
505	образом как	1	1
506	с себя	1	1
507	оно и	1	1
508	а если	1	1
509	и познание	1	1
510	опереться на	1	1
511	с ними	1	1
512	зрения в	1	1
513	к чисто	1	1
514	они –	1	1
515	тот или	1	1
516	к точному	1	1
517	же и	2	1
518	этой территории	2	1
519	к какому	1	1
520	если мы	11	1
521	связаны друг	1	1
522	здесь же	1	1
523	и других	2	1
524	лишь постольку	1	1
525	конечно нет	1	1
526	мы знаем	5	1
527	к каким	2	1
528	роль и	1	1
529	теснейшим образом	1	1
530	и их	2	1
531	у этих	1	1
532	и будет	1	1
533	других –	1	1
534	превращается в	1	1
535	само собой	1	1
536	бы это	1	1
537	из двух	1	1
538	без того	1	1
539	связан с	1	1
540	только та	1	1
541	не поддается	1	1
542	на ее	1	1
543	связаны с	2	1
544	индивидуальной психической	2	1
545	и прежде	2	1
546	– к	1	1
547	как же	4	1
548	еще и	1	1
549	что не	2	1
550	это –	4	1
551	противоречие между	2	1
552	для решения	2	1
553	на этот	3	1
554	до конца	5	1
555	может ставить	1	1
556	этого своего	1	1
557	и стать	2	1
558	не допускает	1	1
559	не об	2	1
560	в связи	7	1
561	время она	1	1
562	в самой	1	1
563	как это	1	1
564	без помощи	1	1
565	речь не	1	1
566	только эта	1	1
567	в чужих	1	1
568	смысле этого	3	1
569	применении к	1	1
570	не видят	1	1
571	к индивидуальному	2	1
572	в тот	2	1
573	человек с	1	1
574	быть не	1	1
575	или хотя	2	1
576	с этой	2	1
577	– мы	1	1
578	является для	1	1
579	этом вопросе	2	1
580	между прочим	1	1
581	неразрывно связаны	1	1
582	числе и	2	1
583	с элементами	1	1
584	к другим	1	1
585	сознании и	1	1
586	не является	4	1
587	известной степени	1	1
588	на все	1	1
589	образом по	1	1
590	при таком	1	1
591	к данной	2	1
592	привело бы	1	1
593	человек и	1	1
594	ее и	1	1
595	этой действительности	2	1
596	принадлежащего к	1	1
597	бы в	2	1
598	не будучи	1	1
599	другая в	1	1
600	и все	5	1
601	отношению ко	1	1
602	взаимно дополняют	1	1
603	от каких	2	1
604	к самому	1	1
605	психики и	7	1
606	в свою	2	1
607	с ней	1	1
608	зрения т.е	1	1
609	была бы	1	1
610	к его	2	1
611	всех других	3	1
612	отношению к	2	1
613	эти элементы	1	1
614	же может	1	1
615	укладывающихся в	1	1
616	особи и	3	1
617	с внешней	1	1
618	только они	1	1
619	можно назвать	1	1
620	яркое выражение	1	1
621	том числе	2	1
