N	2gram	Propp_Isto_5	VelikijI
231	ее на	1	1
232	человека в	3	1
233	на нее	2	1
234	для того	3	1
235	в состоянии	1	1
236	в легенде	1	1
237	не были	1	1
238	и с	3	1
239	ней и	1	1
240	с другой	9	1
241	есть не	1	1
242	это одна	2	1
243	близок к	1	1
244	и быть	2	1
245	еще и	1	1
246	и тем	4	1
247	были в	1	1
248	перестала быть	1	1
249	говорит о	2	1
250	но люди	1	1
251	она и	1	1
252	не всегда	4	1
253	и уже	1	1
254	с которым	2	1
255	для чего	1	1
256	очень важное	1	1
257	его по	2	1
258	о чем	2	1
259	и вновь	2	1
260	их на	2	1
261	с братьями	1	1
262	в одно	2	1
263	тебя и	1	1
264	один это	1	1
265	стороны в	1	1
266	места в	1	1
267	дел и	1	1
268	него в	1	1
269	таким же	2	1
270	себя за	1	1
271	вместе с	22	1
272	свое особое	1	1
273	так же	5	1
274	как это	1	1
275	за которым	1	1
276	этому же	1	1
277	мы в	1	1
278	их к	1	1
279	над ним	3	1
280	в которых	3	1
281	в изображении	1	1
282	чтобы освободить	1	1
283	в одном	1	1
284	а потом	1	1
285	в тот	1	1
286	имел как	1	1
287	единственный путь	1	1
288	это значит	2	1
289	с этой	2	1
290	на пути	1	1
291	есть один	1	1
292	и сказал	1	1
293	как можно	2	1
294	и другое	1	1
295	гораздо шире	1	1
296	думают что	2	1
297	неба и	1	1
298	на котором	1	1
299	не по	1	1
300	и от	1	1
301	найти в	1	1
302	и всегда	1	1
303	мира и	1	1
304	ничего не	2	1
305	того как	4	1
306	может быть	17	1
307	в русском	1	1
308	видим что	5	1
309	во всем	2	1
310	в мировом	1	1
311	там он	2	1
312	на него	8	1
313	в сознании	1	1
314	освобождения и	1	1
315	уже и	2	1
316	к ее	1	1
317	связь с	8	1
318	что на	1	1
319	другой стороны	8	1
320	но все	5	1
321	есть и	1	1
322	тебя на	2	1
323	к этому	2	1
324	его с	1	1
325	в искусстве	1	1
326	и другие	1	1
327	в своих	1	1
328	в процессе	1	1
329	в противоположность	1	1
330	им и	2	1
331	она не	2	1
332	о превращении	3	1
333	в роли	3	1
334	они не	3	1
