N	3gram	Tiupa_Teor_1	Narrotol
212	кадров внутреннего зрения	7	1
213	поименованное в тексте	1	1
214	смерти чиновника или	1	1
215	мысли м.м бахтина	1	1
216	подхваченная и усиленная	1	1
217	в конечном счете	6	1
218	кротким мягким взглядом	1	1
219	устанавливает задаваемый читателю	1	1
220	собственно говоря и	1	1
221	не все что	1	1
222	жалостливая барышня с	1	1
223	такого кадра входит	1	1
224	в русской литературе	2	1
225	том числе и	1	1
226	белую шею с	1	1
227	с кротким мягким	1	1
228	одного и того	3	1
229	на мягкую белую	1	1
230	шею с темной	1	1
231	друг от друга	1	1
232	в конце предыдущего	1	1
233	в этих случаях	1	1
234	действия и составом	1	1
235	в смерти чиновника	1	1
236	в рамках одного	1	1
237	местом временем действия	1	1
238	писал в.ф асмус	1	1
239	у себя в	1	1
240	души вдруг заслоняется	1	1
241	друга местом временем	1	1
242	к тому что	2	1
243	тот кто говорит	1	1
244	зрения читателя находится	1	1
245	а в то	1	1
246	движется один отдельный	1	1
247	ракурс видения в	1	1
248	или пожелает представить	1	1
249	кадр внутреннего зрения	1	1
250	единства фразы устанавливает	1	1
251	и составом участников	1	1
252	и не могло	2	1
253	значении этого термина	1	1
254	не тот кто	1	1
255	в каждый малый	1	1
256	временем действия и	1	1
257	между тем это	1	1
258	художественного высказывания в	1	1
