N	2gram	Vinokur_Vv_1	formyVre
176	с одной	4	3
177	вообще не	3	3
178	во всей	1	3
179	не могут	5	3
180	мы видим	1	3
181	например у	1	3
182	и литературе	1	3
183	в основу	2	3
184	а в	5	3
185	ни к	2	3
186	в какой-то	1	3
187	а не	3	3
188	к этому	3	3
189	да и	4	3
190	в виду	4	3
191	эта черта	1	3
192	в которой	1	2
193	в точном	1	2
194	момент в	1	2
195	отсюда и	2	2
196	в значительной	2	2
197	по сравнению	3	2
198	вопрос о	8	2
199	тех же	1	2
200	оно не	1	2
201	но он	1	2
202	это то	1	2
203	он только	1	2
204	в целом	5	2
205	от этого	5	2
206	или не	1	2
207	его от	1	2
208	кризиса и	1	2
209	не к	2	2
210	в этот	2	2
211	и является	1	2
212	лишь как	2	2
213	и тех	1	2
214	рядом с	2	2
215	в каком	1	2
216	есть в	1	2
217	но дело	3	2
218	в стороне	1	2
219	и вообще	3	2
220	с помощью	1	2
221	хотя бы	5	2
222	этот образ	1	2
223	с ним	1	2
224	можно только	2	2
225	в центре	4	2
226	в своей	4	2
227	а только	8	2
228	по себе	9	2
229	как если	1	2
230	сравнению с	3	2
231	жизнь в	1	2
232	разного рода	1	2
233	инициатива в	1	2
234	характер но	1	2
235	стороны и	3	2
236	совсем не	3	2
237	мы находим	1	2
238	не входят	1	2
239	и принципиально	1	2
240	в строгом	3	2
241	его и	1	2
242	в которых	6	2
243	все то	1	2
244	было бы	5	2
245	отношение к	3	2
246	здесь в	1	2
247	совершенно не	1	2
248	для него	1	2
249	того что	12	2
250	в широком	7	2
251	здесь все	2	2
252	время не	1	2
253	точном смысле	1	2
254	нет и	1	2
255	у них	1	2
256	слова и	1	2
257	никогда не	3	2
258	тогда когда	3	2
259	с точки	2	2
260	и к	1	2
261	от природы	1	2
262	отличие от	3	2
263	ее в	1	2
264	на почве	5	2
265	выражение в	1	2
266	как он	6	2
267	были в	1	2
268	новое и	1	2
269	смысле слова	7	2
270	явления в	1	2
271	в чем	4	2
272	не место	1	2
273	в течение	5	2
274	дело в	3	2
275	природы и	1	2
276	во всем	2	2
277	до наших	1	2
278	автора и	1	2
279	того не	2	2
280	как она	4	2
281	тому же	1	2
282	в истории	9	2
283	ясно что	9	2
284	к ним	1	2
285	и даже	5	2
286	и особые	1	2
287	той же	4	2
288	уже не	5	2
289	что все	1	2
290	широком смысле	8	2
291	одной стороны	4	2
292	государственной жизни	1	2
293	одна из	2	2
294	не как	3	2
295	точку зрения	1	2
296	оторванной от	1	2
297	др в	1	2
298	строгом смысле	3	2
299	же как	3	2
300	том же	2	2
301	мы должны	1	2
302	ни с	2	2
303	в отличие	3	2
304	нем все	1	2
305	также и	16	2
306	этого целого	1	2
307	и эта	1	2
308	в различных	2	2
309	быть и	2	2
310	еще и	3	2
311	с другой	8	2
312	и прежде	1	2
313	самого начала	1	2
314	в более	2	2
315	само собой	2	2
316	с самого	1	2
317	не осталось	1	2
318	историческая действительность	1	2
319	а также	3	2
320	стадии развития	1	2
321	чем в	3	2
322	которыми он	1	2
323	уже в	5	2
324	он должен	1	2
325	об этом	5	2
326	можно назвать	1	2
327	как оно	3	2
328	в самой	1	2
329	есть только	2	2
330	тем что	6	2
331	нового типа	2	2
332	или иной	1	2
333	в соответствии	2	2
334	что мы	2	2
335	с их	5	2
336	связь между	4	2
337	была уже	1	2
338	как бы	5	2
339	но для	1	2
340	соответствии с	2	2
341	той или	1	2
342	в данном	11	2
343	в свою	1	2
344	во втором	2	2
345	такие же	1	1
346	все прочие	1	1
347	одним из	5	1
348	этом ее	1	1
349	не могла	1	1
350	о которых	2	1
351	даже просто	1	1
352	и совершенно	2	1
353	главным образом	1	1
354	дошедших до	1	1
355	применительно к	2	1
356	внешний характер	1	1
357	разной степени	1	1
358	когда мы	2	1
359	очень много	1	1
360	и совсем	1	1
361	разные и	1	1
362	каким он	1	1
363	ведь в	1	1
364	входят в	1	1
365	но есть	1	1
366	бы в	1	1
367	общественной жизни	1	1
368	и вот	3	1
369	на деле	1	1
370	данном случае	5	1
371	в другом	3	1
372	отдельные стороны	1	1
373	так называемого	1	1
374	целого но	1	1
375	из существенных	1	1
376	из себя	1	1
377	которое возникает	1	1
378	мифологического и	1	1
379	говорит о	3	1
380	мы говорим	2	1
381	на том	3	1
382	рода и	1	1
383	отличается от	1	1
384	в русском	1	1
385	слово в	1	1
386	на которые	1	1
387	не должно	1	1
388	для нашей	1	1
389	человеке и	1	1
390	уже знаем	1	1
391	и ничего	1	1
392	сохраняет свое	1	1
393	именно этого	1	1
394	и со	1	1
395	не предполагает	1	1
396	говорить в	1	1
397	в каких	1	1
398	не чувствует	1	1
399	вопрос об	1	1
400	конкретное единство	1	1
401	и тот	1	1
402	его характер	1	1
403	же мы	1	1
404	гораздо более	3	1
405	когда оно	1	1
406	самому и	1	1
407	на то	1	1
408	и которые	1	1
409	наконец в	1	1
410	произведения и	2	1
411	речи об	1	1
412	что это	3	1
413	я и	1	1
414	его можно	2	1
415	этого и	1	1
416	общий вопрос	2	1
417	этой идеи	1	1
418	здесь идет	1	1
419	и технической	1	1
420	в тех	2	1
421	совершенно ясно	1	1
422	из различных	1	1
423	при всей	1	1
424	и совершается	1	1
425	так что	5	1
426	дошедшие до	1	1
427	и составляет	1	1
428	та же	1	1
429	связан и	1	1
430	всех ее	1	1
431	другом месте	2	1
432	которых и	1	1
433	не на	1	1
434	во главе	1	1
435	себе не	1	1
436	что можно	2	1
437	на отдельные	1	1
438	в спальню	1	1
439	говорил о	1	1
440	испытания в	1	1
441	по его	2	1
442	если не	1	1
443	нет никакого	1	1
444	более общего	2	1
445	такого же	2	1
446	увидим что	1	1
447	эта работа	1	1
448	и я	1	1
449	собой в	2	1
450	находятся в	2	1
451	или даже	1	1
452	были бы	1	1
453	он сам	3	1
454	и обратно	4	1
455	на такие	1	1
456	приходит к	1	1
457	независимо от	3	1
458	но какой	1	1
459	литературы в	3	1
460	средние века	1	1
461	связей и	1	1
462	и другого	1	1
463	смысле этого	8	1
464	пока не	1	1
465	в новом	1	1
466	места и	1	1
467	данной исторической	1	1
468	из всего	1	1
469	прост и	1	1
470	в историческом	1	1
471	своего рода	3	1
472	это уже	1	1
473	который был	1	1
474	вещей и	1	1
475	и внутренне	1	1
476	слова но	1	1
477	и сама	1	1
478	наукой и	2	1
479	далее в	1	1
480	но уже	2	1
481	свою очередь	1	1
482	например что	2	1
483	похож на	1	1
484	на вещи	2	1
485	не сливающегося	1	1
486	но зато	2	1
487	культуры в	5	1
488	по этому	2	1
489	на одно	1	1
490	она есть	5	1
491	следовательно и	1	1
492	в себя	1	1
493	как своего	1	1
494	его органами	1	1
495	действительность в	3	1
496	и очень	1	1
497	жизни данного	1	1
498	о которой	2	1
499	что даже	2	1
500	должны были	1	1
501	этой почве	2	1
502	его к	2	1
503	но как	2	1
504	должны быть	1	1
505	но здесь	1	1
506	и имеет	1	1
507	очень широком	1	1
508	правда в	1	1
509	этим и	1	1
510	в таких	1	1
511	этом и	1	1
512	в совокупности	2	1
513	из которых	2	1
514	эта идея	1	1
515	одном и	1	1
516	этом случае	6	1
517	же здесь	1	1
518	в момент	1	1
519	к отдельным	2	1
520	как они	1	1
521	что этот	1	1
522	сама по	3	1
523	определения в	1	1
524	бы например	1	1
525	как греческий	1	1
526	и дело	1	1
527	дело не	3	1
528	целого и	2	1
529	смысле и	2	1
530	которых мы	1	1
531	и судьбы	1	1
532	сопоставлении с	2	1
533	тесно связан	1	1
534	и при	2	1
535	о жизни	1	1
536	из этих	5	1
537	как их	1	1
538	что он	4	1
539	на определенной	1	1
540	не создает	1	1
541	бы себя	1	1
542	бы назвать	1	1
543	как часто	1	1
544	у нас	2	1
545	века но	1	1
546	сохраняет еще	1	1
547	конца xviii	2	1
548	войны в	1	1
549	них не	1	1
550	дело здесь	1	1
551	это своеобразное	1	1
552	нас и	1	1
553	связана с	4	1
554	что из	1	1
555	тот же	1	1
556	ведь это	1	1
557	содержанием и	1	1
558	для нее	1	1
559	вещи и	1	1
560	и от	1	1
561	его прямой	2	1
562	сказанного ясно	1	1
563	наука которая	1	1
564	чем они	1	1
565	на протяжении	2	1
566	развития человечества	1	1
567	зависимости от	1	1
568	для которой	1	1
569	ее можно	1	1
570	свое существование	2	1
571	которые были	2	1
572	должно быть	2	1
573	как только	1	1
574	нам в	1	1
575	наших дней	1	1
576	всяком случае	3	1
577	он был	1	1
578	науки и	2	1
579	значительной степени	1	1
580	по внешности	1	1
581	с чем	2	1
582	этого понятия	5	1
583	этим в	1	1
584	не столько	2	1
585	о чем	4	1
586	психологии и	1	1
587	из которой	1	1
588	она имеет	1	1
589	и за	1	1
590	и был	2	1
591	это было	1	1
592	в эпоху	1	1
593	становления и	1	1
594	мы имеем	3	1
595	лишь на	1	1
596	в каждом	4	1
597	из самых	1	1
598	образом в	1	1
599	во время	1	1
600	по своему	5	1
601	с ней	2	1
602	что этого	1	1
603	с ними	1	1
604	что классическая	1	1
605	и т.д	4	1
606	известное значение	1	1
607	имел в	1	1
608	внимание на	4	1
609	в зависимости	1	1
610	этого слова	2	1
611	на те	1	1
612	иной раз	2	1
613	то более	3	1
614	в этой	3	1
615	оно было	1	1
616	бы и	2	1
617	греческого и	1	1
618	не вполне	4	1
619	говорим о	1	1
620	увидим далее	1	1
621	или два	1	1
622	выводу что	5	1
623	свое значение	2	1
624	не существует	2	1
625	а наоборот	1	1
626	особенности в	1	1
627	по глубине	1	1
628	к данному	1	1
629	приступает к	1	1
630	философии и	2	1
631	факт что	1	1
632	нам по	1	1
633	глубине и	1	1
634	и основные	1	1
635	с исторической	1	1
636	из того	2	1
637	в научной	1	1
638	и этим	1	1
639	но вместе	2	1
640	есть еще	2	1
641	в египте	1	1
642	мы можем	2	1
643	она и	1	1
644	в средние	1	1
645	однако не	4	1
646	существование в	1	1
647	надо сказать	1	1
648	это делает	2	1
649	тот факт	1	1
650	ближе к	2	1
651	что наука	1	1
652	искусство и	2	1
653	и последующих	1	1
654	широком и	1	1
655	от других	2	1
656	объясняется и	1	1
657	в своих	2	1
658	и основной	1	1
659	к человеку	1	1
660	этим объясняется	1	1
661	ведь и	1	1
662	при помощи	2	1
663	в построении	1	1
664	тем более	2	1
665	и сам	2	1
666	должен быть	4	1
667	и том	1	1
668	народа в	1	1
669	на одной	1	1
670	проблемы и	2	1
671	в xix	1	1
672	историей все	1	1
673	форме и	1	1
674	до него	1	1
675	всех его	1	1
676	к частным	1	1
677	одну из	1	1
678	о том	15	1
679	но нет	1	1
680	единство но	1	1
681	единого и	2	1
682	чтобы быть	1	1
683	не бывает	2	1
684	всего в	1	1
685	не следует	2	1
686	себя в	2	1
687	самом деле	6	1
688	относящихся к	4	1
689	и есть	3	1
690	в ряду	1	1
691	его использования	1	1
692	них и	2	1
693	с идеей	1	1
694	все более	3	1
695	лишь с	1	1
696	своей природе	3	1
697	не больше	1	1
698	этого же	1	1
699	могло не	1	1
700	что оно	2	1
701	в эту	1	1
702	чаще всего	1	1
703	уже у	1	1
704	сливается с	3	1
705	для этой	1	1
706	имеем в	1	1
707	культур в	1	1
708	из них	3	1
709	из больших	1	1
710	к выводу	6	1
711	этот вопрос	4	1
712	тем лучше	1	1
713	исходный пункт	2	1
714	жизни как	2	1
715	все в	1	1
716	наиболее отчетливое	1	1
717	и тогда	3	1
718	как о	4	1
719	на свои	2	1
720	связи в	1	1
721	человека на	1	1
722	также в	1	1
723	значительной мере	1	1
724	и более	1	1
725	он служит	1	1
726	совершенно та	1	1
727	и всего	1	1
