N	2gram	Tiupa_Teor_1	Problemy
246	самим собою	2	2
247	они ни	1	2
248	не возникает	1	2
249	и что	3	2
250	и сам	1	2
251	что может	2	2
252	те же	1	2
253	начала и	1	2
254	с героем	1	2
255	именно потому	1	2
256	на вопрос	1	2
257	никак не	1	2
258	не позволяет	1	2
259	во всей	1	2
260	лишь одним	1	2
261	художественный мир	1	2
262	наконец в	1	2
263	в художественной	1	2
264	один из	2	2
265	себе еще	1	2
266	мы видим	1	2
267	тот же	1	2
268	тем или	1	2
269	они могут	1	2
270	и ее	3	2
271	и души	1	2
272	в большинстве	2	2
273	ни было	1	2
274	человеческого духа	1	2
275	является не	1	2
276	большинстве случаев	1	2
277	или даже	4	2
278	ведь это	1	2
279	мире он	1	2
280	лишь один	2	2
281	имеет значение	1	2
282	и даже	2	2
283	себя и	1	2
284	к более	1	2
285	напротив мы	1	2
286	что из	1	2
287	не об	1	2
288	ивана ильича	1	2
289	поэтому не	1	2
290	в данном	8	2
291	в первой	5	2
292	для понимания	2	2
293	в контексте	3	2
294	в условиях	1	2
295	можно было	1	2
296	из тех	2	2
297	нести в	1	2
298	для автора	1	2
299	и от	1	2
300	себя самого	1	2
301	из своего	1	2
302	на языке	2	2
303	от ее	1	2
304	слово в	1	2
305	не способна	1	2
306	между ними	4	2
307	героя как	1	2
308	жизни а	1	2
309	и наиболее	1	1
310	художественном произведении	1	1
311	кругозоров в	1	1
312	же как	1	1
313	художественного произведения	4	1
314	но чтобы	2	1
315	тем же	1	1
316	в первом	2	1
317	также что	1	1
318	на две	3	1
319	можно лишь	1	1
320	исходит из	1	1
321	противном случае	1	1
322	и больше	2	1
323	собою в	1	1
324	который в	2	1
325	со всех	1	1
326	рядом в	1	1
327	на первом	1	1
328	единство и	1	1
329	именно к	1	1
330	этом не	1	1
331	не была	1	1
332	в полной	1	1
333	жизни как	4	1
334	бы ни	1	1
335	во внешних	1	1
336	как впрочем	1	1
337	весь целиком	2	1
338	во мне	2	1
339	героев или	1	1
340	ее составе	1	1
341	на их	1	1
342	и мира	2	1
343	является таким	1	1
344	во всех	1	1
345	внешней среды	1	1
346	а только	3	1
347	в качестве	24	1
348	а и	4	1
349	вступают в	1	1
350	тогда как	15	1
351	что они	1	1
352	сама по	1	1
353	первый взгляд	1	1
354	в рамках	7	1
355	независимо от	1	1
356	мире герой	1	1
357	каждая из	1	1
358	авторская позиция	1	1
359	в противном	1	1
360	чего нет	1	1
361	глубже чем	1	1
362	хотя и	3	1
363	как уже	1	1
364	это тоже	2	1
365	более или	2	1
366	в действительности	1	1
367	а перед	1	1
368	зрения как	1	1
369	со своей	3	1
370	в литературном	1	1
371	что это	1	1
372	тон в	1	1
373	что достоевский	1	1
374	для данного	1	1
375	в нашем	4	1
376	у каждого	1	1
377	из этих	3	1
378	и принципиальной	1	1
379	в известном	1	1
380	достигается не	1	1
381	также может	1	1
382	имеем в	3	1
383	но на	1	1
384	героя к	1	1
385	не следует	4	1
386	в статье	1	1
387	в случае	1	1
388	время и	1	1
389	к миру	1	1
390	первой части	2	1
391	он должен	2	1
392	к одному	1	1
393	введенное в	1	1
394	и вот	3	1
395	не друг	1	1
396	внутренней свободой	1	1
397	такова например	2	1
398	и по	2	1
399	его можно	1	1
400	или иных	3	1
401	переход к	1	1
402	могла бы	2	1
403	не будет	2	1
404	что все	1	1
405	об этом	2	1
406	из них	1	1
407	и внутренняя	1	1
408	особенности в	1	1
409	сознание не	1	1
410	лишь в	6	1
411	заключается в	2	1
412	с самим	1	1
413	быть настоящим	1	1
414	не совпадает	1	1
415	роль в	2	1
416	весь мир	1	1
417	авторской позиции	1	1
418	к области	2	1
419	она и	1	1
420	мы имеем	7	1
421	руках и	1	1
422	литературных произведений	5	1
423	литературе как	1	1
424	ведет к	1	1
425	остается в	1	1
426	одного и	3	1
427	вошел в	1	1
428	и становится	1	1
429	на первый	1	1
430	или менее	2	1
431	места в	1	1
432	своей организации	1	1
433	от своего	2	1
434	или точнее	1	1
435	вот он	1	1
436	место в	5	1
437	не столько	1	1
438	на свою	1	1
439	как совокупность	1	1
440	своего рода	7	1
441	не путем	1	1
442	строго говоря	1	1
443	значение для	1	1
444	образом и	1	1
445	здесь остается	1	1
446	теми же	1	1
447	жизни является	1	1
448	по крайней	1	1
449	субъективного порядка	1	1
450	свобода и	1	1
451	между несколькими	1	1
452	в аспекте	2	1
453	к собственному	1	1
454	нас самих	1	1
455	и многих	1	1
456	между людьми	1	1
457	до известной	2	1
458	завершающая его	1	1
459	в русской	6	1
460	например не	1	1
461	дело в	2	1
462	и притом	2	1
463	материала в	2	1
464	иметь в	1	1
465	того чтобы	1	1
466	та или	1	1
467	не могло	2	1
468	только не	2	1
469	того и	1	1
470	не всякий	1	1
471	или иная	1	1
472	с одним	1	1
473	на этом	1	1
474	и сама	1	1
475	о чем-то	1	1
476	комизм и	1	1
477	документ но	1	1
478	даже самая	2	1
479	в области	4	1
480	бы несколько	1	1
481	в каком	1	1
482	ему не	1	1
483	у нас	2	1
484	настоящего времени	1	1
485	приводящего к	1	1
486	одно и	1	1
487	в момент	2	1
488	воспринимать ее	1	1
489	опоры вне	1	1
490	искусства и	1	1
491	единства в	1	1
492	же самое	1	1
493	для такого	1	1
494	к тому	2	1
495	что отличает	2	1
496	для героя	1	1
497	быть назван	1	1
498	существенный момент	1	1
499	в каждой	1	1
500	не могли	1	1
501	должен быть	1	1
502	с кругозором	1	1
503	не существует	1	1
504	свою очередь	2	1
505	как один	1	1
506	ни одно	1	1
507	здесь не	1	1
508	в ее	5	1
509	личности и	4	1
510	от внешней	1	1
511	другом но	1	1
512	то время	1	1
513	ведется рассказчиком	1	1
514	в другом	3	1
515	времени и	2	1
516	здесь как	1	1
517	наташи ростовой	1	1
518	является в	1	1
519	для этого	1	1
520	со стороны	2	1
521	быть или	1	1
522	бывает в	1	1
523	может выступать	3	1
524	в виду	5	1
525	различных художественных	1	1
526	только и	1	1
527	герой из	1	1
528	полной мере	1	1
529	первом случае	1	1
530	тех кто	1	1
531	о том	1	1
532	то во	1	1
533	за пределами	5	1
534	что каждый	2	1
535	становится сама	1	1
536	такова что	1	1
537	и сделать	1	1
538	мира а	1	1
539	можно сказать	3	1
540	могут нести	1	1
541	времени в	2	1
542	роман и	2	1
543	по типу	1	1
544	его личности	1	1
545	во втором	3	1
546	только такие	1	1
547	утрачивает свою	1	1
548	и только	1	1
549	крайней мере	1	1
550	как художественное	2	1
551	перед тем	1	1
552	того что	4	1
553	пушкиным в	1	1
554	к которому	3	1
555	быть и	2	1
556	известном смысле	1	1
557	на которой	1	1
558	оно и	1	1
559	художественного восприятия	1	1
560	и создал	1	1
561	речь о	1	1
562	одной из	2	1
563	что даже	1	1
564	в какой	2	1
565	не появляется	1	1
566	то в	2	1
567	целого и	1	1
568	позиции и	1	1
569	даже если	1	1
570	впрочем и	1	1
571	а с	3	1
572	по этому	1	1
573	однако с	2	1
574	себя в	6	1
575	а говоря	1	1
576	с нею	1	1
577	ничто не	1	1
578	говорить об	1	1
579	или иным	3	1
580	не все	3	1
581	мире на	1	1
582	как более	1	1
583	но самое	1	1
584	слова не	1	1
585	и их	1	1
586	как художественной	1	1
587	ему принадлежит	1	1
588	к ним	1	1
589	при всей	1	1
590	может служить	2	1
591	случае не	2	1
592	повесть о	2	1
593	того или	3	1
594	это было	2	1
595	ее на	1	1
596	нет в	1	1
597	себя наше	1	1
598	для того	1	1
599	лишь для	1	1
600	в особенности	1	1
601	и автором	1	1
602	него но	1	1
603	для художника	1	1
604	основой художественного	1	1
605	под определенным	1	1
606	как у	1	1
607	однако что	1	1
608	на ее	1	1
609	делает в	1	1
610	а именно	2	1
611	во второй	7	1
612	данного художественного	1	1
613	к его	2	1
614	если мы	2	1
615	что не	1	1
616	только к	1	1
617	что для	1	1
618	а на	3	1
619	литературное произведение	1	1
620	но из	1	1
621	жизнь в	1	1
622	из участников	1	1
623	в бытии	1	1
624	в одно	2	1
625	если не	1	1
626	зрения нашего	1	1
627	для основного	1	1
628	с помощью	1	1
629	является его	1	1
630	в частности	16	1
631	одно слово	2	1
632	зрения автора	1	1
633	и особенно	2	1
634	своей значимости	1	1
635	во множестве	1	1
636	и приобретает	1	1
637	не оставляющей	1	1
638	завершенность и	1	1
639	к своему	1	1
640	быть это	1	1
641	такого рода	8	1
642	в точке	2	1
643	но вы	1	1
644	сознания при	1	1
645	типа как	1	1
646	реальность и	1	1
647	на рынок	1	1
648	к жизненному	1	1
649	главного героя	1	1
650	этого слова	3	1
651	слова и	1	1
652	личность как	1	1
653	высказывания и	1	1
654	ней о	1	1
655	слова так	1	1
656	тех или	3	1
657	в более	1	1
658	известной степени	3	1
659	и другими	1	1
660	его с	1	1
661	иного рода	3	1
662	сознания в	1	1
663	е о	2	1
664	речи как	1	1
665	новой художественной	1	1
666	все они	1	1
667	ее в	2	1
668	я в	16	1
669	в искусстве	6	1
670	художественной конструкции	1	1
671	помимо его	1	1
672	а о	1	1
673	в свою	3	1
674	с ней	1	1
675	от всех	1	1
676	впервые в	1	1
677	совершенно не	1	1
678	авторский кругозор	1	1
679	бы быть	1	1
680	или иного	3	1
681	перед нею	1	1
682	лишает их	1	1
683	к сверхличному	1	1
684	оказывается уже	1	1
685	и другие	2	1
686	случае если	1	1
687	точно так	1	1
688	с собственной	1	1
