N	2gram	Kanaev_Sov_1	Problemy
300	но эта	1	1
301	не будем	2	1
302	поэтому мы	3	1
303	такую же	1	1
304	и вся	1	1
305	если понимать	1	1
306	но они	1	1
307	самого начала	3	1
308	мысли в	1	1
309	как его	1	1
310	и снова	1	1
311	но только	1	1
312	и всегда	1	1
313	находиться в	1	1
314	ровно ничего	1	1
315	связи с	1	1
316	их по	1	1
317	жизни которое	1	1
318	в области	3	1
319	такие же	2	1
320	при определенных	1	1
321	когда мы	3	1
322	человека в	1	1
323	что наш	1	1
324	приведения к	1	1
325	в окончательном	1	1
326	его с	1	1
327	для его	2	1
328	уже на	1	1
329	что при	2	1
330	правда не	1	1
331	а затем	1	1
332	данном случае	1	1
333	с самого	3	1
334	роль в	2	1
335	уже иначе	1	1
336	стремится быть	1	1
337	во многом	1	1
338	очень сложную	1	1
339	еще в	1	1
340	развития для	1	1
341	это только	1	1
342	определенным образом	1	1
343	поэтому в	1	1
344	совершенно невозможно	1	1
345	и вообще	1	1
346	с человеком	1	1
347	каждый раз	6	1
348	и соответственно	1	1
349	и живой	1	1
350	с тою	1	1
351	все его	1	1
352	может не	3	1
353	функций в	1	1
354	во втором	1	1
355	позволит нам	1	1
356	отметить что	1	1
357	сложное и	1	1
358	быть и	2	1
359	на которой	1	1
360	один из	1	1
361	мы видим	2	1
362	и критика	1	1
363	не сказано	1	1
364	в какой	1	1
365	собой поэтому	1	1
366	должен был	1	1
367	точка зрения	1	1
368	с одной	2	1
369	со всеми	2	1
370	определенных условиях	1	1
371	мы очень	1	1
372	и у	1	1
373	а это	1	1
374	они все	1	1
375	его и	1	1
376	одно направление	1	1
377	же они	1	1
378	всяком случае	2	1
379	как их	1	1
380	всеми этими	1	1
381	смысле то	1	1
382	в очень	1	1
383	жизни в	1	1
384	из двух	3	1
385	одной стороны	1	1
386	мы это	1	1
387	нельзя сказать	1	1
388	именно в	1	1
389	по своим	1	1
390	к которому	1	1
391	только один	2	1
392	в живом	2	1
393	на ней	1	1
394	конечно совершенно	1	1
395	в некоторых	2	1
396	заставляя его	1	1
397	в связи	1	1
398	и отчетливого	1	1
399	может иметь	2	1
400	все более	1	1
401	и особенно	1	1
402	и потому	3	1
403	мы говорим	1	1
404	без труда	1	1
405	причем эти	1	1
406	форма в	2	1
407	еще раз	1	1
408	этом случае	1	1
409	возможностей в	1	1
410	силу и	1	1
411	которых он	1	1
412	не знаем	2	1
413	раз подчеркнуть	1	1
414	себя самого	1	1
415	с двух	1	1
416	все они	1	1
417	ни было	1	1
418	могли быть	1	1
419	и жизненных	1	1
420	всюду где	1	1
421	в свою	2	1
422	на их	2	1
423	наконец не	2	1
424	ведь именно	1	1
425	но можно	1	1
426	своего предмета	2	1
427	можно наблюдать	1	1
428	на это	1	1
429	можно назвать	2	1
430	а может	1	1
431	в своих	1	1
432	отвлекается от	1	1
433	и эта	1	1
434	всегда будет	1	1
435	к этому	1	1
436	в таком	2	1
