N	2gram	Trubetskoy_1	Narrotol
396	действительно является	1	1
397	не могут	4	1
398	в состав	1	1
399	чтобы сделать	1	1
400	однако для	1	1
401	же самое	1	1
402	что оно	3	1
403	для себя	2	1
404	у себя	1	1
405	от друга	2	1
406	что все	3	1
407	однако ни	1	1
408	и от	2	1
409	мысль о	1	1
410	только то	1	1
411	или нескольких	2	1
412	мы были	1	1
413	к его	1	1
414	на них	1	1
415	если бы	6	1
416	с ним	2	1
417	сомнению и	1	1
418	какой это	1	1
419	церкви в	1	1
420	возможна лишь	1	1
421	в самой	1	1
422	и ставит	1	1
423	в вопросах	3	1
424	и во	3	1
425	подлежит сомнению	1	1
426	и того	1	1
427	всех членов	1	1
428	что и	3	1
429	могла стать	1	1
430	в глазах	2	1
431	означала бы	1	1
432	крайней мере	1	1
433	чем и	1	1
434	у всех	1	1
435	может иметь	1	1
436	другого для	1	1
437	исторически сложившихся	1	1
438	того что	3	1
439	оно и	1	1
440	тому назад	1	1
441	с ними	1	1
442	всю свою	2	1
443	вступление в	1	1
444	это же	1	1
445	человека с	1	1
446	в россию	2	1
447	с нею	3	1
448	и у	1	1
449	свою родину	1	1
450	то и	1	1
451	в начале	2	1
452	а то	1	1
453	что первое	1	1
454	впереди лишь	1	1
455	лишь постольку	1	1
456	то у	1	1
457	его и	2	1
458	расхождений между	1	1
459	не так	2	1
460	которая может	1	1
461	вовсе не	1	1
462	от тех	1	1
463	мы можем	2	1
464	из нее	1	1
465	при отсутствии	2	1
466	бы все	1	1
467	сделать не	1	1
468	можно но	1	1
469	до сих	5	1
470	не поддается	1	1
471	хоть и	1	1
472	на ее	1	1
473	связаны с	1	1
474	говорить и	1	1
475	и прежде	1	1
476	как же	1	1
477	понимать как	1	1
478	и направление	2	1
479	точке зрения	3	1
480	церкви и	9	1
481	а на	1	1
482	ничем не	1	1
483	однако и	1	1
484	человеческой жизни	1	1
485	с которым	1	1
486	не подлежит	2	1
487	когда же	1	1
488	не об	1	1
489	связь с	1	1
490	о себе	1	1
491	ни на	1	1
492	человека к	1	1
493	в меру	2	1
494	без помощи	1	1
495	надо было	1	1
496	то по	1	1
497	очевидно что	1	1
498	культуры иначе	1	1
499	также как	1	1
500	однако если	1	1
501	с собственным	1	1
502	друг с	14	1
503	человек с	1	1
504	в состоянии	1	1
505	быть не	1	1
506	или хотя	1	1
507	схемы и	1	1
508	с этой	1	1
509	как только	1	1
510	быть и	2	1
511	благодаря этому	2	1
512	является для	1	1
513	сих пор	5	1
514	своей жизни	1	1
515	культуры с	2	1
516	этом и	2	1
517	от нас	2	1
518	нем самом	1	1
519	всего в	1	1
520	тех или	1	1
521	культурной жизни	2	1
522	известной степени	1	1
523	которых он	1	1
524	о котором	3	1
525	в другое	4	1
526	для нас	2	1
527	от него	2	1
528	может на	1	1
529	не должен	2	1
530	но это	2	1
531	отношению ко	1	1
532	себя если	1	1
533	если все	1	1
534	в обстановке	1	1
535	в общем	1	1
536	на роль	1	1
537	может и	1	1
538	а о	1	1
539	возможно лишь	4	1
540	не быть	1	1
541	и при	6	1
542	культуры в	3	1
543	для большинства	1	1
544	не могла	1	1
545	есть то	1	1
546	элементов из	1	1
547	если же	2	1
548	от которой	1	1
549	можно назвать	1	1
