N	2gram	Voloshinov_1	StatiiOP
361	бы по	1	1
362	языка который	1	1
363	раз того	1	1
364	уже и	1	1
365	и делает	1	1
366	характерен для	1	1
367	к изучению	1	1
368	в момент	1	1
369	не давая	1	1
370	в духе	1	1
371	не могут	2	1
372	отличается от	1	1
373	к тому	1	1
374	приходится сказать	1	1
375	то ни	1	1
376	опираясь на	1	1
377	как мы	4	1
378	и о	2	1
379	в виду	1	1
380	и говорить	2	1
381	ни одно	1	1
382	на основе	2	1
383	и этим	2	1
384	только то	2	1
385	с самого	4	1
386	не подлежит	1	1
387	вообще нет	1	1
388	материал должен	1	1
389	времени и	1	1
390	отсюда и	1	1
391	мог бы	1	1
392	еще в	1	1
393	мы вправе	1	1
394	о ней	1	1
395	о нем	1	1
396	не существовало	2	1
397	но к	1	1
398	и та	1	1
399	что его	1	1
400	можно сказать	4	1
401	но нет	1	1
402	нуждается в	5	1
403	во всей	2	1
404	в другой	1	1
405	быть даже	1	1
406	в свете	1	1
407	каких бы	1	1
408	что только	1	1
409	сомнению что	1	1
410	тот же	1	1
411	одних и	1	1
412	цензура но	2	1
413	бы ни	1	1
414	об их	1	1
415	попало в	1	1
416	себя в	1	1
417	целом это	1	1
418	не имеют	1	1
419	сомнений в	1	1
420	уже не	1	1
421	если мы	2	1
422	всем его	1	1
423	так во	1	1
424	и других	2	1
425	его и	1	1
426	ведь это	1	1
427	в одном	3	1
428	наука о	1	1
429	с этими	1	1
430	к ним	2	1
431	это какой-то	1	1
432	от того	1	1
433	то наоборот	1	1
434	или иной	1	1
435	в период	1	1
436	на ее	1	1
437	и тех	1	1
438	здесь в	1	1
439	ведь на	1	1
440	и др	3	1
441	в некоторых	1	1
442	связано с	1	1
443	них и	1	1
444	его смерти	1	1
445	не на	2	1
446	именно так	1	1
447	в руках	1	1
448	меньше всего	2	1
449	чем на	1	1
450	в одно	2	1
451	не утверждал	1	1
452	является его	1	1
453	опирается в	1	1
454	этап в	1	1
455	свободна от	1	1
456	вместе с	3	1
457	вопрос можно	1	1
458	на чем	1	1
459	конечно есть	1	1
460	в течение	1	1
461	всех его	2	1
462	несколько слов	1	1
463	каждое из	1	1
464	их во	1	1
465	в культуре	1	1
466	нужно отметить	1	1
467	этом и	1	1
468	протяжении всей	2	1
469	похоже на	1	1
470	этом смысле	3	1
471	пор еще	1	1
472	др но	1	1
473	которая в	1	1
474	в голову	2	1
475	это может	1	1
476	той или	1	1
477	но зато	2	1
478	пусть в	1	1
479	до меня	1	1
480	я в	1	1
481	бы оно	1	1
482	всеми его	1	1
483	и начинается	1	1
484	но эта	1	1
485	с ней	1	1
486	это делает	2	1
487	работы и	1	1
488	ведь именно	1	1
489	от всех	1	1
490	оно не	2	1
491	а может	2	1
492	которому в	1	1
493	к этому	2	1
494	как на	1	1
495	только путем	1	1
496	они не	2	1
