N	2gram	Vinokur_St_1	Problemy
143	но как	1	4
144	в той	6	4
145	бы в	1	4
146	но зато	1	4
147	я в	1	4
148	тот же	1	4
149	во всяком	6	4
150	а между	1	3
151	если б	1	3
152	это и	4	3
153	говорить о	2	3
154	в виду	1	3
155	это действительно	1	3
156	бы то	1	3
157	во всех	8	3
158	совсем не	2	3
159	за пределы	2	3
160	в одной	1	3
161	с этим	3	3
162	нет здесь	1	3
163	в целом	5	3
164	все эти	5	3
165	и кто	1	3
166	то ни	1	3
167	было бы	17	3
168	этом смысле	1	3
169	с тем	1	3
170	такой же	5	3
171	в котором	5	3
172	не как	1	3
173	но только	1	3
174	ничего не	2	3
175	к концу	2	3
176	только с	2	3
177	не могу	1	3
178	в ее	4	3
179	и говорит	1	3
180	там в	1	3
181	время не	1	3
182	и во	2	3
183	что и	6	3
184	это не	8	3
185	в форме	1	3
186	того что	9	3
187	нуждается в	1	3
188	со всеми	2	3
189	уже не	1	3
190	уже в	2	3
191	из них	8	3
192	его и	1	3
193	даже и	2	3
194	а с	3	3
195	сам не	1	3
196	в начале	3	3
197	которой он	1	3
198	и от	1	3
199	конце концов	1	3
200	том что	29	3
201	сказать что	7	3
202	другой стороны	7	3
203	например в	8	2
204	чтобы не	1	2
205	показать что	1	2
206	в первом	2	2
207	не хочет	2	2
208	его же	2	2
209	из его	1	2
210	и этот	1	2
211	вот тут	1	2
212	а как	2	2
213	еще до	1	2
214	время как	2	2
215	на тему	1	2
216	одного слова	1	2
217	в ней	3	2
218	в которых	5	2
219	быть в	2	2
220	столь же	4	2
221	что его	1	2
222	бы не	2	2
223	должна была	4	2
224	с которыми	2	2
225	не просто	1	2
226	теперь не	1	2
227	однако в	1	2
228	материалом для	1	2
229	в своем	2	2
230	им в	1	2
231	хотя и	1	2
232	идет лишь	1	2
233	в которой	4	2
234	бы и	4	2
235	бы с	1	2
236	момент его	1	2
237	раз в	2	2
238	но ведь	8	2
239	как он	1	2
240	вообще не	2	2
241	при этом	2	2
242	но именно	2	2
243	всех этих	2	2
244	их в	2	2
245	и по	5	2
246	без исключения	1	2
247	ни был	1	2
248	такого же	1	2
249	бы они	1	2
250	что все	2	2
251	той же	5	2
252	это было	1	2
253	было в	1	2
254	то все	1	2
255	кажется что	3	2
256	ни в	3	2
257	и вы	1	2
258	если я	1	2
259	но я	4	2
260	в этих	2	2
261	места в	2	2
262	с точки	8	2
263	своего рода	3	2
264	но эта	1	2
265	речи в	1	2
266	как можно	2	2
267	тому что	3	2
268	вопрос о	4	2
269	что с	2	2
270	если и	1	2
271	не менее	5	2
272	но что	1	2
273	тогда и	1	2
274	о них	2	2
275	этих двух	3	2
276	и лишь	1	2
277	по своей	2	2
278	очень часто	3	2
279	есть только	2	2
280	i но	1	2
281	слова с	1	2
282	без всякого	2	2
283	так в	1	2
284	он так	1	2
285	можно было	13	2
286	времени и	1	2
287	мог бы	1	2
288	для этого	2	2
289	и вообще	3	2
290	о нем	1	2
291	только так	1	2
292	о том	17	2
293	на вопрос	4	2
294	и та	1	2
295	почему же	1	2
296	тему о	1	2
297	не знаю	2	2
298	и об	7	2
299	быть и	2	2
300	на которой	2	2
301	за исключением	1	2
302	одной из	1	2
303	и кажется	1	2
304	то в	3	2
305	которых я	1	2
306	себя в	1	2
307	в сторону	2	2
308	конечно не	2	2
309	этот раз	2	2
310	это место	2	2
311	каждый из	1	2
312	уже и	1	2
313	сейчас еще	1	2
314	что на	2	2
315	здесь в	1	2
316	это кажется	1	2
317	совпадает с	2	2
318	была и	1	2
319	такое же	1	2
320	говорит о	3	2
321	на этот	3	2
322	всю жизнь	1	2
323	слова не	1	2
324	точек зрения	1	2
325	вместе с	1	2
326	я уже	3	2
327	нет ни	2	2
328	смысле этого	2	2
329	из этого	1	2
330	материал для	3	2
331	с этой	3	2
332	i здесь	1	2
333	но для	2	2
334	или в	1	2
335	что оно	3	2
336	лишь о	1	2
337	обращается к	1	2
338	же степени	1	2
339	я хотел	1	2
340	хотя бы	6	2
341	будто бы	3	2
342	еще очень	1	2
343	деле оно	1	2
344	слово в	1	2
345	в последнем	1	2
346	но эти	1	2
347	ни на	2	2
348	того времени	5	2
349	это в	4	2
350	так я	1	1
351	такой форме	1	1
352	жил в	2	1
353	не имел	1	1
354	каждый новый	1	1
355	кажется в	2	1
356	здесь и	1	1
357	и до	1	1
358	что эти	1	1
359	этого он	1	1
360	и тонкая	1	1
361	отношения к	2	1
362	по его	2	1
363	которыми он	2	1
364	мы не	2	1
365	в каждый	1	1
366	как я	1	1
367	но даже	1	1
368	один пример	1	1
369	то это	3	1
370	степени как	1	1
371	зависимости от	1	1
372	того же	3	1
373	проявляется в	1	1
374	и самого	1	1
375	он был	3	1
376	ни одно	1	1
377	мысль что	1	1
378	бы она	1	1
379	отказ от	1	1
380	последнего слова	1	1
381	и нуждается	1	1
382	тех же	1	1
383	не все	3	1
384	в качестве	4	1
385	как справедливо	1	1
386	что так	3	1
387	всему тому	1	1
388	друг от	1	1
389	меньше всего	1	1
390	вопросов которые	1	1
391	положений а	1	1
392	тем более	4	1
393	некоторые из	1	1
394	в одних	1	1
395	что касается	3	1
396	перед нами	1	1
397	кроме того	1	1
398	я вовсе	3	1
399	говорит что	3	1
400	что по	1	1
401	не воспроизводит	1	1
402	самое важное	1	1
403	впечатление что	1	1
404	ни один	2	1
405	а во-вторых	1	1
406	с удивительным	1	1
407	тут и	1	1
408	или во	1	1
409	у каждого	1	1
410	то я	1	1
411	является лишь	1	1
412	в этой	11	1
413	вообще а	1	1
414	бы только	1	1
415	во многих	3	1
416	ответом на	1	1
417	не могла	2	1
418	в статье	7	1
419	всегда служили	1	1
420	раз когда	1	1
421	являются лишь	1	1
422	а вовсе	1	1
423	он должен	2	1
424	как увидим	1	1
425	ни были	2	1
426	свое время	2	1
427	так уж	1	1
428	чтобы в	1	1
429	нем нельзя	1	1
430	никому не	1	1
431	так например	7	1
432	больше всего	1	1
433	что этот	2	1
434	iv здесь	1	1
435	об этом	3	1
436	на все	1	1
437	с целью	1	1
438	входит в	1	1
439	его личности	1	1
440	и соответствующие	1	1
441	по всему	1	1
442	только одно	1	1
443	ни одной	2	1
444	далеко не	1	1
445	очень рад	1	1
446	дела и	2	1
447	правильного понимания	1	1
448	эту тему	4	1
449	стиля и	1	1
450	и было	1	1
451	действительно не	1	1
452	этого произведения	1	1
453	в один	1	1
454	нисколько не	2	1
455	перед собой	2	1
456	которую он	1	1
457	в г	3	1
458	бы на	1	1
459	том как	4	1
460	несколько слов	1	1
461	что такое	1	1
462	можно найти	2	1
463	этого места	1	1
464	же это	3	1
465	случае в	4	1
466	но у	1	1
467	еще с	1	1
468	знает сам	1	1
469	которые в	2	1
470	иным как	1	1
471	тем не	2	1
472	по крайней	2	1
473	и эти	1	1
474	без всяких	2	1
475	и более	2	1
476	том и	1	1
477	с такими	1	1
478	том же	1	1
479	каждой его	1	1
480	с величайшим	1	1
481	бы быть	1	1
482	нас к	1	1
483	и очень	4	1
484	да ведь	2	1
485	всех их	1	1
486	общего дела	1	1
487	так может	1	1
488	но они	1	1
489	в таких	1	1
490	она не	2	1
491	которых он	1	1
492	считает что	1	1
493	на котором	1	1
494	правда в	1	1
495	дело в	6	1
496	одна из	1	1
497	что их	1	1
498	я буду	1	1
499	в процессе	1	1
500	в основе	3	1
501	к изучению	1	1
502	во всякой	1	1
503	так с	1	1
504	того чтобы	11	1
505	чем не	1	1
506	вообще нет	1	1
507	смысл то	1	1
508	котором не	1	1
509	того в	1	1
510	ему и	1	1
511	и после	1	1
512	своей статье	4	1
513	по первому	1	1
514	из истории	3	1
515	и при	1	1
516	почти не	1	1
517	этом отношении	7	1
518	ну а	1	1
519	но кто	1	1
520	но там	1	1
521	не могут	1	1
522	когда мы	1	1
523	случаях когда	1	1
524	и другой	1	1
525	отличается от	1	1
526	значительной степени	1	1
527	и другим	1	1
528	за что	4	1
529	для того	10	1
530	оно не	1	1
531	в применении	3	1
532	от друга	1	1
533	на нем	1	1
534	в некоторых	1	1
535	данном случае	6	1
536	они ни	1	1
537	то время	2	1
538	своей речи	1	1
539	на свой	2	1
540	же касается	3	1
541	почти каждый	1	1
542	за то	3	1
543	которыми мы	1	1
544	больше в	1	1
545	это вовсе	2	1
546	во многом	1	1
547	к самой	1	1
548	чем у	2	1
549	она была	1	1
550	является в	1	1
551	в диалог	1	1
552	но иногда	1	1
553	поэтому в	3	1
554	если бы	9	1
555	никогда и	1	1
556	но к	1	1
557	образом в	1	1
558	вообще имеет	1	1
559	после того	1	1
560	должно было	2	1
561	все в	2	1
562	в приведенных	1	1
563	это может	1	1
564	во втором	4	1
565	но очень	1	1
566	во всей	1	1
567	и только	3	1
568	крайней мере	2	1
569	в середине	1	1
570	которой в	1	1
571	следовало бы	2	1
572	отношений к	1	1
573	известно что	1	1
574	что здесь	2	1
575	нас интересует	1	1
576	как например	1	1
577	что будет	1	1
578	но с	3	1
579	сразу же	1	1
580	что только	1	1
581	и дело	1	1
582	конечно еще	1	1
583	этот вопрос	4	1
584	еще и	2	1
585	те которые	1	1
586	это очень	3	1
587	всех его	1	1
588	деле не	1	1
589	одних и	1	1
590	бы ни	1	1
591	в уста	3	1
592	место из	1	1
593	с одной	3	1
594	голосом и	1	1
595	целом это	1	1
596	из которого	2	1
597	есть в	2	1
598	точно и	2	1
599	гл ii	2	1
600	я имею	1	1
601	всем его	1	1
602	чтобы он	1	1
603	а то	2	1
604	и обратно	1	1
605	в ином	1	1
606	и других	1	1
607	в своеобразное	1	1
608	ответ на	3	1
609	больше и	1	1
610	себе в	1	1
611	ведь это	1	1
612	чтобы она	1	1
613	не для	2	1
614	слово как	1	1
615	и стремится	1	1
616	и желание	1	1
617	дело и	1	1
618	случае не	2	1
619	отметить что	2	1
620	диалог то	1	1
621	в других	2	1
622	другой и	1	1
623	в очень	3	1
624	после него	1	1
625	стилистический прием	1	1
626	не были	1	1
627	без всякой	3	1
628	и из	1	1
629	до сих	7	1
630	для правильного	1	1
631	уже при	1	1
632	и тех	1	1
633	а именно	3	1
634	к которому	4	1
635	чем он	1	1
636	к его	1	1
637	но о	1	1
638	другим его	1	1
639	обратиться к	1	1
640	и их	2	1
641	превращается в	2	1
642	мы так	1	1
643	не на	1	1
644	долго и	1	1
645	о чем	1	1
646	его собственной	2	1
647	него не	1	1
648	если не	2	1
649	себя на	1	1
650	слов о	1	1
651	именно поэтому	1	1
652	в келье	1	1
653	их с	1	1
654	на который	2	1
655	него в	1	1
656	и потому	2	1
657	в москве	2	1
658	приводит в	1	1
659	из которых	1	1
660	какого бы	1	1
661	без труда	1	1
662	он приводит	1	1
663	в данном	14	1
664	этому не	1	1
665	и твердого	1	1
666	слова он	1	1
667	утверждение в	1	1
668	и всей	1	1
669	это его	1	1
670	в первой	12	1
671	согласен с	2	1
672	конечно и	3	1
673	эти вопросы	3	1
674	этом случае	2	1
675	и некоторые	1	1
676	которые также	1	1
677	можно сказать	1	1
678	сих пор	7	1
679	не видит	1	1
680	дела в	1	1
681	и позволяет	1	1
682	не является	3	1
683	ли в	2	1
684	целого то	1	1
685	пор еще	1	1
686	конечно но	1	1
687	в результате	3	1
688	в другой	1	1
689	которая в	1	1
690	бы ему	1	1
691	в двух	3	1
692	в отдельных	1	1
693	мысль о	1	1
694	в третьем	1	1
695	еще более	4	1
696	не должен	1	1
697	на более	1	1
698	уже давно	1	1
699	но вот	1	1
700	себе как	1	1
701	с ней	1	1
702	поэтому так	1	1
703	что сделано	1	1
704	впрочем было	1	1
705	сам в	2	1
706	в свое	2	1
707	не у	2	1
708	в крайнем	1	1
709	того или	4	1
710	и другие	1	1
711	в своих	2	1
712	уже после	1	1
713	который не	2	1
714	к этому	1	1
715	как на	1	1
