N	2gram	Berdyaev_M_2	FransuaR
351	что на	1	1
352	от того	3	1
353	у нас	11	1
354	зле и	1	1
355	легенда о	1	1
356	в духе	5	1
357	будущее в	1	1
358	что все	5	1
359	но все	1	1
360	бы он	1	1
361	в единую	2	1
362	как человек	1	1
363	они и	4	1
364	погружена в	1	1
365	не будет	3	1
366	нет уж	1	1
367	это раскрывает	1	1
368	и от	3	1
369	свободу и	5	1
370	природе своей	1	1
371	он так	2	1
372	можно было	2	1
373	на нее	1	1
374	те же	5	1
375	по природе	1	1
376	в борьбе	1	1
377	еще в	2	1
378	она была	1	1
379	возможно что	1	1
380	если бы	3	1
381	новых и	1	1
382	в прошлое	1	1
383	находится в	1	1
384	только и	4	1
385	и должно	3	1
386	но к	1	1
387	в самой	1	1
388	и та	2	1
389	и что	2	1
390	у этого	1	1
391	нас в	2	1
392	плане в	1	1
393	это была	2	1
394	и во	3	1
395	он готов	1	1
396	людей в	2	1
397	и всю	1	1
398	которой мы	1	1
399	переходит в	8	1
400	что и	4	1
401	не видел	2	1
402	он берет	1	1
403	не надо	2	1
404	вполне и	1	1
405	еще более	2	1
406	и она	3	1
407	женщины у	1	1
408	он хочет	3	1
409	быть и	2	1
410	но с	2	1
411	с себя	1	1
412	к отцу	1	1
413	начало в	1	1
414	и ее	1	1
415	но под	1	1
416	на мир	1	1
417	со всеми	1	1
418	друг за	2	1
419	чем они	1	1
420	него и	2	1
421	был бы	1	1
422	других так	1	1
423	для него	18	1
424	у нее	1	1
425	вот с	1	1
426	противоречии с	2	1
427	точно в	1	1
428	люди не	1	1
429	конца в	1	1
430	правда по	1	1
431	правды и	1	1
432	до сих	3	1
433	а с	1	1
434	в природе	1	1
435	мы еще	2	1
436	детские игры	1	1
437	у других	1	1
438	который с	1	1
439	с которым	3	1
440	человек в	3	1
441	на смерть	1	1
442	они как	1	1
443	в боге	4	1
444	становится рабом	1	1
445	свою судьбу	1	1
446	он изображает	1	1
447	таким в	1	1
448	и потому	7	1
449	другая сторона	1	1
450	с них	1	1
451	независимо от	1	1
452	а следовательно	1	1
453	к самому	2	1
454	в разговоре	1	1
455	не осталось	1	1
456	в изображении	1	1
457	вечность и	1	1
458	пройти через	2	1
459	она есть	2	1
460	смысле этого	1	1
461	и там	6	1
462	остается в	1	1
463	и двух	1	1
464	из этой	2	1
465	культуры в	1	1
466	тех которые	3	1
467	этого слова	1	1
468	природы поэтому	1	1
469	с этой	1	1
470	сих пор	3	1
471	на сторону	2	1
472	поэтому у	1	1
473	которые были	1	1
474	мира в	1	1
475	за друга	2	1
476	о зле	1	1
477	в более	2	1
478	происходит в	1	1
479	была связана	1	1
480	жизнь в	6	1
481	думает что	1	1
482	тот кто	5	1
483	в другое	1	1
484	но когда	2	1
485	правду и	1	1
486	интерес к	2	1
487	претензий на	1	1
488	его уже	1	1
489	только что	1	1
490	не дает	1	1
491	и брат	1	1
492	в свою	4	1
493	ко всему	1	1
494	в действительности	2	1
495	что в	4	1
496	тайны и	1	1
497	всего этого	1	1
498	все что	4	1
499	образ этот	1	1
