N	2gram	Tiupa_Anal_1	Literetu
575	как от	2	1
576	я героя	2	1
577	быть не	3	1
578	из ключевых	1	1
579	вовсе не	2	1
580	есть всегда	1	1
581	этом от	1	1
582	в историческом	1	1
583	например и	1	1
584	если и	1	1
585	них дает	1	1
586	между людьми	1	1
587	а от	1	1
588	произведения как	7	1
589	как будет	1	1
590	им полный	1	1
591	литературы как	2	1
592	эстетической природы	1	1
593	мира не	1	1
594	мы вынуждены	1	1
595	тогда когда	2	1
596	текста и	8	1
597	во время	1	1
598	на него	1	1
599	личности к	2	1
600	текста но	3	1
601	художественном тексте	4	1
602	плодом сверхиндивидуального	1	1
603	в деятельности	1	1
604	взаимно полагают	1	1
605	это еще	1	1
606	отрешенности от	1	1
607	утверждают свое	1	1
608	на котором	1	1
609	и соответственно	4	1
610	переживания в	1	1
611	из четырех	2	1
612	имеем дело	4	1
613	при наличии	3	1
614	возвращением к	1	1
615	онегина и	1	1
616	к концу	1	1
617	не ставит	1	1
618	отстраняется от	1	1
619	другой стороны	2	1
620	тех или	2	1
621	для нас	1	1
622	рождается в	1	1
623	о нем	3	1
624	реальность с	1	1
625	с автором	1	1
626	культурной общности	1	1
627	вступающего в	1	1
628	только с	1	1
629	в каком	1	1
630	с другом	1	1
631	е фарино	4	1
632	или бессознательно	1	1
633	уже о	1	1
634	целого в	4	1
635	данного произведения	3	1
636	одного сознания	1	1
637	изменяющуюся ментальность	1	1
638	отличается от	2	1
639	переставая быть	1	1
640	обряда инициации	1	1
641	именно таков	1	1
642	имеет место	5	1
643	на вопрос	4	1
644	как утверждает	1	1
645	можно и	1	1
646	как мы	2	1
647	согласно р	1	1
648	но по	1	1
649	когда как	1	1
650	полагают себя	1	1
651	критериев художественности	1	1
652	свою очередь	1	1
653	людей в	1	1
654	текст не	1	1
655	и от	1	1
656	сознания однако	1	1
657	жизненное пространство	1	1
658	мысль о	2	1
659	испытания смертью	2	1
660	и адресату	1	1
661	в произведении	5	1
662	культуры и	1	1
663	иной культурной	1	1
664	сознания с	1	1
665	фарино в	1	1
666	культурной деятельности	1	1
667	как с	1	1
668	предметом нашего	1	1
669	что может	1	1
670	только три	1	1
671	не текст	1	1
672	или в	1	1
673	с самим	1	1
674	свой другой	1	1
675	когда во-вторых	1	1
676	к тем	1	1
677	предмет его	1	1
678	события особого	1	1
679	строго говоря	1	1
680	в диалог	1	1
681	из модусов	1	1
682	быть может	2	1
683	равной мере	1	1
684	собой и	1	1
685	эмоциональная рефлексия	1	1
686	и эстетический	1	1
687	роевого сознания	1	1
688	научная парадигма	1	1
689	интерсубъективной реальности	2	1
690	текстов русской	1	1
691	другой для	1	1
692	с текстом	3	1
693	а отнюдь	1	1
694	в состав	3	1
695	реального читателя	1	1
696	откровения на	1	1
697	и т.д	1	1
698	порой весьма	1	1
699	нам представляется	1	1
700	это вполне	1	1
701	на художественную	1	1
702	и внутреннее	1	1
703	в будущее	1	1
704	и что	1	1
705	научному описанию	1	1
706	творческий процесс	1	1
707	его жизни	1	1
708	можно сказать	2	1
709	пор пока	1	1
710	других людей	2	1
711	обратном порядке	1	1
712	свое частное	1	1
713	на основе	2	1
714	по слову	1	1
715	структурализм постструктурализм	1	1
716	к нему	3	1
717	во всех	1	1
718	том или	3	1
719	границей к	1	1
720	я а	1	1
721	его существования	1	1
722	и во	1	1
723	изучаемого явления	1	1
724	стороны субъекта	1	1
725	не поглощает	1	1
726	во всей	1	1
727	частных элементов	1	1
728	что же	2	1
729	крайней мере	1	1
730	реальность в	1	1
731	слова текст	1	1
732	и поэтапно	1	1
733	под именем	1	1
734	вслед за	1	1
735	наконец в	1	1
736	целого а	1	1
737	внешнее и	1	1
738	очевидным образом	1	1
739	я во	2	1
740	событии художественного	1	1
741	единого и	1	1
742	р барту	1	1
743	чеховского рассказа	1	1
744	что искусство	1	1
745	внутреннего и	2	1
746	существует как	1	1
747	это всегда	3	1
748	констатировать ее	1	1
749	в литературе	4	1
750	герой в	1	1
751	наконец в-третьих	1	1
752	вынуждены констатировать	1	1
753	раскрывая себя	1	1
754	тот же	1	1
755	среди других	1	1
756	субъективности на	1	1
757	это во-первых	1	1
758	что даже	1	1
759	в какой	2	1
760	как я	1	1
761	может оказаться	1	1
762	исключают друг	1	1
763	было и	1	1
764	место лишь	2	1
765	бы ни	2	1
766	но ее	1	1
767	в литературоведении	2	1
768	его автора	1	1
769	объекта не	1	1
770	однако с	1	1
771	намерения творческих	1	1
772	с какой	1	1
773	по воле	1	1
774	перцептивных актов	1	1
775	со своим	1	1
776	оказывается в	2	1
777	не можем	1	1
778	бахтин не	1	1
779	знаковый материал	1	1
780	однако так	1	1
781	вернуться к	1	1
782	оно в	1	1
783	языка как	1	1
784	в виде	1	1
785	свидетельствует о	2	1
786	собственного текста	1	1
787	чем ее	1	1
788	от других	1	1
789	как писал	1	1
790	за ним	1	1
791	чего бы	1	1
792	к мысли	1	1
793	не так	1	1
794	постановка проблемы	1	1
795	равной степени	2	1
796	слова в	1	1
797	художественное восприятие	3	1
798	в котором	3	1
799	только лишь	1	1
800	в одном	1	1
801	никто не	3	1
802	его другому	1	1
803	так как	2	1
804	солидарны между	1	1
805	не о	2	1
806	может служить	2	1
807	читателем в	1	1
808	организатором коммуникативного	1	1
809	ставит себе	1	1
810	внешнего обнаружения	1	1
811	до тех	1	1
812	или ином	3	1
813	значение только	1	1
814	от меня	1	1
815	внутреннее я	3	1
816	эстетики а	1	1
817	представляют собой	2	1
818	п тейяр	1	1
819	к месту	2	1
820	о невозможности	1	1
821	один в	2	1
822	этих уровней	1	1
823	в.т и	1	1
824	что и	3	1
825	выходит за	1	1
826	наличии которой	1	1
827	бахтиным в	1	1
828	смысла жизни	3	1
829	как сам	1	1
830	до сих	1	1
831	не поддается	1	1
832	может и	1	1
833	оказывается своего	1	1
834	именно в	4	1
835	человека а	1	1
836	с той	1	1
837	тейяр де	2	1
838	может показаться	1	1
839	бытия в	1	1
840	а с	3	1
841	во внешней	1	1
842	себя и	4	1
843	в объекте	1	1
844	ее понимании	1	1
845	и внешнее	1	1
846	в соответствии	1	1
847	в поиске	1	1
848	я других	1	1
849	на единой	1	1
850	воспринимающего сознания	5	1
851	более того	3	1
852	в рассказе	1	1
853	и жизни	1	1
854	однако и	1	1
855	сколько в	1	1
856	личности в	3	1
857	человек в	3	1
858	мир объектов	1	1
859	в бытии	1	1
860	душевной жизни	2	1
861	и п	2	1
862	если не	1	1
863	не подавляет	1	1
864	другую личность	1	1
865	между собою	1	1
866	как единосущную	1	1
867	внутреннее есть	1	1
868	полный простор	1	1
869	творения в	1	1
870	быть выявлено	1	1
871	ни на	1	1
872	он уже	1	1
873	путь от	1	1
874	во множестве	1	1
875	художественности и	1	1
876	в акте	2	1
877	подхода к	3	1
878	текста в	12	1
879	внешнем мире	2	1
880	напротив взаимно	1	1
881	в особенности	1	1
882	жизни но	2	1
883	к своему	1	1
884	установкой на	2	1
885	искусства но	1	1
886	феноменов жизни	1	1
887	в той	8	1
888	и на	5	1
889	эстетического дискурса	10	1
890	творческого акта	1	1
891	сознательно или	1	1
892	в мир	1	1
893	он нуждается	1	1
894	в обратном	1	1
895	воспринимающем сознании	1	1
896	с собственным	1	1
897	тексте стихотворения	1	1
898	как речь	1	1
899	в состоянии	1	1
900	по бахтину	2	1
901	а утверждают	1	1
902	тех пор	1	1
903	произведения или	1	1
904	столько в	1	1
905	поглощает частных	1	1
906	в ранг	1	1
907	и о	2	1
908	той мере	2	1
909	сих пор	1	1
910	только для	2	1
911	в стране	1	1
912	стать самим	1	1
913	при условии	1	1
914	о его	1	1
915	текст и	2	1
916	объективной данности	1	1
917	произведении искусства	3	1
918	присутствия внутреннего	1	1
919	перед смертью	1	1
920	максим максимыч	2	1
921	как может	1	1
922	см ниже	2	1
923	и внешнего	2	1
924	из которых	4	1
925	взяв формализм	1	1
926	не имея	1	1
927	и состоит	5	1
928	при таком	1	1
929	справедливо утверждал	1	1
930	не подлежит	1	1
931	интенциональные намерения	1	1
932	искусства то	1	1
933	сознания и	1	1
934	эстетического отношения	8	1
935	автору как	1	1
936	об искусстве	2	1
937	в отдельных	1	1
938	другом солидарны	1	1
939	говоря о	2	1
940	себя самого	1	1
941	от него	1	1
942	и все	3	1
943	собственно говоря	4	1
944	а раскрывая	1	1
945	бы именовать	1	1
946	или не	2	1
947	присутствия я	1	1
948	отношению ко	1	1
949	позиции субъекта	1	1
950	актов автора	1	1
951	жизни в	1	1
952	собою без	1	1
953	себя один	1	1
954	в свою	1	1
955	в ые	1	1
956	в ходе	3	1
957	в романе	1	1
958	между ними	1	1
959	не знает	1	1
960	была бы	2	1
961	моего я	1	1
962	совершенно не	1	1
963	эстетический адресат	1	1
964	языка на	1	1
965	есть глубочайшее	1	1
966	всеобщего личного	1	1
967	сознания на	1	1
968	элементов а	2	1
969	о литературе	3	1
970	она по	1	1
971	из этого	1	1
972	> без	1	1
973	друга а	1	1
974	жизни по	1	1
975	а текст	1	1
976	в действительности	1	1
977	собой лишь	1	1
978	а я	1	1
979	к действительности	1	1
980	в роли	2	1
981	в ссср	1	1
982	вместе с	4	1
983	событий в	1	1
984	и особенно	1	1
985	все что	1	1
986	том числе	3	1
987	они не	1	1
