N	2gram	Bakhtin_sl_1	Mirosoze
121	себя и	1	3
122	о себе	1	3
123	ко всем	1	3
124	в иных	1	3
125	должно быть	2	3
126	он должен	1	3
127	потому не	1	3
128	для нас	2	3
129	интерес к	2	3
130	хотя бы	3	3
131	есть и	1	3
132	на своем	5	3
133	одним из	4	2
134	также и	3	2
135	чтобы не	1	2
136	в этот	1	2
137	связана с	2	2
138	не остается	1	2
139	века в	2	2
140	а как	2	2
141	время как	2	2
142	в виду	1	2
143	не все	1	2
144	человек может	1	2
145	в истории	3	2
146	как в	8	2
147	все же	7	2
148	и к	5	2
149	от этого	2	2
150	и у	2	2
151	он в	5	2
152	все эти	9	2
153	бы не	1	2
154	приводит к	1	2
155	только один	1	2
156	вообще не	3	2
157	если бы	1	2
158	было с	1	2
159	к миру	1	2
160	с ней	2	2
161	не значит	1	2
162	людей и	1	2
163	его романах	1	2
164	новый свет	1	2
165	входит в	4	2
166	на протяжении	2	2
167	в ином	1	2
168	чем в	1	2
169	место в	1	2
170	от его	3	2
171	сих пор	2	2
172	был не	1	2
173	мир он	1	2
174	в то	14	2
175	в основе	5	2
176	его есть	1	2
177	того чтобы	1	2
178	по своей	1	2
179	в каком	1	2
180	есть только	1	2
181	могут быть	19	2
182	отличается от	1	2
183	всего в	1	2
184	его с	1	2
185	он никогда	1	2
186	должен быть	1	2
187	смысле в	3	2
188	и от	4	2
189	то время	2	2
190	и что	1	2
191	различие между	1	2
192	с ним	7	2
193	и историческое	1	2
194	о нем	4	2
195	о том	3	2
196	может не	8	2
197	и во	3	2
198	и те	2	2
199	показывает как	1	2
200	которой все	1	2
201	и она	1	2
202	и мир	5	2
203	мы видим	2	2
204	жизни и	1	2
205	так называемый	1	2
206	богу он	1	2
207	для того	2	2
208	момент в	1	2
209	в свой	1	2
210	до сих	2	2
211	чтобы самому	1	2
212	и самый	1	2
213	на этот	1	2
214	его как	2	2
215	долгое время	1	2
216	о чем	1	2
217	он и	1	2
218	по своему	2	2
219	в той	10	2
220	как бы	12	2
221	образ и	1	2
222	в бесах	1	2
223	быть не	1	2
224	и нет	1	2
225	в начале	1	2
226	о мире	1	2
227	в более	1	2
228	и для	4	2
229	бы в	1	2
230	отношении к	6	2
231	в свою	3	2
232	сказать что	2	2
233	не благоприятствует	1	2
234	эти слова	2	2
235	к этому	2	2
236	все что	1	2
237	себя как	1	1
238	только он	1	1
239	ту же	4	1
240	и т	28	1
241	и то	2	1
242	совершенно новый	1	1
243	выражения в	1	1
244	жизни поэтому	3	1
245	на самом	2	1
246	к другому	1	1
247	и до	1	1
248	в зависимости	3	1
249	из всех	1	1
250	мы имеем	1	1
251	мы не	2	1
252	и ничего	1	1
253	слово о	1	1
254	и через	1	1
255	но она	1	1
256	бы ни	3	1
257	зависимости от	3	1
258	собой в	1	1
259	еще не	4	1
260	в последних	1	1
261	во всех	17	1
262	одним словом	2	1
263	в сторону	1	1
264	тех же	1	1
265	иногда и	1	1
266	отличие от	1	1
267	в свои	1	1
268	и речи	2	1
269	что они	2	1
270	которые не	1	1
271	мира в	1	1
272	в одной	1	1
273	его на	1	1
274	как к	2	1
275	в различные	2	1
276	сознания в	1	1
277	его к	1	1
278	достигает у	1	1
279	него до	1	1
280	новые миры	1	1
281	есть для	2	1
282	сущности и	1	1
283	является лишь	3	1
284	разных точек	1	1
285	роль в	2	1
286	имеем в	1	1
287	а вовсе	2	1
288	весь свой	1	1
289	с чем	1	1
290	всех этих	4	1
291	к одному	1	1
292	с таким	1	1
293	него есть	1	1
294	в плане	6	1
295	из него	2	1
296	имманентны его	1	1
297	конца и	3	1
298	ни был	1	1
299	значительной степени	1	1
300	в каждом	4	1
301	подход к	1	1
302	и чистым	1	1
303	же не	1	1
304	в состоянии	1	1
305	значение в	1	1
306	видят и	1	1
307	них не	1	1
308	на все	2	1
309	в понимании	3	1
310	в душе	1	1
311	это было	1	1
312	не умеет	1	1
313	зрения и	2	1
314	как такие	1	1
315	всю его	2	1
316	в иные	3	1
317	определяется тем	1	1
318	которым он	1	1
319	такова система	1	1
320	и вся	1	1
321	всегда и	1	1
322	нисколько не	2	1
323	смысл и	1	1
324	не единство	2	1
325	от своего	1	1
326	и без	1	1
327	конечно что	1	1
328	но у	1	1
329	ведь не	1	1
330	было очень	1	1
331	не от	1	1
332	в отличие	1	1
333	до последнего	2	1
334	быть он	1	1
335	сам же	1	1
336	мир и	1	1
337	есть его	1	1
338	точку зрения	3	1
339	исключительно на	1	1
340	основной для	1	1
341	но во	1	1
342	мире все	1	1
343	обращение к	1	1
344	и эти	2	1
345	и более	1	1
346	только те	1	1
347	войти в	2	1
348	не должно	3	1
349	и почти	3	1
350	бы быть	1	1
351	вовсе не	7	1
352	сам он	1	1
353	мы чувствуем	1	1
354	в атмосфере	2	1
355	в отношении	6	1
356	не менее	1	1
357	а иногда	3	1
358	два полюса	1	1
359	вторгается в	1	1
360	он еще	1	1
361	мы все	2	1
362	в самых	2	1
363	не могло	3	1
364	мышления и	1	1
365	все свои	2	1
366	находятся в	1	1
367	и такой	1	1
368	к системе	3	1
369	с одним	1	1
370	чем например	1	1
371	такая же	2	1
372	во всем	1	1
373	а лишь	1	1
374	же он	1	1
375	его он	1	1
376	века не	1	1
377	только с	1	1
378	от того	1	1
379	xx века	2	1
380	все то	1	1
381	в духе	2	1
382	вокруг него	2	1
383	люди все	1	1
384	протяжении всего	1	1
385	оно не	6	1
386	всегда в	2	1
387	и самое	2	1
388	и о	2	1
389	к людям	1	1
390	глава iii	1	1
391	и этим	3	1
392	культуры и	1	1
393	в пределах	14	1
394	так в	2	1
395	свои силы	1	1
396	не столько	1	1
397	и сам	3	1
398	можно было	2	1
399	так и	11	1
400	в нескольких	1	1
401	особый мир	1	1
402	в социальном	1	1
403	жизнь и	1	1
404	является в	1	1
405	из одного	2	1
406	и даже	6	1
407	в разных	3	1
408	связанная с	1	1
409	находится в	1	1
410	сознания на	1	1
411	часто трудно	1	1
412	именно потому	1	1
413	своей книге	1	1
414	одного из	2	1
415	она всегда	1	1
416	в значительной	1	1
417	начале xx	1	1
418	нас в	2	1
419	заключается в	1	1
420	от них	1	1
421	творчества в	1	1
422	глава ii	1	1
423	и только	1	1
424	в другой	2	1
425	все время	3	1
426	и наконец	4	1
427	моментов его	1	1
428	все формы	1	1
429	мы уже	2	1
430	как явление	1	1
431	быть и	4	1
432	моменты в	1	1
433	мы читаем	1	1
434	характерна для	1	1
435	одной из	3	1
436	ли он	4	1
437	раскрыть в	1	1
438	что как	1	1
439	между тем	2	1
440	между этими	2	1
441	и ее	3	1
442	в эти	1	1
443	так что	2	1
444	же и	2	1
445	то и	1	1
446	найти места	1	1
447	не принимает	1	1
448	понимания в	2	1
449	его и	3	1
450	него нет	1	1
451	всяком случае	5	1
452	что она	1	1
453	на одном	1	1
454	в первый	1	1
455	в одном	2	1
456	т п	23	1
457	произведения и	2	1
458	у нее	1	1
459	себя от	2	1
460	к ним	1	1
461	как его	5	1
462	вперед в	1	1
463	рядом с	4	1
464	бы из	1	1
465	не были	3	1
466	глава i	1	1
467	выходит за	3	1
468	влияние на	1	1
469	как у	1	1
470	всего своего	1	1
471	главное и	1	1
472	по своим	6	1
473	уходит в	1	1
474	чем он	2	1
475	же о	1	1
476	он считал	1	1
477	и др	14	1
478	системы и	2	1
479	органическая часть	1	1
480	что не	1	1
481	эти идеи	1	1
482	а на	2	1
483	а изнутри	1	1
484	не на	5	1
485	жизнь в	2	1
486	как ни	1	1
487	точек зрения	5	1
488	может создать	1	1
489	ближе к	1	1
490	и всякое	2	1
491	и выражает	1	1
492	мышлении и	1	1
493	вступает в	1	1
494	но оно	3	1
495	в частности	2	1
496	подхода к	5	1
497	ничего нет	1	1
498	влияния на	3	1
499	в романах	2	1
500	в течение	1	1
501	слова он	1	1
502	не видят	2	1
503	когда она	1	1
504	это его	1	1
505	да и	1	1
506	вокруг себя	1	1
507	для понимания	2	1
508	в это	1	1
509	что мы	1	1
510	но это	1	1
511	знает только	2	1
512	в смысле	4	1
513	на одной	1	1
514	за его	1	1
515	и часто	4	1
516	словом о	1	1
517	целый ряд	1	1
518	иное чем	1	1
519	находит свое	1	1
520	еще более	5	1
521	тем более	1	1
522	в еще	1	1
523	связью с	1	1
524	лежит в	4	1
525	потребность в	1	1
526	личности и	1	1
527	от всякого	2	1
528	значит конечно	1	1
529	лишь те	1	1
530	время находится	1	1
531	мира он	1	1
532	отношением к	1	1
533	от всех	1	1
534	та же	1	1
535	на это	1	1
536	время он	1	1
537	пути к	1	1
538	и эта	2	1
539	и свою	1	1
540	так же	2	1
541	во всяком	7	1
542	он часто	1	1
543	они не	1	1
544	которая не	3	1
