N	2gram	Losev_Vlad_2	Tvorches
282	приходит к	2	1
283	мы уже	2	1
284	той же	4	1
285	это объяснение	1	1
286	г в	2	1
287	года написанное	1	1
288	что если	2	1
289	в первый	1	1
290	из своих	1	1
291	вскоре он	1	1
292	этом не	1	1
293	память достоевского	1	1
294	не вполне	2	1
295	выразилось в	1	1
296	практический путь	1	1
297	как я	2	1
298	мы и	1	1
299	то это	4	1
300	сказать о	3	1
301	свою очередь	2	1
302	литературы и	1	1
303	он был	6	1
304	быть в	3	1
305	не был	2	1
306	глубокой и	2	1
307	с его	4	1
308	во всех	3	1
309	я никогда	1	1
310	не без	1	1
311	в создании	1	1
312	и и	1	1
313	но как	1	1
314	а только	1	1
315	к которой	1	1
316	не все	1	1
317	если в	1	1
318	менее всего	1	1
319	него с	1	1
320	в жизни	1	1
321	отношение к	4	1
322	стремился в	1	1
323	теперь не	1	1
324	из достоевского	1	1
325	в иване	1	1
326	чем же	1	1
327	фет а	1	1
328	общего с	1	1
329	с этим	5	1
330	а волынского	1	1
331	этой стороны	1	1
332	перед нами	1	1
333	мая года	2	1
334	как уже	1	1
335	и как	3	1
336	я должен	2	1
337	из письма	2	1
338	его к	1	1
339	и к	6	1
340	не творит	1	1
341	отражение той	1	1
342	с г	1	1
343	в противоположность	1	1
344	за границей	1	1
345	еще на	2	1
346	выше мы	1	1
347	что это	4	1
348	столько к	1	1
349	не имею	1	1
350	бы с	2	1
351	чуть ли	1	1
352	из этих	3	1
353	думать что	1	1
354	что ничего	1	1
355	характере этого	1	1
356	и до	2	1
357	но его	2	1
358	очень важно	1	1
359	на то	2	1
360	его но	1	1
361	главным образом	1	1
362	уже тогда	1	1
363	мысли и	2	1
364	он ни	1	1
365	после этого	1	1
366	высшей степени	1	1
367	в первую	1	1
368	к одному	1	1
369	них нет	1	1
370	не к	1	1
371	родственники и	1	1
372	и вот	3	1
373	свои собственные	1	1
374	же самая	1	1
375	отец ее	1	1
376	с соловьев	1	1
377	от октября	1	1
378	н а	1	1
379	к выводу	1	1
380	человек он	1	1
381	можно было	2	1
382	слова не	1	1
383	разочарованием в	1	1
384	в работе	2	1
385	что все	1	1
386	и дальше	1	1
387	чего он	1	1
388	об этой	1	1
389	м а	4	1
390	а по	1	1
391	заключается в	2	1
392	первую очередь	1	1
393	оставляет без	1	1
394	его личности	1	1
395	в глазах	1	1
396	было бы	9	1
397	нечто внешнее	1	1
398	должен был	3	1
399	в споре	1	1
400	по себе	5	1
401	ведь в	1	1
402	я считаю	1	1
403	ни в	7	1
404	для них	1	1
405	из нее	1	1
406	в париже	6	1
407	в них	3	1
408	к которым	1	1
409	но лишь	1	1
410	всю жизнь	1	1
411	его дома	1	1
412	был напечатан	1	1
413	как видно	1	1
414	несмотря на	4	1
415	мы видели	2	1
416	мы знаем	4	1
417	очень важный	1	1
418	должно быть	3	1
419	очерки и	1	1
420	не мог	8	1
421	в этих	4	1
422	в г	1	1
423	во время	1	1
424	всего нужно	1	1
425	отчасти в	1	1
426	от своего	1	1
427	я его	3	1
428	это делает	1	1
429	был склонен	1	1
430	его идея	1	1
431	больше не	1	1
432	слабого и	1	1
433	еще с	1	1
434	своего имени	1	1
435	i с	3	1
436	говорил о	2	1
437	он дает	2	1
438	и о	4	1
439	зла и	1	1
440	время я	1	1
441	но он	3	1
442	сентября года	1	1
443	под псевдонимом	2	1
444	имеем не	1	1
445	была не	1	1
446	и относительно	1	1
447	однако в	2	1
448	любовь к	1	1
449	даже в	2	1
450	сам он	1	1
451	всего его	1	1
452	и достоевского	1	1
453	необходимо сказать	5	1
454	содержит в	4	1
455	вплоть до	3	1
456	для меня	4	1
457	она не	2	1
458	человечества и	1	1
459	что с	1	1
460	на земле	2	1
461	некоторого рода	2	1
462	меня не	2	1
463	которой не	2	1
464	л и	1	1
465	дело в	3	1
466	возвращении в	1	1
467	точно так	3	1
468	но только	1	1
469	письме к	4	1
470	не имеет	2	1
471	на путях	1	1
472	вопрос не	1	1
473	жизни не	1	1
474	бумаги и	1	1
475	забывать о	1	1
476	в русском	2	1
477	к ней	3	1
478	н толстого	2	1
479	и является	1	1
480	жизни как	1	1
481	же он	1	1
482	в сознании	1	1
483	как а	1	1
484	не столь	1	1
485	как будто	2	1
486	в подобном	1	1
487	в области	3	1
488	ему не	1	1
489	перед ним	1	1
490	у меня	1	1
491	с определенным	1	1
492	свое собственное	1	1
493	он называет	3	1
494	без внимания	1	1
495	не могут	1	1
496	во все	1	1
497	и вполне	3	1
498	невозможно не	1	1
499	которого я	2	1
500	владимир соловьев	2	1
501	заметил что	1	1
502	все отдельные	1	1
503	этой книги	2	1
504	к тому	2	1
505	года у	1	1
506	за что	1	1
507	лето года	2	1
508	ничего общего	1	1
509	дальнейшем мы	2	1
510	для себя	5	1
511	году в	1	1
512	лет с	1	1
513	своего развития	1	1
514	как мы	11	1
515	у себя	1	1
516	меня в	2	1
517	солидарен с	1	1
518	в в	1	1
519	характер и	1	1
520	такие как	1	1
521	смерти в	1	1
522	а идея	1	1
523	только то	1	1
524	в себя	1	1
525	на той	1	1
526	с самого	1	1
527	основания для	1	1
528	то время	6	1
529	из воспоминаний	3	1
530	что однако	1	1
531	этот период	2	1
532	и ту	2	1
533	не с	1	1
534	ясно что	1	1
535	можно понять	1	1
536	чем у	1	1
537	с собой	1	1
538	еще в	2	1
539	когда в	1	1
540	во второй	2	1
541	том как	1	1
542	главная тема	1	1
543	поэтому в	1	1
544	в день	1	1
545	был не	1	1
546	содержатся в	1	1
547	своей любовью	1	1
548	против этого	1	1
549	в виду	2	1
550	чтобы иметь	1	1
551	опять в	3	1
552	о нем	2	1
553	произведения как	1	1
554	и здесь	1	1
555	о своей	1	1
556	нам представляется	2	1
557	на вопрос	1	1
558	в память	1	1
559	невозможно но	2	1
560	лишь в	1	1
561	может не	1	1
562	от него	1	1
563	истории в	1	1
564	мае года	1	1
565	т i	7	1
566	же о	1	1
567	он прямо	2	1
568	раньше чем	1	1
569	по разным	4	1
570	не знаю	1	1
571	с а	4	1
572	от всех	1	1
573	значит что	1	1
574	в современной	1	1
575	критики в	1	1
576	нас интересует	1	1
577	в петербурге	2	1
578	но тот	1	1
579	смерти она	1	1
580	он стал	1	1
581	мне кажется	1	1
582	ли он	2	1
583	но ни	1	1
584	была для	2	1
585	не зная	1	1
586	как нечто	1	1
587	и гёте	1	1
588	то в	5	1
589	то он	1	1
590	их жизни	1	1
591	людьми но	1	1
592	том чтобы	2	1
593	не то	3	1
594	но сам	1	1
595	при внимательном	1	1
596	связи с	8	1
597	вот что	4	1
598	истории человечества	1	1
599	в журнале	1	1
600	а напротив	1	1
601	к богу	1	1
602	сколько к	1	1
603	и везде	1	1
604	на этих	3	1
605	же у	1	1
606	здесь же	1	1
607	гёте и	2	1
608	письмо и	1	1
609	не стал	1	1
610	всегда было	1	1
611	она действительно	1	1
612	и их	1	1
613	в письме	8	1
614	и откровенно	1	1
615	всегда считал	1	1
616	не о	2	1
617	мнению с	1	1
618	бытия и	2	1
619	есть его	2	1
620	от апреля	1	1
621	как раз	1	1
622	молиться за	1	1
623	не просто	1	1
624	же это	2	1
625	в мае	1	1
626	цитаты из	1	1
627	возможно что	2	1
628	что и	3	1
629	со стороны	4	1
630	даже не	1	1
631	и болезненное	1	1
632	в высшей	1	1
633	влияние на	1	1
634	а мы	2	1
635	л н	3	1
636	и прежде	2	1
637	что для	2	1
638	его из	1	1
639	нужно сказать	1	1
640	мир а	1	1
641	а главное	1	1
642	только понять	1	1
643	и психологии	2	1
644	с н	16	1
645	христа как	1	1
646	с м	31	1
647	и всякая	2	1
648	и я	5	1
649	даже о	1	1
650	ни о	1	1
651	самого начала	1	1
652	под влиянием	3	1
653	в связи	8	1
654	его биографии	4	1
655	уже давно	2	1
656	нет никаких	2	1
657	о русских	1	1
658	и она	2	1
659	из парижа	3	1
660	эти слова	1	1
661	время с	1	1
662	и особенно	3	1
663	эта идея	2	1
664	как это	7	1
665	только его	2	1
666	я тоже	2	1
667	требует от	1	1
668	его личной	1	1
669	он говорит	1	1
670	после его	1	1
671	в течение	5	1
672	такого рода	2	1
673	мой друг	4	1
674	году он	1	1
675	что же	8	1
676	ее был	1	1
677	вы мне	1	1
678	в статьях	1	1
679	с необходимостью	1	1
680	с года	3	1
681	а к	2	1
682	бога и	1	1
683	перед своим	1	1
684	перед смертью	2	1
685	свое последнее	1	1
686	вообще все	1	1
687	пока еще	1	1
688	при всем	1	1
689	от матери	1	1
690	под названием	3	1
691	в книге	1	1
692	фактов его	1	1
693	и для	3	1
694	в с	10	1
695	о необходимости	1	1
696	и человек	1	1
697	этот принцип	1	1
698	представляется что	1	1
699	в результате	5	1
700	ли еще	1	1
701	для нас	7	1
702	но когда	1	1
703	февраля года	1	1
704	а может	1	1
705	еще более	3	1
706	и ни	1	1
707	вообще в	3	1
708	в сердце	1	1
709	ужасом и	1	1
710	будто бы	2	1
711	теперь же	1	1
712	есть бог	1	1
713	тот же	5	1
714	отношении к	1	1
715	не есть	4	1
716	в целях	1	1
717	по поводу	4	1
718	и русских	1	1
719	я говорю	1	1
720	о своем	2	1
721	в свою	3	1
722	летом года	6	1
723	первый раз	1	1
724	между ними	1	1
725	с ней	2	1
726	сказать что	11	1
727	только как	1	1
728	была бы	1	1
729	по возвращении	2	1
730	от декабря	3	1
731	себе не	1	1
732	и другие	1	1
733	и свою	1	1
734	любил и	2	1
735	том числе	1	1
