N	2gram	Propp_Russ_2	Vladivir
336	выражение в	1	1
337	право на	2	1
338	березы и	1	1
339	тому же	1	1
340	если он	2	1
341	так сказать	1	1
342	к выводу	1	1
343	что она	3	1
344	ей в	1	1
345	главным образом	3	1
346	т д	5	1
347	после этого	2	1
348	нужно не	1	1
349	и еще	2	1
350	в первую	1	1
351	интерес представляет	1	1
352	и совершенно	1	1
353	не к	2	1
354	возвращение к	1	1
355	но вместе	2	1
356	так например	1	1
357	создавать и	1	1
358	это конечно	1	1
359	от нее	1	1
360	что все	1	1
361	связанных с	1	1
362	а по	1	1
363	воскресения и	1	1
364	и иногда	2	1
365	а как	1	1
366	первую очередь	1	1
367	и отдельные	1	1
368	он есть	2	1
369	новой жизни	1	1
370	остановиться на	1	1
371	к теории	1	1
372	и находит	1	1
373	для них	2	1
374	из нее	2	1
375	на которую	1	1
376	могилу и	1	1
377	дни в	1	1
378	далеко не	4	1
379	на основании	1	1
380	мы имеем	6	1
381	чем в	2	1
382	однако можно	1	1
383	здесь все	1	1
384	такой же	1	1
385	можно только	1	1
386	не так	1	1
387	в г	2	1
388	во время	12	1
389	но если	3	1
390	году у	1	1
391	при изучении	1	1
392	можно найти	1	1
393	в такой	1	1
394	место в	1	1
395	еще с	1	1
396	это подтверждается	1	1
397	своего рода	1	1
398	признает что	1	1
399	мир и	1	1
400	но эта	1	1
401	выше мы	3	1
402	не будем	3	1
403	же месте	1	1
404	которые в	1	1
405	п с	1	1
406	имеем не	2	1
407	если бы	1	1
408	была не	2	1
409	по всем	3	1
410	дом и	1	1
411	что этот	1	1
412	отправляется в	2	1
413	и под	3	1
414	с длинной	1	1
415	случае мы	1	1
416	при всех	1	1
417	подтверждается и	1	1
418	к такой	1	1
419	но они	1	1
420	огней и	1	1
421	что с	2	1
422	в русской	1	1
423	все мы	1	1
424	дело не	2	1
425	на него	1	1
426	как о	1	1
427	новый год	3	1
428	со слов	1	1
429	когда уже	1	1
430	к тебе	1	1
431	в день	7	1
432	каждый из	2	1
433	следовательно и	1	1
434	вся его	1	1
435	того в	2	1
436	и является	1	1
437	во всем	2	1
438	на церковные	1	1
439	только с	1	1
440	которая по	1	1
441	и здесь	1	1
442	день в	2	1
443	во все	1	1
444	например на	1	1
445	все еще	1	1
446	ничего общего	1	1
447	здесь еще	1	1
448	и которая	1	1
449	не будет	1	1
450	и многие	2	1
451	и человеческая	1	1
452	в в	1	1
453	москве в	1	1
454	смерти в	2	1
455	так в	2	1
456	с собой	1	1
457	на нее	6	1
458	мы приведем	2	1
459	здесь нет	1	1
460	еще не	6	1
461	руках и	1	1
462	этим в	1	1
463	когда в	1	1
464	том как	1	1
465	могла быть	1	1
466	собой и	1	1
467	отрицать что	1	1
468	для этого	5	1
469	по теории	1	1
470	выводу что	1	1
471	из других	1	1
472	лицо его	1	1
473	сводится к	1	1
474	он здесь	1	1
475	может не	1	1
476	то тотчас	1	1
477	то как	1	1
478	не имеем	1	1
479	влияние на	2	1
480	раньше чем	1	1
481	в древнем	1	1
482	в марте	1	1
483	также в	2	1
484	представления о	2	1
485	как объяснить	4	1
486	в него	2	1
487	в литературе	1	1
488	в современной	1	1
489	и е	2	1
490	что здесь	3	1
491	но с	1	1
492	наоборот он	1	1
493	этот вопрос	2	1
494	в какой	1	1
495	но ни	1	1
496	и ее	2	1
497	по этому	2	1
498	в качестве	3	1
499	же он	1	1
500	человека с	1	1
501	этому поводу	2	1
502	с нею	1	1
503	можно установить	1	1
504	тем временем	1	1
505	только на	1	1
506	бога а	1	1
507	в д	1	1
508	отнести и	1	1
509	или даже	3	1
510	при помощи	1	1
511	в данной	1	1
512	и других	3	1
513	из них	4	1
514	и свойства	1	1
515	который некогда	1	1
516	представлений о	2	1
517	в одном	1	1
518	это нужно	1	1
519	к ним	1	1
520	земле с	1	1
521	заметить что	2	1
522	как раз	1	1
523	тем что	3	1
524	этом отношении	1	1
525	как можно	2	1
526	рядом с	1	1
527	нужно было	1	1
528	даже не	1	1
529	живой и	1	1
530	же а	2	1
531	тот кто	1	1
532	на которые	1	1
533	в природе	3	1
534	в менее	1	1
535	смысла и	1	1
536	то и	4	1
537	а на	9	1
538	в поисках	1	1
539	мы и	1	1
540	ниже в	2	1
541	также с	1	1
542	из последних	1	1
543	него не	1	1
544	на лето	2	1
545	и п	13	1
546	если это	1	1
547	этих же	1	1
548	были сделаны	1	1
549	и м	8	1
550	все то	2	1
551	своей книги	1	1
552	если она	2	1
553	многих случаях	2	1
554	место где	1	1
555	в церковь	2	1
556	несколько раз	1	1
557	и своим	1	1
558	пишет в	3	1
559	перед нами	1	1
560	не что	2	1
561	который он	1	1
562	довольно много	1	1
563	этот не	1	1
564	как например	3	1
565	этом случае	6	1
566	человека который	2	1
567	что однако	1	1
568	за ним	3	1
569	пока еще	2	1
570	совершенно отчетливо	1	1
571	при всем	1	1
572	подробные сведения	1	1
573	тем и	2	1
574	и другим	1	1
575	по образцу	1	1
576	здоровье и	1	1
577	не с	2	1
578	от него	1	1
579	из себя	1	1
580	у них	2	1
581	же к	1	1
582	из деревни	1	1
583	есть уже	1	1
584	этих элементов	1	1
585	в целях	2	1
586	в период	1	1
587	быть и	1	1
588	только как	2	1
589	ему но	1	1
590	что такие	2	1
591	религии и	1	1
592	мы увидим	1	1
593	время не	1	1
594	эти слова	1	1
595	как воплощение	1	1
596	а может	1	1
597	нужно чтобы	1	1
598	ее в	8	1
599	и другие	14	1
600	те которые	1	1
