N	2gram	Vinokur_Vv_1	Problema
257	уже в	5	3
258	а это	1	3
259	для него	1	3
260	само по	3	3
261	отличие от	3	3
262	говорим о	1	3
263	жизни а	1	3
264	здесь в	1	3
265	очень много	1	3
266	прежде всего	8	3
267	именно так	1	3
268	жизнь в	1	3
269	если не	1	3
270	в той	7	3
271	это есть	2	3
272	в тех	2	3
273	с этой	4	3
274	слова и	1	3
275	это уже	1	3
276	и все	1	3
277	из себя	1	3
278	тем более	2	3
279	ни к	2	3
280	хотя бы	5	3
281	будто бы	2	3
282	ни было	1	3
283	же в	1	3
284	понимать как	1	3
285	или иного	1	3
286	есть то	1	3
287	точно так	2	3
288	и другие	1	3
289	к тому	4	3
290	того же	3	2
291	только потому	1	2
292	и до	2	2
293	однако для	1	2
294	мы имеем	3	2
295	том виде	3	2
296	в некотором	1	2
297	этого термина	2	2
298	литературы и	1	2
299	целое и	2	2
300	быть в	4	2
301	нам представляется	1	2
302	во всех	2	2
303	совсем не	3	2
304	не то	1	2
305	с которыми	1	2
306	и будет	1	2
307	или иное	1	2
308	в известном	3	2
309	с этим	2	2
310	дает нам	1	2
311	просто как	1	2
312	это тоже	1	2
313	даже просто	1	2
314	себе не	1	2
315	еще на	1	2
316	в которой	1	2
317	с их	5	2
318	бы только	1	2
319	сравнению с	3	2
320	с чем	2	2
321	время и	1	2
322	слова а	1	2
323	широком смысле	8	2
324	одна от	2	2
325	из него	1	2
326	такого же	2	2
327	что все	1	2
328	в другом	3	2
329	а как	3	2
330	он есть	1	2
331	ведь в	1	2
332	для них	1	2
333	например и	1	2
334	на основании	5	2
335	во внимание	2	2
336	он и	2	2
337	мы видели	2	2
338	нисколько не	3	2
339	в этих	3	2
340	и при	2	2
341	нечто целое	2	2
342	в котором	4	2
343	с точки	2	2
344	по сравнению	3	2
345	в их	11	2
346	не столько	2	2
347	в отличие	3	2
348	от себя	3	2
349	от его	1	2
350	мы теперь	1	2
351	заставляет нас	1	2
352	xx в	3	2
353	что никакой	1	2
354	и более	1	2
355	однако в	3	2
356	для нее	1	2
357	бы нас	1	2
358	об ее	1	2
359	в отношении	2	2
360	с теми	2	2
361	дело не	3	2
362	на котором	2	2
363	и сама	1	2
364	но что	3	2
365	и именно	12	2
366	и всегда	1	2
367	же рода	1	2
368	степени это	1	2
369	в самой	1	2
370	слова как	2	2
371	как она	4	2
372	могут быть	4	2
373	виде как	1	2
374	что оно	2	2
375	и за	1	2
376	но также	14	2
377	в языкознании	1	2
378	что при	1	2
379	для себя	1	2
380	поэтического образа	1	2
381	настоящее время	1	2
382	только то	1	2
383	это можно	1	2
384	ее предмет	1	2
385	том как	1	2
386	разного рода	1	2
387	жизнь и	1	2
388	в настоящее	1	2
389	о ней	1	2
390	искусства и	1	2
391	этом понятии	1	2
392	себя не	1	2
393	на одно	1	2
394	это было	1	2
395	на отдельные	1	2
396	нечто иное	1	2
397	природы и	1	2
398	есть действительно	2	2
399	своему содержанию	1	2
400	но с	4	2
401	имеет своим	1	2
402	с одной	4	2
403	себя в	2	2
404	к какому	2	2
405	и у	1	2
406	своим собственным	1	2
407	нас и	1	2
408	в начале	3	2
409	из них	3	2
410	роль и	1	2
411	в известной	3	2
412	произведения и	2	2
413	или ином	1	2
414	от того	3	2
415	само собой	2	2
416	были бы	1	2
417	нам не	1	2
418	до сих	5	2
419	от другой	3	2
420	именно в	8	2
421	этим не	1	2
422	он только	1	2
423	в поисках	1	2
424	о чем	4	2
425	произведение в	1	2
426	в частности	3	2
427	вместе с	6	2
428	и особенно	1	2
429	как это	5	2
430	путь от	2	2
431	из которых	2	2
432	по своему	5	2
433	конца xix	1	2
434	по существу	2	2
435	сравнении с	1	2
436	сих пор	5	2
437	и для	4	2
438	только тогда	1	2
439	котором он	2	2
440	в результате	3	2
441	другое дело	3	2
442	а к	1	2
443	к одной	1	2
444	у них	1	2
445	бы в	1	2
446	только что	4	2
447	типа и	1	2
448	в сравнении	1	2
449	есть и	4	2
450	по поводу	1	2
451	это в	2	2
452	это понятие	2	2
453	как на	11	2
454	этой точки	1	2
455	от этой	1	1
456	речь идет	2	1
457	одним из	5	1
458	не остается	1	1
459	значении этого	1	1
460	и всеми	1	1
461	об искусстве	4	1
462	в первом	5	1
463	вопрос мы	1	1
464	что эти	1	1
465	оно было	1	1
466	от которых	2	1
467	должна быть	2	1
468	собственном смысле	2	1
469	действительности и	1	1
470	какими бы	1	1
471	жизни для	1	1
472	той же	4	1
473	например в	2	1
474	этого все	1	1
475	и ничего	1	1
476	различия но	1	1
477	нас от	1	1
478	что если	2	1
479	и нашей	1	1
480	прямом смысле	2	1
481	вопрос о	8	1
482	нам в	1	1
483	который был	1	1
484	которого мы	2	1
485	а для	1	1
486	не вполне	4	1
487	на тему	2	1
488	для нашей	1	1
489	похожи на	1	1
490	он вовсе	1	1
491	мы ее	1	1
492	большей частью	1	1
493	не нужно	2	1
494	и на	3	1
495	между собой	1	1
496	отдельные области	4	1
497	мысли и	2	1
498	к целому	1	1
499	различны то	1	1
500	данным словом	1	1
501	и занимается	1	1
502	то мы	1	1
503	своего рода	3	1
504	заключается не	1	1
505	самих себя	1	1
506	и вопрос	1	1
507	природе языка	1	1
508	в сторону	1	1
509	ответ на	3	1
510	а если	2	1
511	а и	1	1
512	себе и	2	1
513	и речи	1	1
514	которые не	1	1
515	всю эту	1	1
516	в произведениях	1	1
517	в истории	9	1
518	самое понятие	1	1
519	независимо от	3	1
520	что именно	2	1
521	так называемая	2	1
522	от собственного	1	1
523	однако не	4	1
524	целом но	1	1
525	то ясно	1	1
526	и художественного	1	1
527	от этого	5	1
528	в этот	2	1
529	или иную	1	1
530	думать так	1	1
531	сливается с	3	1
532	стать не	1	1
533	а во-вторых	2	1
534	но который	1	1
535	так или	4	1
536	из этих	5	1
537	одном случае	1	1
538	действительности а	1	1
539	учение о	2	1
540	действительность только	1	1
541	то обстоятельство	1	1
542	собой в	2	1
543	остановиться на	1	1
544	и тот	1	1
545	особенно важно	1	1
546	тому же	1	1
547	во многих	1	1
548	но ведь	4	1
549	как он	6	1
550	вообще не	3	1
551	на его	1	1
552	выделить в	1	1
553	к выводу	6	1
554	бы этого	1	1
555	в определенном	1	1
556	или очень	1	1
557	о которой	2	1
558	соприкасается с	1	1
559	перестает быть	1	1
560	момента в	2	1
561	вообще он	1	1
562	не к	2	1
563	собой не	1	1
564	том чтобы	6	1
565	новое и	1	1
566	нашего времени	2	1
567	чтобы в	1	1
568	какой бы	2	1
569	приходим к	3	1
570	его от	1	1
571	что ни	1	1
572	и говорить	1	1
573	возможно только	1	1
574	но дело	3	1
575	так например	6	1
576	рода с	1	1
577	что она	3	1
578	именно это	1	1
579	и заключается	4	1
580	не должно	1	1
581	это конечно	1	1
582	и создающей	1	1
583	и литературы	2	1
584	не находятся	1	1
585	как они	1	1
586	различие между	1	1
587	до бесконечности	1	1
588	слова или	1	1
589	них не	1	1
590	лишь в	1	1
591	входит в	2	1
592	нечего и	1	1
593	то все	1	1
594	быть не	1	1
595	более широком	1	1
596	в жизни	1	1
597	в них	4	1
598	содержании и	2	1
599	как об	9	1
600	не всегда	1	1
601	в своих	2	1
602	всегда и	1	1
603	наблюдалось в	1	1
604	области но	1	1
605	строгом смысле	3	1
606	значит не	1	1
607	духовной жизни	3	1
608	как целое	3	1
609	рассматривать только	1	1
610	после этого	2	1
611	автора и	1	1
612	и того	2	1
613	со всей	3	1
614	перед собой	1	1
615	только тем	1	1
616	во время	1	1
617	историк литературы	3	1
618	от своего	1	1
619	как некоторого	1	1
620	могут не	1	1
621	в такой	1	1
622	наших дней	1	1
623	это делает	2	1
624	отдельных представителей	1	1
625	прийти к	1	1
626	мы называем	2	1
627	представление о	1	1
628	говорил о	1	1
629	не как	3	1
630	слова в	1	1
631	и другого	1	1
632	и той	2	1
633	есть один	1	1
634	втором случае	1	1
635	а есть	1	1
636	точку зрения	1	1
637	но он	1	1
638	и совсем	1	1
639	в прямом	2	1
640	явления действительности	1	1
641	что сейчас	1	1
642	на другую	1	1
643	чего нельзя	1	1
644	вещей и	1	1
645	является так	1	1
646	это особенно	1	1
647	имел в	1	1
648	же мы	1	1
649	в одно	1	1
650	что с	3	1
651	хорошо знаем	1	1
652	превратить его	1	1
653	идея которая	1	1
654	у платона	1	1
655	мысли в	1	1
656	тогда когда	3	1
657	правда в	1	1
658	же между	1	1
659	искусства обычно	1	1
660	в идее	1	1
661	слова но	1	1
662	которого он	1	1
663	например что	2	1
664	то менее	1	1
665	было у	1	1
666	и имеет	1	1
667	о них	2	1
668	при полной	1	1
669	одной и	2	1
670	того чтобы	21	1
671	самую действительность	1	1
672	казалось бы	2	1
673	подобно тому	1	1
674	понимать их	1	1
675	и никогда	1	1
676	целое в	1	1
677	во всем	2	1
678	единое и	1	1
679	до того	2	1
680	факта что	1	1
681	представлять себе	1	1
682	такие же	1	1
683	художественной литературы	2	1
684	то более	3	1
685	обстоятельство что	1	1
686	данности и	1	1
687	искусстве то	1	1
688	прямо говорит	1	1
689	не могут	5	1
690	и часто	1	1
691	отношении гораздо	1	1
692	из самого	1	1
693	указание на	1	1
694	исторической науки	6	1
695	для такого	1	1
696	назвать в	1	1
697	этого и	1	1
698	же только	2	1
699	в очень	3	1
700	мы хорошо	1	1
701	оно не	1	1
702	что об	1	1
703	утверждать что	1	1
704	вещей в	1	1
705	из всего	1	1
706	именно эту	1	1
707	значения и	1	1
708	факт что	1	1
709	внимание на	4	1
710	с каким	1	1
711	университета в	1	1
712	в собственном	2	1
713	особой точки	1	1
714	реальной действительности	1	1
715	в дальнейшем	2	1
716	с самими	1	1
717	на том	3	1
718	котором мы	1	1
719	целое как	1	1
720	на нее	2	1
721	принять во	2	1
722	которыми мы	1	1
723	мог бы	2	1
724	д все	2	1
725	к самой	2	1
726	можно только	2	1
727	дело заключается	2	1
728	не исчерпывается	2	1
729	понятно что	3	1
730	в эпоху	1	1
731	в содержании	1	1
732	выводу что	5	1
733	образом в	1	1
734	разница между	1	1
735	и нужно	1	1
736	только так	2	1
737	чтобы его	1	1
738	еще при	2	1
739	каждой из	3	1
740	и та	1	1
741	язык и	3	1
742	говорит об	1	1
743	все прочие	1	1
744	греческом языке	1	1
745	особого рода	4	1
746	данного языка	1	1
747	вопросу о	2	1
748	все в	1	1
749	связь между	4	1
750	истории в	2	1
751	нем не	1	1
752	возникает и	1	1
753	во втором	2	1
754	или иными	1	1
755	нуждается в	2	1
756	и содержания	1	1
757	действительно в	1	1
758	как указание	1	1
759	видели имеет	1	1
760	не существовать	1	1
761	возникает вопрос	2	1
762	бы и	2	1
763	язык есть	1	1
764	в свете	1	1
765	все время	1	1
766	вида и	1	1
767	и об	1	1
768	в литературе	1	1
769	дело с	6	1
770	всю ее	1	1
771	утверждении что	1	1
772	целого и	2	1
773	помощи которого	1	1
774	самые разнообразные	1	1
775	всех его	1	1
776	если принять	1	1
777	раз вполне	1	1
778	своего собственного	1	1
779	без этого	1	1
780	своей целью	1	1
781	когда говорил	2	1
782	если и	1	1
783	или не	1	1
784	человеческого духа	1	1
785	языка как	2	1
786	и обратно	4	1
787	и других	3	1
788	у того	1	1
789	понятий в	1	1
790	ту или	1	1
791	что содержание	1	1
792	то сама	1	1
793	и художественно	1	1
794	в одном	4	1
795	у него	1	1
796	потому его	1	1
797	только по	3	1
798	как такового	2	1
799	заметить что	1	1
800	общая идея	1	1
801	в руки	6	1
802	себе отчет	1	1
803	для того	21	1
804	момент в	1	1
805	а потому	3	1
806	нами не	2	1
807	что на	1	1
808	которая по	1	1
809	или иначе	4	1
810	здесь нужно	1	1
811	иначе но	2	1
812	при чем	1	1
813	что не	5	1
814	а главное	1	1
815	что будет	1	1
816	обратить внимание	2	1
817	них и	2	1
818	нужно сказать	1	1
819	его содержании	1	1
820	которых мы	1	1
821	а наоборот	1	1
822	цвета и	1	1
823	до конца	3	1
824	не на	1	1
825	не означает	1	1
826	зависит от	3	1
827	она имеет	1	1
828	и далее	2	1
829	к таким	1	1
830	это у	1	1
831	однако и	1	1
832	для употребления	1	1
833	д можно	1	1
834	для этой	1	1
835	если это	2	1
836	которое в	2	1
837	самой действительности	1	1
838	тот факт	1	1
839	в европе	1	1
840	нечто вполне	1	1
841	не одно	1	1
842	этих случаях	2	1
843	в изображении	1	1
844	одной стороны	4	1
845	более то	1	1
846	смысле этого	8	1
847	никаких художественных	1	1
848	для первого	1	1
849	в первой	1	1
850	искусство что	1	1
851	есть тот	1	1
852	еще раз	1	1
853	в гораздо	1	1
854	имеют дело	1	1
855	мере не	1	1
856	действительность в	3	1
857	как предмет	1	1
858	ведь и	1	1
859	из человеческих	1	1
860	по образцу	1	1
861	но для	1	1
862	и собственно	1	1
863	например у	1	1
864	чтобы этот	1	1
865	в более	2	1
866	этот образ	1	1
867	одного и	2	1
868	от той	1	1
869	образом по	2	1
870	не существует	2	1
871	об отношении	2	1
872	имеет дело	5	1
873	именно такого	1	1
874	о котором	8	1
875	это как	1	1
876	не с	2	1
877	это требует	1	1
878	в языке	1	1
879	но еще	1	1
880	не такие	1	1
881	что остается	2	1
882	не должен	1	1
883	истории литературы	3	1
884	имеет очень	1	1
885	несмотря на	2	1
886	научной или	1	1
887	хотя в	2	1
888	и прочих	1	1
889	только как	6	1
890	понимается как	1	1
891	для нашего	1	1
892	те области	1	1
893	мере в	4	1
894	одновременно и	1	1
895	первом случае	2	1
896	чем иным	1	1
897	подлинном виде	1	1
898	языка то	1	1
899	д в	2	1
900	самое что	2	1
901	мысли но	1	1
902	них это	1	1
903	чтобы ее	1	1
904	ее в	1	1
905	к этому	3	1
906	ничего иного	1	1
907	можно назвать	1	1
908	они не	1	1
